experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,powdery_mildew,leaf_rust,yellow_rust,septoria_tritici_ssp,protein_content,sds_sedimentation_volume,name,description,campaign,site_name,longitude,latitude,remarks
1,ITA383,Triticum,TA00231,NA,NA,135,132,NA,4,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00232,NA,NA,130,82,NA,7,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00233,NA,NA,123,97,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00236,NA,NA,135,124,NA,2,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00237,NA,NA,124,98,NA,4,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00238,NA,NA,140,132,NA,7,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00239,NA,NA,122,110,NA,7,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00240,NA,NA,123,106,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00241,NA,NA,132,109,NA,9,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00242,NA,NA,126,93,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00243,NA,NA,133,113,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00244,NA,NA,129,66,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00245,NA,NA,126,58,NA,0,0,NA,2,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00246,NA,NA,130,66,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00247,NA,NA,126,88,NA,2,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00248,NA,NA,140,114,NA,7,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00249,NA,NA,144,111,NA,4,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00251,NA,NA,128,83,NA,4,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00252,NA,NA,130,83,NA,7,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00253,NA,NA,139,135,NA,4,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00255,NA,NA,137,131,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00256,NA,NA,125,90,NA,7,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00257,NA,NA,124,99,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00258,NA,NA,127,63,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00259,NA,NA,126,92,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00260,NA,NA,129,63,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00263,NA,NA,131,77,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00264,NA,NA,127,88,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00265,NA,NA,125,76,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00266,NA,NA,131,84,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00267,NA,NA,131,64,NA,2,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00268,NA,NA,123,74,NA,0,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00269,NA,NA,124,85,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00270,NA,NA,131,66,NA,4,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00271,NA,NA,132,74,NA,9,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00272,NA,NA,128,110,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00273,NA,NA,126,77,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00274,NA,NA,128,110,NA,7,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00275,NA,NA,129,85,NA,7,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00276,NA,NA,128,115,NA,7,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00277,NA,NA,128,102,NA,2,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00278,NA,NA,125,68,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00279,NA,NA,127,62,NA,0,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00280,NA,NA,124,71,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00281,NA,NA,128,65,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00282,NA,NA,126,88,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00284,NA,NA,126,72,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00285,NA,NA,135,89,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00286,NA,NA,127,96,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00289,NA,NA,137,138,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00290,NA,NA,127,69,NA,4,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00291,NA,NA,131,64,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00292,NA,NA,128,64,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00293,NA,NA,126,78,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00296,NA,NA,131,107,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00297,NA,NA,140,65,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00298,NA,NA,126,71,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00299,NA,NA,127,73,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00300,NA,NA,126,108,NA,2,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00301,NA,NA,134,92,NA,4,9,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00302,NA,NA,135,74,NA,2,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00303,NA,NA,139,133,NA,2,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00304,NA,NA,126,90,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00305,NA,NA,126,89,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00308,NA,NA,126,93,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00309,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00310,NA,NA,127,104,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00311,NA,NA,126,95,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00312,NA,NA,126,98,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00314,NA,NA,127,92,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00315,NA,NA,126,114,NA,2,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00316,NA,NA,132,143,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00318,NA,NA,127,74,NA,0,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00322,NA,NA,127,76,NA,0,2,NA,2,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00323,NA,NA,127,73,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00324,NA,NA,135,131,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00325,NA,NA,136,134,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00326,NA,NA,136,136,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00327,NA,NA,137,141,NA,0,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00328,NA,NA,127,71,NA,4,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00330,NA,NA,129,74,NA,0,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00331,NA,NA,131,97,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00332,NA,NA,130,101,NA,4,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00335,NA,NA,131,70,NA,4,2,NA,2,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00339,NA,NA,126,78,NA,4,4,NA,1,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00340,NA,NA,117,82,NA,4,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00341,NA,NA,125,92,NA,4,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00342,NA,NA,126,75,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00343,NA,NA,124,100,NA,2,2,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00344,NA,NA,124,82,NA,0,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00345,NA,NA,126,115,NA,2,4,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00346,NA,NA,126,97,NA,4,7,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
1,ITA383,Triticum,TA00347,NA,NA,146,110,NA,2,0,NA,0,NA,NA,CREA2005_SAL,"S. Angelo Lodigiano_plot size: 1.36 square meters (6 rows, 1 m long), unreplicated; mechanical sowing; winter and spring varieties",2005-2006,S. Angelo Lodigiano,9.42247,45.24503,NA
