accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,name,description,campaign
C0100651,NA,NA,244,NA,103,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100658,NA,NA,248,NA,82.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100659,NA,NA,249,NA,96.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100660,NA,NA,248,39.2,125,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100661,NA,NA,248,NA,84.75,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100662,NA,NA,243,NA,103.25,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100665,NA,NA,252,NA,124.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100721,NA,NA,237,38.2,86.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100721,NA,NA,NA,37.7,85.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0100753,NA,NA,242,NA,107.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100761,NA,NA,240,NA,85,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100768,NA,NA,242,NA,93.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100784,NA,NA,NA,51,109,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0100822,NA,NA,247,NA,104.75,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100861,NA,NA,NA,36.3,92.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0100875,NA,NA,237,NA,98.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100877,NA,NA,250,40,120.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100882,NA,NA,234,NA,76.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100883,NA,NA,244,NA,58,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100884,NA,NA,242,NA,84.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100885,NA,NA,234,NA,75.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100890,NA,NA,248,NA,99.75,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100910,NA,NA,242,40,89.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100910,NA,NA,NA,40,90,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0100930,NA,NA,242,NA,101,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100937,NA,NA,244,NA,83.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100952,NA,NA,242,40.5,89.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100959,NA,NA,244,46.6,106.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0100959,NA,NA,NA,46.6,109,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0100974,NA,NA,249,NA,125.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101018,NA,NA,247,NA,112.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101019,NA,NA,242,NA,89.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101020,NA,NA,242,NA,105.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101021,NA,NA,242,NA,86,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101023,NA,NA,238,NA,118,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101025,NA,NA,237,NA,101.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101027,NA,NA,237,NA,106.25,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101028,NA,NA,247,NA,129.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101030,NA,NA,242,NA,79,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101035,NA,NA,244,NA,87,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101036,NA,NA,242,NA,96.75,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101037,NA,NA,248,NA,75.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101038,NA,NA,248,NA,93,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101041,NA,NA,243,NA,149,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101042,NA,NA,242,NA,85,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101075,NA,NA,213,NA,84.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101209,NA,NA,249,NA,100.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101211,NA,NA,248,NA,130.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101280,NA,NA,249,NA,106.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101314,NA,NA,247,NA,107.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101342,NA,NA,237,NA,65.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101357,NA,NA,234,NA,105.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101386,NA,NA,242,NA,102.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101594,NA,NA,234,NA,71,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101595,NA,NA,242,NA,128.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101598,NA,NA,237,NA,98,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101603,NA,NA,NA,45.3,108.5,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101654,NA,NA,NA,43.8,110.63,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101655,NA,NA,NA,39,95,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101677,NA,NA,247,NA,110.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101678,NA,NA,237,42.2,106,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101678,NA,NA,NA,42.2,101.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101679,NA,NA,243,NA,67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101680,NA,NA,237,NA,80,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101681,NA,NA,237,NA,79.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101682,NA,NA,236,NA,96.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101683,NA,NA,243,NA,67.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101684,NA,NA,242,NA,87,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101685,NA,NA,237,NA,84,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101686,NA,NA,242,NA,83.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101687,NA,NA,240,NA,95.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101688,NA,NA,242,NA,139.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101690,NA,NA,240,NA,99.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101692,NA,NA,245,NA,NA,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101693,NA,NA,242,NA,86,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101694,NA,NA,245,NA,81.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101695,NA,NA,248,NA,98.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101696,NA,NA,247,NA,111,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101697,NA,NA,243,NA,97,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101698,NA,NA,234,NA,70.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101700,NA,NA,237,NA,78,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101701,NA,NA,237,NA,81.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101702,NA,NA,234,NA,67.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101703,NA,NA,249,NA,119.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101704,NA,NA,247,NA,112,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101705,NA,NA,237,NA,94.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101706,NA,NA,236,NA,83.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101707,NA,NA,242,NA,116.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101709,NA,NA,248,NA,107.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101710,NA,NA,245,NA,85.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101711,NA,NA,243,NA,89.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101712,NA,NA,242,NA,84.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101713,NA,NA,244,NA,102.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101714,NA,NA,247,NA,93.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101715,NA,NA,250,NA,111.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101716,NA,NA,242,NA,85.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101717,NA,NA,247,NA,109,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101718,NA,NA,237,NA,110.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101721,NA,NA,245,NA,133.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101722,NA,NA,243,NA,99,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101723,NA,NA,237,NA,113,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101724,NA,NA,258,NA,129.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101725,NA,NA,242,NA,87.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101726,NA,NA,245,NA,85.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101727,NA,NA,234,42.9,103.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101728,NA,NA,242,NA,86.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101729,NA,NA,244,NA,89,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101730,NA,NA,242,NA,96.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101731,NA,NA,242,NA,99,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101732,NA,NA,242,NA,103.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101733,NA,NA,242,NA,137.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101734,NA,NA,242,NA,89,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101735,NA,NA,237,NA,82.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101736,NA,NA,249,NA,111,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101737,NA,NA,242,41.4,101.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101737,NA,NA,NA,41.4,101.5,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101738,NA,NA,244,NA,101.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101739,NA,NA,234,46.8,99.17,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101740,NA,NA,242,40.8,95,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101740,NA,NA,NA,40.8,97,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101743,NA,NA,239,NA,93,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101744,NA,NA,244,NA,56.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101745,NA,NA,238,NA,85.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101747,NA,NA,242,NA,64.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101748,NA,NA,240,NA,79,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101749,NA,NA,242,NA,73.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101750,NA,NA,237,NA,80.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101751,NA,NA,238,NA,84,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101752,NA,NA,249,NA,119.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101753,NA,NA,242,NA,118.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101754,NA,NA,249,37.2,122,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101754,NA,NA,NA,37.2,123.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101757,NA,NA,237,NA,83,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101758,NA,NA,234,NA,103.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101759,NA,NA,242,NA,92.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101760,NA,NA,242,NA,99,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101761,NA,NA,248,NA,88.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101762,NA,NA,242,NA,89.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101763,NA,NA,230,NA,93,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101764,NA,NA,237,NA,110.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101765,NA,NA,244,NA,80,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101766,NA,NA,256,NA,122,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101767,NA,NA,242,NA,134,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101768,NA,NA,248,NA,134.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101769,NA,NA,243,NA,131.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101770,NA,NA,249,NA,144.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101771,NA,NA,237,48.1,101,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101771,NA,NA,NA,48.1,103,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101772,NA,NA,242,NA,93.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101773,NA,NA,248,NA,109,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101776,NA,NA,242,46.2,128,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101776,NA,NA,NA,46.2,123.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101777,NA,NA,233,NA,130.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101778,NA,NA,234,NA,103.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101779,NA,NA,248,NA,157,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101780,NA,NA,244,NA,143.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101782,NA,NA,237,NA,104.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101784,NA,NA,237,NA,103.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101785,NA,NA,237,NA,80.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101786,NA,NA,240,NA,147.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101787,NA,NA,237,NA,104.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101789,NA,NA,233,NA,101,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101790,NA,NA,242,NA,79,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101793,NA,NA,238,NA,139,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101794,NA,NA,234,NA,108.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101795,NA,NA,242,47.3,108,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101795,NA,NA,NA,47.3,110,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101796,NA,NA,237,49.8,107.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101796,NA,NA,NA,49.8,111,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101799,NA,NA,242,NA,100.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101800,NA,NA,247,NA,144.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101801,NA,NA,244,NA,NA,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101803,NA,NA,249,NA,141.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101804,NA,NA,237,NA,102,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101805,NA,NA,242,NA,99.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101806,NA,NA,242,40.8,126.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101806,NA,NA,NA,40.8,119.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101807,NA,NA,238,NA,83.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101809,NA,NA,242,NA,113,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101811,NA,NA,244,NA,86.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101813,NA,NA,247,NA,107.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101814,NA,NA,247,NA,89.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101815,NA,NA,243,NA,92.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101816,NA,NA,234,NA,88.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101817,NA,NA,243,NA,100,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101818,NA,NA,237,NA,103.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101819,NA,NA,247,NA,110,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101822,NA,NA,240,NA,66.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101823,NA,NA,244,NA,134.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101826,NA,NA,244,43.4,123.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101826,NA,NA,NA,43.4,117.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101827,NA,NA,244,43.7,130,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101827,NA,NA,NA,43.7,119.5,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101830,NA,NA,248,40.5,122,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101830,NA,NA,NA,40.5,123,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101832,NA,NA,244,NA,101.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101833,NA,NA,NA,42.5,125.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101835,NA,NA,NA,43.6,94.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101836,NA,NA,244,NA,111,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101837,NA,NA,247,NA,132.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101838,NA,NA,248,40.6,120.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101838,NA,NA,NA,40.6,120.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101839,NA,NA,237,42.6,123,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101839,NA,NA,NA,42.6,117.5,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101840,NA,NA,244,43.9,129.25,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101840,NA,NA,NA,43.9,129.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101842,NA,NA,256,33.9,129,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101842,NA,NA,NA,33.9,131,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101843,NA,NA,254,39.5,126,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101843,NA,NA,NA,39.5,128.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101845,NA,NA,242,36.8,107,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101845,NA,NA,NA,36.8,103.5,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101846,NA,NA,244,47.1,98.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101846,NA,NA,NA,47.1,99.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101847,NA,NA,249,37.4,126.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101848,NA,NA,248,32.4,100.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101848,NA,NA,NA,32.4,101.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101849,NA,NA,249,41.1,113,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101849,NA,NA,NA,41.1,117.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101850,NA,NA,248,39.9,117.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101850,NA,NA,NA,39.9,115.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101851,NA,NA,NA,40.1,115.75,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101853,NA,NA,244,NA,105.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101855,NA,NA,249,NA,133.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101856,NA,NA,248,32,124,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101856,NA,NA,NA,32,126,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101857,NA,NA,236,NA,90,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101858,NA,NA,237,36.3,96.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101858,NA,NA,NA,36.3,92.25,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101859,NA,NA,243,NA,92.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101861,NA,NA,NA,43.6,105,ZS866,Triticum aestivum trials Piešťany,1994-1995
C0101862,NA,NA,251,NA,91,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101864,NA,NA,249,NA,101,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101873,NA,NA,248,38.9,113.17,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101876,NA,NA,237,34.2,87,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101877,NA,NA,242,42.7,106,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101878,NA,NA,249,31.5,102.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101880,NA,NA,247,43.7,100.5,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101881,NA,NA,248,43.9,95,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101882,NA,NA,247,42.6,127.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101884,NA,NA,250,45.3,151,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101885,NA,NA,249,41.8,150.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101887,NA,NA,235,41.9,105.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101888,NA,NA,244,41.3,111.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101889,NA,NA,248,37.2,124.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101890,NA,NA,237,37.1,107.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101891,NA,NA,237,44.4,116.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101892,NA,NA,249,42.3,120,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101893,NA,NA,237,42.3,109.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101894,NA,NA,250,33.8,98,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101895,NA,NA,249,32.8,124,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101897,NA,NA,249,36.2,127.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101898,NA,NA,248,35.9,119.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101899,NA,NA,237,43.9,118.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101900,NA,NA,242,43.2,108.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101901,NA,NA,248,46.7,125.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101902,NA,NA,248,41.8,120.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101903,NA,NA,248,38.3,97,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101904,NA,NA,256,40.9,131,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101905,NA,NA,248,42.1,127.68,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101906,NA,NA,250,35.2,113.83,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101907,NA,NA,249,40.5,118.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101908,NA,NA,234,46.7,101.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101909,NA,NA,254,NA,143.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101910,NA,NA,249,37.7,118,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101911,NA,NA,244,49.3,109.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101912,NA,NA,249,38.2,130.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101913,NA,NA,262,35.7,141.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101914,NA,NA,248,37.1,124.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101915,NA,NA,247,37.5,132,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101916,NA,NA,251,36.6,113,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101918,NA,NA,261,32.9,139.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101919,NA,NA,251,32.4,126.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101920,NA,NA,254,34.7,138.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101921,NA,NA,237,41.8,89,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101922,NA,NA,253,40.1,115.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101924,NA,NA,248,42,140.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101925,NA,NA,256,39.5,126.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101926,NA,NA,244,34.4,136.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101927,NA,NA,250,35.8,144,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101928,NA,NA,256,38.3,152.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101929,NA,NA,249,37.9,138.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101930,NA,NA,248,37.3,130.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101931,NA,NA,256,36.7,132.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101932,NA,NA,248,39.8,125.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101933,NA,NA,258,33.8,135,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101934,NA,NA,250,36.1,133.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101935,NA,NA,248,40.2,129.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101936,NA,NA,248,41.2,121.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101937,NA,NA,244,41.3,102.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101938,NA,NA,249,38.7,116,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101939,NA,NA,248,39.4,137,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101941,NA,NA,250,39.3,118,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101942,NA,NA,250,30.6,119.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101943,NA,NA,248,38.3,110.33,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101944,NA,NA,248,40.8,127,PZ2,Triticum aestivum trials Piešťany,1994-1995
C0101945,NA,NA,249,39.7,156.67,PZ2,Triticum aestivum trials Piešťany,1994-1995
