experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,name,description,campaign,site_name,longitude,latitude,remarks
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,45,70,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,37.4,77,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,46.1,69,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,37.8,72,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,42.7,84.87,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,39.4,86.62,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,44.5,83.87,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,43.7,80.75,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600393,NA,NA,NA,45.5,67,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600394,NA,NA,89,48.26,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600415,NA,NA,81,46.53,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600469,NA,NA,93,39.53,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600470,NA,NA,82,50.66,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,84,41.63,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,33.5,90.5,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,34,89.5,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,34.2,89.2,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,34.4,90.7,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,40.3,75,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,34.2,77,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,41,74,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,31.1,75,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,39.7,84.87,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,40.1,82.75,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,40.5,86.87,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600472,NA,NA,NA,41.2,82,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600521,NA,NA,85,47.33,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600595,NA,NA,82,42.43,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600796,NA,NA,83,45.5,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600827,NA,NA,84,42.7,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,84,44.1,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,39.8,91,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,38.6,89,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,35.1,91.5,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,37,89.2,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,43,79,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,36.5,81,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,44,83,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,32.9,86,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,41.2,83.62,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,39.8,82,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,43.2,89.25,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600927,NA,NA,NA,41.1,93,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600930,NA,NA,81,46.76,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600932,NA,NA,87,44.03,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600936,NA,NA,83,42.33,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0600947,NA,NA,86,40.43,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0601040,NA,NA,83,47.06,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1977-1,SVK001,Hordeum,C0601066,NA,NA,82,47.13,NA,ZS423,Hordeum vulgare trials Piešťany,1975-1977,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600020,NA,NA,71,50.63,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600020,NA,NA,70,46.46,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600071,NA,NA,72,40.36,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600074,NA,NA,64,45.7,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600075,NA,NA,70,47.73,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600076,NA,NA,65,44.5,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600078,NA,NA,60,44.66,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600079,NA,NA,67,47.5,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600080,NA,NA,67,50.66,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600081,NA,NA,70,47.63,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600082,NA,NA,68,50.47,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600082,NA,NA,67,48.23,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600083,NA,NA,68,44.83,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600084,NA,NA,65,47.97,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600085,NA,NA,66,47.53,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600086,NA,NA,66,47.2,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600109,NA,NA,72,55.43,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600234,NA,NA,73,48.87,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600308,NA,NA,70,47.5,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600334,NA,NA,68,52,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600336,NA,NA,65,40,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600347,NA,NA,66,48.26,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600372,NA,NA,69,45.93,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600377,NA,NA,71,40.2,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0600511,NA,NA,72,48.23,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0601159,NA,NA,66,43.13,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0601235,NA,NA,66,47.23,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0601251,NA,NA,66,45.26,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1980-1,SVK001,Hordeum,C0601724,NA,NA,69,43.2,NA,ZS603,Hordeum vulgare trials Piešťany,1978-1980,NA,48.585755,17.815290,Annual paper report
AGENT-Hv-[NPPC]-1981-1,SVK001,Hordeum,C0600020,NA,NA,NA,50.6,NA,ZS421,Hordeum vulgare trials Piešťany,1978-1981,NA,48.585755,17.815290,Annual paper report
