accenumb,campaign,plant_height
1996-HOR-VU-227,1998-1999,93.6
1996-HOR-VU-229,1998-1999,108.3
1996-HOR-VU-230,1998-1999,102
1996-HOR-VU-231,1998-1999,91
1996-HOR-VU-232,1998-1999,82
1996-HOR-VU-233,1998-1999,96.3
1996-HOR-VU-235,1998-1999,84
1996-HOR-VU-236,1998-1999,88
1996-HOR-VU-237,1998-1999,103
1996-HOR-VU-238,1998-1999,110.3
1996-HOR-VU-239,1998-1999,102
1996-HOR-VU-241,1998-1999,106
1996-HOR-VU-242,1998-1999,92
1996-HOR-VU-243,1998-1999,108
1996-HOR-VU-244,1998-1999,97.3
1996-HOR-VU-245,1998-1999,97.3
1996-HOR-VU-246,1998-1999,83.4
1996-HOR-VU-247,1998-1999,101.3
1996-HOR-VU-248,1998-1999,96.3
1996-HOR-VU-249,1998-1999,116
1996-HOR-VU-250,1998-1999,98.3
1996-HOR-VU-251,1998-1999,83.8
1996-HOR-VU-252,1998-1999,108.3
1996-HOR-VU-253,1998-1999,107
1996-HOR-VU-255,1998-1999,85.3
1996-HOR-VU-256,1998-1999,96.4
1996-HOR-VU-257,1998-1999,96
1996-HOR-VU-258,1998-1999,93.6
1996-HOR-VU-259,1998-1999,83.2
1996-HOR-VU-260,1998-1999,78
1996-HOR-VU-261,1998-1999,83.4
1996-HOR-VU-262,1998-1999,83.5
1996-HOR-VU-263,1998-1999,99
1996-HOR-VU-264,1998-1999,93.8
1996-HOR-VU-265,1998-1999,108.6
1996-HOR-VU-267,1998-1999,80
1996-HOR-VU-268,1998-1999,108.3
1996-HOR-VU-269,1998-1999,90
1996-HOR-VU-270,1998-1999,93
1996-HOR-VU-271,1998-1999,96.5
1996-HOR-VU-272,1998-1999,113
1996-HOR-VU-273,1998-1999,96.7
1996-HOR-VU-274,1998-1999,108.6
1996-HOR-VU-276,1998-1999,120
1996-HOR-VU-277,1998-1999,108.6
1996-HOR-VU-278,1998-1999,106.5
1996-HOR-VU-279,1998-1999,113
1996-HOR-VU-280,1998-1999,90
1996-HOR-VU-281,1998-1999,96.5
1996-HOR-VU-282,1998-1999,96.5
1996-HOR-VU-283,1998-1999,105
1996-HOR-VU-284,1998-1999,101
1996-HOR-VU-285,1998-1999,102
1996-HOR-VU-286,1998-1999,95
1996-HOR-VU-287,1998-1999,97
1996-HOR-VU-288,1998-1999,82.5
1996-HOR-VU-289,1998-1999,96.5
1996-HOR-VU-290,1998-1999,92
1996-HOR-VU-291,1998-1999,90.6
1996-HOR-VU-292,1998-1999,94
1996-HOR-VU-293,1998-1999,97.6
1996-HOR-VU-30,1998-1999,91.6
1996-HOR-VU-32,1998-1999,56.8
1996-HOR-VU-36,1998-1999,72
1996-HOR-VU-37,1998-1999,57.2
1996-HOR-VU-38,1998-1999,68
1996-HOR-VU-40,1998-1999,73.5
1996-HOR-VU-41,1998-1999,93.6
1996-HOR-VU-42,1998-1999,63
1996-HOR-VU-43,1998-1999,75.3
1996-HOR-VU-44,1998-1999,63
1996-HOR-VU-45,1998-1999,61.3
1996-HOR-VU-46,1998-1999,73.8
1996-HOR-VU-47,1998-1999,52
1996-HOR-VU-48,1998-1999,68
1996-HOR-VU-49,1998-1999,82.6
1996-HOR-VU-5,1998-1999,49
1996-HOR-VU-50,1998-1999,63
1996-HOR-VU-51,1998-1999,82.6
1996-HOR-VU-52,1998-1999,72.8
1996-HOR-VU-53,1998-1999,73.6
1996-HOR-VU-54,1998-1999,83.2
1996-HOR-VU-56,1998-1999,56.6
1996-HOR-VU-57,1998-1999,83.2
1996-HOR-VU-59,1998-1999,73.8
1996-HOR-VU-60,1998-1999,71.8
1996-HOR-VU-61,1998-1999,61.4
1996-HOR-VU-62,1998-1999,68
1996-HOR-VU-64,1998-1999,83.2
1996-HOR-VU-65,1998-1999,84.6
1996-HOR-VU-66,1998-1999,61.6
1996-HOR-VU-68,1998-1999,83.5
1996-HOR-VU-69,1998-1999,83.5
1996-HOR-VU-70,1998-1999,81.3
1996-HOR-VU-71,1998-1999,83.5
1996-HOR-VU-72,1998-1999,81.3
1996-HOR-VU-73,1998-1999,73.2
1996-HOR-VU-74,1998-1999,95.4
1996-HOR-VU-76,1998-1999,72.3
1996-HOR-VU-77,1998-1999,73.8
1996-HOR-VU-79,1998-1999,60
1996-HOR-VU-8,1998-1999,57
1996-HOR-VU-81,1998-1999,72.5
1996-HOR-VU-82,1998-1999,73.8
1996-HOR-VU-85,1998-1999,79
1996-HOR-VU-86,1998-1999,76.12
1996-HOR-VU-89,1998-1999,94
1996-HOR-VU-90,1998-1999,90
1996-HOR-VU-91,1998-1999,81.6
1996-HOR-VU-92,1998-1999,75
1996-HOR-VU-93,1998-1999,93.5
1996-HOR-VU-94,1998-1999,83.5
1996-HOR-VU-95,1998-1999,94.7
1996-HOR-VU-96,1998-1999,94.5
1996-HOR-VU-97,1998-1999,94
1996-HOR-VU-98,1998-1999,99.3
1996-HOR-VU-99,1998-1999,92.5
1996-HOR-VU-100,1999-2000,97.3
1996-HOR-VU-101,1999-2000,108.2
1996-HOR-VU-102,1999-2000,91.8
1996-HOR-VU-103,1999-2000,101.5
1996-HOR-VU-105,1999-2000,120
1996-HOR-VU-106,1999-2000,104.5
1996-HOR-VU-107,1999-2000,123
1996-HOR-VU-109,1999-2000,94.7
1996-HOR-VU-11,1999-2000,66.2
1996-HOR-VU-110,1999-2000,103.6
1996-HOR-VU-111,1999-2000,108
1996-HOR-VU-112,1999-2000,94.6
1996-HOR-VU-113,1999-2000,103.8
1996-HOR-VU-114,1999-2000,94.6
1996-HOR-VU-115,1999-2000,105.8
1996-HOR-VU-116,1999-2000,108.3
1996-HOR-VU-117,1999-2000,94.3
1996-HOR-VU-118,1999-2000,105.2
1996-HOR-VU-119,1999-2000,102.3
1996-HOR-VU-12,1999-2000,81.8
1996-HOR-VU-120,1999-2000,97.3
1996-HOR-VU-121,1999-2000,106.5
1996-HOR-VU-122,1999-2000,97
1996-HOR-VU-123,1999-2000,97.5
1996-HOR-VU-124,1999-2000,108
1996-HOR-VU-125,1999-2000,108.3
1996-HOR-VU-126,1999-2000,92.3
1996-HOR-VU-128,1999-2000,93
1996-HOR-VU-129,1999-2000,108
1996-HOR-VU-130,1999-2000,102
1996-HOR-VU-131,1999-2000,98
1996-HOR-VU-132,1999-2000,106.3
1996-HOR-VU-133,1999-2000,97
1996-HOR-VU-134,1999-2000,103.5
1996-HOR-VU-135,1999-2000,78.5
1996-HOR-VU-136,1999-2000,112
1996-HOR-VU-137,1999-2000,113.2
1996-HOR-VU-138,1999-2000,97.5
1996-HOR-VU-139,1999-2000,93
1996-HOR-VU-141,1999-2000,94.7
1996-HOR-VU-142,1999-2000,111
1996-HOR-VU-143,1999-2000,108.3
1996-HOR-VU-144,1999-2000,91
1996-HOR-VU-146,1999-2000,90
1996-HOR-VU-147,1999-2000,102
1996-HOR-VU-148,1999-2000,94.5
1996-HOR-VU-149,1999-2000,98.3
1996-HOR-VU-15,1999-2000,91.4
1996-HOR-VU-151,1999-2000,97.5
1996-HOR-VU-152,1999-2000,108.3
1996-HOR-VU-153,1999-2000,97
1996-HOR-VU-154,1999-2000,108
1996-HOR-VU-156,1999-2000,84
1996-HOR-VU-157,1999-2000,102
1996-HOR-VU-158,1999-2000,108.5
1996-HOR-VU-160,1999-2000,106.4
1996-HOR-VU-161,1999-2000,106
1996-HOR-VU-162,1999-2000,106
1996-HOR-VU-163,1999-2000,109
1996-HOR-VU-164,1999-2000,116
1996-HOR-VU-165,1999-2000,108
1996-HOR-VU-167,1999-2000,90
1996-HOR-VU-168,1999-2000,103
1996-HOR-VU-169,1999-2000,100
1996-HOR-VU-17,1999-2000,61.5
1996-HOR-VU-170,1999-2000,97
1996-HOR-VU-171,1999-2000,92
1996-HOR-VU-172,1999-2000,100
1996-HOR-VU-173,1999-2000,96
1996-HOR-VU-174,1999-2000,95
1996-HOR-VU-175,1999-2000,98
1996-HOR-VU-176,1999-2000,98
1996-HOR-VU-177,1999-2000,92
1996-HOR-VU-180,1999-2000,100
1996-HOR-VU-181,1999-2000,93.8
1996-HOR-VU-182,1999-2000,102
1996-HOR-VU-183,1999-2000,97
1996-HOR-VU-187,1999-2000,99
1996-HOR-VU-188,1999-2000,97
1996-HOR-VU-189,1999-2000,97
1996-HOR-VU-190,1999-2000,96
1996-HOR-VU-191,1999-2000,81
1996-HOR-VU-192,1999-2000,103.5
1996-HOR-VU-193,1999-2000,81
1996-HOR-VU-194,1999-2000,106.3
1996-HOR-VU-195,1999-2000,105.4
1996-HOR-VU-196,1999-2000,75.3
1996-HOR-VU-198,1999-2000,94.7
1996-HOR-VU-199,1999-2000,92.3
1996-HOR-VU-202,1999-2000,75.4
1996-HOR-VU-203,1999-2000,93.7
1996-HOR-VU-204,1999-2000,105
1996-HOR-VU-205,1999-2000,95.7
1996-HOR-VU-206,1999-2000,106.4
1996-HOR-VU-207,1999-2000,108
1996-HOR-VU-209,1999-2000,106
1996-HOR-VU-210,1999-2000,94.5
1996-HOR-VU-212,1999-2000,114
1996-HOR-VU-213,1999-2000,102
1996-HOR-VU-214,1999-2000,109.3
1996-HOR-VU-216,1999-2000,103.8
1996-HOR-VU-217,1999-2000,83.5
1996-HOR-VU-219,1999-2000,108.3
1996-HOR-VU-220,1999-2000,98.5
1996-HOR-VU-221,1999-2000,103.69
1996-HOR-VU-222,1999-2000,120
1996-HOR-VU-223,1999-2000,96.3
1996-HOR-VU-224,1999-2000,116
1996-HOR-VU-225,1999-2000,93.8
1996-HOR-VU-226,1999-2000,108
1996-HOR-VU-227,1999-2000,98.5
1996-HOR-VU-229,1999-2000,83.7
1996-HOR-VU-230,1999-2000,97.3
1996-HOR-VU-231,1999-2000,83.5
1996-HOR-VU-232,1999-2000,94
1996-HOR-VU-233,1999-2000,108.5
1996-HOR-VU-235,1999-2000,88
1996-HOR-VU-236,1999-2000,93
1996-HOR-VU-237,1999-2000,102.8
1996-HOR-VU-238,1999-2000,102
1996-HOR-VU-239,1999-2000,104.8
1996-HOR-VU-241,1999-2000,110
1996-HOR-VU-242,1999-2000,100
1996-HOR-VU-243,1999-2000,95
1996-HOR-VU-244,1999-2000,108.5
1996-HOR-VU-245,1999-2000,103.7
1996-HOR-VU-246,1999-2000,97.5
1996-HOR-VU-247,1999-2000,105
1996-HOR-VU-248,1999-2000,98.3
1996-HOR-VU-249,1999-2000,110
1996-HOR-VU-250,1999-2000,112.6
1996-HOR-VU-251,1999-2000,98.7
1996-HOR-VU-252,1999-2000,95
1996-HOR-VU-253,1999-2000,94.8
1996-HOR-VU-255,1999-2000,98.5
1996-HOR-VU-256,1999-2000,103.5
1996-HOR-VU-257,1999-2000,127
1996-HOR-VU-258,1999-2000,106.3
1996-HOR-VU-259,1999-2000,108.6
1996-HOR-VU-260,1999-2000,98.3
1996-HOR-VU-261,1999-2000,102.3
1996-HOR-VU-262,1999-2000,91.7
1996-HOR-VU-263,1999-2000,106.5
1996-HOR-VU-264,1999-2000,91.4
1996-HOR-VU-265,1999-2000,93.7
1996-HOR-VU-267,1999-2000,96.5
1996-HOR-VU-268,1999-2000,93.2
1996-HOR-VU-269,1999-2000,96
1996-HOR-VU-270,1999-2000,108.3
1996-HOR-VU-271,1999-2000,98.3
1996-HOR-VU-272,1999-2000,95.7
1996-HOR-VU-273,1999-2000,93.8
1996-HOR-VU-274,1999-2000,91.6
1996-HOR-VU-276,1999-2000,93.6
1996-HOR-VU-277,1999-2000,97.6
1996-HOR-VU-278,1999-2000,91.4
1996-HOR-VU-279,1999-2000,96.5
1996-HOR-VU-280,1999-2000,81.5
1996-HOR-VU-281,1999-2000,93.7
1996-HOR-VU-282,1999-2000,92
1996-HOR-VU-283,1999-2000,108.3
1996-HOR-VU-284,1999-2000,94
1996-HOR-VU-285,1999-2000,108.6
1996-HOR-VU-286,1999-2000,98.6
1996-HOR-VU-287,1999-2000,92.5
1996-HOR-VU-288,1999-2000,96.8
1996-HOR-VU-289,1999-2000,103.2
1996-HOR-VU-290,1999-2000,101.3
1996-HOR-VU-291,1999-2000,100.5
1996-HOR-VU-292,1999-2000,103
1996-HOR-VU-293,1999-2000,87.6
1996-HOR-VU-30,1999-2000,60
1996-HOR-VU-32,1999-2000,80.3
1996-HOR-VU-36,1999-2000,75
1996-HOR-VU-38,1999-2000,93
1996-HOR-VU-40,1999-2000,82.5
1996-HOR-VU-41,1999-2000,96.5
1996-HOR-VU-42,1999-2000,67
1996-HOR-VU-43,1999-2000,82
1996-HOR-VU-44,1999-2000,83.6
1996-HOR-VU-45,1999-2000,68
1996-HOR-VU-46,1999-2000,82.6
1996-HOR-VU-47,1999-2000,61
1996-HOR-VU-48,1999-2000,71
1996-HOR-VU-49,1999-2000,80.5
1996-HOR-VU-5,1999-2000,83.5
1996-HOR-VU-50,1999-2000,85
1996-HOR-VU-51,1999-2000,75.3
1996-HOR-VU-52,1999-2000,65.4
1996-HOR-VU-53,1999-2000,59.8
1996-HOR-VU-54,1999-2000,75.5
1996-HOR-VU-56,1999-2000,73.5
1996-HOR-VU-57,1999-2000,57.9
1996-HOR-VU-59,1999-2000,72.6
1996-HOR-VU-60,1999-2000,63.5
1996-HOR-VU-61,1999-2000,72.6
1996-HOR-VU-62,1999-2000,73.5
1996-HOR-VU-64,1999-2000,61.7
1996-HOR-VU-65,1999-2000,61.4
1996-HOR-VU-66,1999-2000,82.5
1996-HOR-VU-68,1999-2000,78.3
1996-HOR-VU-69,1999-2000,61.8
1996-HOR-VU-70,1999-2000,66.4
1996-HOR-VU-71,1999-2000,65.9
1996-HOR-VU-72,1999-2000,65.8
1996-HOR-VU-73,1999-2000,82.6
1996-HOR-VU-74,1999-2000,83.2
1996-HOR-VU-76,1999-2000,85.5
1996-HOR-VU-77,1999-2000,78.6
1996-HOR-VU-79,1999-2000,61.3
1996-HOR-VU-8,1999-2000,83.5
1996-HOR-VU-81,1999-2000,78.3
1996-HOR-VU-82,1999-2000,59.7
1996-HOR-VU-85,1999-2000,94
1996-HOR-VU-86,1999-2000,93.8
1996-HOR-VU-89,1999-2000,85.5
1996-HOR-VU-90,1999-2000,95
1996-HOR-VU-91,1999-2000,75.3
1996-HOR-VU-92,1999-2000,72.8
1996-HOR-VU-93,1999-2000,91.8
1996-HOR-VU-94,1999-2000,91.4
1996-HOR-VU-95,1999-2000,91.8
1996-HOR-VU-96,1999-2000,102.8
1996-HOR-VU-97,1999-2000,84.9
1996-HOR-VU-98,1999-2000,82.6
1996-HOR-VU-99,1999-2000,73.5
1953-HOR-VU-5,2010-2011,101
1956-HOR-VU-15,2010-2011,100
1959-HOR-VU-3,2010-2011,103
1962-HOR-VU-13,2010-2011,120
1964-HOR-VU-53,2010-2011,113
1979-HOR-VU-233,2010-2011,106
1980-HOR-VU-232,2010-2011,123
1981-HOR-VU-31,2010-2011,121
1988-HOR-VU-142,2010-2011,95
1988-HOR-VU-143,2010-2011,90
1988-HOR-VU-144,2010-2011,97
1988-HOR-VU-145,2010-2011,86
1988-HOR-VU-146,2010-2011,113
1988-HOR-VU-147,2010-2011,107
1988-HOR-VU-148,2010-2011,99
1988-HOR-VU-149,2010-2011,114
1988-HOR-VU-150,2010-2011,106
1988-HOR-VU-151,2010-2011,108
1988-HOR-VU-152,2010-2011,114
1988-HOR-VU-153,2010-2011,99
1988-HOR-VU-154,2010-2011,107
1988-HOR-VU-155,2010-2011,95
1988-HOR-VU-156,2010-2011,105
1989-HOR-VU-328,2010-2011,95
1989-HOR-VU-329,2010-2011,110
1991-HOR-VU-10,2010-2011,99
1991-HOR-VU-11,2010-2011,96
1991-HOR-VU-12,2010-2011,95
1991-HOR-VU-13,2010-2011,85
1991-HOR-VU-14,2010-2011,91
1991-HOR-VU-15,2010-2011,96
1991-HOR-VU-16,2010-2011,97
1991-HOR-VU-17,2010-2011,108
1991-HOR-VU-18,2010-2011,103
1991-HOR-VU-19,2010-2011,100
1991-HOR-VU-2,2010-2011,91
1991-HOR-VU-20,2010-2011,92
1991-HOR-VU-22,2010-2011,95
1991-HOR-VU-23,2010-2011,96
1991-HOR-VU-24,2010-2011,95
1991-HOR-VU-25,2010-2011,95
1991-HOR-VU-26,2010-2011,98
1991-HOR-VU-29,2010-2011,102
1991-HOR-VU-3,2010-2011,90
1991-HOR-VU-30,2010-2011,95
1991-HOR-VU-31,2010-2011,99
1991-HOR-VU-32,2010-2011,103
1991-HOR-VU-33,2010-2011,95
1991-HOR-VU-35,2010-2011,97
1991-HOR-VU-36,2010-2011,91
1991-HOR-VU-37,2010-2011,111
1991-HOR-VU-4,2010-2011,90
1991-HOR-VU-40,2010-2011,103
1991-HOR-VU-41,2010-2011,105
1991-HOR-VU-42,2010-2011,103
1991-HOR-VU-43,2010-2011,95
1991-HOR-VU-44,2010-2011,96
1991-HOR-VU-45,2010-2011,113
1991-HOR-VU-46,2010-2011,92
1991-HOR-VU-47,2010-2011,103
1991-HOR-VU-48,2010-2011,103
1991-HOR-VU-49,2010-2011,90
1991-HOR-VU-5,2010-2011,105
1991-HOR-VU-50,2010-2011,96
1991-HOR-VU-51,2010-2011,91
1991-HOR-VU-52,2010-2011,106
1991-HOR-VU-53,2010-2011,95
1991-HOR-VU-56,2010-2011,129
1991-HOR-VU-6,2010-2011,97
1991-HOR-VU-7,2010-2011,98
1991-HOR-VU-8,2010-2011,96
1991-HOR-VU-82,2010-2011,98
1991-HOR-VU-83,2010-2011,123
1991-HOR-VU-85,2010-2011,103
1991-HOR-VU-87,2010-2011,114
1991-HOR-VU-88,2010-2011,118
1991-HOR-VU-89,2010-2011,98
1991-HOR-VU-9,2010-2011,99
1991-HOR-VU-90,2010-2011,114
1991-HOR-VU-94,2010-2011,113
1953-HOR-VU-5,2011-2012,103
1956-HOR-VU-15,2011-2012,102
1959-HOR-VU-3,2011-2012,105
1962-HOR-VU-13,2011-2012,122
1964-HOR-VU-53,2011-2012,115
1979-HOR-VU-233,2011-2012,108
1980-HOR-VU-232,2011-2012,125
1981-HOR-VU-31,2011-2012,123
1988-HOR-VU-142,2011-2012,97
1988-HOR-VU-143,2011-2012,92
1988-HOR-VU-144,2011-2012,99
1988-HOR-VU-145,2011-2012,88
1988-HOR-VU-146,2011-2012,115
1988-HOR-VU-147,2011-2012,109
1988-HOR-VU-148,2011-2012,101
1988-HOR-VU-149,2011-2012,116
1988-HOR-VU-150,2011-2012,108
1988-HOR-VU-151,2011-2012,110
1988-HOR-VU-152,2011-2012,116
1988-HOR-VU-153,2011-2012,101
1988-HOR-VU-154,2011-2012,109
1988-HOR-VU-155,2011-2012,97
1988-HOR-VU-156,2011-2012,107
1989-HOR-VU-328,2011-2012,97
1989-HOR-VU-329,2011-2012,112
1991-HOR-VU-10,2011-2012,101
1991-HOR-VU-11,2011-2012,98
1991-HOR-VU-12,2011-2012,97
1991-HOR-VU-13,2011-2012,87
1991-HOR-VU-14,2011-2012,93
1991-HOR-VU-15,2011-2012,98
1991-HOR-VU-16,2011-2012,99
1991-HOR-VU-17,2011-2012,110
1991-HOR-VU-18,2011-2012,105
1991-HOR-VU-19,2011-2012,102
1991-HOR-VU-2,2011-2012,93
1991-HOR-VU-20,2011-2012,94
1991-HOR-VU-22,2011-2012,97
1991-HOR-VU-23,2011-2012,98
1991-HOR-VU-24,2011-2012,97
1991-HOR-VU-25,2011-2012,97
1991-HOR-VU-26,2011-2012,100
1991-HOR-VU-29,2011-2012,104
1991-HOR-VU-3,2011-2012,92
1991-HOR-VU-30,2011-2012,97
1991-HOR-VU-31,2011-2012,101
1991-HOR-VU-32,2011-2012,105
1991-HOR-VU-33,2011-2012,97
1991-HOR-VU-35,2011-2012,99
1991-HOR-VU-36,2011-2012,93
1991-HOR-VU-37,2011-2012,113
1991-HOR-VU-4,2011-2012,92
1991-HOR-VU-40,2011-2012,105
1991-HOR-VU-41,2011-2012,107
1991-HOR-VU-42,2011-2012,105
1991-HOR-VU-43,2011-2012,97
1991-HOR-VU-44,2011-2012,98
1991-HOR-VU-45,2011-2012,115
1991-HOR-VU-46,2011-2012,94
1991-HOR-VU-47,2011-2012,105
1991-HOR-VU-48,2011-2012,105
1991-HOR-VU-49,2011-2012,92
1991-HOR-VU-5,2011-2012,107
1991-HOR-VU-50,2011-2012,99
1991-HOR-VU-51,2011-2012,93
1991-HOR-VU-52,2011-2012,108
1991-HOR-VU-53,2011-2012,97
1991-HOR-VU-56,2011-2012,131
1991-HOR-VU-6,2011-2012,99
1991-HOR-VU-7,2011-2012,100
1991-HOR-VU-8,2011-2012,98
1991-HOR-VU-82,2011-2012,100
1991-HOR-VU-83,2011-2012,125
1991-HOR-VU-85,2011-2012,105
1991-HOR-VU-87,2011-2012,116
1991-HOR-VU-88,2011-2012,120
1991-HOR-VU-89,2011-2012,100
1991-HOR-VU-9,2011-2012,101
1991-HOR-VU-90,2011-2012,116
1991-HOR-VU-94,2011-2012,115
1992-HOR-VU-103,2012-2013,60.2
1992-HOR-VU-20,2012-2013,63.8
1992-HOR-VU-7,2012-2013,68.4
1996-HOR-VU-10,2012-2013,63
1996-HOR-VU-18,2012-2013,62.9
1996-HOR-VU-19,2012-2013,60.9
1996-HOR-VU-22,2012-2013,68.5
1996-HOR-VU-23,2012-2013,62
1996-HOR-VU-24,2012-2013,62.7
1996-HOR-VU-33,2012-2013,60.9
1996-HOR-VU-6,2012-2013,61.2
1999-HOR-VU-53,2012-2013,65.2
1999-HOR-VU-59,2012-2013,65.2
2003-HOR-VU-2,2012-2013,67.8
2013-HOR-VU-41,2012-2013,60.4
2013-HOR-VU-42,2012-2013,69.7
2013-HOR-VU-43,2012-2013,62.2
2013-HOR-VU-44,2012-2013,60.8
1992-HOR-VU-103,2013-2014,54.9
1992-HOR-VU-20,2013-2014,54.9
1992-HOR-VU-7,2013-2014,68
1996-HOR-VU-10,2013-2014,55.7
1996-HOR-VU-18,2013-2014,57
1996-HOR-VU-19,2013-2014,57.6
1996-HOR-VU-22,2013-2014,55.8
1996-HOR-VU-23,2013-2014,58.4
1996-HOR-VU-24,2013-2014,56.1
1996-HOR-VU-33,2013-2014,56.4
1996-HOR-VU-6,2013-2014,58.6
1999-HOR-VU-53,2013-2014,65.7
1999-HOR-VU-59,2013-2014,64.8
2003-HOR-VU-2,2013-2014,55.8
2013-HOR-VU-41,2013-2014,60
2013-HOR-VU-42,2013-2014,64.3
2013-HOR-VU-43,2013-2014,60.7
2013-HOR-VU-44,2013-2014,59.3
1992-HOR-VU-103,2014-2015,55.6
1992-HOR-VU-20,2014-2015,54.9
1992-HOR-VU-7,2014-2015,67.9
1996-HOR-VU-10,2014-2015,57.7
1996-HOR-VU-18,2014-2015,58.4
1996-HOR-VU-19,2014-2015,56
1996-HOR-VU-22,2014-2015,57.4
1996-HOR-VU-23,2014-2015,56.1
1996-HOR-VU-24,2014-2015,59.6
1996-HOR-VU-33,2014-2015,56.3
1996-HOR-VU-6,2014-2015,54.4
1999-HOR-VU-53,2014-2015,65.9
1999-HOR-VU-59,2014-2015,64
2003-HOR-VU-2,2014-2015,59.1
2013-HOR-VU-41,2014-2015,59.1
2013-HOR-VU-42,2014-2015,64.9
2013-HOR-VU-43,2014-2015,61.2
2013-HOR-VU-44,2014-2015,57.9
