accenumb,campaign,days_to_heading
1992-HOR-VU-175,1995-1996,125
1992-HOR-VU-176,1995-1996,120
1992-HOR-VU-179,1995-1996,119
1992-HOR-VU-179,1995-1996,124
1992-HOR-VU-180,1995-1996,120
1992-HOR-VU-181,1995-1996,125
1992-HOR-VU-182,1995-1996,125
1992-HOR-VU-185,1995-1996,118
1992-HOR-VU-186,1995-1996,120
1992-HOR-VU-189,1995-1996,118
1992-HOR-VU-190,1995-1996,115
1992-HOR-VU-192,1995-1996,118
1992-HOR-VU-194,1995-1996,115
1992-HOR-VU-195,1995-1996,121
1992-HOR-VU-197,1995-1996,120
1992-HOR-VU-198,1995-1996,120
1992-HOR-VU-199,1995-1996,119
1992-HOR-VU-200,1995-1996,114
1992-HOR-VU-201,1995-1996,116
1992-HOR-VU-202,1995-1996,126
1992-HOR-VU-205,1995-1996,124
1992-HOR-VU-207,1995-1996,121
1992-HOR-VU-210,1995-1996,115
1992-HOR-VU-211,1995-1996,123
1992-HOR-VU-212,1995-1996,124
1992-HOR-VU-213,1995-1996,120
1992-HOR-VU-215,1995-1996,129
1992-HOR-VU-216,1995-1996,113
1992-HOR-VU-217,1995-1996,125
1992-HOR-VU-218,1995-1996,120
1992-HOR-VU-220,1995-1996,118
1992-HOR-VU-221,1995-1996,128
1992-HOR-VU-222,1995-1996,124
1992-HOR-VU-223,1995-1996,119
1992-HOR-VU-225,1995-1996,125
1992-HOR-VU-226,1995-1996,120
1992-HOR-VU-227,1995-1996,116
1992-HOR-VU-228,1995-1996,124
1992-HOR-VU-229,1995-1996,118
1992-HOR-VU-230,1995-1996,116
1992-HOR-VU-231,1995-1996,123
1992-HOR-VU-233,1995-1996,116
1992-HOR-VU-234,1995-1996,124
1992-HOR-VU-235,1995-1996,121
1992-HOR-VU-236,1995-1996,125
1992-HOR-VU-237,1995-1996,120
1992-HOR-VU-238,1995-1996,119
1992-HOR-VU-240,1995-1996,124
1992-HOR-VU-241,1995-1996,123
1992-HOR-VU-243,1995-1996,120
1992-HOR-VU-245,1995-1996,116
1992-HOR-VU-246,1995-1996,121
1992-HOR-VU-246,1995-1996,109
1992-HOR-VU-247,1995-1996,116
1992-HOR-VU-248,1995-1996,117
1992-HOR-VU-251,1995-1996,120
1992-HOR-VU-252,1995-1996,119
1992-HOR-VU-252,1995-1996,118
1992-HOR-VU-253,1995-1996,118
1992-HOR-VU-253,1995-1996,116
1992-HOR-VU-255,1995-1996,128
1992-HOR-VU-255,1995-1996,118
1992-HOR-VU-256,1995-1996,124
1992-HOR-VU-257,1995-1996,120
1992-HOR-VU-257,1995-1996,119
1992-HOR-VU-258,1995-1996,120
1992-HOR-VU-258,1995-1996,117
1992-HOR-VU-259,1995-1996,123
1992-HOR-VU-260,1995-1996,118
1992-HOR-VU-260,1995-1996,116
1992-HOR-VU-261,1995-1996,120
1992-HOR-VU-262,1995-1996,118
1992-HOR-VU-263,1995-1996,118
1992-HOR-VU-263,1995-1996,109
1992-HOR-VU-264,1995-1996,112
1992-HOR-VU-264,1995-1996,124
1992-HOR-VU-265,1995-1996,125
1992-HOR-VU-266,1995-1996,114
1992-HOR-VU-266,1995-1996,127
1992-HOR-VU-267,1995-1996,117
1992-HOR-VU-268,1995-1996,124
1992-HOR-VU-268,1995-1996,123
1992-HOR-VU-269,1995-1996,120
1992-HOR-VU-271,1995-1996,119
1992-HOR-VU-272,1995-1996,126
1992-HOR-VU-272,1995-1996,129
1992-HOR-VU-274,1995-1996,118
1992-HOR-VU-275,1995-1996,120
1992-HOR-VU-275,1995-1996,118
1992-HOR-VU-276,1995-1996,120
1992-HOR-VU-277,1995-1996,119
1992-HOR-VU-278,1995-1996,118
1992-HOR-VU-279,1995-1996,130
1992-HOR-VU-281,1995-1996,128
1992-HOR-VU-287,1995-1996,119
1992-HOR-VU-291,1995-1996,116
1992-HOR-VU-292,1995-1996,121
1992-HOR-VU-293,1995-1996,121
1992-HOR-VU-294,1995-1996,117
1992-HOR-VU-295,1995-1996,117
1992-HOR-VU-297,1995-1996,116
1992-HOR-VU-298,1995-1996,117
1992-HOR-VU-299,1995-1996,125
1992-HOR-VU-301,1995-1996,121
1992-HOR-VU-302,1995-1996,125
1992-HOR-VU-64,1995-1996,123
1992-HOR-VU-66,1995-1996,125
1992-HOR-VU-68,1995-1996,125
1992-HOR-VU-73,1995-1996,123
1992-HOR-VU-74,1995-1996,125
1992-HOR-VU-75,1995-1996,123
1992-HOR-VU-754,1995-1996,119
1992-HOR-VU-758,1995-1996,117
1992-HOR-VU-76,1995-1996,123
1992-HOR-VU-77,1995-1996,118
1992-HOR-VU-78,1995-1996,120
1992-HOR-VU-79,1995-1996,116
1992-HOR-VU-82,1995-1996,123
1992-HOR-VU-83,1995-1996,128
1992-HOR-VU-84,1995-1996,123
1992-HOR-VU-859,1995-1996,125
1992-HOR-VU-86,1995-1996,116
1992-HOR-VU-860,1995-1996,120
1992-HOR-VU-861,1995-1996,133
1992-HOR-VU-862,1995-1996,125
1992-HOR-VU-863,1995-1996,125
1992-HOR-VU-864,1995-1996,133
1992-HOR-VU-865,1995-1996,130
1992-HOR-VU-866,1995-1996,119
1992-HOR-VU-867,1995-1996,125
1992-HOR-VU-868,1995-1996,121
1992-HOR-VU-869,1995-1996,119
1992-HOR-VU-87,1995-1996,129
1992-HOR-VU-878,1995-1996,133
1992-HOR-VU-879,1995-1996,121
1992-HOR-VU-88,1995-1996,117
1992-HOR-VU-880,1995-1996,129
1992-HOR-VU-881,1995-1996,129
1992-HOR-VU-882,1995-1996,133
1992-HOR-VU-883,1995-1996,121
1992-HOR-VU-885,1995-1996,133
1992-HOR-VU-886,1995-1996,117
1992-HOR-VU-888,1995-1996,119
1992-HOR-VU-889,1995-1996,117
1992-HOR-VU-89,1995-1996,125
1992-HOR-VU-890,1995-1996,129
1992-HOR-VU-891,1995-1996,125
1992-HOR-VU-894,1995-1996,129
1992-HOR-VU-898,1995-1996,124
1992-HOR-VU-899,1995-1996,130
1992-HOR-VU-90,1995-1996,123
1992-HOR-VU-900,1995-1996,117
1992-HOR-VU-902,1995-1996,119
1992-HOR-VU-903,1995-1996,121
1992-HOR-VU-905,1995-1996,124
1992-HOR-VU-906,1995-1996,131
1992-HOR-VU-908,1995-1996,119
1992-HOR-VU-909,1995-1996,130
1992-HOR-VU-91,1995-1996,118
1992-HOR-VU-911,1995-1996,129
1992-HOR-VU-912,1995-1996,124
1992-HOR-VU-913,1995-1996,125
1992-HOR-VU-915,1995-1996,121
1992-HOR-VU-916,1995-1996,125
1992-HOR-VU-918,1995-1996,121
1992-HOR-VU-919,1995-1996,116
1992-HOR-VU-92,1995-1996,123
1992-HOR-VU-921,1995-1996,129
1992-HOR-VU-926,1995-1996,125
1992-HOR-VU-927,1995-1996,130
1992-HOR-VU-928,1995-1996,124
1992-HOR-VU-929,1995-1996,129
1992-HOR-VU-931,1995-1996,124
1992-HOR-VU-933,1995-1996,125
1992-HOR-VU-934,1995-1996,130
1992-HOR-VU-935,1995-1996,119
1992-HOR-VU-94,1995-1996,120
1992-HOR-VU-940,1995-1996,125
1992-HOR-VU-942,1995-1996,125
1992-HOR-VU-945,1995-1996,124
1992-HOR-VU-95,1995-1996,123
1992-HOR-VU-950,1995-1996,133
1992-HOR-VU-951,1995-1996,119
1992-HOR-VU-952,1995-1996,117
1992-HOR-VU-953,1995-1996,120
1992-HOR-VU-954,1995-1996,117
1992-HOR-VU-955,1995-1996,121
1992-HOR-VU-956,1995-1996,124
1992-HOR-VU-96,1995-1996,117
1992-HOR-VU-960,1995-1996,133
1992-HOR-VU-962,1995-1996,119
1992-HOR-VU-963,1995-1996,129
1992-HOR-VU-964,1995-1996,129
1992-HOR-VU-966,1995-1996,124
1992-HOR-VU-967,1995-1996,129
1992-HOR-VU-969,1995-1996,133
1992-HOR-VU-97,1995-1996,118
1992-HOR-VU-972,1995-1996,124
1992-HOR-VU-974,1995-1996,129
1992-HOR-VU-975,1995-1996,130
1992-HOR-VU-98,1995-1996,119
1992-HOR-VU-984,1995-1996,124
1992-HOR-VU-987,1995-1996,119
1992-HOR-VU-995,1995-1996,131
1992-HOR-VU-998,1995-1996,121
1992-HOR-VU-999,1995-1996,129
1996-HOR-VU-100,1997-1998,134
1996-HOR-VU-101,1997-1998,132
1996-HOR-VU-102,1997-1998,136
1996-HOR-VU-103,1997-1998,124
1996-HOR-VU-104,1997-1998,130
1996-HOR-VU-105,1997-1998,134
1996-HOR-VU-106,1997-1998,138
1996-HOR-VU-107,1997-1998,129
1996-HOR-VU-108,1997-1998,138
1996-HOR-VU-109,1997-1998,124
1996-HOR-VU-11,1997-1998,120
1996-HOR-VU-110,1997-1998,134
1996-HOR-VU-111,1997-1998,124
1996-HOR-VU-112,1997-1998,134
1996-HOR-VU-113,1997-1998,136
1996-HOR-VU-114,1997-1998,129
1996-HOR-VU-115,1997-1998,126
1996-HOR-VU-116,1997-1998,120
1996-HOR-VU-117,1997-1998,134
1996-HOR-VU-118,1997-1998,134
1996-HOR-VU-12,1997-1998,124
1996-HOR-VU-120,1997-1998,120
1996-HOR-VU-121,1997-1998,130
1996-HOR-VU-122,1997-1998,134
1996-HOR-VU-123,1997-1998,134
1996-HOR-VU-124,1997-1998,132
1996-HOR-VU-125,1997-1998,131
1996-HOR-VU-126,1997-1998,124
1996-HOR-VU-127,1997-1998,136
1996-HOR-VU-128,1997-1998,124
1996-HOR-VU-129,1997-1998,135
1996-HOR-VU-130,1997-1998,135
1996-HOR-VU-131,1997-1998,136
1996-HOR-VU-132,1997-1998,134
1996-HOR-VU-133,1997-1998,129
1996-HOR-VU-134,1997-1998,124
1996-HOR-VU-135,1997-1998,128
1996-HOR-VU-138,1997-1998,134
1996-HOR-VU-139,1997-1998,125
1996-HOR-VU-140,1997-1998,127
1996-HOR-VU-141,1997-1998,132
1996-HOR-VU-144,1997-1998,134
1996-HOR-VU-146,1997-1998,125
1996-HOR-VU-147,1997-1998,134
1996-HOR-VU-148,1997-1998,127
1996-HOR-VU-149,1997-1998,122
1996-HOR-VU-15,1997-1998,119
1996-HOR-VU-151,1997-1998,124
1996-HOR-VU-152,1997-1998,128
1996-HOR-VU-153,1997-1998,127
1996-HOR-VU-154,1997-1998,116
1996-HOR-VU-156,1997-1998,128
1996-HOR-VU-157,1997-1998,125
1996-HOR-VU-158,1997-1998,124
1996-HOR-VU-160,1997-1998,128
1996-HOR-VU-161,1997-1998,128
1996-HOR-VU-162,1997-1998,124
1996-HOR-VU-163,1997-1998,122
1996-HOR-VU-164,1997-1998,121
1996-HOR-VU-165,1997-1998,124
1996-HOR-VU-166,1997-1998,124
1996-HOR-VU-167,1997-1998,130
1996-HOR-VU-168,1997-1998,121
1996-HOR-VU-169,1997-1998,123
1996-HOR-VU-17,1997-1998,130
1996-HOR-VU-170,1997-1998,131
1996-HOR-VU-171,1997-1998,120
1996-HOR-VU-172,1997-1998,128
1996-HOR-VU-173,1997-1998,130
1996-HOR-VU-174,1997-1998,130
1996-HOR-VU-175,1997-1998,125
1996-HOR-VU-176,1997-1998,123
1996-HOR-VU-177,1997-1998,125
1996-HOR-VU-180,1997-1998,124
1996-HOR-VU-181,1997-1998,126
1996-HOR-VU-182,1997-1998,130
1996-HOR-VU-183,1997-1998,130
1996-HOR-VU-187,1997-1998,126
1996-HOR-VU-188,1997-1998,129
1996-HOR-VU-189,1997-1998,124
1996-HOR-VU-190,1997-1998,126
1996-HOR-VU-191,1997-1998,121
1996-HOR-VU-192,1997-1998,120
1996-HOR-VU-193,1997-1998,124
1996-HOR-VU-194,1997-1998,125
1996-HOR-VU-195,1997-1998,130
1996-HOR-VU-196,1997-1998,132
1996-HOR-VU-198,1997-1998,129
1996-HOR-VU-199,1997-1998,124
1996-HOR-VU-202,1997-1998,123
1996-HOR-VU-203,1997-1998,129
1996-HOR-VU-204,1997-1998,130
1996-HOR-VU-205,1997-1998,124
1996-HOR-VU-206,1997-1998,124
1996-HOR-VU-207,1997-1998,119
1996-HOR-VU-209,1997-1998,120
1996-HOR-VU-210,1997-1998,116
1996-HOR-VU-212,1997-1998,128
1996-HOR-VU-213,1997-1998,119
1996-HOR-VU-214,1997-1998,130
1996-HOR-VU-215,1997-1998,119
1996-HOR-VU-216,1997-1998,124
1996-HOR-VU-217,1997-1998,130
1996-HOR-VU-219,1997-1998,125
1996-HOR-VU-220,1997-1998,119
1996-HOR-VU-221,1997-1998,130
1996-HOR-VU-222,1997-1998,122
1996-HOR-VU-223,1997-1998,119
1996-HOR-VU-224,1997-1998,130
1996-HOR-VU-225,1997-1998,123
1996-HOR-VU-226,1997-1998,130
1996-HOR-VU-227,1997-1998,130
1996-HOR-VU-229,1997-1998,130
1996-HOR-VU-230,1997-1998,123
1996-HOR-VU-231,1997-1998,130
1996-HOR-VU-232,1997-1998,125
1996-HOR-VU-233,1997-1998,128
1996-HOR-VU-235,1997-1998,131
1996-HOR-VU-236,1997-1998,122
1996-HOR-VU-237,1997-1998,130
1996-HOR-VU-238,1997-1998,116
1996-HOR-VU-239,1997-1998,127
1996-HOR-VU-241,1997-1998,130
1996-HOR-VU-242,1997-1998,127
1996-HOR-VU-243,1997-1998,127
1996-HOR-VU-244,1997-1998,134
1996-HOR-VU-245,1997-1998,124
1996-HOR-VU-246,1997-1998,134
1996-HOR-VU-247,1997-1998,127
1996-HOR-VU-248,1997-1998,132
1996-HOR-VU-249,1997-1998,132
1996-HOR-VU-250,1997-1998,134
1996-HOR-VU-251,1997-1998,128
1996-HOR-VU-252,1997-1998,124
1996-HOR-VU-253,1997-1998,120
1996-HOR-VU-255,1997-1998,130
1996-HOR-VU-256,1997-1998,130
1996-HOR-VU-257,1997-1998,120
1996-HOR-VU-258,1997-1998,124
1996-HOR-VU-259,1997-1998,120
1996-HOR-VU-260,1997-1998,123
1996-HOR-VU-261,1997-1998,128
1996-HOR-VU-262,1997-1998,127
1996-HOR-VU-263,1997-1998,115
1996-HOR-VU-264,1997-1998,130
1996-HOR-VU-265,1997-1998,126
1996-HOR-VU-267,1997-1998,134
1996-HOR-VU-268,1997-1998,124
1996-HOR-VU-269,1997-1998,127
1996-HOR-VU-270,1997-1998,119
1996-HOR-VU-271,1997-1998,121
1996-HOR-VU-272,1997-1998,123
1996-HOR-VU-273,1997-1998,126
1996-HOR-VU-274,1997-1998,116
1996-HOR-VU-276,1997-1998,131
1996-HOR-VU-277,1997-1998,124
1996-HOR-VU-278,1997-1998,124
1996-HOR-VU-279,1997-1998,116
1996-HOR-VU-280,1997-1998,130
1996-HOR-VU-281,1997-1998,139
1996-HOR-VU-282,1997-1998,124
1996-HOR-VU-283,1997-1998,124
1996-HOR-VU-284,1997-1998,122
1996-HOR-VU-285,1997-1998,126
1996-HOR-VU-286,1997-1998,124
1996-HOR-VU-287,1997-1998,124
1996-HOR-VU-288,1997-1998,121
1996-HOR-VU-289,1997-1998,122
1996-HOR-VU-290,1997-1998,128
1996-HOR-VU-291,1997-1998,116
1996-HOR-VU-292,1997-1998,120
1996-HOR-VU-293,1997-1998,124
1996-HOR-VU-30,1997-1998,119
1996-HOR-VU-32,1997-1998,116
1996-HOR-VU-36,1997-1998,126
1996-HOR-VU-37,1997-1998,116
1996-HOR-VU-38,1997-1998,119
1996-HOR-VU-40,1997-1998,128
1996-HOR-VU-41,1997-1998,119
1996-HOR-VU-42,1997-1998,119
1996-HOR-VU-43,1997-1998,117
1996-HOR-VU-44,1997-1998,124
1996-HOR-VU-45,1997-1998,120
1996-HOR-VU-46,1997-1998,119
1996-HOR-VU-47,1997-1998,119
1996-HOR-VU-48,1997-1998,126
1996-HOR-VU-49,1997-1998,129
1996-HOR-VU-5,1997-1998,119
1996-HOR-VU-50,1997-1998,119
1996-HOR-VU-51,1997-1998,119
1996-HOR-VU-52,1997-1998,123
1996-HOR-VU-53,1997-1998,119
1996-HOR-VU-54,1997-1998,123
1996-HOR-VU-56,1997-1998,117
1996-HOR-VU-57,1997-1998,124
1996-HOR-VU-59,1997-1998,130
1996-HOR-VU-60,1997-1998,127
1996-HOR-VU-61,1997-1998,126
1996-HOR-VU-62,1997-1998,128
1996-HOR-VU-64,1997-1998,130
1996-HOR-VU-65,1997-1998,120
1996-HOR-VU-66,1997-1998,121
1996-HOR-VU-68,1997-1998,121
1996-HOR-VU-69,1997-1998,128
1996-HOR-VU-70,1997-1998,119
1996-HOR-VU-71,1997-1998,124
1996-HOR-VU-72,1997-1998,121
1996-HOR-VU-73,1997-1998,126
1996-HOR-VU-74,1997-1998,130
1996-HOR-VU-76,1997-1998,123
1996-HOR-VU-77,1997-1998,130
1996-HOR-VU-79,1997-1998,123
1996-HOR-VU-8,1997-1998,123
1996-HOR-VU-81,1997-1998,130
1996-HOR-VU-82,1997-1998,119
1996-HOR-VU-85,1997-1998,130
1996-HOR-VU-86,1997-1998,124
1996-HOR-VU-89,1997-1998,129
1996-HOR-VU-90,1997-1998,129
1996-HOR-VU-91,1997-1998,125
1996-HOR-VU-92,1997-1998,136
1996-HOR-VU-93,1997-1998,126
1996-HOR-VU-94,1997-1998,132
1996-HOR-VU-95,1997-1998,131
1996-HOR-VU-96,1997-1998,126
1996-HOR-VU-97,1997-1998,124
1996-HOR-VU-98,1997-1998,129
1996-HOR-VU-99,1997-1998,127
1996-HOR-VU-100,1998-1999,130
1996-HOR-VU-101,1998-1999,136
1996-HOR-VU-102,1998-1999,130
1996-HOR-VU-103,1998-1999,121
1996-HOR-VU-104,1998-1999,134
1996-HOR-VU-105,1998-1999,136
1996-HOR-VU-106,1998-1999,130
1996-HOR-VU-107,1998-1999,136
1996-HOR-VU-108,1998-1999,126
1996-HOR-VU-109,1998-1999,132
1996-HOR-VU-11,1998-1999,126
1996-HOR-VU-110,1998-1999,129
1996-HOR-VU-111,1998-1999,129
1996-HOR-VU-112,1998-1999,138
1996-HOR-VU-113,1998-1999,138
1996-HOR-VU-114,1998-1999,134
1996-HOR-VU-115,1998-1999,130
1996-HOR-VU-116,1998-1999,128
1996-HOR-VU-117,1998-1999,125
1996-HOR-VU-118,1998-1999,125
1996-HOR-VU-12,1998-1999,128
1996-HOR-VU-120,1998-1999,125
1996-HOR-VU-121,1998-1999,126
1996-HOR-VU-122,1998-1999,130
1996-HOR-VU-123,1998-1999,130
1996-HOR-VU-124,1998-1999,129
1996-HOR-VU-125,1998-1999,130
1996-HOR-VU-126,1998-1999,130
1996-HOR-VU-127,1998-1999,134
1996-HOR-VU-128,1998-1999,126
1996-HOR-VU-129,1998-1999,129
1996-HOR-VU-130,1998-1999,128
1996-HOR-VU-131,1998-1999,129
1996-HOR-VU-132,1998-1999,130
1996-HOR-VU-133,1998-1999,126
1996-HOR-VU-134,1998-1999,125
1996-HOR-VU-135,1998-1999,135
1996-HOR-VU-138,1998-1999,129
1996-HOR-VU-139,1998-1999,129
1996-HOR-VU-140,1998-1999,130
1996-HOR-VU-141,1998-1999,125
1996-HOR-VU-144,1998-1999,126
1996-HOR-VU-146,1998-1999,128
1996-HOR-VU-147,1998-1999,130
1996-HOR-VU-148,1998-1999,134
1996-HOR-VU-149,1998-1999,117
1996-HOR-VU-15,1998-1999,124
1996-HOR-VU-151,1998-1999,121
1996-HOR-VU-152,1998-1999,134
1996-HOR-VU-153,1998-1999,129
1996-HOR-VU-154,1998-1999,120
1996-HOR-VU-156,1998-1999,125
1996-HOR-VU-157,1998-1999,130
1996-HOR-VU-158,1998-1999,130
1996-HOR-VU-160,1998-1999,123
1996-HOR-VU-161,1998-1999,136
1996-HOR-VU-162,1998-1999,129
1996-HOR-VU-163,1998-1999,110
1996-HOR-VU-164,1998-1999,130
1996-HOR-VU-165,1998-1999,121
1996-HOR-VU-166,1998-1999,130
1996-HOR-VU-167,1998-1999,129
1996-HOR-VU-168,1998-1999,126
1996-HOR-VU-169,1998-1999,129
1996-HOR-VU-17,1998-1999,121
1996-HOR-VU-170,1998-1999,124
1996-HOR-VU-171,1998-1999,119
1996-HOR-VU-172,1998-1999,121
1996-HOR-VU-173,1998-1999,122
1996-HOR-VU-174,1998-1999,125
1996-HOR-VU-175,1998-1999,128
1996-HOR-VU-176,1998-1999,126
1996-HOR-VU-177,1998-1999,120
1996-HOR-VU-180,1998-1999,128
1996-HOR-VU-181,1998-1999,121
1996-HOR-VU-182,1998-1999,126
1996-HOR-VU-183,1998-1999,120
1996-HOR-VU-187,1998-1999,133
1996-HOR-VU-188,1998-1999,123
1996-HOR-VU-189,1998-1999,126
1996-HOR-VU-190,1998-1999,130
1996-HOR-VU-191,1998-1999,125
1996-HOR-VU-192,1998-1999,124
1996-HOR-VU-193,1998-1999,126
1996-HOR-VU-194,1998-1999,121
1996-HOR-VU-195,1998-1999,126
1996-HOR-VU-196,1998-1999,128
1996-HOR-VU-198,1998-1999,124
1996-HOR-VU-199,1998-1999,130
1996-HOR-VU-202,1998-1999,126
1996-HOR-VU-203,1998-1999,131
1996-HOR-VU-204,1998-1999,126
1996-HOR-VU-205,1998-1999,119
1996-HOR-VU-206,1998-1999,126
1996-HOR-VU-207,1998-1999,123
1996-HOR-VU-209,1998-1999,122
1996-HOR-VU-210,1998-1999,123
1996-HOR-VU-212,1998-1999,124
1996-HOR-VU-213,1998-1999,124
1996-HOR-VU-214,1998-1999,126
1996-HOR-VU-215,1998-1999,124
1996-HOR-VU-216,1998-1999,128
1996-HOR-VU-217,1998-1999,132
1996-HOR-VU-219,1998-1999,120
1996-HOR-VU-220,1998-1999,127
1996-HOR-VU-221,1998-1999,126
1996-HOR-VU-222,1998-1999,126
1996-HOR-VU-223,1998-1999,124
1996-HOR-VU-224,1998-1999,127
1996-HOR-VU-225,1998-1999,128
1996-HOR-VU-226,1998-1999,128
1996-HOR-VU-227,1998-1999,124
1996-HOR-VU-229,1998-1999,127
1996-HOR-VU-230,1998-1999,119
1996-HOR-VU-231,1998-1999,126
1996-HOR-VU-232,1998-1999,123
1996-HOR-VU-233,1998-1999,134
1996-HOR-VU-235,1998-1999,126
1996-HOR-VU-236,1998-1999,128
1996-HOR-VU-237,1998-1999,129
1996-HOR-VU-238,1998-1999,123
1996-HOR-VU-239,1998-1999,130
1996-HOR-VU-241,1998-1999,132
1996-HOR-VU-242,1998-1999,130
1996-HOR-VU-243,1998-1999,130
1996-HOR-VU-244,1998-1999,130
1996-HOR-VU-245,1998-1999,130
1996-HOR-VU-246,1998-1999,129
1996-HOR-VU-247,1998-1999,124
1996-HOR-VU-248,1998-1999,130
1996-HOR-VU-249,1998-1999,132
1996-HOR-VU-250,1998-1999,125
1996-HOR-VU-251,1998-1999,122
1996-HOR-VU-252,1998-1999,128
1996-HOR-VU-253,1998-1999,122
1996-HOR-VU-255,1998-1999,124
1996-HOR-VU-256,1998-1999,132
1996-HOR-VU-257,1998-1999,126
1996-HOR-VU-258,1998-1999,129
1996-HOR-VU-259,1998-1999,117
1996-HOR-VU-260,1998-1999,128
1996-HOR-VU-261,1998-1999,124
1996-HOR-VU-262,1998-1999,121
1996-HOR-VU-263,1998-1999,120
1996-HOR-VU-264,1998-1999,124
1996-HOR-VU-265,1998-1999,121
1996-HOR-VU-267,1998-1999,128
1996-HOR-VU-268,1998-1999,128
1996-HOR-VU-269,1998-1999,120
1996-HOR-VU-270,1998-1999,127
1996-HOR-VU-271,1998-1999,130
1996-HOR-VU-272,1998-1999,127
1996-HOR-VU-273,1998-1999,120
1996-HOR-VU-274,1998-1999,120
1996-HOR-VU-276,1998-1999,126
1996-HOR-VU-277,1998-1999,120
1996-HOR-VU-278,1998-1999,120
1996-HOR-VU-279,1998-1999,124
1996-HOR-VU-280,1998-1999,122
1996-HOR-VU-281,1998-1999,124
1996-HOR-VU-282,1998-1999,128
1996-HOR-VU-283,1998-1999,130
1996-HOR-VU-284,1998-1999,128
1996-HOR-VU-285,1998-1999,128
1996-HOR-VU-286,1998-1999,119
1996-HOR-VU-287,1998-1999,121
1996-HOR-VU-288,1998-1999,127
1996-HOR-VU-289,1998-1999,119
1996-HOR-VU-290,1998-1999,130
1996-HOR-VU-291,1998-1999,123
1996-HOR-VU-292,1998-1999,124
1996-HOR-VU-293,1998-1999,128
1996-HOR-VU-30,1998-1999,127
1996-HOR-VU-32,1998-1999,124
1996-HOR-VU-36,1998-1999,130
1996-HOR-VU-37,1998-1999,122
1996-HOR-VU-38,1998-1999,127
1996-HOR-VU-40,1998-1999,130
1996-HOR-VU-41,1998-1999,124
1996-HOR-VU-42,1998-1999,121
1996-HOR-VU-43,1998-1999,122
1996-HOR-VU-44,1998-1999,126
1996-HOR-VU-45,1998-1999,124
1996-HOR-VU-46,1998-1999,123
1996-HOR-VU-47,1998-1999,124
1996-HOR-VU-48,1998-1999,129
1996-HOR-VU-49,1998-1999,130
1996-HOR-VU-5,1998-1999,125
1996-HOR-VU-50,1998-1999,124
1996-HOR-VU-51,1998-1999,121
1996-HOR-VU-52,1998-1999,127
1996-HOR-VU-53,1998-1999,126
1996-HOR-VU-54,1998-1999,127
1996-HOR-VU-56,1998-1999,124
1996-HOR-VU-57,1998-1999,130
1996-HOR-VU-59,1998-1999,127
1996-HOR-VU-60,1998-1999,123
1996-HOR-VU-61,1998-1999,120
1996-HOR-VU-62,1998-1999,124
1996-HOR-VU-64,1998-1999,126
1996-HOR-VU-65,1998-1999,124
1996-HOR-VU-66,1998-1999,126
1996-HOR-VU-68,1998-1999,123
1996-HOR-VU-69,1998-1999,134
1996-HOR-VU-70,1998-1999,123
1996-HOR-VU-71,1998-1999,129
1996-HOR-VU-72,1998-1999,130
1996-HOR-VU-73,1998-1999,122
1996-HOR-VU-74,1998-1999,129
1996-HOR-VU-76,1998-1999,128
1996-HOR-VU-77,1998-1999,126
1996-HOR-VU-79,1998-1999,121
1996-HOR-VU-8,1998-1999,128
1996-HOR-VU-81,1998-1999,126
1996-HOR-VU-82,1998-1999,124
1996-HOR-VU-85,1998-1999,134
1996-HOR-VU-86,1998-1999,132
1996-HOR-VU-89,1998-1999,135
1996-HOR-VU-90,1998-1999,132
1996-HOR-VU-91,1998-1999,132
1996-HOR-VU-92,1998-1999,130
1996-HOR-VU-93,1998-1999,133
1996-HOR-VU-94,1998-1999,129
1996-HOR-VU-95,1998-1999,135
1996-HOR-VU-96,1998-1999,134
1996-HOR-VU-97,1998-1999,133
1996-HOR-VU-98,1998-1999,134
1996-HOR-VU-99,1998-1999,135
1996-HOR-VU-100,1999-2000,138
1996-HOR-VU-101,1999-2000,136
1996-HOR-VU-102,1999-2000,138
1996-HOR-VU-103,1999-2000,130
1996-HOR-VU-104,1999-2000,129
1996-HOR-VU-105,1999-2000,132
1996-HOR-VU-106,1999-2000,134
1996-HOR-VU-107,1999-2000,132
1996-HOR-VU-108,1999-2000,130
1996-HOR-VU-109,1999-2000,136
1996-HOR-VU-11,1999-2000,122
1996-HOR-VU-110,1999-2000,138
1996-HOR-VU-111,1999-2000,132
1996-HOR-VU-112,1999-2000,134
1996-HOR-VU-113,1999-2000,140
1996-HOR-VU-114,1999-2000,130
1996-HOR-VU-115,1999-2000,132
1996-HOR-VU-116,1999-2000,132
1996-HOR-VU-117,1999-2000,121
1996-HOR-VU-118,1999-2000,126
1996-HOR-VU-12,1999-2000,126
1996-HOR-VU-120,1999-2000,132
1996-HOR-VU-121,1999-2000,132
1996-HOR-VU-122,1999-2000,129
1996-HOR-VU-123,1999-2000,126
1996-HOR-VU-124,1999-2000,126
1996-HOR-VU-125,1999-2000,128
1996-HOR-VU-126,1999-2000,131
1996-HOR-VU-127,1999-2000,128
1996-HOR-VU-128,1999-2000,130
1996-HOR-VU-129,1999-2000,134
1996-HOR-VU-130,1999-2000,126
1996-HOR-VU-131,1999-2000,128
1996-HOR-VU-132,1999-2000,132
1996-HOR-VU-133,1999-2000,130
1996-HOR-VU-134,1999-2000,132
1996-HOR-VU-135,1999-2000,124
