experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,total_tillers_per_plant,productive_tillers_per_plant,plant_height,spike_length,number_of_spikelets_per_spike,number_of_grains_per_spike,grain_mass_per_spike,grain_mass_per_plant,thousand_kernel_weight,spike_type,spike_shape,spike_branching,spike_density,spike_awnedness,rigidity,habit_of_awns,spike_colour,glume_pubescence,rachis_internodes,rachis_brittleness,rachis_pubescence,caryopsis_hull,caryopsis_shape,caryopsis_colour,caryopsis_groove,caryopsis_basal_seta,caryopsis_base,resistance_to_grain_sprouting_in_spike,resistance_to_grain_shattering,name,description,campaign,site_name,longitude,latitude,remarks
1993,BGR001,Hordeum,1991-HOR-VU-18,NA,10.18730/10J8QP,129,NA,NA,99,7,25,NA,NA,NA,38,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-19,NA,10.18730/10J8A9,128,NA,NA,96,7,27,NA,NA,NA,39,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-2,NA,10.18730/10J8FE,126,NA,NA,87,8,30,NA,NA,NA,46.5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-20,NA,10.18730/10J8DC,128,NA,NA,88,5,19,NA,NA,NA,34.5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-22,NA,10.18730/10J8RQ,130,NA,NA,91,6.5,25,NA,NA,NA,30,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-23,NA,10.18730/10J8SR,129,NA,NA,92,8,27,NA,NA,NA,49,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-24,NA,10.18730/10J8TS,130,NA,NA,91,8.5,27,NA,NA,NA,46,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-25,NA,10.18730/10J854,127,NA,NA,91,8,23,NA,NA,NA,40,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-26,NA,10.18730/10J8VT,131,NA,NA,94,9,31,NA,NA,NA,47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-29,NA,10.18730/10J80U,128,NA,NA,98,7,26,NA,NA,NA,31,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-3,NA,10.18730/10J876,128,NA,NA,86,7.5,25,NA,NA,NA,34,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-30,NA,10.18730/10J865,128,NA,NA,91,7,25,NA,NA,NA,40,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-31,NA,10.18730/10J8WV,120,NA,NA,95,8.6,31,NA,NA,NA,58,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-32,NA,10.18730/10J8XW,121,NA,NA,99,4.5,19,NA,NA,NA,46,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-33,NA,10.18730/10J8YX,123,NA,NA,91,6,21,NA,NA,NA,44,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-35,NA,10.18730/10J8ZY,124,NA,NA,93,7,23,NA,NA,NA,56,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-36,NA,10.18730/10J90Z,120,NA,NA,87,6,23,NA,NA,NA,44,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-37,NA,10.18730/10J810,120,NA,NA,107,6,21,NA,NA,NA,42,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-4,NA,10.18730/10J8GF,128,NA,NA,86,8,21,NA,NA,NA,46,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-40,NA,10.18730/10J9PG,124,NA,NA,99,7,26,NA,NA,NA,59,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-41,NA,10.18730/10J821,132,NA,NA,101,7,26,NA,NA,NA,49,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-42,NA,10.18730/10J832,120,NA,NA,99,9.5,22,NA,NA,NA,43,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-43,NA,10.18730/10J91*,119,NA,NA,91,5.5,20,NA,NA,NA,43,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-44,NA,10.18730/10J7NS,123,NA,NA,92,5.5,20,NA,NA,NA,34,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-45,NA,10.18730/10J7PT,119,NA,NA,109,7,25,NA,NA,NA,44,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-46,NA,10.18730/10J92~,118,NA,NA,88,6.5,23,NA,NA,NA,49,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-47,NA,10.18730/10J898,124,NA,NA,99,7,30,NA,NA,NA,59,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-48,NA,10.18730/10J7RW,118,NA,NA,99,7,23,NA,NA,NA,36,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-49,NA,10.18730/10J7VZ,121,NA,NA,86,8,23,NA,NA,NA,35,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-5,NA,10.18730/10J843,1201,NA,NA,101,7.5,25,NA,NA,NA,48,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-50,NA,10.18730/10J7X~,121,NA,NA,92,11,35,NA,NA,NA,52,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-51,NA,10.18730/10J93$,131,NA,NA,87,7.5,26,NA,NA,NA,51,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
1993,BGR001,Hordeum,1991-HOR-VU-52,NA,10.18730/10J7Z=,118,NA,NA,102,7,23,NA,NA,NA,44,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,Hordeum_1993,"plots trial, 5 rows, 2.0 m2",1993-1994,NA,24.5615,42.0803,Annual results; Sowing date: 19931018
