genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
1996-HOR-VU-90,130.7,89.4,49.39
1996-HOR-VU-91,130.97,85,56.66
1996-HOR-VU-92,133.55,80.11,62.17
1996-HOR-VU-93,131.11,90.14,59.35
1996-HOR-VU-94,129.02,83.55,52.64
1996-HOR-VU-95,133.19,91.75,56.68
1996-HOR-VU-96,131.03,93.8,57.06
1996-HOR-VU-97,131.81,88.69,54.93
1996-HOR-VU-98,133.41,93.12,52.46
1996-HOR-VU-99,134.03,88.32,61.65
1999-HOR-VU-53,135.19,89.51,41.62
1999-HOR-VU-59,135.19,87.61,53.15
2003-HOR-VU-2,140.08,82.71,51.38
2013-HOR-VU-41,136.19,82.71,45.27
2013-HOR-VU-42,136.69,88.51,45.14
2013-HOR-VU-43,135.19,84.81,49.6
2013-HOR-VU-44,132.69,81.51,47.68
