accenumb,campaign,thousand_kernel_weight
1992-HOR-VU-124,1995-1996,26.31
1992-HOR-VU-126,1995-1996,42.8
1992-HOR-VU-126,1995-1996,55
1992-HOR-VU-127,1995-1996,41.17
1992-HOR-VU-129,1995-1996,56.87
1992-HOR-VU-131,1995-1996,35.13
1992-HOR-VU-132,1995-1996,57.14
1992-HOR-VU-133,1995-1996,50
1992-HOR-VU-145,1995-1996,39.7
1992-HOR-VU-146,1995-1996,47.36
1992-HOR-VU-147,1995-1996,43.18
1992-HOR-VU-150,1995-1996,45.45
1992-HOR-VU-151,1995-1996,47.36
1992-HOR-VU-152,1995-1996,26.31
1992-HOR-VU-153,1995-1996,32.35
1992-HOR-VU-154,1995-1996,32.05
1992-HOR-VU-155,1995-1996,39.13
1992-HOR-VU-156,1995-1996,40.62
1992-HOR-VU-157,1995-1996,41.66
1992-HOR-VU-158,1995-1996,54.16
1992-HOR-VU-159,1995-1996,35.29
1992-HOR-VU-161,1995-1996,37.73
1992-HOR-VU-162,1995-1996,50
1992-HOR-VU-163,1995-1996,54.16
1992-HOR-VU-164,1995-1996,54.54
1992-HOR-VU-165,1995-1996,52
1992-HOR-VU-166,1995-1996,38.23
1992-HOR-VU-167,1995-1996,34.14
1992-HOR-VU-168,1995-1996,36.11
1992-HOR-VU-170,1995-1996,34
1992-HOR-VU-171,1995-1996,39.47
1992-HOR-VU-172,1995-1996,37.2
1992-HOR-VU-173,1995-1996,50
1992-HOR-VU-174,1995-1996,50
1992-HOR-VU-175,1995-1996,52.77
1992-HOR-VU-176,1995-1996,44.44
1992-HOR-VU-179,1995-1996,57.75
1992-HOR-VU-180,1995-1996,35.29
1992-HOR-VU-181,1995-1996,57.57
1992-HOR-VU-182,1995-1996,57.14
1992-HOR-VU-185,1995-1996,50
1992-HOR-VU-186,1995-1996,47.61
1992-HOR-VU-189,1995-1996,50
1992-HOR-VU-190,1995-1996,50
1992-HOR-VU-192,1995-1996,54.45
1992-HOR-VU-194,1995-1996,54.45
1992-HOR-VU-197,1995-1996,42.89
1992-HOR-VU-198,1995-1996,52.77
1992-HOR-VU-199,1995-1996,57.14
1992-HOR-VU-200,1995-1996,52.38
1992-HOR-VU-201,1995-1996,54.1
1992-HOR-VU-202,1995-1996,57.14
1992-HOR-VU-205,1995-1996,50
1992-HOR-VU-207,1995-1996,50
1992-HOR-VU-210,1995-1996,52.17
1992-HOR-VU-211,1995-1996,54.44
1992-HOR-VU-212,1995-1996,60
1992-HOR-VU-213,1995-1996,44.4
1992-HOR-VU-215,1995-1996,47.6
1992-HOR-VU-216,1995-1996,31.5
1992-HOR-VU-217,1995-1996,36.11
1992-HOR-VU-218,1995-1996,31.57
1992-HOR-VU-220,1995-1996,33.94
1992-HOR-VU-221,1995-1996,40.7
1992-HOR-VU-222,1995-1996,50
1992-HOR-VU-223,1995-1996,46.15
1992-HOR-VU-225,1995-1996,50
1992-HOR-VU-226,1995-1996,50
1992-HOR-VU-227,1995-1996,43.18
1992-HOR-VU-228,1995-1996,51.16
1992-HOR-VU-230,1995-1996,35.29
1992-HOR-VU-231,1995-1996,33.33
1992-HOR-VU-233,1995-1996,52.7
1992-HOR-VU-234,1995-1996,36.5
1992-HOR-VU-235,1995-1996,47.22
1992-HOR-VU-236,1995-1996,45.21
1992-HOR-VU-237,1995-1996,51.35
1992-HOR-VU-238,1995-1996,54.28
1992-HOR-VU-240,1995-1996,50
1992-HOR-VU-241,1995-1996,33.3
1992-HOR-VU-243,1995-1996,55.23
1992-HOR-VU-245,1995-1996,57.14
1992-HOR-VU-246,1995-1996,55.88
1992-HOR-VU-246,1995-1996,65.7
1992-HOR-VU-247,1995-1996,52.77
1992-HOR-VU-248,1995-1996,53.27
1992-HOR-VU-251,1995-1996,42.8
1992-HOR-VU-252,1995-1996,44.4
1992-HOR-VU-252,1995-1996,35.4
1992-HOR-VU-253,1995-1996,38.6
1992-HOR-VU-253,1995-1996,50
1992-HOR-VU-255,1995-1996,41.3
1992-HOR-VU-255,1995-1996,47.5
1992-HOR-VU-256,1995-1996,54.5
1992-HOR-VU-257,1995-1996,50
1992-HOR-VU-257,1995-1996,41.4
1992-HOR-VU-258,1995-1996,42.3
1992-HOR-VU-258,1995-1996,50
1992-HOR-VU-259,1995-1996,51.35
1992-HOR-VU-260,1995-1996,47.36
1992-HOR-VU-260,1995-1996,52.4
1992-HOR-VU-261,1995-1996,52.77
1992-HOR-VU-261,1995-1996,50
1992-HOR-VU-262,1995-1996,48.7
1992-HOR-VU-263,1995-1996,42.4
1992-HOR-VU-263,1995-1996,44.4
1992-HOR-VU-264,1995-1996,30.9
1992-HOR-VU-264,1995-1996,37.8
1992-HOR-VU-265,1995-1996,52.7
1992-HOR-VU-266,1995-1996,38.9
1992-HOR-VU-266,1995-1996,52.27
1992-HOR-VU-267,1995-1996,42.04
1992-HOR-VU-268,1995-1996,48.7
1992-HOR-VU-269,1995-1996,65
1992-HOR-VU-271,1995-1996,27
1992-HOR-VU-272,1995-1996,31.7
1992-HOR-VU-272,1995-1996,43.6
1992-HOR-VU-274,1995-1996,48
1992-HOR-VU-275,1995-1996,48
1992-HOR-VU-275,1995-1996,34.3
1992-HOR-VU-276,1995-1996,50
1992-HOR-VU-277,1995-1996,48.4
1992-HOR-VU-278,1995-1996,58.53
1992-HOR-VU-279,1995-1996,42.85
1992-HOR-VU-281,1995-1996,59.09
1992-HOR-VU-287,1995-1996,39.3
1992-HOR-VU-291,1995-1996,56.81
1992-HOR-VU-292,1995-1996,45.23
1992-HOR-VU-293,1995-1996,57.14
1992-HOR-VU-294,1995-1996,54.8
1992-HOR-VU-295,1995-1996,55.8
1992-HOR-VU-297,1995-1996,57.14
1992-HOR-VU-298,1995-1996,72
1992-HOR-VU-299,1995-1996,68.4
1992-HOR-VU-64,1995-1996,37.3
1992-HOR-VU-66,1995-1996,34.2
1992-HOR-VU-68,1995-1996,54.5
1992-HOR-VU-73,1995-1996,34.21
1992-HOR-VU-74,1995-1996,31.42
1992-HOR-VU-75,1995-1996,48.48
1992-HOR-VU-754,1995-1996,57.3
1992-HOR-VU-758,1995-1996,52.17
1992-HOR-VU-76,1995-1996,37.4
1992-HOR-VU-77,1995-1996,36.11
1992-HOR-VU-78,1995-1996,30.55
1992-HOR-VU-79,1995-1996,32.47
1992-HOR-VU-82,1995-1996,35.4
1992-HOR-VU-83,1995-1996,27.7
1992-HOR-VU-84,1995-1996,39.5
1992-HOR-VU-859,1995-1996,51.5
1992-HOR-VU-86,1995-1996,38.23
1992-HOR-VU-860,1995-1996,57.78
1992-HOR-VU-861,1995-1996,44.18
1992-HOR-VU-862,1995-1996,47.2
1992-HOR-VU-863,1995-1996,52.77
1992-HOR-VU-864,1995-1996,57.14
1992-HOR-VU-865,1995-1996,41.7
1992-HOR-VU-866,1995-1996,57.75
1992-HOR-VU-867,1995-1996,65
1992-HOR-VU-868,1995-1996,40.46
1992-HOR-VU-869,1995-1996,50
1992-HOR-VU-87,1995-1996,37.75
1992-HOR-VU-878,1995-1996,43.18
1992-HOR-VU-879,1995-1996,47.6
1992-HOR-VU-88,1995-1996,36.11
1992-HOR-VU-880,1995-1996,50
1992-HOR-VU-881,1995-1996,48.7
1992-HOR-VU-882,1995-1996,42.8
1992-HOR-VU-883,1995-1996,44.1
1992-HOR-VU-886,1995-1996,43.18
1992-HOR-VU-888,1995-1996,44.18
1992-HOR-VU-889,1995-1996,32.9
1992-HOR-VU-89,1995-1996,30.95
1992-HOR-VU-890,1995-1996,36.93
1992-HOR-VU-891,1995-1996,45.23
1992-HOR-VU-894,1995-1996,48.61
1992-HOR-VU-898,1995-1996,44.42
1992-HOR-VU-90,1995-1996,40.94
1992-HOR-VU-900,1995-1996,54.4
1992-HOR-VU-902,1995-1996,52.1
1992-HOR-VU-905,1995-1996,41.66
1992-HOR-VU-906,1995-1996,57.14
1992-HOR-VU-908,1995-1996,57.14
1992-HOR-VU-909,1995-1996,59.1
1992-HOR-VU-91,1995-1996,47.22
1992-HOR-VU-911,1995-1996,45.2
1992-HOR-VU-912,1995-1996,47.6
1992-HOR-VU-913,1995-1996,54.4
1992-HOR-VU-915,1995-1996,36.9
1992-HOR-VU-916,1995-1996,65
1992-HOR-VU-918,1995-1996,44.82
1992-HOR-VU-919,1995-1996,54.6
1992-HOR-VU-92,1995-1996,31.42
1992-HOR-VU-921,1995-1996,37.93
1992-HOR-VU-926,1995-1996,57.7
1992-HOR-VU-927,1995-1996,40.9
1992-HOR-VU-928,1995-1996,34.2
1992-HOR-VU-929,1995-1996,43.75
1992-HOR-VU-931,1995-1996,45.2
1992-HOR-VU-933,1995-1996,39.5
1992-HOR-VU-934,1995-1996,40.9
1992-HOR-VU-935,1995-1996,60
1992-HOR-VU-94,1995-1996,42.22
1992-HOR-VU-940,1995-1996,45.45
1992-HOR-VU-942,1995-1996,45.23
1992-HOR-VU-945,1995-1996,40.9
1992-HOR-VU-95,1995-1996,50
1992-HOR-VU-950,1995-1996,42.85
1992-HOR-VU-951,1995-1996,41.6
1992-HOR-VU-952,1995-1996,38.09
1992-HOR-VU-953,1995-1996,43.37
1992-HOR-VU-954,1995-1996,39.58
1992-HOR-VU-955,1995-1996,38.6
1992-HOR-VU-956,1995-1996,53.09
1992-HOR-VU-96,1995-1996,45.17
1992-HOR-VU-960,1995-1996,30.43
1992-HOR-VU-962,1995-1996,44.35
1992-HOR-VU-963,1995-1996,34.78
1992-HOR-VU-964,1995-1996,47.11
1992-HOR-VU-966,1995-1996,35.85
1992-HOR-VU-967,1995-1996,39.47
1992-HOR-VU-969,1995-1996,36.11
1992-HOR-VU-97,1995-1996,38.8
1992-HOR-VU-972,1995-1996,30.5
1992-HOR-VU-974,1995-1996,56
1992-HOR-VU-975,1995-1996,36.3
1992-HOR-VU-98,1995-1996,26.31
1992-HOR-VU-984,1995-1996,27.17
1992-HOR-VU-987,1995-1996,34.7
1992-HOR-VU-995,1995-1996,40.6
1992-HOR-VU-998,1995-1996,37.75
1992-HOR-VU-999,1995-1996,35.71
1996-HOR-VU-100,1997-1998,63.1
1996-HOR-VU-102,1997-1998,55.5
1996-HOR-VU-103,1997-1998,60
1996-HOR-VU-104,1997-1998,45
1996-HOR-VU-105,1997-1998,53.5
1996-HOR-VU-106,1997-1998,54.1
1996-HOR-VU-107,1997-1998,47.6
1996-HOR-VU-108,1997-1998,52.07
1996-HOR-VU-109,1997-1998,41.8
1996-HOR-VU-11,1997-1998,50
1996-HOR-VU-110,1997-1998,46.31
1996-HOR-VU-111,1997-1998,43.5
1996-HOR-VU-112,1997-1998,46.8
1996-HOR-VU-113,1997-1998,43.85
1996-HOR-VU-115,1997-1998,53.8
1996-HOR-VU-116,1997-1998,41.53
1996-HOR-VU-117,1997-1998,36.36
1996-HOR-VU-118,1997-1998,37.28
1996-HOR-VU-119,1997-1998,65
1996-HOR-VU-12,1997-1998,47.36
1996-HOR-VU-120,1997-1998,38.33
1996-HOR-VU-121,1997-1998,35.41
1996-HOR-VU-122,1997-1998,45.4
1996-HOR-VU-124,1997-1998,36.9
1996-HOR-VU-125,1997-1998,49.3
1996-HOR-VU-126,1997-1998,41.37
1996-HOR-VU-127,1997-1998,58.3
1996-HOR-VU-128,1997-1998,34
1996-HOR-VU-129,1997-1998,30.9
1996-HOR-VU-130,1997-1998,50
1996-HOR-VU-131,1997-1998,43.8
1996-HOR-VU-132,1997-1998,62.7
1996-HOR-VU-133,1997-1998,62
1996-HOR-VU-134,1997-1998,45
1996-HOR-VU-135,1997-1998,35.8
1996-HOR-VU-136,1997-1998,40
1996-HOR-VU-137,1997-1998,35.7
1996-HOR-VU-138,1997-1998,42.62
1996-HOR-VU-139,1997-1998,35.8
1996-HOR-VU-141,1997-1998,38.05
1996-HOR-VU-142,1997-1998,38.09
1996-HOR-VU-143,1997-1998,37.2
1996-HOR-VU-144,1997-1998,52
1996-HOR-VU-146,1997-1998,42.7
1996-HOR-VU-147,1997-1998,48.1
1996-HOR-VU-148,1997-1998,46.96
1996-HOR-VU-149,1997-1998,35.4
1996-HOR-VU-15,1997-1998,50
1996-HOR-VU-151,1997-1998,44.18
1996-HOR-VU-152,1997-1998,51.4
1996-HOR-VU-154,1997-1998,47.82
1996-HOR-VU-156,1997-1998,52
1996-HOR-VU-157,1997-1998,55
1996-HOR-VU-160,1997-1998,47.7
1996-HOR-VU-161,1997-1998,43.2
1996-HOR-VU-163,1997-1998,33.3
1996-HOR-VU-164,1997-1998,38.46
1996-HOR-VU-165,1997-1998,38
1996-HOR-VU-166,1997-1998,30.43
1996-HOR-VU-167,1997-1998,54.16
1996-HOR-VU-168,1997-1998,40.9
1996-HOR-VU-169,1997-1998,56.16
1996-HOR-VU-17,1997-1998,43.5
1996-HOR-VU-170,1997-1998,33.3
1996-HOR-VU-172,1997-1998,38
1996-HOR-VU-173,1997-1998,37.25
1996-HOR-VU-174,1997-1998,39.5
1996-HOR-VU-175,1997-1998,40.42
1996-HOR-VU-176,1997-1998,44.4
1996-HOR-VU-177,1997-1998,39.2
1996-HOR-VU-182,1997-1998,41.3
1996-HOR-VU-183,1997-1998,58
1996-HOR-VU-187,1997-1998,40.9
1996-HOR-VU-188,1997-1998,42.3
1996-HOR-VU-189,1997-1998,53.8
1996-HOR-VU-190,1997-1998,48
1996-HOR-VU-191,1997-1998,45.9
1996-HOR-VU-192,1997-1998,32.3
1996-HOR-VU-193,1997-1998,45.45
1996-HOR-VU-194,1997-1998,43.75
1996-HOR-VU-195,1997-1998,45.6
1996-HOR-VU-196,1997-1998,35.29
1996-HOR-VU-198,1997-1998,39.13
1996-HOR-VU-199,1997-1998,41.86
1996-HOR-VU-202,1997-1998,57
1996-HOR-VU-203,1997-1998,37.07
1996-HOR-VU-204,1997-1998,42.3
1996-HOR-VU-205,1997-1998,43.4
1996-HOR-VU-206,1997-1998,53.48
1996-HOR-VU-207,1997-1998,59.7
1996-HOR-VU-210,1997-1998,41.36
1996-HOR-VU-212,1997-1998,62.5
1996-HOR-VU-214,1997-1998,35
1996-HOR-VU-215,1997-1998,55.9
1996-HOR-VU-216,1997-1998,50.73
1996-HOR-VU-217,1997-1998,40.6
1996-HOR-VU-219,1997-1998,41.07
1996-HOR-VU-220,1997-1998,40.5
1996-HOR-VU-221,1997-1998,45.94
1996-HOR-VU-222,1997-1998,41.5
1996-HOR-VU-224,1997-1998,41.66
1996-HOR-VU-225,1997-1998,42.3
1996-HOR-VU-226,1997-1998,34.1
1996-HOR-VU-227,1997-1998,33.3
1996-HOR-VU-229,1997-1998,38.46
1996-HOR-VU-230,1997-1998,28.51
1996-HOR-VU-231,1997-1998,66
1996-HOR-VU-232,1997-1998,52.3
1996-HOR-VU-233,1997-1998,47.3
1996-HOR-VU-236,1997-1998,43.7
1996-HOR-VU-238,1997-1998,36.9
1996-HOR-VU-241,1997-1998,41.75
1996-HOR-VU-242,1997-1998,35.8
1996-HOR-VU-243,1997-1998,36.5
1996-HOR-VU-244,1997-1998,31.42
1996-HOR-VU-245,1997-1998,44.1
1996-HOR-VU-246,1997-1998,45.33
1996-HOR-VU-247,1997-1998,54.9
1996-HOR-VU-248,1997-1998,40.7
1996-HOR-VU-249,1997-1998,46.29
1996-HOR-VU-250,1997-1998,50.8
1996-HOR-VU-251,1997-1998,33.43
1996-HOR-VU-252,1997-1998,47.4
1996-HOR-VU-253,1997-1998,38.77
1996-HOR-VU-255,1997-1998,55.14
1996-HOR-VU-256,1997-1998,45.45
1996-HOR-VU-257,1997-1998,38.85
1996-HOR-VU-258,1997-1998,39.5
1996-HOR-VU-259,1997-1998,39.47
1996-HOR-VU-260,1997-1998,35.5
1996-HOR-VU-261,1997-1998,26.25
1996-HOR-VU-262,1997-1998,50
1996-HOR-VU-263,1997-1998,62.7
1996-HOR-VU-264,1997-1998,45.62
1996-HOR-VU-265,1997-1998,34.28
1996-HOR-VU-267,1997-1998,51.4
1996-HOR-VU-268,1997-1998,47.5
1996-HOR-VU-269,1997-1998,21.42
1996-HOR-VU-270,1997-1998,38.9
1996-HOR-VU-271,1997-1998,40.5
1996-HOR-VU-272,1997-1998,53.17
1996-HOR-VU-273,1997-1998,45.23
1996-HOR-VU-274,1997-1998,59
1996-HOR-VU-276,1997-1998,65.17
1996-HOR-VU-277,1997-1998,52.17
1996-HOR-VU-278,1997-1998,35.92
1996-HOR-VU-279,1997-1998,50.2
1996-HOR-VU-280,1997-1998,40.38
1996-HOR-VU-281,1997-1998,36.53
1996-HOR-VU-282,1997-1998,41.79
1996-HOR-VU-283,1997-1998,38.95
1996-HOR-VU-285,1997-1998,36.19
1996-HOR-VU-286,1997-1998,33.3
1996-HOR-VU-287,1997-1998,41.3
1996-HOR-VU-288,1997-1998,36.9
1996-HOR-VU-289,1997-1998,61.5
1996-HOR-VU-290,1997-1998,45.2
1996-HOR-VU-291,1997-1998,40.7
1996-HOR-VU-292,1997-1998,40.2
1996-HOR-VU-293,1997-1998,32.7
1996-HOR-VU-32,1997-1998,50
1996-HOR-VU-37,1997-1998,65.21
1996-HOR-VU-38,1997-1998,54.5
1996-HOR-VU-40,1997-1998,56.8
1996-HOR-VU-41,1997-1998,65.3
1996-HOR-VU-42,1997-1998,57.8
1996-HOR-VU-43,1997-1998,61.5
1996-HOR-VU-44,1997-1998,54.16
1996-HOR-VU-45,1997-1998,65.2
1996-HOR-VU-46,1997-1998,55.5
1996-HOR-VU-47,1997-1998,43
1996-HOR-VU-48,1997-1998,69.7
1996-HOR-VU-49,1997-1998,56.12
1996-HOR-VU-5,1997-1998,48
1996-HOR-VU-50,1997-1998,58.3
1996-HOR-VU-51,1997-1998,68
1996-HOR-VU-52,1997-1998,69.13
1996-HOR-VU-53,1997-1998,64
1996-HOR-VU-54,1997-1998,58.3
1996-HOR-VU-56,1997-1998,60
1996-HOR-VU-57,1997-1998,51.85
1996-HOR-VU-59,1997-1998,66.04
1996-HOR-VU-60,1997-1998,56.23
1996-HOR-VU-62,1997-1998,63.6
1996-HOR-VU-64,1997-1998,54.16
1996-HOR-VU-65,1997-1998,56.6
1996-HOR-VU-66,1997-1998,65
1996-HOR-VU-68,1997-1998,44.48
1996-HOR-VU-69,1997-1998,33.3
1996-HOR-VU-70,1997-1998,44.4
1996-HOR-VU-72,1997-1998,40.7
1996-HOR-VU-73,1997-1998,39.8
1996-HOR-VU-76,1997-1998,57.14
1996-HOR-VU-77,1997-1998,54.76
1996-HOR-VU-79,1997-1998,50
1996-HOR-VU-8,1997-1998,50
1996-HOR-VU-81,1997-1998,51.1
1996-HOR-VU-82,1997-1998,52.7
1996-HOR-VU-85,1997-1998,51.1
1996-HOR-VU-86,1997-1998,44.4
1996-HOR-VU-89,1997-1998,50
1996-HOR-VU-90,1997-1998,47.1
1996-HOR-VU-91,1997-1998,50.8
1996-HOR-VU-92,1997-1998,58.46
1996-HOR-VU-93,1997-1998,63.8
1996-HOR-VU-94,1997-1998,55.76
1996-HOR-VU-95,1997-1998,53.5
1996-HOR-VU-96,1997-1998,55.18
1996-HOR-VU-97,1997-1998,56.3
1996-HOR-VU-98,1997-1998,53.84
1996-HOR-VU-100,1998-1999,50
1996-HOR-VU-102,1998-1999,57.14
1996-HOR-VU-103,1998-1999,51.5
1996-HOR-VU-104,1998-1999,43.4
1996-HOR-VU-105,1998-1999,54.6
1996-HOR-VU-106,1998-1999,56.5
1996-HOR-VU-107,1998-1999,54.5
1996-HOR-VU-108,1998-1999,52.7
1996-HOR-VU-109,1998-1999,32.6
1996-HOR-VU-11,1998-1999,45
1996-HOR-VU-110,1998-1999,38
1996-HOR-VU-111,1998-1999,45.2
1996-HOR-VU-113,1998-1999,45.2
1996-HOR-VU-114,1998-1999,34.6
1996-HOR-VU-115,1998-1999,56.5
1996-HOR-VU-116,1998-1999,45.45
1996-HOR-VU-117,1998-1999,38.7
1996-HOR-VU-118,1998-1999,31.66
1996-HOR-VU-119,1998-1999,50.5
1996-HOR-VU-12,1998-1999,47.32
1996-HOR-VU-120,1998-1999,35.43
1996-HOR-VU-121,1998-1999,34.61
1996-HOR-VU-122,1998-1999,39
1996-HOR-VU-123,1998-1999,43.18
1996-HOR-VU-124,1998-1999,50
1996-HOR-VU-125,1998-1999,39.58
1996-HOR-VU-126,1998-1999,39.3
1996-HOR-VU-127,1998-1999,59.3
1996-HOR-VU-128,1998-1999,38.6
1996-HOR-VU-129,1998-1999,26.9
1996-HOR-VU-130,1998-1999,52
1996-HOR-VU-131,1998-1999,41.13
1996-HOR-VU-132,1998-1999,66.4
1996-HOR-VU-133,1998-1999,61.9
1996-HOR-VU-134,1998-1999,50
1996-HOR-VU-135,1998-1999,42
1996-HOR-VU-136,1998-1999,42.37
1996-HOR-VU-137,1998-1999,32.85
1996-HOR-VU-138,1998-1999,36.73
1996-HOR-VU-139,1998-1999,45.9
1996-HOR-VU-140,1998-1999,47.6
1996-HOR-VU-141,1998-1999,40.9
1996-HOR-VU-142,1998-1999,40.9
1996-HOR-VU-143,1998-1999,40.9
1996-HOR-VU-144,1998-1999,62.29
1996-HOR-VU-146,1998-1999,44.4
1996-HOR-VU-147,1998-1999,48.07
1996-HOR-VU-148,1998-1999,56.41
1996-HOR-VU-149,1998-1999,36.3
1996-HOR-VU-15,1998-1999,61.11
1996-HOR-VU-151,1998-1999,42.55
1996-HOR-VU-152,1998-1999,45.7
1996-HOR-VU-153,1998-1999,33.3
1996-HOR-VU-154,1998-1999,50.2
1996-HOR-VU-156,1998-1999,51.56
1996-HOR-VU-157,1998-1999,50
1996-HOR-VU-158,1998-1999,45.2
1996-HOR-VU-160,1998-1999,52.3
1996-HOR-VU-161,1998-1999,41.3
1996-HOR-VU-162,1998-1999,45.88
1996-HOR-VU-163,1998-1999,33.3
1996-HOR-VU-164,1998-1999,36.2
1996-HOR-VU-165,1998-1999,31.1
1996-HOR-VU-166,1998-1999,39.12
1996-HOR-VU-167,1998-1999,57.14
1996-HOR-VU-168,1998-1999,40.7
1996-HOR-VU-169,1998-1999,52
1996-HOR-VU-17,1998-1999,42.8
1996-HOR-VU-170,1998-1999,33.3
1996-HOR-VU-171,1998-1999,59
1996-HOR-VU-172,1998-1999,33.8
1996-HOR-VU-173,1998-1999,30.64
1996-HOR-VU-174,1998-1999,46.3
1996-HOR-VU-175,1998-1999,40.45
1996-HOR-VU-176,1998-1999,37.7
1996-HOR-VU-177,1998-1999,46.5
1996-HOR-VU-180,1998-1999,43.1
1996-HOR-VU-181,1998-1999,45.4
1996-HOR-VU-182,1998-1999,43.6
1996-HOR-VU-183,1998-1999,60
1996-HOR-VU-187,1998-1999,44.46
1996-HOR-VU-188,1998-1999,48
1996-HOR-VU-189,1998-1999,56
1996-HOR-VU-190,1998-1999,50
1996-HOR-VU-191,1998-1999,36.2
1996-HOR-VU-192,1998-1999,33.3
1996-HOR-VU-193,1998-1999,39.6
1996-HOR-VU-194,1998-1999,53.8
1996-HOR-VU-195,1998-1999,35.2
1996-HOR-VU-196,1998-1999,28.9
1996-HOR-VU-198,1998-1999,45.8
1996-HOR-VU-199,1998-1999,48.6
1996-HOR-VU-202,1998-1999,60
1996-HOR-VU-203,1998-1999,31.25
1996-HOR-VU-204,1998-1999,37.9
1996-HOR-VU-205,1998-1999,45.8
1996-HOR-VU-206,1998-1999,51.42
1996-HOR-VU-207,1998-1999,58.69
1996-HOR-VU-209,1998-1999,53.16
1996-HOR-VU-210,1998-1999,43.18
1996-HOR-VU-212,1998-1999,54.16
1996-HOR-VU-213,1998-1999,45.7
1996-HOR-VU-214,1998-1999,34.1
1996-HOR-VU-215,1998-1999,34.45
1996-HOR-VU-216,1998-1999,51.25
1996-HOR-VU-217,1998-1999,41.8
1996-HOR-VU-219,1998-1999,37.9
1996-HOR-VU-220,1998-1999,41.9
1996-HOR-VU-221,1998-1999,42.4
1996-HOR-VU-222,1998-1999,51.02
1996-HOR-VU-223,1998-1999,48
1996-HOR-VU-224,1998-1999,45.5
1996-HOR-VU-225,1998-1999,46.15
1996-HOR-VU-226,1998-1999,30
1996-HOR-VU-227,1998-1999,30
1996-HOR-VU-229,1998-1999,41.17
1996-HOR-VU-230,1998-1999,28.2
1996-HOR-VU-231,1998-1999,50
1996-HOR-VU-232,1998-1999,50
1996-HOR-VU-233,1998-1999,52.3
1996-HOR-VU-235,1998-1999,54.1
1996-HOR-VU-236,1998-1999,52.17
1996-HOR-VU-238,1998-1999,48.64
1996-HOR-VU-239,1998-1999,40.4
1996-HOR-VU-241,1998-1999,40
1996-HOR-VU-242,1998-1999,35.08
1996-HOR-VU-243,1998-1999,41.8
1996-HOR-VU-244,1998-1999,30.95
1996-HOR-VU-245,1998-1999,45.65
1996-HOR-VU-246,1998-1999,58
1996-HOR-VU-247,1998-1999,41.79
1996-HOR-VU-248,1998-1999,39.7
1996-HOR-VU-249,1998-1999,47.7
1996-HOR-VU-250,1998-1999,53.8
1996-HOR-VU-251,1998-1999,38.23
1996-HOR-VU-252,1998-1999,47.5
1996-HOR-VU-253,1998-1999,39.58
1996-HOR-VU-255,1998-1999,52.17
1996-HOR-VU-256,1998-1999,43.75
1996-HOR-VU-257,1998-1999,34.78
1996-HOR-VU-258,1998-1999,41.3
1996-HOR-VU-259,1998-1999,48.6
1996-HOR-VU-260,1998-1999,34.14
1996-HOR-VU-261,1998-1999,30.43
1996-HOR-VU-262,1998-1999,33.3
1996-HOR-VU-263,1998-1999,61.96
1996-HOR-VU-264,1998-1999,41
1996-HOR-VU-265,1998-1999,35.29
1996-HOR-VU-267,1998-1999,50
1996-HOR-VU-268,1998-1999,45.3
1996-HOR-VU-269,1998-1999,32
1996-HOR-VU-270,1998-1999,38.7
1996-HOR-VU-271,1998-1999,45.45
1996-HOR-VU-272,1998-1999,43.18
1996-HOR-VU-273,1998-1999,43.18
1996-HOR-VU-274,1998-1999,50
1996-HOR-VU-276,1998-1999,66
1996-HOR-VU-277,1998-1999,56.52
1996-HOR-VU-278,1998-1999,38
1996-HOR-VU-279,1998-1999,48.7
1996-HOR-VU-280,1998-1999,43.3
1996-HOR-VU-281,1998-1999,37.7
1996-HOR-VU-282,1998-1999,41.76
1996-HOR-VU-283,1998-1999,36.8
1996-HOR-VU-284,1998-1999,37.25
1996-HOR-VU-285,1998-1999,45
1996-HOR-VU-286,1998-1999,33.9
1996-HOR-VU-287,1998-1999,44.4
1996-HOR-VU-288,1998-1999,36.3
1996-HOR-VU-289,1998-1999,59.29
1996-HOR-VU-290,1998-1999,46
1996-HOR-VU-291,1998-1999,41.5
1996-HOR-VU-292,1998-1999,53.06
1996-HOR-VU-293,1998-1999,39.5
1996-HOR-VU-30,1998-1999,52.1
1996-HOR-VU-32,1998-1999,45.5
1996-HOR-VU-36,1998-1999,60.18
1996-HOR-VU-37,1998-1999,65.7
1996-HOR-VU-38,1998-1999,52.3
1996-HOR-VU-40,1998-1999,54
1996-HOR-VU-41,1998-1999,69.2
1996-HOR-VU-42,1998-1999,66
1996-HOR-VU-43,1998-1999,54.16
1996-HOR-VU-44,1998-1999,60
1996-HOR-VU-45,1998-1999,60.06
1996-HOR-VU-46,1998-1999,64
1996-HOR-VU-47,1998-1999,46.12
1996-HOR-VU-48,1998-1999,70.8
1996-HOR-VU-49,1998-1999,61.9
1996-HOR-VU-5,1998-1999,48
1996-HOR-VU-50,1998-1999,63.1
1996-HOR-VU-51,1998-1999,66
1996-HOR-VU-52,1998-1999,68.12
1996-HOR-VU-53,1998-1999,64.2
1996-HOR-VU-54,1998-1999,60
1996-HOR-VU-56,1998-1999,50
1996-HOR-VU-57,1998-1999,56.5
1996-HOR-VU-59,1998-1999,65.2
1996-HOR-VU-60,1998-1999,57.12
1996-HOR-VU-61,1998-1999,50
1996-HOR-VU-62,1998-1999,52.1
1996-HOR-VU-64,1998-1999,56.52
1996-HOR-VU-65,1998-1999,58
