accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,date_of_heading,type_of_bush,leaf-flag_attitude,spike_attitude,spike_shape,spike_branching,spike_awnedness,glume_colour,name,description,campaign
1983-TRT-AE-315,NA,10.18730/ZEZ5S,154,34.4,67.1,19860603,9,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-319,NA,10.18730/ZEZ6T,156,39.5,128.2,19860605,7,1,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-323,NA,10.18730/ZEZ7V,155,27.4,102,19860604,7,1,3,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-324,NA,10.18730/ZEZ8W,152,32.1,108.4,19860601,7,5,1,2,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-431,NA,10.18730/ZEZYD,160,38.3,80.4,19860609,5,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-435,NA,10.18730/ZEZZE,166,23.1,75.2,19860615,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-436,NA,10.18730/ZF00F,158,35.9,118.8,19860607,5,5,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-437,NA,10.18730/ZF01G,160,38.3,84.8,19860609,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-438,NA,10.18730/ZF02H,155,34.5,95.6,19860604,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-442,NA,10.18730/ZF03J,152,39.8,93.2,19860601,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-451,NA,10.18730/ZF04K,160,40.1,91.4,19860609,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-459,NA,10.18730/ZF05M,152,29.2,106.8,19860601,7,5,3,1,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-47,NA,10.18730/ZEYTE,152,24.6,68.8,19860601,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1983-TRT-AE-56,NA,10.18730/ZEYVF,142,30.7,68,19860522,5,1,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-113,NA,10.18730/ZF0Z9,146,33.3333333333333,93,19860526,5,3,7,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-13,NA,10.18730/ZF09R,160,26.5,63.8,19860609,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-207,NA,10.18730/ZNC5U,146,42.9,80.2,19860526,5,1,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-30,NA,10.18730/ZF12C,155,39.5136778115502,85,19860604,5,5,7,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-4,NA,10.18730/ZF06N,157,31.8,69.2,19860606,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-5,NA,10.18730/ZF07P,158,26.5,61.6,19860607,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-7,NA,10.18730/ZF08Q,148,32.3,75.4,19860528,5,5,5,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-74,NA,10.18730/ZF11B,125,40.8653846153846,79.5,19860505,5,3,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-80,NA,10.18730/ZF10A,132,26.3157894736842,90.8,19850512,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-81,NA,10.18730/ZF0AS,159,33,90.4,19860608,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-82,NA,10.18730/ZF0BT,154,33.5,79.2,19860603,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-83,NA,10.18730/ZF0CV,160,36.8,97,19860609,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-85,NA,10.18730/ZF0DW,155,35.1,94.6,19860604,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1984-TRT-AE-89,NA,10.18730/ZF0EX,143,45.4,74.5,19860523,3,3,3,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-112,NA,10.18730/ZNC3$,155,26.56,115.8,19860604,3,1,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-113,NA,10.18730/ZNC4=,156,33.1,121.3,19860605,3,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-166,NA,10.18730/ZEZ9X,152,39.2156862745098,69.6,19860601,7,5,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-168,NA,10.18730/ZEZAY,152,37.117903930131,81.6,19860601,5,5,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-169,NA,10.18730/ZEZBZ,153,17.8343949044586,64.2,19860602,5,1,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-170,NA,10.18730/ZEZC*,151,27.9605263157895,92.6,19860531,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-190,NA,10.18730/ZEZD~,143,40.8,72.5,19860523,3,3,9,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1985-TRT-AE-198,NA,10.18730/ZEZE$,142,36.5,58,19860522,3,3,3,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-1,NA,10.18730/ZF0M=,151,48.5,85.2,19860531,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-10,NA,10.18730/ZNBYX,150,35.5,77,19860530,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-11,NA,10.18730/ZNC0Z,146,37.5,81,19860526,5,1,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-191,NA,10.18730/ZEZGU,142,27.4,68.9,19860522,5,3,5,1,1,5,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-192,NA,10.18730/ZEZH0,149,23.9,58.9,19860529,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-194,NA,10.18730/ZEZJ1,150,31.8,64,19860530,3,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-195,NA,10.18730/ZEZK2,155,25,78,19860604,5,3,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-196,NA,10.18730/ZEZM3,150,28.9,68,19860530,5,3,5,3,1,1,2,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-197,NA,10.18730/ZEZN4,153,25.6,79.5,19860602,5,1,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-198,NA,10.18730/ZEZP5,152,30.8,79,19860601,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-199,NA,10.18730/ZEZQ6,154,22.5,69.3,19860603,7,1,7,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-3,NA,10.18730/ZF0NU,152,44.5,89.6,19860601,5,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-344,NA,10.18730/ZEZR7,148,43.21,102.3,19860528,5,1,7,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-347,NA,10.18730/ZEZS8,152,35.8,82,19860601,5,3,1,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-356,NA,10.18730/ZEZT9,144,35.7,96,19860524,5,1,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-4,NA,10.18730/ZNC2~,147,36.5,80.2,19860527,3,3,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-431,NA,10.18730/ZF0R2,143,49.5,94.7,19860523,5,1,3,3,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-438,NA,10.18730/ZF0S3,142,49.8,96.1,19860522,5,1,9,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-439,NA,10.18730/ZF0T4,144,39.5,95,19860524,5,3,9,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-5,NA,10.18730/ZF0P0,150,36.5,84.4,19860530,3,1,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-6,NA,10.18730/ZF0Q1,150,46.8,94.4,19860530,3,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-62,NA,10.18730/ZEZF=,143,25.4,70.5,19860523,3,3,5,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-7,NA,10.18730/ZNC1*,148,32.7,82,19860528,3,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-803,NA,10.18730/ZF0FY,150,48.9,102.8,19860530,5,3,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-804,NA,10.18730/ZF0GZ,144,28.6,83.8,19860524,5,1,3,3,1,3,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-805,NA,10.18730/ZF0H*,148,30.5,102.2,19860528,3,1,3,1,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-806,NA,10.18730/ZF0J~,139,36.2,110.4,19860519,3,1,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-807,NA,10.18730/ZF0K$,140,34.1,118.8,19860520,5,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1986-TRT-AE-9,NA,10.18730/ZNBZY,148,33.2,79.6,19860528,7,1,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1998-TRT-AE-1,NA,10.18730/ZBH2H,143,39.5,87.3,19860523,5,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-160,NA,10.18730/ZEZVA,145,33.4,69,19860525,5,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-163,NA,10.18730/ZEZWB,140,38.5,69.9,19860520,3,3,1,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-167,NA,10.18730/ZBG9X,140,30.1,69,19860520,5,5,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-168,NA,10.18730/ZBG8W,140,30.8,59,19860520,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-169,NA,10.18730/ZEZXC,146,43.6,66,19860526,5,3,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
2001-TRT-AE-172,NA,10.18730/ZBGXC,140,40.8,78.5,19860520,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1985-1986
1974-TRT-AE-52,NA,10.18730/ZBDHF,142,46.6,79.6,19870522,5,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1978-TRT-AE-142,NA,10.18730/ZBDFD,141,34.6,93.4,19870521,7,3,5,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1978-TRT-AE-157,NA,10.18730/ZBDGE,140,48.2,102,19870520,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1978-TRT-AE-181,NA,10.18730/ZBFZK,142,42.1,95.4,19870522,3,5,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1978-TRT-AE-285,NA,10.18730/ZEYM8,161,32.1,125.4,19870610,5,1,1,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1979-TRT-AE-270,NA,10.18730/ZEYN9,143,36.8,85.4,19870523,3,3,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1979-TRT-AE-320,NA,10.18730/ZBGN4,141,48.9,100.9,19870521,3,3,1,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1980-TRT-AE-189,NA,10.18730/ZEYPA,141,36.3,50.8,19870521,3,3,7,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1980-TRT-AE-190,NA,10.18730/ZEYQB,139,39.5,54,19870519,5,3,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1981-TRT-AE-78,NA,10.18730/ZBGWB,142,39.5,101,19870522,5,1,5,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1981-TRT-AE-79,NA,10.18730/ZEYRC,145,31.1,83.4,19870525,5,3,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1982-TRT-AE-923,NA,10.18730/ZEYSD,135,35.9,103.8,19870515,7,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-172,NA,10.18730/ZEYWG,151,37.4,135,19870531,5,3,7,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-279,NA,10.18730/ZEYXH,148,36.8,132.2,19870528,5,1,3,3,1,3,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-285,NA,10.18730/ZEYYJ,146,32.4,125,19870526,5,3,3,1,1,5,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-288,NA,10.18730/ZEYZK,142,42.4,105,19870522,5,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-292,NA,10.18730/ZEZ0M,152,38.9,92,19870601,7,3,3,3,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-294,NA,10.18730/ZEZ1N,153,38.7,141.4,19870602,5,5,3,3,1,7,8,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-301,NA,10.18730/ZEZ2P,144,42.5,120.5,19870524,5,1,3,3,1,7,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-306,NA,10.18730/ZEZ3Q,160,43.1,101,19870609,7,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-314,NA,10.18730/ZEZ4R,157,36.8,139,19870606,7,1,5,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-315,NA,10.18730/ZEZ5S,155,38.9,104.1,19870604,9,3,3,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-319,NA,10.18730/ZEZ6T,154,43.5,133.6,19870603,7,1,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-323,NA,10.18730/ZEZ7V,154,32.6,122,19870603,7,1,3,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-324,NA,10.18730/ZEZ8W,151,38.5,129.6,19870531,7,5,1,2,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-431,NA,10.18730/ZEZYD,158,34.8,77.4,19870607,5,1,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-435,NA,10.18730/ZEZZE,163,19.5,67.2,19870612,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-436,NA,10.18730/ZF00F,159,36.9,124,19870608,5,5,5,1,1,5,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-437,NA,10.18730/ZF01G,157,32.6,72.5,19870606,5,3,1,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-438,NA,10.18730/ZF02H,156,30.5,90.5,19870605,3,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-442,NA,10.18730/ZF03J,155,33.9,89.7,19870604,5,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-451,NA,10.18730/ZF04K,158,32.8,84.7,19870607,7,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-459,NA,10.18730/ZF05M,154,30.8,120.5,19870603,7,5,3,1,1,1,4,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-47,NA,10.18730/ZEYTE,151,28.4,73.4,19870531,3,5,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1983-TRT-AE-56,NA,10.18730/ZEYVF,143,35.7,89.4,19870523,5,1,3,3,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1984-TRT-AE-113,NA,10.18730/ZF0Z9,144,35.7,78,19870524,5,3,7,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1984-TRT-AE-13,NA,10.18730/ZF09R,159,30.9,64.8,19870608,5,3,3,1,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1984-TRT-AE-207,NA,10.18730/ZNC5U,148,43.79,79.4,19870528,5,1,3,1,1,3,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1984-TRT-AE-30,NA,10.18730/ZF12C,152,42.7,95.3,19870601,5,5,7,1,1,7,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
1984-TRT-AE-4,NA,10.18730/ZF06N,156,34.5,74.5,19870605,7,3,3,3,1,1,1,Field trial IPGR-Sadovo,Six rows were planted from each accession with row spacing 20/5 cm and 1 m length.,1986-1987
