accenumb,campaign,days_to_heading,thousand_kernel_weight,plant_height
C0104956,2011-2012,222,NA,75
C0104957,2011-2012,223,NA,71.33
C0104958,2011-2012,224,NA,75
C0104959,2011-2012,223,NA,71
C0104960,2011-2012,225,NA,71.33
C0104961,2011-2012,224,NA,83
C0104962,2011-2012,223,NA,78.33
C0104963,2011-2012,224,NA,83.33
C0104964,2011-2012,220,NA,79.33
C0104965,2011-2012,228,NA,76
C0104966,2011-2012,221,NA,69.67
C0104967,2011-2012,224,NA,69.33
C0104968,2011-2012,224,NA,72.33
C0104969,2011-2012,224,NA,69.67
C0104970,2011-2012,224,NA,71
C0104971,2011-2012,224,NA,65.67
C0104972,2011-2012,224,NA,68.67
C0104973,2011-2012,224,NA,66
C0104974,2011-2012,224,NA,69.67
C0104975,2011-2012,222,NA,79.67
C0104976,2011-2012,220,NA,79.67
C0104977,2011-2012,226,NA,74.67
C0104978,2011-2012,224,NA,82.33
C0104979,2011-2012,221,NA,75.33
C0104980,2011-2012,227,NA,80.33
C0104982,2011-2012,223,NA,81.67
C0104983,2011-2012,225,NA,82.33
C0104984,2011-2012,225,NA,83.33
C0104985,2011-2012,223,NA,77
C0104988,2011-2012,220,NA,74
C0104989,2011-2012,224,NA,67.33
C0104990,2011-2012,221,NA,70.67
C0104991,2011-2012,223,NA,77.67
C0104992,2011-2012,226,NA,77
C0104993,2011-2012,225,NA,80.67
C0104994,2011-2012,226,NA,73.33
C0104995,2011-2012,225,NA,79
C0104997,2011-2012,225,NA,83.33
C0104998,2011-2012,227,NA,95.67
C0104999,2011-2012,226,NA,89.33
C0105000,2011-2012,223,NA,93.33
C0105001,2011-2012,223,NA,76.33
C0105002,2011-2012,220,NA,77
C0105003,2011-2012,220,NA,74.67
C0105004,2011-2012,223,NA,81
C0105006,2011-2012,216,NA,43.67
C0105007,2011-2012,223,NA,73
C0105008,2011-2012,223,NA,73.33
C0105009,2011-2012,221,NA,74.67
C0105010,2011-2012,225,37.9,77.33
C0105011,2011-2012,220,NA,78
C0105012,2011-2012,226,NA,76.67
C0105013,2011-2012,225,NA,75.33
C0105014,2011-2012,221,NA,65.33
C0105015,2011-2012,224,NA,67.33
C0105016,2011-2012,223,NA,70.67
C0105017,2011-2012,225,NA,84.33
C0105019,2011-2012,226,NA,78
C0105020,2011-2012,226,NA,77
C0105021,2011-2012,225,NA,79.33
C0105022,2011-2012,227,NA,82
C0105023,2011-2012,229,NA,77.33
C0105024,2011-2012,227,NA,63.33
C0105026,2011-2012,220,NA,57.67
C0105027,2011-2012,229,NA,74.33
C0105028,2011-2012,222,NA,81
C0105029,2011-2012,229,NA,74.332
C0105030,2011-2012,220,NA,64
C0105031,2011-2012,220,NA,70.67
C0105032,2011-2012,226,NA,66.67
C0105033,2011-2012,222,NA,71
C0105035,2011-2012,228,NA,72.33
C0105036,2011-2012,222,NA,82.33
C0105037,2011-2012,228,NA,82
C0105039,2011-2012,221,NA,60.67
C0105040,2011-2012,221,NA,66
C0105042,2011-2012,228,NA,77
C0105043,2011-2012,223,NA,83
C0105044,2011-2012,228,NA,72.67
C0105045,2011-2012,222,NA,81.67
C0105046,2011-2012,227,NA,76
C0105047,2011-2012,222,NA,73.33
C0105048,2011-2012,223,NA,76.33
C0105049,2011-2012,229,NA,80.67
C0105051,2011-2012,220,NA,74.67
C0105052,2011-2012,223,NA,73
C0105053,2011-2012,222,NA,76.67
C0105054,2011-2012,222,NA,84
C0105055,2011-2012,219,NA,76
C0105056,2011-2012,222,NA,78.67
C0105057,2011-2012,219,NA,74.67
C0105058,2011-2012,220,NA,80.67
C0105060,2011-2012,220,NA,80.33
C0105061,2011-2012,219,NA,75.67
C0105062,2011-2012,222,NA,79.33
C0105063,2011-2012,222,NA,81
C0105064,2011-2012,220,NA,75.67
C0105065,2011-2012,223,NA,72.33
C0105066,2011-2012,221,NA,72.67
C0105067,2011-2012,231,NA,82.67
C0105068,2011-2012,223,NA,73.33
C0105069,2011-2012,220,NA,75
C0105070,2011-2012,222,NA,79
C0105071,2011-2012,228,NA,88.33
C0105073,2011-2012,227,NA,81.33
C0105074,2011-2012,223,NA,70.67
C0105075,2011-2012,225,NA,72.67
C0105076,2011-2012,223,NA,81.33
C0105077,2011-2012,222,NA,83.33
C0105078,2011-2012,226,NA,78
C0105079,2011-2012,225,NA,80.33
C0105080,2011-2012,233,NA,73.33
C0105081,2011-2012,226,NA,83.33
C0105082,2011-2012,214,NA,62.33
C0105083,2011-2012,219,NA,54
C0105084,2011-2012,215,NA,59.67
C0105085,2011-2012,213,NA,50.33
C0105086,2011-2012,216,NA,55.33
C0105087,2011-2012,213,NA,69.67
C0105088,2011-2012,216,NA,67.33
C0105089,2011-2012,215,NA,58.67
C0105090,2011-2012,216,NA,59
C0105091,2011-2012,212,NA,55.67
C0105092,2011-2012,213,NA,45.67
C0105093,2011-2012,219,NA,58.67
C0105094,2011-2012,216,NA,57.67
C0105095,2011-2012,217,NA,49.67
C0105096,2011-2012,220,NA,73.33
C0105097,2011-2012,220,NA,80.33
C0105098,2011-2012,217,NA,46.67
C0105099,2011-2012,214,NA,54.67
C0105100,2011-2012,216,NA,68.67
C0105101,2011-2012,216,NA,77.67
C0105102,2011-2012,216,NA,72.67
C0105103,2011-2012,215,NA,69
C0105104,2011-2012,215,NA,73
C0105105,2011-2012,212,NA,72
C0105106,2011-2012,216,NA,56.67
C0105107,2011-2012,216,NA,69.67
C0105108,2011-2012,216,NA,49.67
C0105109,2011-2012,216,NA,58.33
C0105110,2011-2012,215,NA,49.67
C0105111,2011-2012,211,NA,50.33
C0105112,2011-2012,213,NA,50.33
C0105113,2011-2012,214,NA,52.33
C0105114,2011-2012,215,NA,61.33
C0105115,2011-2012,213,NA,52.67
C0105116,2011-2012,214,NA,49.33
C0105117,2011-2012,213,NA,64
C0105118,2011-2012,216,NA,51.33
C0105119,2011-2012,217,NA,46.67
C0105120,2011-2012,216,NA,60
C0105121,2011-2012,216,NA,54.67
C0105122,2011-2012,216,NA,51.67
C0105123,2011-2012,215,NA,57.67
C0105124,2011-2012,220,NA,45.67
C0105125,2011-2012,213,NA,50.67
C0105126,2011-2012,214,NA,54.33
C0105127,2011-2012,215,NA,48.67
C0105128,2011-2012,215,NA,55.67
C0105129,2011-2012,211,NA,63.33
C0105221,2011-2012,216,NA,52
C0105222,2011-2012,214,NA,47.67
C0105223,2011-2012,219,NA,70
C0105224,2011-2012,217,NA,69.67
C0105225,2011-2012,216,NA,46
C0105226,2011-2012,216,NA,52.67
C0105227,2011-2012,220,NA,58
C0105301,2011-2012,220,NA,75.67
C0105302,2011-2012,230,NA,91.67
C0105303,2011-2012,227,NA,81.33
C0105395,2011-2012,216,NA,47.33
C0105401,2011-2012,216,46,46
C0105402,2011-2012,216,NA,66.67
C0105202,2012-2013,198,NA,73.7
C0105203,2012-2013,197,NA,63
C0105204,2012-2013,198,NA,61
C0105205,2012-2013,198,NA,65.67
C0105206,2012-2013,197,NA,65.67
C0105207,2012-2013,198,NA,60
C0105208,2012-2013,198,NA,51.67
C0105209,2012-2013,199,NA,64.67
C0105210,2012-2013,198,NA,66.33
C0105211,2012-2013,198,NA,63.67
C0105212,2012-2013,200,NA,63
C0105213,2012-2013,198,NA,67.33
C0105214,2012-2013,200,NA,69.33
C0105215,2012-2013,200,NA,70
C0105216,2012-2013,199,NA,70.67
C0105217,2012-2013,198,NA,65
C0105218,2012-2013,199,NA,54
C0105219,2012-2013,202,NA,63
C0105220,2012-2013,202,NA,69.33
C0105339,2012-2013,220,53.9,149
C0105340,2012-2013,225,45.7,148.67
C0105344,2012-2013,223,46.4,147.33
C0105345,2012-2013,218,58.9,137.67
C0105444,2012-2013,220,47.9,150.33
C0103405,2013-2014,224,45.6,105.45
C0104271,2013-2014,224,NA,135.33
C0105191,2013-2014,214,NA,111.67
C0105193,2013-2014,214,NA,119.33
C0105194,2013-2014,207,NA,134.33
C0105195,2013-2014,218,NA,116.67
C0105196,2013-2014,219,NA,120
C0105197,2013-2014,223,NA,125
C0105198,2013-2014,220,NA,119.33
C0105199,2013-2014,226,NA,100.33
C0105200,2013-2014,211,NA,128.33
C0105201,2013-2014,214,NA,150.33
C0105228,2013-2014,213,NA,109.67
C0105229,2013-2014,211,NA,116
C0105230,2013-2014,226,NA,108
C0105231,2013-2014,221,NA,126.33
C0105232,2013-2014,224,NA,111.33
C0105233,2013-2014,220,NA,117
C0105234,2013-2014,215,NA,94.33
C0105235,2013-2014,224,NA,119
C0105236,2013-2014,219,NA,116.67
C0105237,2013-2014,225,NA,123.67
C0105238,2013-2014,219,NA,87
C0105239,2013-2014,223,NA,96
C0105240,2013-2014,224,NA,104.33
C0105241,2013-2014,214,NA,117.67
C0105242,2013-2014,216,46.2,112.67
C0105243,2013-2014,222,NA,127.67
C0105244,2013-2014,217,NA,106.33
C0105245,2013-2014,217,NA,110.67
C0105246,2013-2014,218,NA,112
C0105247,2013-2014,215,NA,99.67
C0105248,2013-2014,224,NA,110
C0105249,2013-2014,215,NA,91
C0105250,2013-2014,226,NA,97.33
C0105251,2013-2014,217,NA,103.67
C0105252,2013-2014,214,NA,127.67
C0105253,2013-2014,220,NA,108.67
C0105254,2013-2014,213,NA,109.33
C0105255,2013-2014,216,NA,113.33
C0105256,2013-2014,222,NA,107
C0105257,2013-2014,217,NA,122
C0105258,2013-2014,226,NA,105
C0105259,2013-2014,222,NA,103.67
C0105260,2013-2014,218,NA,117.67
C0105261,2013-2014,220,NA,94
C0105262,2013-2014,220,NA,97.67
C0105263,2013-2014,223,NA,122
C0105264,2013-2014,218,NA,117
C0105265,2013-2014,224,NA,105.67
C0105266,2013-2014,225,NA,103.33
C0105267,2013-2014,226,NA,100.33
C0105268,2013-2014,213,NA,103
C0105269,2013-2014,217,NA,107
C0105270,2013-2014,218,46.8,106.2
C0105271,2013-2014,213,NA,106
C0105415,2013-2014,211,NA,72.33
C0102056,2016-2017,218,40.9,103
C0102380,2016-2017,218,45.4,89.17
C0102394,2016-2017,220,43.5,85
C0102825,2016-2017,228,39.4,81.33
C0102826,2016-2017,215,35,96.4
C0103887,2016-2017,228,48.8,125.4
C0105327,2016-2017,218,28.6,74.2
C0105332,2016-2017,225,38,109.6
C0105333,2016-2017,227,42.1,96.6
C0105334,2016-2017,226,44,104.6
C0105335,2016-2017,221,48,107.6
C0105336,2016-2017,226,47.2,109.6
C0105364,2016-2017,218,36.1,103.6
C0105373,2016-2017,218,NA,116.6
C0105378,2016-2017,226,43.7,127.3
C0105382,2016-2017,216,33.5,92
C0105383,2016-2017,218,35.6,82
C0105387,2016-2017,231,40.5,123
C0105389,2016-2017,219,41,127.6
C0105391,2016-2017,204,30.3,88.4
C0105392,2016-2017,224,32.7,119.8
C0105393,2016-2017,217,43.9,109.2
C0105394,2016-2017,231,NA,105
C0105397,2016-2017,228,41.6,115.8
C0105398,2016-2017,230,27.9,116.9
C0105400,2016-2017,230,NA,86.4
C0105404,2016-2017,224,59.4,149
C0105407,2016-2017,223,68,132.33
C0105408,2016-2017,218,49.1,86
C0105411,2016-2017,NA,43.3,84.3
C0105415,2016-2017,211,NA,100.3
C0105418,2016-2017,214,NA,113.3
C0105419,2016-2017,221,33.2,89.3
C0105420,2016-2017,226,32.1,102.3
C0105421,2016-2017,221,32.9,94.3
C0105422,2016-2017,225,33.4,100.6
C0105423,2016-2017,220,28.8,61.33
C0105424,2016-2017,219,37.6,95.3
C0105425,2016-2017,223,47,115.6
C0105426,2016-2017,229,45.6,102
C0105427,2016-2017,219,42.3,97
C0105428,2016-2017,225,40.8,101
C0105429,2016-2017,224,41.9,107
C0105430,2016-2017,226,34.5,71.3
C0105431,2016-2017,224,33.5,109
C0105432,2016-2017,224,29,99
C0105433,2016-2017,225,37.6,102.3
C0105434,2016-2017,221,41.9,82
C0105435,2016-2017,215,50,91.6
C0105436,2016-2017,235,36.4,115
C0105437,2016-2017,221,38.5,77.6
C0105438,2016-2017,221,39.8,80
C0105463,2016-2017,221,NA,110
C0105847,2016-2017,218,NA,120.8
C0101253,2017-2018,207,41.6,63.6
C0101255,2017-2018,208,44,102.2
C0101256,2017-2018,212,45.1,82.2
C0101257,2017-2018,211,48.6,81
C0101258,2017-2018,211,45.5,83.8
C0101259,2017-2018,212,38,74.2
C0101260,2017-2018,211,50,84.6
C0101261,2017-2018,212,43.2,77.2
C0101262,2017-2018,212,40,81.8
C0101263,2017-2018,211,47,82
C0101264,2017-2018,207,44.4,65.4
C0101270,2017-2018,207,50.7,64.8
C0101298,2017-2018,203,44.8,89.2
C0101450,2017-2018,211,50.7,81.33
C0101661,2017-2018,212,45.6,84.6
C0102198,2017-2018,213,39.2,148.67
C0102285,2017-2018,210,38.8,64.8
C0102287,2017-2018,210,46.2,69.8
C0102288,2017-2018,211,44.5,74.8
C0102289,2017-2018,211,47.6,83.8
C0102290,2017-2018,210,42.8,77.6
C0102293,2017-2018,210,40.3,79.6
C0102294,2017-2018,209,44.3,84.8
C0102295,2017-2018,207,42.2,80.8
C0102296,2017-2018,212,43.8,88.2
C0102471,2017-2018,206,43.9,80.8
C0102618,2017-2018,210,45.4,87.8
C0102622,2017-2018,213,50.6,73.6
C0102630,2017-2018,210,46.8,66
C0102636,2017-2018,208,41.8,77
C0102716,2017-2018,208,48,78
C0102718,2017-2018,208,48.1,89
C0103663,2017-2018,208,54.95,81.255
C0105445,2017-2018,205,44.9,91.6
C0105446,2017-2018,203,46.9,92
C0105448,2017-2018,203,45.2,92.6
C0105449,2017-2018,207,47.3,96.4
C0105450,2017-2018,210,46.6,99.4
C0105461,2017-2018,218,NA,138.2
C0105462,2017-2018,214,NA,112.8
C0103977,2018-2019,210,35.7,89.92
C0105439,2018-2019,221,40,91.4
C0105440,2018-2019,228,37.2,106
C0105441,2018-2019,216,45.2,109.8
C0105442,2018-2019,221,44.4,117.6
C0105443,2018-2019,210,45.9,103.6
C0105451,2018-2019,225,38.4,107.2
C0105452,2018-2019,221,42.8,108
C0105454,2018-2019,208,43.2,94.8
C0105455,2018-2019,221,44.4,116.2
C0105464,2018-2019,222,41.7,112.2
C0105470,2018-2019,200,54,77.8
C0105471,2018-2019,197,49.1,71
C0105472,2018-2019,201,51.8,79.2
C0105473,2018-2019,201,46.1,85.8
C0105474,2018-2019,197,53.2,68.8
C0105475,2018-2019,203,55.1,72.6
C0105476,2018-2019,195,54.5,77.6
C0105477,2018-2019,208,53.2,77.2
C0105478,2018-2019,197,48.2,77.4
C0105479,2018-2019,203,46.7,81
C0105480,2018-2019,210,42.8,73.6
C0105481,2018-2019,204,50.7,77
C0105482,2018-2019,206,46.6,81.4
C0105483,2018-2019,210,45,69.6
C0105484,2018-2019,210,43.4,89.8
C0105485,2018-2019,201,41.7,79.4
C0105486,2018-2019,204,41.1,77.4
C0105487,2018-2019,203,42.6,72.8
C0105488,2018-2019,197,53.9,69.6
C0105489,2018-2019,208,53.3,78.2
C0105490,2018-2019,197,53.5,68.8
C0105491,2018-2019,204,50,83.4
C0105492,2018-2019,204,47.7,83.8
C0105493,2018-2019,210,46.7,76.2
C0105494,2018-2019,203,45.2,84
C0105495,2018-2019,203,52.5,100.6
C0105496,2018-2019,197,51,74.6
C0105497,2018-2019,197,50.4,71.4
C0105498,2018-2019,203,54,92.2
C0105499,2018-2019,204,51,80.6
C0105500,2018-2019,205,51.3,76
C0105501,2018-2019,197,46.9,88.4
C0105502,2018-2019,200,55.1,80.4
C0105503,2018-2019,210,51.5,88.4
C0105504,2018-2019,201,52,82.4
C0105505,2018-2019,204,55.5,74
C0105506,2018-2019,201,54.3,79.8
C0105507,2018-2019,201,52.2,76
C0105508,2018-2019,201,48.9,73.4
C0105509,2018-2019,206,40.3,66.4
C0105510,2018-2019,201,54,71.4
C0105511,2018-2019,204,50,77.2
C0105512,2018-2019,203,46.3,71.2
C0105513,2018-2019,201,43.3,74.2
C0105514,2018-2019,204,53.1,78.8
C0105515,2018-2019,203,52.6,84.8
C0105516,2018-2019,203,53.2,83
C0105517,2018-2019,203,50.9,92.4
C0105518,2018-2019,201,54.9,78.2
C0105519,2018-2019,201,55.5,73
C0105520,2018-2019,201,54.4,82
C0105521,2018-2019,200,50.3,70.2
C0105522,2018-2019,208,51.5,74
C0105523,2018-2019,203,52.6,79.2
C0105524,2018-2019,203,48,75
C0105525,2018-2019,203,56,71
C0105526,2018-2019,200,52.5,69.8
C0105527,2018-2019,196,50.9,66
C0105528,2018-2019,196,55.8,72
C0105529,2018-2019,201,48.2,79
C0105530,2018-2019,197,55.6,74.4
C0105531,2018-2019,203,52.6,85
C0105532,2018-2019,197,46.7,72.6
C0105533,2018-2019,205,40.9,81.4
C0105534,2018-2019,203,51.7,82.4
C0105535,2018-2019,203,50.4,73.6
C0105536,2018-2019,204,50,76.2
C0105537,2018-2019,201,56.2,90.6
C0105538,2018-2019,200,51.1,72.4
C0105539,2018-2019,205,52,73.8
C0105540,2018-2019,204,51.5,77.8
C0105541,2018-2019,204,53,71
C0105542,2018-2019,204,55.8,83.4
C0105543,2018-2019,201,52.3,79
C0105544,2018-2019,207,53.9,86.8
C0105545,2018-2019,208,54,78.8
C0105546,2018-2019,204,52.6,84.8
C0105547,2018-2019,201,55,77
C0105548,2018-2019,204,54,74.8
C0105549,2018-2019,210,56.4,79.2
C0105550,2018-2019,204,45.5,75.8
C0105551,2018-2019,201,43.8,81
C0105552,2018-2019,203,44.7,74.2
C0105553,2018-2019,203,49.5,73.2
C0105554,2018-2019,204,52,80.8
C0105555,2018-2019,203,49.1,75.4
C0105556,2018-2019,208,47.6,72.4
C0105557,2018-2019,204,56.6,81.2
C0105558,2018-2019,203,51.2,76.4
C0105559,2018-2019,204,52,77.8
C0105560,2018-2019,204,53.1,76
C0105561,2018-2019,203,51,81.6
C0105562,2018-2019,207,49.4,82.2
C0105563,2018-2019,221,40.7,117.2
C0105564,2018-2019,221,42.1,126.2
C0105565,2018-2019,217,41.4,122.2
C0105566,2018-2019,217,43.9,122
C0105568,2018-2019,219,38,123
C0105569,2018-2019,217,47.1,140.4
C0105570,2018-2019,213,55,127.2
C0105571,2018-2019,221,42.8,106.2
C0105572,2018-2019,224,34.5,102.6
C0105573,2018-2019,223,33.3,99.6
C0105574,2018-2019,224,34.5,99.2
C0105575,2018-2019,223,42.6,107
C0105576,2018-2019,221,44.2,97.6
C0105577,2018-2019,221,40.8,102.6
C0105578,2018-2019,223,38,95.8
C0105579,2018-2019,217,43.3,95.8
C0105580,2018-2019,217,45.5,89.4
C0105581,2018-2019,221,37.1,87.6
C0105583,2018-2019,221,42.9,95.4
C0105584,2018-2019,217,39,95.2
C0105585,2018-2019,217,37.5,99.6
C0105586,2018-2019,223,39.3,99
C0105587,2018-2019,225,31.9,94.4
C0105588,2018-2019,232,36,98.2
C0105589,2018-2019,221,42.8,101.4
C0105590,2018-2019,225,41.2,108.4
C0105591,2018-2019,220,42.6,102.2
C0105592,2018-2019,216,45.8,108.6
C0105593,2018-2019,223,41,108.4
C0105595,2018-2019,224,41.8,108.6
C0105596,2018-2019,223,37.2,98.8
C0105597,2018-2019,224,35.2,112.6
C0105598,2018-2019,221,33.3,120.2
C0105599,2018-2019,225,37.7,104
C0105600,2018-2019,228,32.1,86.4
C0105601,2018-2019,226,39.1,104.2
C0105602,2018-2019,223,41.2,99.8
C0105603,2018-2019,219,41.1,103.4
C0105605,2018-2019,221,34,96.6
C0105606,2018-2019,222,36.9,103.2
C0105607,2018-2019,221,38.2,101.4
C0105608,2018-2019,225,32.8,100.2
C0105609,2018-2019,216,33.1,107.4
C0105610,2018-2019,220,48.7,105.2
C0105611,2018-2019,215,45.5,99.8
C0105612,2018-2019,214,45,108.2
C0105613,2018-2019,220,41.9,116
C0105614,2018-2019,221,41.5,108.6
C0105615,2018-2019,221,40.9,106
C0105616,2018-2019,221,45,96.8
C0105617,2018-2019,214,44.9,112.8
C0105618,2018-2019,220,40.3,96.6
C0105619,2018-2019,221,45.3,96.8
C0105620,2018-2019,224,38.6,98.4
C0105621,2018-2019,220,43.5,107.6
C0105625,2018-2019,218,41.7,105.4
C0105626,2018-2019,224,35.4,99
C0105627,2018-2019,218,45.7,98.8
C0100406,2019-2020,222,NA,136.4
C0100815,2019-2020,219,NA,112.8
C0100841,2019-2020,213,NA,97.8
C0101266,2019-2020,220,32.8,106.67
C0101603,2019-2020,220,45.3,108.5
C0102053,2019-2020,220,39.4,105.5
C0102152,2019-2020,217,NA,95
C0102160,2019-2020,217,NA,98.8
C0102161,2019-2020,227,37.9,72.17
C0102324,2019-2020,216,46.2,92.2
C0102339,2019-2020,221,NA,95
C0102367,2019-2020,224,NA,130
C0102368,2019-2020,225,NA,133.8
C0102421,2019-2020,212,NA,94.2
C0102449,2019-2020,223,NA,148.4
C0102587,2019-2020,213,48.3,74.83
C0102642,2019-2020,220,NA,113.8
C0102643,2019-2020,217,NA,90
C0102644,2019-2020,213,NA,98.4
C0102647,2019-2020,216,NA,106
C0102648,2019-2020,212,NA,101
C0102650,2019-2020,216,NA,108.2
C0102653,2019-2020,216,NA,117.2
C0102655,2019-2020,216,NA,98
C0102658,2019-2020,219,NA,98
C0102660,2019-2020,213,NA,107.6
C0102661,2019-2020,213,NA,109.4
C0102681,2019-2020,218,NA,81.8
C0102683,2019-2020,217,NA,96.8
C0102707,2019-2020,216,NA,87.6
C0102708,2019-2020,216,44.8,82.8
C0102709,2019-2020,216,43,83
C0102826,2019-2020,215,NA,66.8
C0103270,2019-2020,218,46.3,100.58
C0104084,2019-2020,213,47.8,104.6
C0104106,2019-2020,231,48.4,119.4
C0104126,2019-2020,231,42.6,113.4
C0104137,2019-2020,233,42.8,108
C0104144,2019-2020,233,46.2,119.4
C0104151,2019-2020,225,37.9,107
C0105465,2019-2020,216,NA,97.8
C0105466,2019-2020,217,NA,87.6
C0105467,2019-2020,224,NA,111.4
C0105468,2019-2020,218,NA,104.8
C0105469,2019-2020,212,NA,98.4
C0105630,2019-2020,206,NA,67.6
C0105631,2019-2020,207,NA,75.4
C0105632,2019-2020,209,NA,72.2
C0105633,2019-2020,207,NA,61.6
C0105634,2019-2020,206,NA,52.8
C0105635,2019-2020,205,NA,62.6
C0105636,2019-2020,204,NA,63.8
C0105637,2019-2020,204,NA,68.4
C0105638,2019-2020,207,NA,70.2
C0105639,2019-2020,206,NA,69.2
C0105640,2019-2020,210,NA,68.8
C0105641,2019-2020,209,NA,53.4
C0105642,2019-2020,209,NA,58.2
C0105643,2019-2020,204,NA,64.4
C0105644,2019-2020,210,NA,64
C0105645,2019-2020,210,NA,65.8
C0105646,2019-2020,210,NA,65
C0105647,2019-2020,210,NA,64.8
C0105648,2019-2020,209,NA,76.8
C0105649,2019-2020,204,NA,63
C0105650,2019-2020,209,NA,71.6
C0105651,2019-2020,209,NA,77
C0105652,2019-2020,209,NA,71.6
C0105653,2019-2020,203,NA,71.8
C0105654,2019-2020,203,NA,79
C0105655,2019-2020,204,NA,72.2
C0105656,2019-2020,205,NA,73.8
C0105657,2019-2020,203,NA,73.8
C0105658,2019-2020,203,NA,66
C0105659,2019-2020,202,NA,69
C0105660,2019-2020,207,NA,65.6
C0105661,2019-2020,203,NA,71.8
C0105662,2019-2020,207,NA,77.2
C0105663,2019-2020,208,NA,75.8
C0105664,2019-2020,208,NA,80.2
C0105665,2019-2020,209,NA,69.6
C0105666,2019-2020,206,NA,69.6
C0105667,2019-2020,208,NA,67.2
C0105668,2019-2020,208,NA,70.4
C0105669,2019-2020,202,NA,53.6
C0105670,2019-2020,209,NA,77.8
C0105671,2019-2020,205,NA,68.2
C0105672,2019-2020,207,NA,60.4
C0105673,2019-2020,207,NA,66
C0105674,2019-2020,206,NA,63.2
C0105675,2019-2020,209,NA,57.4
C0105676,2019-2020,208,NA,57
C0105677,2019-2020,209,NA,64.2
C0105678,2019-2020,206,NA,70.8
C0105679,2019-2020,205,NA,69.4
C0105680,2019-2020,206,NA,72
C0105681,2019-2020,206,NA,70.2
C0105682,2019-2020,205,NA,71.8
C0105683,2019-2020,204,NA,68.4
C0105684,2019-2020,203,NA,66.4
C0105685,2019-2020,205,NA,72.4
C0105686,2019-2020,204,NA,71.6
C0105687,2019-2020,209,NA,69.8
C0105688,2019-2020,206,NA,74.8
C0105689,2019-2020,209,NA,73
C0105690,2019-2020,208,NA,69
C0105691,2019-2020,208,NA,66.4
C0105692,2019-2020,209,NA,72.4
C0105693,2019-2020,205,NA,72.2
C0105694,2019-2020,209,NA,68.6
C0105695,2019-2020,203,NA,75.2
C0105696,2019-2020,203,NA,73.4
C0105697,2019-2020,207,NA,65.2
C0105698,2019-2020,203,NA,70.6
C0105699,2019-2020,203,NA,67
C0105700,2019-2020,209,NA,70.2
C0105701,2019-2020,206,NA,74.4
C0105702,2019-2020,205,NA,67
C0105703,2019-2020,205,NA,66.4
C0105704,2019-2020,209,NA,62.4
C0105705,2019-2020,208,NA,75.8
C0105706,2019-2020,209,NA,73.6
C0105707,2019-2020,205,NA,68.4
C0105708,2019-2020,205,NA,70.8
C0105709,2019-2020,205,NA,67.6
C0105710,2019-2020,208,NA,65.8
C0105711,2019-2020,205,NA,64.2
C0105712,2019-2020,203,NA,70.6
C0105713,2019-2020,209,NA,68.8
C0105714,2019-2020,207,NA,74.8
C0105715,2019-2020,209,NA,76.6
C0105716,2019-2020,204,NA,68.2
C0105717,2019-2020,206,NA,73
C0105718,2019-2020,202,NA,67.6
C0105719,2019-2020,203,NA,67.4
C0105720,2019-2020,203,NA,73.2
C0105721,2019-2020,202,NA,72.4
C0105722,2019-2020,204,NA,70.8
C0105723,2019-2020,203,NA,63.6
C0105724,2019-2020,202,NA,69
C0105725,2019-2020,202,NA,68
C0105726,2019-2020,203,NA,68.4
C0105727,2019-2020,203,NA,64.2
C0105728,2019-2020,206,NA,68
C0105729,2019-2020,209,NA,75.6
C0105730,2019-2020,204,NA,63.6
C0105731,2019-2020,206,NA,72.4
C0105732,2019-2020,205,NA,71
C0105733,2019-2020,205,NA,67
C0105734,2019-2020,205,NA,69.4
C0105735,2019-2020,206,NA,67
C0105736,2019-2020,207,NA,69.6
C0105737,2019-2020,207,NA,61.8
C0105738,2019-2020,209,NA,69.6
C0105739,2019-2020,208,NA,64.4
C0105740,2019-2020,211,NA,69.6
C0105741,2019-2020,207,NA,67
C0105742,2019-2020,206,NA,64.8
C0105743,2019-2020,205,NA,52.6
C0105744,2019-2020,205,NA,63.6
C0105745,2019-2020,223,NA,89.6
C0105746,2019-2020,223,NA,96.2
C0105747,2019-2020,223,NA,95.6
C0105748,2019-2020,207,NA,73.4
C0105749,2019-2020,218,NA,108.4
C0105750,2019-2020,226,NA,97.6
C0105804,2019-2020,NA,NA,53.8
C0105845,2019-2020,223,NA,129.6
C0105849,2019-2020,219,NA,109.2
C0105850,2019-2020,NA,NA,64
C0105851,2019-2020,NA,NA,106
C0102396,2020-2021,NA,39.5,90.2
C0102426,2020-2021,215,39.6,121
C0102506,2020-2021,223,36.4,67.8
C0102513,2020-2021,223,NA,78.2
C0102518,2020-2021,216,38.5,77.2
C0102772,2020-2021,215,39.9,106.4
C0105456,2020-2021,219,44,111.2
C0105457,2020-2021,219,44.1,110
C0105458,2020-2021,212,47.1,118
C0105628,2020-2021,207,49,119.2
