accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,name,description,campaign
C0200169,NA,NA,80,NA,117,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200189,NA,NA,71,45.2,82,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200263,NA,NA,79,41.1,112,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200278,NA,NA,77,NA,93.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200279,NA,NA,77,NA,65.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200294,NA,NA,NA,47.7,69.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200533,NA,NA,79,42,98,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200563,NA,NA,90,NA,133,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200623,NA,NA,69,NA,88.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200645,NA,NA,72,NA,81.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200646,NA,NA,77,NA,82.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200759,NA,NA,62,NA,112.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200760,NA,NA,77,43.3,93,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200761,NA,NA,83,NA,129,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200762,NA,NA,80,NA,106,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200763,NA,NA,80,NA,111.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200764,NA,NA,79,NA,118,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200765,NA,NA,90,NA,114.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200766,NA,NA,76,NA,73.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200780,NA,NA,77,31.1,107.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200781,NA,NA,79,35.2,64.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200783,NA,NA,81,45.1,125,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200784,NA,NA,NA,42.1,92.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200785,NA,NA,79,35.1,121.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200786,NA,NA,79,58,124.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200787,NA,NA,77,51.2,108,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200788,NA,NA,77,44.7,79.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200789,NA,NA,79,45.8,112.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200790,NA,NA,76,48.3,102,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200791,NA,NA,77,46,77,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200792,NA,NA,77,48.1,78,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200793,NA,NA,76,47.2,111.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200794,NA,NA,76,50.4,70,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200795,NA,NA,79,NA,111,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200834,NA,NA,81,NA,125.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200835,NA,NA,78,NA,112.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200836,NA,NA,80,NA,115,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200837,NA,NA,88,NA,130.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200838,NA,NA,82,NA,98,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200839,NA,NA,72,NA,64.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200840,NA,NA,73,NA,60.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200841,NA,NA,77,43.7,61.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200843,NA,NA,79,NA,110.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200845,NA,NA,76,NA,112.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200846,NA,NA,76,NA,63.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200847,NA,NA,84,NA,94,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200848,NA,NA,76,NA,58.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200849,NA,NA,82,NA,110.33,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200850,NA,NA,73,NA,109.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200857,NA,NA,57,NA,115,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200927,NA,NA,78,51,67.67,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200961,NA,NA,91,NA,118.65,PZ17,Triticum aestivum trials Piešťany,2010-2011
C0200101,NA,NA,79,NA,78.33,PZ18,Triticum aestivum trials Piešťany,2011-2012
C0200686,NA,NA,232,NA,105,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200858,NA,NA,232,38.5,119.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200859,NA,NA,232,39.2,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200860,NA,NA,233,36.2,114,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200861,NA,NA,232,39.7,114.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200862,NA,NA,233,37.2,113,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200863,NA,NA,233,NA,118.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200864,NA,NA,233,NA,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200865,NA,NA,233,NA,115,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200866,NA,NA,234,NA,112.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200867,NA,NA,233,NA,120.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200868,NA,NA,234,NA,95,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200869,NA,NA,234,NA,110.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200870,NA,NA,233,NA,113.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200871,NA,NA,234,NA,123.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200872,NA,NA,233,NA,118.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200873,NA,NA,233,NA,109.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200874,NA,NA,233,NA,110.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200875,NA,NA,233,NA,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200876,NA,NA,232,NA,112,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200877,NA,NA,232,37.7,111,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200878,NA,NA,232,39.4,110,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200879,NA,NA,233,37.6,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200880,NA,NA,232,34.4,80,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200881,NA,NA,233,37.9,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200882,NA,NA,232,36.9,105,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200883,NA,NA,234,36.5,109.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200884,NA,NA,233,39,114.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200885,NA,NA,233,37.2,108,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200886,NA,NA,230,40.6,126.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200887,NA,NA,234,40,105.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200888,NA,NA,223,36.4,112.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200889,NA,NA,244,31.9,103.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200890,NA,NA,244,31.3,116.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200891,NA,NA,232,34.1,112.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200892,NA,NA,232,36.7,110.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200893,NA,NA,234,41.1,108.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200894,NA,NA,233,40.6,109,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200895,NA,NA,232,36,96.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200896,NA,NA,233,NA,97.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200897,NA,NA,232,NA,97.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200898,NA,NA,234,NA,113,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200899,NA,NA,232,NA,126,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200900,NA,NA,233,NA,106.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200901,NA,NA,233,NA,123,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200902,NA,NA,233,NA,119.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200903,NA,NA,232,NA,109.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200904,NA,NA,238,NA,104,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200905,NA,NA,233,NA,111.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200906,NA,NA,232,NA,99.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200907,NA,NA,234,NA,105.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200908,NA,NA,234,35.5,105,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200909,NA,NA,237,NA,106.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200910,NA,NA,236,NA,81,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200911,NA,NA,232,NA,83.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200912,NA,NA,233,NA,108.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200913,NA,NA,232,NA,108.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200914,NA,NA,232,NA,115.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200915,NA,NA,234,NA,122.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200916,NA,NA,233,NA,119.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200917,NA,NA,234,NA,103.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200918,NA,NA,232,NA,107.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200919,NA,NA,233,NA,117,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200920,NA,NA,234,NA,118.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200921,NA,NA,232,NA,103.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200926,NA,NA,237,NA,119.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200929,NA,NA,238,NA,126.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200930,NA,NA,234,NA,123,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200931,NA,NA,230,NA,112.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200932,NA,NA,241,NA,126.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200933,NA,NA,232,NA,121.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200934,NA,NA,232,NA,121.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200935,NA,NA,232,NA,107,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200936,NA,NA,232,NA,127,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200937,NA,NA,242,NA,149.67,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200938,NA,NA,238,NA,108.33,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200951,NA,NA,248,NA,111,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200956,NA,NA,234,NA,35,PZ19,Triticum aestivum trials Piešťany,2012-2013
C0200944,NA,NA,225,NA,91,PZ20,Triticum aestivum trials Piešťany,2013-2014
C0200043,NA,NA,81,40.9,106.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200130,NA,NA,73,42.8,98.5,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200131,NA,NA,75,28.8,96.67,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200132,NA,NA,75,38.9,111,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200134,NA,NA,80,36.4,100,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200138,NA,NA,75,44.6,79.5,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200150,NA,NA,76,32,103,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200161,NA,NA,75,41.4,109,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200162,NA,NA,79,32.1,115,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200163,NA,NA,84,37.3,103.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200175,NA,NA,79,27.1,85,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200184,NA,NA,82,44,89.67,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200186,NA,NA,80,57.1,130.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200198,NA,NA,81,32.6,67.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200204,NA,NA,75,37.8,80,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200283,NA,NA,73,43.8,107.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200285,NA,NA,73,47.8,70.33,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200463,NA,NA,NA,33,96,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200478,NA,NA,77,41.1,93,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200558,NA,NA,78,NA,59,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200756,NA,NA,68,37.2,79.67,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200947,NA,NA,81,25.9,42,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200948,NA,NA,80,30.1,66.3,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200965,NA,NA,78,30.1,79.6,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200966,NA,NA,77,37.5,87.4,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200967,NA,NA,78,41.6,107,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200968,NA,NA,79,42,87.2,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200969,NA,NA,80,38.5,88.2,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200970,NA,NA,80,37.7,89.4,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200971,NA,NA,78,44.6,75.2,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200972,NA,NA,77,49.6,73.2,PZ21,Triticum aestivum trials Piešťany,2016-2017
C0200973,NA,NA,238,35.4,63,PZ22,Triticum aestivum trials Piešťany,2017-2018
C0200974,NA,NA,223,42.3,74,PZ22,Triticum aestivum trials Piešťany,2017-2018
C0200057,NA,NA,85,NA,97,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200079,NA,NA,82,36.3,67.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200084,NA,NA,75,NA,69.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200086,NA,NA,83,36,60.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200087,NA,NA,68,NA,75.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200092,NA,NA,77,40.9,71.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200099,NA,NA,82,NA,78.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200112,NA,NA,68,NA,91.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200125,NA,NA,77,38.9,101.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200127,NA,NA,75,60.1,89.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200133,NA,NA,70,41.6,64.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200137,NA,NA,70,44.7,77.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200139,NA,NA,83,NA,100.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200141,NA,NA,69,47.8,63.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200147,NA,NA,75,43,58.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200156,NA,NA,78,NA,81.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200158,NA,NA,75,NA,75.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200167,NA,NA,79,44.8,62,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200171,NA,NA,82,38.5,77.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200172,NA,NA,82,40.1,70.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200173,NA,NA,82,45.9,68.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200174,NA,NA,83,46.8,57.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200176,NA,NA,82,30,96.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200179,NA,NA,78,39.8,54.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200180,NA,NA,82,39.7,81.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200182,NA,NA,83,44.3,84.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200183,NA,NA,79,42,67,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200187,NA,NA,82,40,62.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200188,NA,NA,79,39.8,63.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200190,NA,NA,84,35,68.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200191,NA,NA,78,40,69.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200195,NA,NA,79,32,62.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200196,NA,NA,79,36.1,65.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200201,NA,NA,82,35,74.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200206,NA,NA,84,NA,71.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200207,NA,NA,80,34.8,69.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200210,NA,NA,82,38.9,59,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200211,NA,NA,82,38,87.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200212,NA,NA,83,39,69.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200213,NA,NA,82,39,63.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200215,NA,NA,75,38.8,63.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200216,NA,NA,85,34,69,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200218,NA,NA,79,37.2,68.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200220,NA,NA,83,35.9,67.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200408,NA,NA,75,40.2,68.4,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200959,NA,NA,83,26,57.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200976,NA,NA,83,NA,86,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200977,NA,NA,79,NA,65.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200985,NA,NA,85,NA,78.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200986,NA,NA,78,NA,72,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200987,NA,NA,72,NA,70.2,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200988,NA,NA,80,NA,107.8,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200989,NA,NA,85,NA,111.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200993,NA,NA,72,NA,67.6,PZ24,Triticum aestivum trials Piešťany,2019-2020
C0200001,NA,NA,226,NA,70.4,PZ25,Triticum aestivum trials Piešťany,2020-2021
C0200219,NA,NA,233,NA,74,PZ25,Triticum aestivum trials Piešťany,2020-2021
C0200302,NA,NA,236,38.5,54,PZ25,Triticum aestivum trials Piešťany,2020-2021
C0200991,NA,NA,223,39.1,109.6,PZ25,Triticum aestivum trials Piešťany,2020-2021
