genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
COF 3836,NA,NA,NA
COF 3837,NA,NA,NA
COF 3840,NA,NA,NA
COF 3841,129.87,75.24,41.8
COF 3843,NA,NA,NA
COF 3844,NA,NA,NA
COF 3845,NA,NA,NA
COF 3846,NA,NA,NA
COF 3847,NA,NA,NA
COF 3863,130.92,NA,42.25
COF 3893,NA,NA,NA
COF 3894,NA,NA,NA
COF 3900,126.61,NA,38.9
COF 3901,126.87,NA,40.05
COF 3902,127.97,NA,47.19
COF3036,NA,NA,NA
COF3122,NA,NA,NA
COF3129,NA,NA,NA
COF3130,NA,NA,NA
COF3220,NA,NA,NA
COF3223,NA,NA,52.23
COF3261,NA,NA,NA
COF3292,NA,NA,NA
COF3513,133.82,NA,NA
COPF 2009,126.41,NA,44.42
COPF 2010,NA,NA,NA
COPF 2013,NA,NA,NA
COPF 2017,132.11,NA,NA
COPF 2022,132.64,NA,44.05
COPF 2023,129.57,NA,46.04
COPF 2028,124.88,NA,50.96
COPF 2030,130.13,NA,NA
COPF 2041,134.54,NA,41.3
COPF 2049,131.02,NA,NA
COPF 2056,NA,NA,NA
COPF 2064,NA,NA,NA
COPF 2076,127.57,NA,NA
COPF 2080,NA,NA,NA
COPF 2086,NA,NA,NA
COPF 2090,NA,NA,NA
COPF 2103,131.89,NA,NA
COPF 2107,133.49,NA,37.97
COPF 2126,NA,NA,NA
COPF 2150,NA,NA,NA
COPF 2153,NA,NA,NA
COPF 2212,128.89,NA,NA
COPF 2390,NA,NA,NA
COPF 2403,131.67,NA,NA
COPF 2406,NA,NA,NA
COPF2041,134.15,NA,NA
COPT 2408,NA,NA,NA
