genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
21848,169.56,68.31,36.37
21849,NA,NA,NA
21850,175.29,95.96,40.2
21851,171.17,80.8,45.27
21852,NA,NA,NA
21853,NA,NA,NA
21854,164.76,66.19,37.32
21855,168.31,86.03,36.7
21856,162.76,70.23,37.41
21857,165.86,72.63,41.55
21858,164.22,72.19,39.55
21859,170.49,75.52,43.51
21860,NA,NA,NA
21861,164.49,79.99,35.89
21862,169.59,80.52,47.11
21863,166.22,84.13,41.46
21864,165.86,86.64,40.41
21865,167.69,NA,34.24
21866,167.86,101.11,41.94
21867,171.54,95.6,35.89
21869,NA,NA,NA
21870,174.78,80.37,39.81
21871,167.86,78.31,34.77
21872,163.38,74.55,38.13
21873,164.03,85.43,40.46
21874,169.86,82.87,43.59
21875,165.39,82.23,49.41
21876,169.66,100.83,39.33
21877,166.83,97.79,38.16
21878,165.86,NA,35.84
21879,164.29,72.71,37.06
21880,170.49,78.83,38.77
21881,167.12,79.23,40.07
21882,167.29,108.56,38.99
21883,165.83,73.15,39.67
21884,167.56,108.44,39.5
21885,162.39,71.43,38.11
21886,167.56,110.08,46.85
21887,164.11,93.35,43.22
21888,NA,NA,NA
21889,163.59,74.17,45.67
21890,168.29,72.19,38.89
21891,NA,69.19,39.85
21892,NA,NA,NA
21893,171.86,82.43,39.76
21894,NA,NA,NA
21895,174.29,74.92,39.46
21896,163.03,81.51,41.63
21897,161.55,79.59,34.16
21898,166.29,94.15,37.33
21899,169.49,93.05,39.91
21900,169.56,112.92,41.94
21901,167.93,114.67,41.85
21902,168.93,112.6,35.81
21903,173.36,NA,32.23
21904,163.66,76.31,39.58
21905,170.29,NA,43.68
21906,170.66,95.16,35.63
21909,NA,NA,NA
21910,171.73,127.2,43.36
21911,NA,NA,36.63
21912,166.9,81.92,41.22
21913,167.65,73.98,36.13
21914,NA,NA,NA
21915,168.29,74.83,36.53
21916,170.86,87.85,36.09
21917,NA,NA,NA
21918,168.91,95.11,42.53
21920,NA,NA,NA
21921,172.25,85.3,41.82
21922,161.66,74.23,48.19
21924,168.65,70.27,37.56
21925,169.82,73.1,34.67
21926,169.4,98.96,35.5
21927,164.12,77.87,39.5
21928,164.93,74.35,42.27
21929,NA,NA,NA
21930,171.65,102.6,40.07
21931,NA,NA,NA
21932,165.76,93.76,34.76
21933,NA,NA,NA
21934,NA,NA,NA
21935,162.82,67.43,45.34
21936,166.93,69.09,41.41
21937,NA,74.98,38.85
21938,NA,NA,NA
21939,NA,NA,NA
21940,NA,NA,NA
21941,NA,NA,NA
21942,NA,84.65,43.84
21943,173.56,90.92,36.5
21944,164.19,85.76,43.67
21945,NA,NA,NA
21946,NA,NA,NA
21947,NA,NA,NA
21948,171.2,93.84,38.59
21949,176.56,131.87,41.55
21950,173.93,144.64,46.95
21951,NA,NA,NA
21952,173.84,117.14,46.9
21953,170.2,118.31,42.68
21954,171.56,111.47,35.54
21955,NA,115.7,38.2
21956,NA,NA,NA
21957,163.34,88.91,37.46
21958,169.84,117.01,39.09
21959,170.48,117.62,35.94
21960,161.37,86.62,NA
21961,161.73,80.92,34.95
21962,NA,NA,NA
21963,172.25,99.41,41.95
21964,171.29,100.75,38.85
21965,NA,NA,NA
21966,170.29,116.14,45.83
21967,171.93,121.66,31.22
21968,NA,NA,NA
21969,NA,NA,NA
21970,175.29,107.91,46.43
21971,167.9,89.64,34.05
21972,172.65,137.64,38.15
21973,173.36,117.01,40.94
21974,172.04,105.64,34.1
21975,179.73,126.31,50.63
21976,NA,NA,NA
21978,NA,NA,NA
21981,177.32,96.37,32.3
21984,NA,NA,NA
21985,NA,90.15,NA
21995,NA,NA,NA
21997,NA,NA,NA
21998,167.64,83.43,34.14
22002,NA,NA,NA
22004,NA,NA,NA
22006,NA,NA,NA
22014,NA,109.3,43.52
22018,168.87,98.69,37.32
22023,NA,NA,NA
22028,NA,NA,NA
22034,NA,NA,NA
22037,NA,NA,NA
22047,NA,108.45,32.31
22050,NA,NA,NA
22054,169.91,108.23,37.22
22056,NA,NA,NA
22059,NA,NA,NA
22067,NA,NA,NA
22070,170.04,110.95,38.62
22078,NA,NA,NA
22081,162.04,73.65,39.44
22082,161.55,72.93,42.59
22083,164.09,84.69,39.54
22086,NA,88.69,45.8
22088,NA,NA,NA
22096,NA,NA,NA
22097,NA,NA,NA
22098,NA,NA,NA
22100,NA,NA,NA
22103,NA,99.89,43.35
22109,NA,NA,NA
22126,172.73,85.49,42.64
22130,NA,NA,NA
22131,179.72,71.67,31.49
22134,NA,NA,NA
22147,NA,NA,NA
22154,NA,NA,NA
22155,NA,NA,NA
22156,NA,NA,NA
22161,173.35,112,35.05
22177,NA,NA,NA
22189,NA,NA,NA
22190,NA,NA,NA
22192,NA,NA,NA
22193,NA,76.25,47.9
22195,NA,NA,NA
22198,NA,90.11,39.92
22200,NA,NA,NA
22202,NA,NA,NA
22203,NA,105.52,38.06
22205,NA,NA,NA
22209,171.73,123.58,38.31
22217,NA,NA,NA
22219,NA,NA,NA
22224,NA,NA,NA
22226,NA,NA,NA
22229,NA,NA,NA
22232,NA,NA,NA
22233,NA,NA,NA
22238,172.39,106.01,35.16
22239,NA,NA,NA
22240,NA,NA,NA
22241,NA,NA,NA
22268,NA,NA,NA
22275,NA,NA,NA
22276,NA,NA,NA
22290,NA,NA,NA
22303,NA,NA,NA
22305,NA,NA,NA
22306,NA,NA,NA
22309,NA,NA,NA
22317,NA,NA,NA
22324,NA,NA,NA
22326,NA,NA,NA
22327,NA,NA,NA
22332,NA,NA,NA
22334,NA,NA,NA
22343,NA,78.61,36.2
22363,NA,NA,NA
22366,NA,NA,NA
22373,NA,NA,NA
22374,NA,102.42,33.36
22396,NA,NA,NA
22401,NA,NA,NA
22406,NA,NA,NA
22428,NA,NA,NA
22429,NA,80.28,40.55
22435,NA,NA,NA
22447,NA,NA,NA
22455,NA,99.25,43.97
22470,NA,NA,NA
22478,NA,NA,NA
22479,176.3,126,43.22
22483,166.55,116.91,34.54
22484,NA,NA,NA
22486,NA,NA,NA
22487,NA,NA,NA
22488,NA,NA,NA
22490,NA,94.25,51.06
22491,NA,NA,NA
22492,NA,NA,NA
22495,NA,76.9,46.3
22496,NA,NA,NA
22500,NA,NA,NA
22504,NA,NA,NA
22507,NA,NA,NA
22510,172.66,104.84,38.11
22511,170.16,72.25,37.88
22512,NA,NA,NA
22513,NA,99.81,41.09
22514,172.06,96.81,42.8
22515,168.55,72.51,38.86
22516,NA,NA,NA
22517,161.03,75.92,36.04
22518,164.65,78.4,44.57
22519,169.58,102.51,38.48
22520,159.48,76.92,44.91
22521,163.1,83.16,42.27
22522,167.58,76.87,49.7
22523,164.55,85.98,41.95
22524,167.1,79.04,37.5
22525,171.03,77.51,41.97
22526,170.06,86.57,37.3
22527,165.51,84.61,38.83
22528,164.55,73.04,43.96
22529,170.55,75.98,36.61
22530,168.51,80.69,37.83
22531,169.51,68.51,40.39
22532,168.99,64.16,39.55
22533,168.03,80.87,35.96
22534,167.55,88.28,41.89
22535,171.51,107.57,42.22
22536,170.47,97.03,36.9
22537,168.51,NA,43.07
22538,164.96,90.51,41.51
22539,173.03,96.45,39.21
22540,173.03,97.87,38.61
22541,NA,NA,NA
22543,169.03,76.28,37.51
22544,172.06,93.57,37.41
22545,166.68,73.4,37.17
22546,NA,NA,NA
22547,163.51,52.16,40.23
22548,167.55,69.98,46.22
22549,162.06,75.69,33.73
22550,169.03,66.28,46.47
22551,171.51,115.57,34.43
22553,NA,NA,NA
22554,170.37,84.77,41.52
22555,173.16,83.62,41.27
22556,174.49,83.01,32.69
22557,165.47,86.18,38.35
22558,171.45,88.92,42.38
22559,173.66,115.86,35.89
22560,169.37,109.24,35.99
22561,166.37,110.76,37.76
22562,168.31,106.29,34.23
22563,166.02,96.91,32.72
22564,167.06,93.87,39.27
22565,174.24,101.85,39.61
22566,173.43,99.22,37.77
22567,167.24,76.18,37.61
22568,165.17,83.48,41.79
22569,168.32,86.74,38.85
22570,167.49,91,37.93
22571,164.9,85.15,41.13
22572,NA,NA,NA
22573,165.47,76.3,39.46
22574,164.17,80,44.94
22575,170.06,84.27,39.21
22576,172.49,73.48,33.88
22577,166.24,64.64,34.93
22578,167.24,76.25,34.14
22579,166.71,77.05,37.23
22580,166.77,92.18,42.75
22581,169.98,84.36,40.35
22582,164.11,89.14,38.72
22583,167.71,77.36,33.72
22584,167.04,78.05,38.86
22585,172.49,91.22,45.75
22586,162.64,79.26,33.88
22587,172.22,75.01,34.67
22588,171.69,69.67,35.12
22589,169.83,107.05,35
22590,NA,108.45,38.03
22591,173.9,108.37,37.34
22592,172.79,102.23,29.41
22593,173.64,74.56,26.29
22594,170.57,73.28,30.53
22595,168.44,83.34,34.54
22596,163.31,78.18,35.73
22597,167.86,78.47,32.37
22598,169.69,75.13,32.89
22599,167.43,76.04,29.25
22600,166.63,76.62,31.89
22601,167.45,68.51,31.44
22602,167.19,70.15,27
22603,166.77,78.22,30.8
22604,166.39,96.47,35.42
22605,163.38,98.41,33.78
22606,170.53,92.75,47.66
22607,178.37,94.04,31.01
22608,167.55,88.92,50.6
22609,167.72,95.11,39.07
22610,165.8,87.47,38.69
22611,175.92,100.41,34.32
22612,172.87,88.38,37.73
22613,173.28,102.64,39.09
22614,170.66,105.12,35.42
22615,NA,NA,NA
22616,NA,NA,NA
22617,NA,NA,NA
22618,173.91,106.6,38.68
22619,NA,NA,NA
22620,NA,NA,NA
22621,NA,93.88,39.13
22622,NA,NA,NA
22623,NA,102.36,40.1
22624,NA,NA,NA
22625,NA,NA,NA
22626,NA,109.99,29.66
22627,NA,NA,NA
22629,NA,NA,NA
22630,NA,NA,NA
22631,NA,NA,NA
22632,169.31,97.2,37.17
22633,172.59,98.16,39.82
22634,176.33,95.04,40.97
22635,172.27,84.08,39.8
22636,161.12,67.64,38.77
22637,174.24,91.16,42.43
22638,169.22,95.04,38.38
22639,174.65,91.71,40.08
22640,172.52,79.88,38.11
22641,168.95,95.77,38.33
22642,169.22,103.53,42.75
22643,168.37,76.2,36.69
22644,174.17,94.36,40.86
22645,172.89,98.12,46.52
22646,163.85,77.32,37.09
22647,170.86,98.15,44
22648,164.22,78.03,40.25
22649,170.34,85.25,40.99
22650,163.12,75.14,39.34
22651,164.89,73.04,44.21
22652,168.1,77.96,45.68
22653,166.84,80,34.49
22654,NA,NA,NA
22655,171.58,78.04,37.96
22656,165.03,77.69,35.65
22657,169.08,87.72,39.94
22658,168.52,87.31,39.79
22659,163.09,59.1,35.02
22660,167.91,88.93,41.84
22661,168.38,88.8,44.32
22662,168.12,84.66,42.13
22663,166.82,80.17,48.19
22664,170.02,78.04,37
22665,167.2,83.33,46.84
22666,171,80.05,39.55
22667,167.67,92.19,47
22668,174.94,83.7,35.75
22669,173.89,77.11,36.59
22670,168.34,76.96,40.67
22671,168.67,56.9,35.85
22672,166.93,81.48,45.94
22673,170.22,62.17,39.81
22674,170.06,78.08,40.44
22675,172.27,89.29,41.89
22676,NA,NA,NA
22677,169.55,76.63,40.37
22678,171.58,92.94,37.51
22679,174.33,106.92,34.61
22680,173.03,100.57,37.29
22681,NA,58.53,35.89
22682,168.06,86.23,41.47
22683,164.99,95.55,43.5
22684,NA,103.99,39.35
22685,173.03,104.88,38.3
22686,175.06,98.41,37.84
22687,174.58,97.35,34.49
22688,176.99,102.84,29.46
22689,176.63,110.23,35.84
22690,169.36,92.95,27.77
22691,169.73,90.21,26.13
22692,169.56,92.35,28.99
22693,169.89,57.69,21.65
22694,170.06,61.27,22.96
22695,170.06,61.43,21.21
22696,170.06,62.15,22.91
22699,NA,NA,NA
22700,NA,NA,NA
22701,NA,NA,NA
22702,NA,NA,NA
22703,NA,NA,NA
22704,NA,NA,NA
22705,NA,NA,NA
22706,NA,NA,NA
22707,NA,NA,NA
22708,NA,NA,NA
22709,NA,NA,NA
22710,NA,NA,NA
22711,172.1,108.51,41.75
22712,180.04,101.55,35.79
22713,186.04,103.17,33.86
22714,179.51,111.55,41.15
22715,169.74,115.66,44.13
22716,174.17,104.88,44.01
22717,173.23,99.43,37.83
22718,NA,103.99,43.61
22719,165.8,89.61,37.86
22720,168.87,98.82,37.56
22721,177.87,57.59,34.32
22722,174.64,70.12,34.89
22723,173.91,89.38,34.76
22724,164.18,76.08,35.89
22725,173.96,84.94,35.48
22726,NA,69,29.76
22727,171.12,87.21,38.63
22728,172.92,87.81,34.89
22729,182.76,82.39,35.36
22731,190.74,65.9,31.59
22732,173.81,98.21,41.94
22733,171.3,107.92,39.42
22734,170.28,106.26,31.3
22735,162.37,89.8,36.67
22736,165.72,75.86,45.27
22737,168.26,79.04,43.45
22738,173.98,92.57,34.4
22739,161.54,87.93,37.51
22740,161.54,82.31,38.52
22741,167.77,92.34,44.71
22742,NA,NA,NA
22743,169.58,103.79,28.3
22744,170.43,111.17,45.72
22745,NA,NA,NA
22746,NA,119.13,51.97
22747,NA,NA,NA
22748,167.17,92.7,36.64
22749,NA,NA,NA
22750,NA,NA,NA
22751,NA,NA,NA
22752,NA,NA,NA
22753,NA,NA,NA
22754,NA,NA,NA
22755,NA,NA,NA
22756,NA,NA,NA
22757,NA,NA,NA
22758,NA,NA,NA
22759,NA,NA,NA
22760,NA,NA,NA
22761,NA,NA,NA
22762,NA,65.6,35.07
22763,NA,NA,NA
22764,NA,NA,NA
22765,168.3,120.07,31.96
22766,NA,NA,NA
22767,NA,NA,NA
22768,167.59,96.73,36.87
22769,NA,NA,NA
22771,NA,85.67,37.76
22772,NA,NA,NA
22773,165.13,80.59,45.73
22774,NA,NA,NA
22776,NA,NA,NA
22777,170.03,84.22,39.36
22778,NA,99.74,41.76
22779,NA,NA,NA
22780,NA,NA,NA
22781,NA,NA,NA
22782,NA,NA,NA
22783,NA,NA,NA
22784,NA,NA,NA
22785,NA,NA,NA
22786,166.6,89.86,34.84
22787,NA,NA,NA
22788,NA,NA,NA
22789,NA,NA,NA
22790,NA,NA,NA
22791,NA,NA,NA
22792,NA,NA,NA
22793,NA,NA,NA
22794,NA,NA,NA
22795,NA,NA,NA
22796,NA,NA,NA
22797,NA,NA,NA
22798,NA,NA,NA
22799,NA,NA,NA
22800,NA,NA,NA
22801,NA,NA,NA
22802,NA,NA,NA
22803,NA,NA,NA
22804,NA,NA,NA
22805,NA,NA,NA
22806,NA,NA,NA
22807,NA,NA,NA
22808,NA,88.62,41.72
22809,NA,NA,NA
22810,NA,111.29,37.78
22811,NA,NA,NA
22812,NA,NA,NA
22813,NA,NA,NA
22814,NA,NA,NA
22815,NA,NA,NA
22816,NA,NA,NA
22817,NA,NA,NA
22818,NA,NA,NA
22819,172.65,114.35,31.76
22820,NA,NA,NA
22821,NA,NA,NA
22822,NA,NA,NA
22823,NA,NA,NA
22824,NA,NA,NA
22825,NA,NA,NA
22826,NA,NA,NA
22827,NA,NA,NA
22828,NA,NA,NA
22829,NA,NA,NA
22830,NA,NA,NA
22831,NA,NA,NA
22832,NA,104.34,34.45
22833,NA,NA,NA
22834,NA,NA,NA
22835,NA,NA,NA
22836,NA,NA,NA
22837,NA,NA,NA
22838,NA,NA,NA
22839,NA,NA,NA
22840,NA,NA,NA
22841,NA,NA,NA
22842,NA,NA,NA
22843,NA,NA,NA
22844,NA,NA,NA
22845,NA,NA,NA
22846,NA,NA,NA
22847,NA,NA,NA
22848,NA,NA,NA
22849,NA,NA,NA
22850,NA,NA,NA
22851,171,NA,38.21
22852,NA,NA,NA
22853,NA,NA,NA
22854,185.44,111.64,28.58
22855,171.58,100.72,31.47
22856,174.13,99.11,31.94
22857,NA,NA,NA
22858,176.1,109.58,43.61
22859,NA,NA,NA
22860,NA,103.91,31.13
22861,181.41,97.54,28.16
22862,184.93,104.02,33.91
22863,183.48,110.1,30.75
22864,173.04,87.3,35.88
22865,163.81,91.35,45.21
22866,171.19,104.03,41.54
22868,166.37,98.44,41.4
22869,167.45,77.86,39.06
22870,162.37,64.52,41.17
22871,162.37,57.93,33.54
22872,168.03,78.01,44.42
22874,170.58,93.1,42.66
22875,167.06,85.28,39.5
22877,164.4,80.25,37.45
22878,169.03,85.75,36.85
22880,163.78,78.6,42.06
22881,169.98,76.63,41.89
22882,166.24,96.63,38.42
22883,165.4,79.48,36.72
22884,NA,NA,NA
22885,167.28,NA,38.25
22886,171.99,85.48,48.14
22887,165.25,111.91,33.8
22888,NA,NA,NA
22889,NA,NA,NA
22890,168.37,78.32,39.65
22893,NA,NA,NA
22895,171.88,109.87,40.93
22896,168.63,76.15,38.58
22897,167.82,83.78,39
22898,167.4,79.72,38.51
22899,164.21,77.78,38.08
22900,165.7,89.55,38.34
22901,NA,NA,NA
22902,NA,NA,NA
22905,174.93,116.21,37.24
22906,168.32,81.26,41.64
22907,173.06,108.3,37.28
22908,168.96,90.74,36.1
22909,171.45,86.64,40.15
22910,NA,NA,NA
22911,168.48,97.5,39.78
22912,168.93,96.69,41.65
22913,171.26,116.77,44.28
22914,177.34,103.78,30.25
22915,165.51,75.34,32.29
22917,161.67,62.21,40.48
22918,NA,NA,NA
22919,168.29,81.11,43.33
22920,166.54,88.46,42.95
22921,167.55,84.74,45.48
22922,174.07,78.49,37.87
22923,182.78,71.88,34.99
22924,175.87,82.09,31.39
22925,173.52,83.81,38.58
22926,168.76,92.04,35.23
22927,171.55,94.47,34.17
22929,173.87,85.71,37.69
22931,173.37,94.28,34.2
22932,171.52,82.44,35.35
22933,171.67,96.46,38.81
22934,180.78,97.39,36.51
22935,174.81,77.39,35.16
22936,180.22,92.14,37.37
22937,172.69,84.61,38.65
22938,177.3,89.74,35.64
22939,169.37,74.76,36.98
22942,174.59,94.86,40.72
22943,174.26,68.14,30.76
22944,175.8,84.35,36.14
22945,174.85,86.09,36.84
22946,171.43,81.59,37.78
22947,169.76,86.57,39.3
22948,175.96,111.28,33.3
22950,163.27,69.6,36.15
22951,178.29,122.15,38.93
22952,167.57,75.41,40.34
22955,NA,NA,NA
22957,166.37,98.35,38.98
22959,174.29,110.58,41.53
22962,176.24,76.55,31.3
22964,169.88,90.74,46.37
22966,170.28,99.86,33.42
22967,170.82,100.8,38.04
22968,169.04,104.1,42.63
22969,168.31,73.42,36.9
22970,169.99,76.66,35.39
22971,NA,124.32,37.87
22973,167.28,106.24,34.7
22974,168.57,110.84,36.09
22976,165.83,97.2,37.87
22977,169.16,73.5,33.79
22978,174.12,95.01,33.4
22979,171.82,82.18,31.12
22980,173.08,85.35,26.38
22981,NA,104.46,39.47
22982,NA,NA,NA
22983,167.66,95.14,35.15
22986,NA,NA,NA
22987,NA,83.11,31.44
22989,175.22,115.32,43.74
22990,171.91,121.04,35.58
22991,173.74,114.05,41.85
22993,165.54,97.74,39.7
22994,170,108.7,35.97
22997,169.07,109.85,43.6
22998,161.11,69.75,41.25
22999,173.27,77.1,35.22
23000,168.41,69.18,46.03
23003,171.35,84.23,26.42
23004,167.7,93.81,35.92
23005,167.48,85.47,35.44
23006,165.74,97.42,38.86
23007,168,68.01,38.73
23009,170.35,101.18,45.94
23010,169.4,88.72,25.92
23011,175.13,121.07,43.74
23012,170.04,112.62,39.92
23013,175.95,90.26,43.62
23014,165.71,85.23,34.61
23015,165.17,82.43,41.83
23017,172.35,108.47,40.44
23018,161.17,55.02,46.21
23019,175.3,108.15,33.96
23020,170.93,94.85,36.22
23021,166.06,95.6,41.38
23022,172.59,81.91,32.39
23023,163.42,87.56,37.9
23024,166.12,91.54,38.73
23026,171.73,86.8,37.04
23027,170.53,75.22,37.28
23028,NA,92.74,35.66
23029,167.32,95.33,38.23
23030,170.48,95.67,34.75
23031,NA,74.01,42.34
23033,NA,73.71,35.24
23034,168.8,95.37,36.8
23037,169.82,82.86,35.25
23039,161.71,87.07,42.27
23040,170.21,96.7,37.83
23043,169.48,102.34,36.31
23044,182.35,103.91,32.8
23045,NA,110.84,35.65
23047,171.57,87.92,34.87
23049,175.13,95.41,31.67
23051,171.04,113.78,33.69
23052,171.04,97.54,34.44
23053,169.35,109.47,38.36
23054,168.72,68.28,32.41
23055,170.61,113.53,33.52
23056,NA,115.25,39.91
23057,174.91,106.73,32.65
23058,170.44,100.82,45.16
23059,NA,NA,NA
23060,NA,102.23,36.56
23061,164.61,99.2,45.61
23063,NA,80.67,35.81
23064,172.91,77.82,37.16
23065,NA,NA,NA
23067,NA,123.53,34.14
23068,NA,107.33,37.1
23069,163.59,121.5,28.71
23070,169.17,103.89,41.69
23071,173.79,103.37,38.11
23072,166.14,105.39,36.78
23074,172.9,111.63,39.84
23076,168.9,115.67,37.79
23077,171.35,104.17,38.15
23078,174.74,110.56,42.83
23080,171.87,95.8,36.4
23082,NA,NA,NA
23083,170.91,101.37,41.48
23084,172.94,96.28,36.37
23085,NA,NA,NA
23086,171.05,NA,38.48
23087,171.22,110.35,36.43
23088,NA,NA,NA
23089,165.34,60.65,38.59
23090,176.26,89.66,32.01
23096,175.88,105.47,34.09
23097,171.3,78.68,38.83
23098,NA,NA,NA
23099,165.5,75.23,39.77
23100,176.58,117.24,37.54
23102,NA,NA,NA
23103,171,93.05,45.24
23104,170.91,93.08,44.78
23105,165.64,92.65,43.7
23106,173.74,104.36,34.37
23107,171.41,106.87,37.34
23108,172.61,109.66,36.9
23138,167.97,101.72,39.32
23145,NA,NA,NA
23173,168.74,75.38,34.3
23195,NA,NA,NA
23196,NA,NA,NA
23203,NA,69.32,NA
23206,NA,NA,NA
23210,NA,NA,NA
23217,NA,83.49,43.02
23222,NA,NA,NA
23224,NA,NA,NA
23227,NA,NA,NA
23228,NA,NA,NA
23248,NA,NA,NA
23251,NA,NA,NA
23259,NA,NA,NA
23266,NA,NA,NA
23272,NA,NA,NA
23277,NA,NA,NA
23278,NA,NA,NA
23279,NA,NA,NA
23280,NA,NA,NA
23281,NA,NA,NA
23282,NA,110.91,49.1
23283,NA,85.91,36.51
23284,NA,84.09,37.39
23285,NA,60.18,32.55
23286,NA,NA,NA
23287,NA,NA,NA
23288,NA,65.61,26.95
23289,NA,NA,NA
23290,NA,NA,NA
23291,NA,79.5,52.48
23292,NA,NA,NA
23293,NA,117.83,37.73
23294,NA,NA,NA
23295,NA,NA,NA
23296,NA,NA,NA
23297,NA,NA,NA
23298,NA,66.77,45.28
23299,NA,64.43,44.72
23300,NA,64.28,45.78
23301,NA,76.38,44.99
23302,NA,NA,NA
23303,NA,69.88,42.28
23304,NA,NA,NA
23305,NA,NA,NA
23306,NA,NA,NA
23307,NA,NA,NA
23308,NA,NA,NA
23313,NA,NA,NA
23315,NA,NA,NA
23320,NA,110.25,36.24
23321,NA,NA,NA
23322,NA,NA,NA
23323,NA,102.26,30.51
23324,NA,100.09,31.06
23325,NA,96.23,31.36
23326,NA,NA,NA
23327,NA,106.77,40.07
23332,NA,125.87,44.63
23338,NA,88.1,31.34
23339,NA,NA,NA
23343,NA,NA,NA
23345,NA,NA,NA
23346,NA,NA,NA
23350,NA,NA,NA
23351,167.05,108.67,37.3
23359,NA,NA,NA
23362,NA,81.72,44.19
23367,NA,NA,NA
23368,NA,NA,NA
23369,NA,NA,NA
23370,NA,NA,NA
23371,NA,NA,NA
23374,NA,71.23,44.89
23377,NA,NA,40.22
23378,NA,NA,NA
23380,164.6,102.11,40.42
23381,NA,NA,NA
23383,NA,NA,NA
23385,165.91,91.91,44.66
23386,166.22,88.55,42.87
23387,168.17,117.71,40.8
23388,NA,89.59,38.39
23390,161.92,93.7,38.14
23391,161.75,91.62,43.07
23392,163.8,99.57,46.73
23393,162.82,86.77,47.1
23394,165.16,89.99,46.32
23395,173.69,89.59,38.35
23396,NA,NA,NA
23398,166.26,99,45.88
23399,171.5,96.46,38.23
23400,161.75,87,45.62
23401,166.92,95.91,49.33
23402,162.94,88.47,48.15
23403,170.37,103.55,41.01
23404,172.82,109.45,37.24
23405,170.93,98.18,38.89
23406,173.22,98.67,34.76
23407,172.03,103.41,43.91
23408,173.77,98.42,35.83
23409,172.03,93.15,35.3
23410,172.93,103.75,36.62
23411,173.66,105.42,39.33
23412,170.9,93.37,36.66
23413,167.09,98.15,47.83
23414,165.79,90.13,42.32
23415,172.68,88.91,43.32
23416,162,91.58,36.67
23417,172.64,85.31,37.28
23418,174.4,96.4,41.85
23419,169.79,99.93,44.29
23420,170.68,91.46,34.89
23421,167.4,95.57,47.08
23422,169.92,90.51,34.55
23423,168.59,92.48,44.62
23424,173.49,93.74,38.64
23425,185.32,79.26,36.28
23426,169.69,71.73,39.8
23428,163.53,66.13,43.62
23429,165.66,76.74,36.66
23430,171.92,87.15,41.17
23431,178.32,90.71,37.06
23432,166.79,90.73,43.98
23433,172.12,103.65,43.5
23434,172.66,98.49,40.58
23435,165.66,80.19,36.66
23436,167.83,78.77,37.13
23437,166.03,81.28,39.82
23438,166.66,80.07,36.86
23439,169.41,73.56,37.04
23440,168.57,71.6,39.58
23441,NA,NA,NA
23442,167.03,78.44,38.51
23443,169.41,77,38.16
23444,NA,NA,NA
23445,168.55,83.5,41.36
23446,168.53,86.91,51.58
23447,167.17,89.13,51.69
23448,166.64,86.55,52.5
23449,167.9,90.52,46.46
23450,168.22,88.52,47.9
23451,169.4,79.84,46.91
23452,171.4,96.92,31.89
23453,172.66,95.22,38.24
23454,173.53,89.39,40.12
23455,173.85,99.77,37.76
23456,173.58,98.48,38.48
23457,173.58,94.61,40.88
23458,171.22,96.68,40.13
23459,168.76,101.56,46.89
23460,171.53,98.88,38.4
23461,173.9,92.56,44.06
23462,171.48,111.42,42.04
23463,173.03,101.88,36.69
23464,170.29,98.4,38.11
23465,173.11,96.04,42.21
23466,172.43,98.17,37.44
23467,172.88,99.29,38.75
23468,172.38,95.18,42.13
23469,172.95,97.02,42.6
23470,172.42,82.52,43.21
23471,172.57,93.61,43.43
23472,173.23,98.99,39.73
23473,173.42,105.17,40
23474,171.29,92.1,41.45
23475,172.8,97.32,38.24
23476,166.66,87.6,46.45
23477,175,99.26,32.04
23478,170.95,96.81,39.46
23479,173.49,97.6,37.85
23480,172.4,91.37,39.43
23481,171.29,101.67,34.84
23482,168.91,109.43,40.87
23483,170.95,84.8,32.93
23484,170.64,86.27,46.6
23485,174.58,98.11,43.24
23486,173.11,103.22,43.88
23487,173.26,76.64,31.62
23488,172.04,94.35,39.34
23489,171.45,95.82,40.56
23490,172.53,119.54,41.19
23491,174.42,95.66,36.51
23492,169.02,85.56,35.93
23493,173.11,88.78,33.29
23494,173.77,91.62,38.97
23495,171.69,93.03,39.23
23496,170.17,89.01,43.41
23497,172.21,104.75,45.96
23498,173.69,108.83,37.81
23499,174,100.98,43.38
23500,170.29,108.68,39.81
23501,167.66,95.32,39.6
23502,172.53,96.55,36.83
23503,167.62,86.36,36.45
23504,169.53,85.84,40.33
23505,171.5,96.22,41.12
23506,167.79,88.88,36.75
23507,168.03,91.07,34.72
23508,172.68,91.09,35.88
23509,NA,NA,NA
23510,169.99,85.01,39.86
23511,168.53,80.24,41.16
23512,167.95,87.35,35.79
23513,169.53,77.18,39.77
23514,169.92,89.96,40.75
23515,172.06,100.37,46.11
23516,172.66,102.4,38.91
23517,171.4,84.94,41.05
23518,NA,NA,NA
23519,172.95,99.88,49.87
23520,173.68,106.25,40.73
23521,174.04,102.98,39.77
23522,171.04,82.48,40.35
23523,171.42,105.64,39.51
23524,168.03,108.21,47.17
23525,168.03,92.86,35.52
23526,170.77,93.79,40.38
23527,171.26,104.41,42.17
23528,170.03,106.34,45.32
23529,173.11,95.48,38.18
23530,172.95,97.61,35.73
23531,171.53,90.78,36.52
23532,171.84,89.4,33.99
23533,172.85,95.65,35.79
23534,170.95,84.26,31.52
23535,169.29,83,41.83
23536,167.29,89.27,39.78
23537,172.07,102.25,39.02
23538,173.29,100.31,48.94
23539,173.59,85.42,37.48
23540,173.73,91.27,36.67
