experiment_id,instcode,genus,accenumb,agent_id,doi,sowing_date,beginning_of_heading_date,date_of_heading,end_of_heading_date,flowering_date,plant_height,thousand_kernel_weight,sowing_beginning_of_heading,sowing_full_heading,sowing_end_of_heading,sowing_flowering,beginning_of_heading_full_heading,beginning_of_heading_end_of_heading,beginning_of_heading_flowering,full_heading_end_of_heading,full_heading_flowering,end_of_heading_flowering,name,description,campaign,site_name,longitude,latitude,remarks,days_to_heading
11005,POL003,Hordeum,41386,NA,NA,19820415,19820621,19820624,NA,NA,94,47,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41387,NA,NA,19820415,19820611,19820614,NA,NA,79,47,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41388,NA,NA,19820415,19820625,19820628,NA,NA,72,45,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41389,NA,NA,19820415,19820617,19820620,NA,NA,108,43,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41390,NA,NA,19820415,19820617,19820620,NA,NA,102,44,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41391,NA,NA,19820415,19820609,19820611,NA,NA,86,47,55,57,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,161
11005,POL003,Hordeum,41392,NA,NA,19820415,19820618,19820621,NA,NA,99,51,64,67,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,171
11005,POL003,Hordeum,41393,NA,NA,19820415,19820624,19820627,NA,NA,86,46,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41394,NA,NA,19820415,19820611,19820614,NA,NA,106,52,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41395,NA,NA,19820415,19820621,19820624,NA,NA,94,44,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41396,NA,NA,19820415,19820624,19820626,NA,NA,95,47,70,72,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,176
11005,POL003,Hordeum,41398,NA,NA,19820415,19820625,19820628,NA,NA,82,49,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41399,NA,NA,19820415,19820625,19820628,NA,NA,79,44,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41400,NA,NA,19820415,19820625,19820628,NA,NA,67,50,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41401,NA,NA,19820415,19820625,19820628,NA,NA,68,49,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41402,NA,NA,19820415,19820622,19820624,NA,NA,57,53,68,70,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41403,NA,NA,19820415,19820624,19820628,NA,NA,70,51,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41404,NA,NA,19820415,19820622,19820625,NA,NA,80,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41405,NA,NA,19820415,19820622,19820625,NA,NA,78,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41406,NA,NA,19820415,19820625,19820628,NA,NA,57,43,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41407,NA,NA,19820415,19820621,19820624,NA,NA,86,51,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41408,NA,NA,19820415,19820621,19820624,NA,NA,88,46,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41409,NA,NA,19820415,19820625,19820628,NA,NA,73,47,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41410,NA,NA,19820415,19820622,19820625,NA,NA,76,44,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41431,NA,NA,19820415,19820623,19820625,NA,NA,83,43,69,71,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41432,NA,NA,19820415,19820617,19820620,NA,NA,91,53,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41433,NA,NA,19820415,19820624,19820627,NA,NA,89,52,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41434,NA,NA,19820415,19820624,19820627,NA,NA,100,46,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41435,NA,NA,19820415,19820622,19820626,NA,NA,103,49,68,72,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,176
11005,POL003,Hordeum,41436,NA,NA,19820415,19820622,19820625,NA,NA,88,51,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41437,NA,NA,19820415,19820621,19820625,NA,NA,93,50,67,71,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41438,NA,NA,19820415,19820611,19820614,NA,NA,100,46,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41439,NA,NA,19820415,19820624,19820628,NA,NA,81,51,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41440,NA,NA,19820415,19820621,19820624,NA,NA,80,50,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41441,NA,NA,19820415,19820623,19820625,NA,NA,79,48,69,71,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41442,NA,NA,19820415,19820621,19820624,NA,NA,95,49,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41443,NA,NA,19820415,19820618,19820620,NA,NA,87,41,64,66,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41444,NA,NA,19820415,19820624,19820627,NA,NA,79,47,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41445,NA,NA,19820415,19820624,19820627,NA,NA,83,50,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41446,NA,NA,19820415,19820624,19820628,NA,NA,59,47,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41447,NA,NA,19820415,19820621,19820624,NA,NA,81,49,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41449,NA,NA,19820415,19820622,19820625,NA,NA,91,50,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41450,NA,NA,19820415,19820622,19820625,NA,NA,97,52,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41451,NA,NA,19820415,19820622,19820625,NA,NA,85,53,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41452,NA,NA,19820415,19820624,19820628,NA,NA,77,45,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41454,NA,NA,19820415,19820620,19820622,NA,NA,88,50,66,68,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,172
11005,POL003,Hordeum,41455,NA,NA,19820415,19820622,19820625,NA,NA,86,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41456,NA,NA,19820415,19820618,19820621,NA,NA,80,54,64,67,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,171
11005,POL003,Hordeum,41457,NA,NA,19820415,19820621,19820624,NA,NA,95,51,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41458,NA,NA,19820415,19820621,19820624,NA,NA,83,49,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41459,NA,NA,19820415,19820625,19820628,NA,NA,72,40,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41460,NA,NA,19820415,19820622,19820625,NA,NA,84,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41461,NA,NA,19820415,19820622,19820625,NA,NA,72,47,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41462,NA,NA,19820415,19820624,19820627,NA,NA,87,48,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41463,NA,NA,19820415,19820624,19820628,NA,NA,99,45,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41465,NA,NA,19820415,19820621,19820624,NA,NA,97,47,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41467,NA,NA,19820415,19820624,19820627,NA,NA,79,56,70,73,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41468,NA,NA,19820415,19820621,19820624,NA,NA,106,48,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41469,NA,NA,19820415,19820628,19820702,NA,NA,73,43,74,78,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,182
11005,POL003,Hordeum,41470,NA,NA,19820415,19820622,19820625,NA,NA,90,50,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41471,NA,NA,19820415,19820628,19820702,NA,NA,77,42,74,78,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,182
11005,POL003,Hordeum,41472,NA,NA,19820415,19820617,19820619,NA,NA,92,49,63,65,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,169
11005,POL003,Hordeum,41473,NA,NA,19820415,19820611,19820614,NA,NA,89,52,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41474,NA,NA,19820415,19820621,19820624,NA,NA,94,43,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41475,NA,NA,19820415,19820629,19820702,NA,NA,94,47,75,78,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,182
11005,POL003,Hordeum,41476,NA,NA,19820415,19820622,19820625,NA,NA,84,45,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41477,NA,NA,19820415,19820614,19820616,NA,NA,99,46,60,62,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,166
11005,POL003,Hordeum,41479,NA,NA,19820415,19820621,19820625,NA,NA,96,47,67,71,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41480,NA,NA,19820415,19820618,19820620,NA,NA,86,51,64,66,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41481,NA,NA,19820415,19820614,19820617,NA,NA,102,46,60,63,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,167
11005,POL003,Hordeum,41482,NA,NA,19820415,19820625,19820628,NA,NA,88,50,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41483,NA,NA,19820415,19820624,19820628,NA,NA,92,52,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41484,NA,NA,19820415,19820622,19820625,NA,NA,88,47,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41485,NA,NA,19820415,19820622,19820625,NA,NA,84,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41486,NA,NA,19820415,19820622,19820625,NA,NA,89,42,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41487,NA,NA,19820415,19820622,19820625,NA,NA,93,46,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41488,NA,NA,19820415,19820614,19820617,NA,NA,71,50,60,63,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,167
11005,POL003,Hordeum,41489,NA,NA,19820415,19820627,19820629,NA,NA,71,49,73,75,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,179
11005,POL003,Hordeum,41489,NA,NA,19820415,19820624,19820628,NA,NA,78,49,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41490,NA,NA,19820415,19820624,19820628,NA,NA,70,51,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41491,NA,NA,19820415,19820622,19820625,NA,NA,73,45,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41492,NA,NA,19820415,19820622,19820625,NA,NA,74,51,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41493,NA,NA,19820415,19820618,19820620,NA,NA,95,48,64,66,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,41494,NA,NA,19820415,19820620,19820624,NA,NA,79,48,66,70,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41495,NA,NA,19820415,19820606,19820608,NA,NA,81,38,52,54,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,158
11005,POL003,Hordeum,41496,NA,NA,19820415,19820623,19820625,NA,NA,84,47,69,71,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41497,NA,NA,19820415,19820625,19820627,NA,NA,91,45,71,73,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,177
11005,POL003,Hordeum,41498,NA,NA,19820415,19820611,19820614,NA,NA,82,52,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41499,NA,NA,19820415,19820623,19820625,NA,NA,93,50,69,71,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41500,NA,NA,19820415,19820622,19820625,NA,NA,78,49,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41501,NA,NA,19820415,19820623,19820625,NA,NA,90,48,69,71,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41502,NA,NA,19820415,19820611,19820614,NA,NA,85,42,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41503,NA,NA,19820415,19820625,19820628,NA,NA,94,45,71,74,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41504,NA,NA,19820415,19820624,19820628,NA,NA,94,52,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41505,NA,NA,19820415,19820620,19820623,NA,NA,99,51,66,69,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,173
11005,POL003,Hordeum,41506,NA,NA,19820415,19820622,19820625,NA,NA,88,47,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,41507,NA,NA,19820415,19820621,19820624,NA,NA,95,51,67,70,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,41508,NA,NA,19820415,19820611,19820614,NA,NA,58,47,57,60,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
11005,POL003,Hordeum,41509,NA,NA,19820415,19820629,19820702,NA,NA,66,41,75,78,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,182
11005,POL003,Hordeum,41510,NA,NA,19820415,19820624,19820628,NA,NA,75,49,70,74,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,41511,NA,NA,19820415,19820614,19820616,NA,NA,98,44,60,62,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,166
11005,POL003,Hordeum,41549,NA,NA,19820415,19820625,19820629,NA,NA,103,33,71,75,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,179
11005,POL003,Hordeum,42061,NA,NA,19820407,19820621,19820624,NA,NA,68,58,75,78,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,42062,NA,NA,19820420,19820620,19820622,NA,NA,89,51,61,63,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,172
11005,POL003,Hordeum,42063,NA,NA,19820407,19820624,19820628,NA,NA,82,58,78,82,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,42064,NA,NA,19820407,19820618,19820622,NA,NA,72,62,72,76,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,172
11005,POL003,Hordeum,42065,NA,NA,19820428,19820625,19820628,NA,NA,86,49,58,61,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,42066,NA,NA,19820420,19820621,19820624,NA,NA,83,57,62,65,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,42067,NA,NA,19820420,19820621,19820624,NA,NA,82,49,62,65,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,42068,NA,NA,19820420,19820622,19820625,NA,NA,79,55,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,42069,NA,NA,19820420,19820622,19820625,NA,NA,75,58,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,42070,NA,NA,19820420,19820622,19820625,NA,NA,82,56,63,66,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,175
11005,POL003,Hordeum,42071,NA,NA,19820407,19820614,19820617,NA,NA,70,56,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,167
11005,POL003,Hordeum,42072,NA,NA,19820428,19820625,19820628,NA,NA,96,51,58,61,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,178
11005,POL003,Hordeum,42073,NA,NA,19820407,19820616,19820618,NA,NA,72,55,70,72,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,168
11005,POL003,Hordeum,42074,NA,NA,19820420,19820622,19820624,NA,NA,92,51,63,65,NA,NA,2,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,174
11005,POL003,Hordeum,42075,NA,NA,19820407,19820618,19820622,NA,NA,88,50,72,76,NA,NA,4,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,172
11005,POL003,Hordeum,42076,NA,NA,19820407,19820614,19820617,NA,NA,97,52,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,167
11005,POL003,Hordeum,42077,NA,NA,19820407,19820618,19820621,NA,NA,94,46,72,75,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,171
11005,POL003,Hordeum,42078,NA,NA,19820407,19820614,19820620,NA,NA,82,52,68,74,NA,NA,6,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,170
11005,POL003,Hordeum,42079,NA,NA,19820407,19820614,19820617,NA,NA,92,47,68,71,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,167
11005,POL003,Hordeum,42080,NA,NA,19820407,19820611,19820614,NA,NA,93,57,65,68,NA,NA,3,NA,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1982-1982,NA,20.641475,52.214847,NA,164
