genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
1891,162.56,103.63,38.05
1892,163.44,121,44.15
1893,168,129.24,44.86
1894,165.08,114.58,38.51
1895,167.32,128.95,36.81
1896,161.46,113.85,39.98
1897,167.98,138.51,36.06
1898,167.56,93.08,37.84
1899,165.08,128.26,36.83
19,NA,NA,NA
190,NA,NA,NA
1900,160.09,124.28,42.16
1901,NA,NA,NA
1902,159.25,112.46,38.71
1903,NA,NA,NA
1904,165.15,136.26,41.7
1905,NA,NA,NA
1906,169.18,109.25,33.25
1907,163.18,133.32,40.11
1908,164.97,119.71,41.96
1909,160.05,120.99,43.72
191,NA,NA,NA
1910,164.6,123.56,37.96
1911,161.94,86.92,39.63
1912,NA,NA,NA
1914,156.41,115.31,43.3
1915,NA,NA,NA
1916,161.41,102.57,43.52
1917,158.18,112.67,45.24
1918,NA,NA,NA
1919,159.87,110.84,44.94
192,NA,132.14,41.82
1920,157.99,NA,44.99
1921,163.08,123.91,38.82
1922,162.91,114.37,37.74
1923,NA,NA,NA
1924,NA,NA,NA
1925,NA,NA,NA
1926,NA,NA,NA
1927,158.03,104.74,40.25
1928,NA,NA,NA
1929,NA,NA,NA
193,NA,NA,NA
1930,162.05,125.4,39.94
1931,155.15,92.07,47.32
1932,162.87,123.82,43.12
1933,NA,NA,NA
1934,156.32,72.42,40.73
1935,156.25,100.33,39.68
1936,166.32,102.8,32.69
1937,166.05,99.44,42.19
1939,NA,NA,NA
194,NA,NA,NA
1940,163.15,114.43,45.96
1941,NA,NA,NA
1942,166.6,135.03,38.22
1944,165.32,134.6,39.37
1945,154.77,139.2,52.25
1946,158.46,135.32,51.53
1947,158.77,110.21,40.26
1948,160.91,123.63,41.75
1949,159.25,124.6,38.67
195,NA,NA,NA
1950,163.23,126.96,32.66
1951,158.15,120.86,45.16
1952,NA,NA,NA
1953,154.41,95.79,36.41
1954,168.58,115.71,26.57
1955,160.36,94.84,43.9
1956,NA,NA,NA
1957,NA,NA,NA
1958,163.22,113.51,39.76
1959,NA,NA,NA
196,NA,NA,NA
1960,170.44,137.35,38.4
1961,163.55,132.65,41.64
1962,NA,NA,NA
1963,NA,NA,NA
1964,NA,NA,NA
1965,NA,NA,NA
1966,NA,NA,NA
1967,NA,NA,NA
1968,NA,NA,NA
1969,NA,NA,NA
197,NA,NA,NA
1970,NA,97.06,43.94
1971,NA,NA,NA
1972,NA,NA,NA
1973,NA,NA,NA
1974,NA,NA,NA
1975,NA,NA,NA
1976,NA,NA,NA
1977,157.14,112.78,44.6
1978,NA,NA,NA
1979,NA,NA,NA
198,NA,NA,NA
1980,NA,NA,NA
1981,NA,NA,NA
1982,NA,NA,NA
1983,NA,NA,NA
1984,NA,125.61,38.2
1985,NA,NA,NA
1986,NA,NA,NA
1987,NA,NA,NA
1988,NA,NA,NA
1989,NA,NA,NA
199,NA,NA,NA
1990,NA,NA,NA
1991,NA,NA,NA
1992,NA,NA,NA
1993,NA,NA,NA
1994,163.18,117.75,42.17
1995,NA,NA,NA
1996,NA,NA,NA
1997,NA,NA,NA
1998,NA,NA,NA
1999,NA,NA,NA
2,160.03,123.1,41.87
20,NA,NA,NA
200,NA,NA,NA
2000,NA,NA,NA
2001,NA,NA,NA
2002,NA,NA,NA
2003,NA,NA,NA
2004,NA,NA,NA
2006,NA,NA,NA
2007,NA,NA,NA
2008,NA,NA,NA
2009,NA,NA,NA
201,NA,NA,NA
2010,NA,NA,NA
2011,NA,NA,NA
2012,NA,NA,NA
2013,NA,NA,NA
2014,NA,122.09,46.17
2015,NA,NA,NA
2016,NA,NA,NA
2017,NA,NA,NA
2018,NA,NA,NA
2019,NA,NA,NA
202,NA,NA,NA
2020,NA,NA,NA
2021,NA,NA,NA
2022,154.32,96.55,43.61
2023,NA,NA,NA
2024,NA,NA,NA
2025,NA,NA,NA
2026,NA,NA,NA
2027,NA,NA,NA
2028,NA,NA,NA
2029,NA,96.37,38.86
2030,NA,NA,NA
2031,NA,NA,NA
2032,NA,NA,NA
2033,NA,NA,NA
2034,NA,NA,NA
2035,NA,NA,NA
2036,NA,NA,NA
2037,NA,NA,NA
2038,NA,NA,NA
2039,NA,NA,NA
204,NA,NA,NA
2040,NA,NA,NA
2041,NA,NA,NA
2042,NA,NA,NA
2043,NA,NA,NA
2044,NA,NA,NA
2045,NA,NA,NA
2046,NA,89.89,39.85
2047,NA,NA,NA
2048,NA,NA,NA
2049,NA,NA,NA
205,NA,NA,NA
2050,NA,NA,NA
2051,NA,106.58,46.47
2052,NA,NA,NA
2053,NA,NA,NA
2054,NA,NA,NA
2055,NA,NA,NA
2056,NA,NA,NA
2057,NA,NA,NA
2058,157.8,134.43,44.21
2059,NA,NA,NA
206,NA,113.83,41.7
2060,NA,140.65,40.76
2061,NA,NA,NA
2062,NA,NA,NA
2063,NA,NA,NA
2064,NA,NA,NA
2065,NA,NA,NA
2066,NA,86.03,41.91
2067,NA,NA,NA
2068,NA,NA,NA
207,NA,NA,NA
2070,NA,NA,NA
2071,NA,NA,NA
2072,NA,NA,NA
2073,NA,NA,NA
2074,NA,NA,NA
2075,NA,NA,NA
2076,NA,NA,NA
2077,NA,87.97,40.45
2078,NA,NA,NA
2079,NA,NA,NA
208,NA,NA,NA
2080,NA,NA,NA
2081,NA,NA,NA
2082,NA,NA,NA
2083,160.6,118.71,39.71
2084,NA,NA,NA
2085,NA,NA,NA
2086,NA,NA,NA
2087,NA,NA,NA
2088,NA,NA,NA
2089,NA,NA,NA
209,NA,NA,NA
2090,NA,NA,39.7
2091,NA,NA,NA
2092,NA,NA,NA
2093,NA,NA,NA
2094,NA,NA,NA
2095,169.3,133.23,45.5
2096,NA,NA,NA
2097,169.86,138.68,40.13
2098,NA,NA,NA
2099,NA,NA,NA
21,NA,NA,NA
210,NA,95.22,40.78
2100,164.88,135.39,37.81
2101,NA,NA,NA
2102,NA,NA,NA
2103,NA,102.56,39.38
2104,NA,NA,NA
2105,NA,NA,NA
2106,NA,NA,NA
2107,166.1,90.79,36.06
2108,NA,NA,NA
2109,NA,NA,NA
211,NA,NA,NA
2110,NA,NA,NA
2111,NA,NA,NA
2112,NA,NA,NA
2113,NA,NA,NA
2114,NA,NA,NA
2115,NA,NA,NA
2116,NA,NA,NA
2117,NA,NA,NA
2118,161.02,98.99,37.75
2119,154.89,111.3,36.93
212,165.17,116,40.16
2120,NA,NA,NA
2121,NA,NA,NA
2122,NA,NA,NA
2123,NA,NA,NA
2125,NA,NA,NA
2126,NA,NA,NA
2127,NA,NA,NA
2128,NA,NA,NA
2129,NA,NA,NA
213,NA,NA,NA
2130,163.19,104.92,42.06
2131,NA,NA,NA
2132,NA,NA,NA
2133,NA,NA,NA
2134,NA,NA,NA
2135,NA,NA,NA
2136,NA,NA,NA
2137,NA,NA,NA
2138,NA,NA,NA
2139,NA,NA,NA
214,NA,NA,NA
2140,NA,NA,NA
2141,NA,NA,NA
2142,NA,NA,NA
2143,NA,NA,NA
2144,NA,NA,NA
2146,NA,NA,NA
2147,NA,NA,NA
2148,NA,NA,NA
2149,167.32,132,45.05
215,NA,NA,NA
2150,NA,NA,NA
2151,NA,NA,NA
2152,NA,NA,NA
2153,NA,NA,NA
2154,160.56,141.1,45.29
2155,NA,NA,NA
2156,NA,NA,NA
2157,NA,NA,NA
2158,NA,NA,NA
2159,NA,NA,NA
216,NA,132.31,41.19
2160,167.49,121.42,36.51
2161,NA,NA,NA
2162,NA,NA,NA
2163,NA,NA,NA
2164,NA,NA,NA
2165,NA,NA,NA
2166,NA,NA,NA
2167,166.11,114.87,34.39
2168,NA,NA,NA
2169,NA,NA,NA
217,NA,121.59,37.4
2170,NA,NA,NA
2171,NA,NA,NA
2172,NA,NA,NA
2173,NA,NA,NA
2174,NA,NA,NA
2175,NA,NA,NA
2176,NA,NA,NA
2177,NA,NA,NA
2178,169.14,107.27,37.56
2179,NA,NA,NA
218,NA,NA,NA
2180,NA,NA,NA
2181,NA,NA,NA
2182,NA,NA,NA
2183,NA,NA,NA
2184,NA,NA,NA
2185,NA,NA,NA
2186,NA,NA,NA
2187,NA,NA,NA
2188,156.06,96.89,34.96
2189,NA,NA,NA
219,NA,NA,NA
2190,NA,NA,NA
2191,NA,NA,NA
2192,NA,NA,NA
2193,156.78,115.59,49.43
2194,NA,NA,NA
2195,NA,NA,NA
2196,NA,NA,NA
2197,NA,NA,NA
2199,NA,NA,NA
22,NA,NA,NA
220,NA,NA,NA
2200,156.26,97.67,36.54
2201,NA,NA,NA
2202,159.54,120.09,40.56
2203,NA,NA,NA
2204,NA,NA,NA
2205,NA,NA,NA
2206,NA,NA,NA
2207,NA,NA,NA
2208,NA,NA,NA
2209,NA,NA,NA
221,NA,NA,NA
2210,NA,NA,NA
2211,162.12,108.52,40.95
2212,NA,NA,NA
2213,NA,NA,NA
2214,NA,NA,NA
2215,NA,NA,NA
2216,NA,NA,NA
2217,NA,NA,NA
2218,NA,NA,NA
2219,NA,NA,NA
222,NA,NA,NA
2220,NA,NA,NA
2221,NA,NA,NA
2222,NA,NA,NA
2223,NA,NA,NA
2224,NA,NA,NA
2225,NA,NA,NA
2226,NA,NA,NA
2227,NA,NA,NA
2228,156.11,104.17,47.45
2229,NA,NA,NA
223,NA,109.75,36.77
2230,NA,NA,NA
2231,167.51,115.5,32.96
2232,160.77,114.53,41.48
2233,164.6,114.35,33.96
2234,NA,NA,NA
2235,NA,NA,NA
2236,NA,NA,NA
2237,NA,NA,NA
2238,NA,NA,NA
2239,NA,NA,NA
224,NA,NA,NA
2240,NA,NA,NA
2241,NA,NA,NA
2242,NA,NA,NA
2243,NA,NA,NA
2244,NA,NA,NA
2245,NA,NA,NA
2246,NA,NA,NA
2247,NA,NA,NA
2248,NA,NA,NA
2249,NA,NA,NA
225,NA,NA,NA
2250,NA,NA,NA
2251,NA,NA,NA
2252,NA,NA,NA
2253,NA,NA,NA
2254,NA,NA,NA
2255,NA,NA,NA
2256,NA,NA,NA
2257,NA,NA,NA
2258,NA,NA,NA
2259,NA,NA,NA
226,NA,NA,NA
2260,NA,NA,NA
2262,NA,NA,NA
2263,NA,NA,NA
2264,NA,NA,NA
2265,NA,NA,NA
2266,NA,NA,NA
2267,160.32,116.52,41.81
2268,NA,NA,NA
2269,160.13,111.18,43.21
227,NA,124.89,43.07
2270,NA,NA,NA
2271,NA,NA,NA
2272,NA,NA,NA
2273,NA,NA,NA
2274,NA,NA,NA
2275,154.31,100.7,42.28
2276,NA,NA,NA
2277,167.81,132.32,44.29
2278,161.24,94.33,36.58
2279,NA,NA,NA
228,NA,131.91,36.24
2280,161.18,114.29,40.24
2281,NA,132.71,38.94
2282,159.14,120.74,42.78
2283,158.73,123.83,41.75
2284,156.77,98.58,42.37
2285,160.77,92.25,40.8
2286,159.08,120.79,40.17
2287,160.35,100.29,45.73
2288,155.76,79.61,48.36
2289,164.44,119.29,35.96
229,NA,NA,NA
2290,161.87,138.78,38.59
2291,157.95,85.35,41.04
2292,160.56,90.23,38.45
2293,158.19,87.06,38.9
2294,157.96,77.98,39.26
2295,157.11,118.55,39.95
2296,158.33,90.38,45.09
2297,157.93,93.73,43.63
2298,154.74,104.47,43.33
2299,156.09,88.57,37.26
23,NA,NA,NA
230,NA,NA,NA
2300,156.77,112.34,40.79
2301,158.35,104.65,46.57
2302,NA,NA,NA
2303,NA,94.82,41.75
2304,166.76,119.53,36.92
2305,NA,NA,NA
2307,163.28,105.04,35.7
2308,157.57,123.24,40.32
2309,159.35,98.28,46.42
231,155.07,108.25,36.67
2310,163.96,135.33,41.23
2311,164.81,137.99,42.38
2313,159.37,93.36,41.36
2314,155.44,91.39,45.97
2315,155.97,94.43,48.72
2316,157.79,98.3,51.13
2317,155.97,93.87,44.82
2318,155.56,95.34,46.55
2319,NA,NA,NA
232,NA,NA,NA
2320,155.14,84.53,42.12
2321,164.18,104.81,44.66
2322,158.78,98.34,41.21
2323,156.78,96.54,40.9
2324,155.15,88.66,37.37
2325,158.57,81.19,40.33
2326,157.97,87.25,40.98
2327,155.76,91.97,42.97
2328,160.56,82.33,40.97
2329,157.64,114.13,44.96
233,NA,NA,NA
2330,161.58,106.61,41.82
2331,159.98,81.22,40.49
2332,153.79,84.33,40.8
2333,154.13,84.41,34.04
2334,153.46,71.59,30.75
2335,153,87.39,36.47
2336,155.34,89.19,40.49
2337,154.52,81.2,44.25
2338,157.46,81.49,36.18
2339,155.75,109.23,38.64
234,NA,NA,NA
2340,165.8,145.71,37.03
2341,157.17,112.07,37.33
2343,152.99,77.59,42.78
2344,155.35,77.54,39.99
2345,154.25,72.64,35.39
2346,154.42,76.1,39.16
2347,152.18,71.88,39.07
2348,155.75,75.72,42.28
2349,154.35,92.94,40.21
235,NA,NA,NA
2350,155.15,85.31,37.34
2351,153.45,79.72,44.3
2352,154.74,78.19,36.98
2353,154.74,78.65,36.94
2354,159.83,86.24,44.22
2355,156.35,81.31,40.08
2356,163.73,122.97,42.09
2358,162.59,88.55,31.7
2359,157.52,76.38,34.99
236,NA,123.99,39.57
2360,158.01,91.47,40.16
2361,164.74,131.6,39.99
2362,163.58,100.38,41.87
2363,155.78,80.31,41.62
2365,156.56,94.21,40.87
2366,156.56,85.76,38.68
237,NA,122.61,41.81
2370,165.13,111.8,35.99
2371,NA,NA,NA
2373,156.29,114.57,44.14
2374,NA,116.03,46.91
2375,156.8,96.73,39.48
2376,157.76,113.83,37.58
2377,156.75,80.42,33.8
2378,157.82,66.54,31.82
2379,157.18,89.42,36.93
238,NA,NA,NA
2380,158.94,86.25,36.46
2381,156.98,92.76,37.76
2382,157.79,88.89,37.36
2383,162.05,98.37,38.73
2386,164.79,89.58,42.01
2388,167.15,135.36,45.37
2389,161.25,117.22,39.25
239,NA,NA,NA
2390,161.13,97.7,37.73
2392,154.74,94.52,42.09
2394,161.94,132.62,43.81
2395,159.15,86.09,42.64
2396,155.23,86.3,51.58
2397,162.92,136.05,40.5
2398,167.55,135.7,40.46
2399,165.28,136.86,40.19
24,161.18,136.43,35.06
240,NA,117.8,38.74
2400,164.25,138.24,42.9
2401,162.75,151.12,43.3
2402,157.16,98.28,45.05
2403,158.36,117.64,36.74
2404,154.74,108.29,39.67
2405,154.94,107.74,39.21
2406,154.74,109.96,40.99
2407,154.74,103.63,40.86
2408,154.74,105.04,38.09
2409,165.07,137.81,36.12
241,NA,NA,NA
2410,157.96,73.32,39.28
2412,157.27,122.34,43.43
2413,162.59,119.79,34.29
2414,160.34,86.96,40.53
2415,164.14,105.65,38.3
2416,164.22,139.35,40.66
2417,164.89,116.05,33.07
2418,159.65,110.7,39.45
2419,157.78,92.82,37.79
242,NA,NA,NA
2420,158.39,90.35,40.93
2421,155.83,85.05,42.51
2422,161.62,129.62,32.19
2423,155.17,88.26,44.05
2424,158.19,88.37,36.9
2425,163.27,119.7,44.42
2426,160.73,125.08,45.68
2427,160.66,126.04,39.4
2428,157.18,127.37,42.63
2429,155.56,86.43,44.89
243,NA,NA,NA
2430,163.46,73.03,37.06
2431,160.58,NA,40.63
2432,NA,74.82,30.12
2433,162.08,86.96,43.52
2434,160.5,77.58,44.25
2435,163.58,85.9,40.25
2436,NA,98.89,42.95
2437,159.99,91.2,35.2
2438,167.38,95.05,31.37
2439,163.91,120.04,34.93
244,NA,NA,NA
2440,155.25,122.16,46.17
2441,159.28,129.11,37.59
2442,164.79,108.26,37.36
2443,162.82,87.22,42.47
2447,160.91,133.53,34.26
2448,157.7,131.26,39.2
2449,155.14,90.23,38
245,NA,123.86,39.4
2451,165.98,96.07,41.2
2452,156.28,70.11,41.02
2453,157.45,91.43,45.63
2454,156.79,101.16,44.11
2455,157.45,97.08,43.52
2457,156.81,93.26,47.33
2458,158.8,120.29,40.61
2459,158.8,118.98,38.84
246,NA,125.66,38.76
2460,167.8,112.87,42.21
2461,157.97,116.49,39.42
2462,157.8,122.59,41.08
2463,157.13,127.88,40.97
2464,162.25,136.14,41.06
2466,156.87,74.05,33.33
2467,164.96,125.16,39.91
2468,163.95,97.7,39.4
2469,164.96,122.51,32.32
247,NA,NA,NA
2470,168.61,136.08,35.6
2471,156.57,84.42,39.83
2472,159.96,129.29,41.93
2473,155.82,91.54,32.6
2474,155.46,87.65,41.4
2475,156.13,86.24,38.72
2476,157.23,79.5,39.82
2477,157,118.16,42.87
2478,150.61,72.09,42.24
2479,161.61,125.98,33.22
248,NA,111.55,40.24
2480,163.58,106.19,40.81
2483,161.37,116.32,43.36
2484,154.17,95.71,39
2485,161.84,134.87,44.58
2486,166.78,110.61,39.97
2488,159.33,110.29,42.08
2489,159.84,82.84,39.56
249,NA,NA,NA
2490,165.96,136.08,39.17
2493,157.37,116.46,40.23
2494,159.79,83.54,46.05
2495,153.93,110.87,37.65
2496,166.94,129.93,39.83
2499,158.58,121.66,39.67
25,NA,NA,NA
250,NA,NA,NA
2500,159.74,101.74,35.92
2501,160.22,115.43,46.7
2502,166.37,95.25,38.61
2503,161.6,134.44,41.21
2504,157.25,74.85,42.21
2505,154.55,76.3,36.95
2506,167.04,125.44,43.81
2508,161.95,114.7,41.27
2509,160.76,91.24,37.61
251,NA,112.76,40.14
2511,166.78,123.89,41.27
2512,163.32,106.38,39.77
2513,159.99,103.42,44.76
2514,165.86,101.37,35.73
2515,164.73,137.23,33.42
2516,162.99,97.53,42.07
2517,152.22,78.22,36
2519,158.3,124.45,40.69
252,159.9,101.92,40.01
2523,163.8,90.88,41.4
2524,158.96,113.77,32.49
2525,159.14,86.98,39.18
2526,161.99,104.81,45.18
2527,157.52,79.58,41.88
2528,154.99,115.5,45.41
2529,155.98,81.64,39.95
253,NA,133.53,33.4
2530,155.79,82.53,41.28
2531,154.56,87.28,40.71
2532,156.98,82.22,39.83
2533,158.82,85.15,43.18
2534,165.85,130.95,33.82
2536,158.97,85.45,40.74
2537,167.83,118.33,34.1
2538,161.98,122.31,36.12
254,NA,NA,NA
2540,155.94,79.4,36.73
2541,164.04,139.12,41.95
2542,160.89,121.21,39.87
2543,166.27,123.48,41.91
2544,163.96,121.57,36.4
2545,167.6,116.18,40.42
2546,166.61,118.1,34.36
2547,154.61,104.61,41.74
2548,161.63,131.14,40.05
2549,163.8,106.48,33.12
255,NA,126.25,38.02
2550,165.48,135.2,41.94
2551,161.72,95.78,49.64
2552,162.96,117.29,40.44
2553,162.8,100.17,42.77
2554,164.36,96.33,34.18
2555,160.8,84.28,37.79
2556,158.97,82.7,43.78
2557,159.53,93.69,35.71
2558,161.14,95.59,41.15
2559,158.15,94.16,38.59
256,NA,NA,NA
2560,164.79,98.16,36.62
2561,166.48,107.11,39.63
2562,167.19,95.88,34.73
2563,166.58,96.85,34.84
2564,165.16,94.41,44.98
2565,160.17,86.02,40.15
2566,162.55,96.89,33.48
2567,164.14,84.19,35.43
2568,164.79,90.74,37.41
2569,165.96,105.64,40.82
257,NA,118.04,36.57
2570,166.8,107.48,41.58
2571,163.36,101.11,37.14
2572,162.19,92.35,40.31
2573,163.97,92.85,37.12
2574,160.56,95.89,36.96
2575,158.94,99.83,44.58
2576,161.99,89.84,39.69
2577,158.17,118.8,42.37
2578,156.64,81.46,36.25
2579,161.71,87.38,40.08
258,NA,NA,NA
2580,167.19,136.07,34.78
2581,156.59,87.01,45.96
2582,156.22,89.19,38.97
2583,164.96,131.71,41.33
2584,157.82,127.88,41.24
2585,157.41,94.21,38.84
2586,157.5,111.01,40.16
2587,NA,NA,NA
2588,160.2,113.7,33.82
2589,164.28,132.52,43.46
259,NA,NA,NA
2590,162.74,138.1,39.85
2591,157.76,121.23,43.44
2592,156.38,96.82,44.96
2594,161.56,131.66,48.88
2595,156.18,98.49,44.39
2596,163.61,131.89,41.56
2597,157.95,116.92,43.47
2598,156.85,73.89,35.11
2599,157.76,106.96,49.45
26,NA,NA,NA
260,NA,NA,NA
2600,163.97,130.31,38.5
2601,155.35,100.77,44.95
2602,159.62,118.51,43.38
2603,155.79,85.43,41.03
2604,154.98,87.53,42.54
2605,157.76,90,45.71
2606,155.38,87.81,42.39
2607,155.84,67.3,42.52
2608,154.57,76.18,36.17
2609,156.76,85.93,45.14
261,NA,NA,NA
2610,155.64,83.57,42.14
2611,164.55,105.39,37.24
2612,160.82,95.03,39.62
2613,155.18,109.29,36.47
2614,161.37,97.69,42.68
2615,157.17,91.26,49.63
2616,164.99,103.53,42.1
2617,163.54,132.9,42.51
2618,159.17,114,43.64
2619,157.35,111.58,45.84
262,NA,NA,NA
2620,162.95,121.55,41.66
2621,160.48,130.37,44.91
2622,157.58,115.53,42.22
2623,162.95,117.65,44.18
2624,157.16,130.48,47.28
2625,162.19,136.94,38.77
2626,164.14,128.59,37.01
2627,162.54,131.99,38.19
2628,163.46,141.12,37.89
2629,164.17,135.65,38.16
263,NA,NA,NA
2630,164.17,134.44,38.64
2631,160.97,119.03,41.97
2633,166.86,144.63,37.21
2634,163.01,94.81,37.12
2635,165.58,101.67,32.97
2636,164.82,119.89,42.93
2637,161.86,108.59,39.74
2638,NA,NA,NA
2639,NA,NA,NA
264,NA,NA,NA
2640,164.46,90.1,43.89
2641,158.14,125.98,37.47
2642,158.14,118.48,40
2643,167.71,124.97,41.7
2644,155.54,106.22,40.87
2645,158.68,83.65,43.94
2646,159.13,115.71,32.67
2647,NA,NA,NA
2649,163.22,118.21,38.84
265,NA,NA,NA
2650,156.96,99.07,40.51
2651,166.29,139.69,41.26
2652,166.26,70.31,40.06
2653,157.82,107.97,36.8
2654,NA,NA,NA
2655,166.11,115.01,42.83
2656,165.96,80.98,35.31
2657,154.63,88.77,37.94
2659,161.58,97.87,40.19
266,NA,128.83,38.37
2660,162.56,92.14,44.77
2661,159.16,78.58,47.54
2662,156.9,80.55,41.33
2663,160.01,91.49,49.56
2664,158.82,93.39,47.35
2665,159.24,94.98,43.22
2666,163.12,92.19,39.83
2667,162.91,86.96,44.13
2668,159.77,84.23,46.45
2669,159.64,72.25,42.61
267,NA,130.64,41.52
2670,158.49,81.12,43.22
2671,164,105.36,46.04
2672,160.39,81.48,40.21
2673,157.5,82.74,44.73
2674,159.31,93.09,45.73
2675,159.31,101.14,41.9
2676,NA,NA,NA
2677,157.8,126.44,44.91
2678,154.08,91.63,42.22
2679,160.6,95.27,41.25
268,NA,102.02,43.26
2680,159.75,122.11,42.77
2681,NA,NA,NA
2682,NA,117.44,38.62
2683,NA,NA,NA
2684,164.31,89.78,43.71
2685,161.89,136.65,43.14
2686,156.28,119.32,42.8
2687,NA,88.87,NA
2688,154.31,123.95,42.51
2689,156.84,118.43,34.57
269,NA,NA,NA
2690,165.35,109.51,37.69
2691,163.36,109.32,32.37
2692,158.93,107.01,42.98
2693,NA,NA,NA
2694,162.49,87.52,40.58
2695,170.94,132.63,33.75
2696,153.5,108.32,34.92
2698,163.46,144.28,39.14
2699,162.01,111.64,37.88
27,NA,NA,NA
270,NA,NA,NA
2700,NA,NA,NA
2701,163.29,94.44,39.66
2702,162.59,92.59,37.94
2703,165,101.39,34.9
2704,NA,78.07,37.78
2705,162.52,133.4,40.34
2706,NA,NA,NA
2707,168.71,86.94,33.85
2708,155.41,114.45,40.89
2709,NA,NA,NA
271,NA,NA,NA
2712,159.89,113.41,37.01
2713,NA,NA,NA
2714,160.29,113.47,40.23
2715,156.15,79.42,37.08
2716,155.64,83.57,41.02
2717,159.79,114.66,40.31
2718,162.28,95.96,39.37
2719,164.1,107.26,38.48
272,NA,121.57,39.5
2720,162.35,94.8,38.93
2721,158.75,94.1,35.59
2722,163.28,100.15,36.08
2723,158.81,94.13,38.28
2724,168.31,119.56,45.27
2725,169.31,133.91,38.91
2726,164.74,85.88,36.4
2727,165.6,78.69,37.51
2728,NA,NA,NA
2729,166.69,95.19,37.17
273,156.5,116.07,37.63
2730,166.4,96.69,42.29
2731,160,110.82,42.68
2732,162.99,98.07,45.67
2733,NA,104.86,40.62
2734,NA,94.11,40.16
2735,165.12,101,41.2
2736,162.69,137.96,38.27
2737,162.58,94.45,43.66
2738,156.92,98.93,45.76
2739,162.89,131.33,38.37
274,154.18,82.03,48.43
2742,NA,NA,NA
2743,159.84,104.98,42.64
2744,NA,NA,NA
2745,154.29,92.02,43.08
2746,170.28,106.61,33.29
2747,168.92,142.25,39.78
275,NA,NA,NA
2750,163.55,130.07,44.06
2751,155.74,115.81,42.27
2752,160.39,60.5,38.28
2753,161.4,87.62,45.04
2755,166.09,125.35,38.37
2756,160.84,105.43,39.59
2757,160.14,118.96,41.69
2758,156.29,87.28,42.83
2759,NA,NA,NA
276,NA,NA,NA
2760,164.2,93.94,38.66
2761,165.27,94.15,41.52
2762,155.19,84.02,49.65
2763,NA,109.66,45.91
2764,154.18,94.06,45.81
2765,162.04,131.95,44.59
2766,NA,NA,NA
2767,NA,NA,NA
2768,159.75,107.62,42.96
2769,154.84,117.36,39.58
277,NA,NA,NA
2770,NA,NA,NA
2773,NA,NA,NA
2774,NA,87.56,44.77
2775,156.54,119.81,42.79
2776,160.76,128.77,42.79
2777,NA,NA,NA
2779,159.77,125.48,44.97
278,NA,103.97,44.01
2780,155.28,93.47,49.15
2781,159.68,104.32,46.14
2783,NA,NA,NA
2784,NA,NA,NA
2787,161.28,84.62,46.77
2788,NA,99.5,36.53
2789,162.6,107.04,40.15
279,NA,NA,NA
2790,164.56,138.42,40.9
2791,NA,NA,NA
2793,NA,NA,NA
2794,NA,NA,NA
2795,162.61,137.8,43.84
2796,NA,NA,NA
2797,NA,NA,NA
2798,163.45,111.34,40.59
2799,NA,NA,NA
28,NA,NA,NA
280,NA,95.2,43.31
2800,NA,NA,NA
2801,156.22,110.56,42.49
2802,154.23,93.81,39.46
2803,155.97,66.61,36.93
2804,160.42,119.36,43.61
2805,170.18,119.5,29.16
2806,155.5,127,47.91
2807,NA,NA,NA
2808,168.94,125.26,44.22
281,NA,NA,NA
2810,NA,NA,NA
2811,166.08,106.38,36.65
2812,162.78,128.39,47.56
2813,150.99,98.98,37.55
2814,NA,NA,NA
2815,NA,NA,NA
2816,NA,NA,NA
2817,162.13,94.54,38
2818,160.18,89.58,35.38
2819,NA,NA,NA
282,NA,93.03,44.16
2820,NA,NA,NA
2821,NA,NA,NA
2822,163.82,98.25,35.79
2823,165.28,129.14,35.4
2825,168.83,117.11,34.27
2826,NA,NA,NA
2827,NA,NA,NA
2829,162.1,141.24,39.55
283,NA,NA,NA
2830,166.75,113.63,34.98
2831,165.58,114.36,32.46
2832,166.68,109.51,35.35
2833,NA,NA,NA
2834,161.46,100.09,40.67
2835,166.97,92.2,34.15
2836,155.44,65.24,37.48
2837,161.28,99.69,36.67
2838,155.99,81.58,49.84
2839,163.94,105.97,46.28
284,NA,NA,NA
2841,NA,NA,NA
2842,155.6,60.52,40.28
2843,155.43,110.69,43.79
2844,NA,NA,NA
2846,NA,NA,NA
2847,160.23,113.92,40.55
2848,NA,NA,NA
2849,154.7,107.95,55.3
285,NA,NA,NA
2850,NA,NA,NA
2851,165.83,138.42,39.75
2852,NA,NA,NA
2853,167.24,96.95,33.48
2854,170.6,127.99,35.15
2856,NA,NA,NA
2857,157.81,89.35,42.2
2858,158.62,121.78,45.26
2859,NA,NA,NA
286,NA,NA,NA
2860,153.09,113.29,38.8
2861,NA,NA,NA
2863,158.9,80.22,33.28
2865,155.86,84.09,41.63
2866,156.71,97.78,52.16
2867,163.01,89.42,38.97
2868,NA,NA,40.89
287,NA,NA,NA
2870,160.67,107.22,33.4
2871,164.04,86.92,36.91
2872,154.74,70.1,39.6
2873,153.65,72.54,39.91
2874,165.49,106.88,45.22
2875,159.83,96.16,43.24
2876,154.84,63.91,33.95
2877,149.75,50.95,36.1
2878,161.92,118.35,45.09
2879,161.48,75.8,30.15
288,NA,NA,NA
2880,157.08,111.1,39.37
2881,157.28,74.73,41.58
2882,161.49,91.94,43.36
