genotype,end_of_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
5351,156.63,85.12,39.6
5353,157.17,80.36,39.7
5354,153.17,77.36,44.1
5355,153.9,80.09,44.66
5356,154.63,72.33,47.69
5358,NA,NA,NA
5359,156.36,85.72,38.41
536,NA,NA,NA
5361,152.36,80.6,42.41
5362,154.36,85.79,42.34
5363,153.63,80.83,44.08
5364,152.36,89.43,45.38
5365,152.36,82.76,44.93
5366,149.36,93.55,44.49
5367,150.82,70.73,37.37
5368,147.63,63.72,33.6
5369,158.63,69.66,38.07
537,NA,86.68,40.02
5370,156.9,66.59,34.5
5371,157.9,68.19,40.07
5372,157.17,82.12,47.45
5373,NA,NA,NA
5374,158.55,94.85,45.62
5375,156.11,80.16,40.44
5376,155.82,100.33,44
5378,160.62,85.44,38.23
5379,156.09,74.43,44.52
538,156.9,85.55,39.24
5380,157.17,89.92,43.47
5381,157.09,89.08,35.21
5382,155.36,97.69,40.33
5383,NA,NA,NA
5384,157,71.06,44.11
5385,158.14,79.25,36.13
5389,158.63,69.56,44.4
539,156.08,74.82,43.06
5390,NA,NA,NA
5391,155.82,63.62,35.24
5392,160.09,91.48,40.93
5393,156.82,70.5,38.26
5394,152.82,69.71,39.75
5395,NA,NA,NA
5396,158.63,70.42,36.93
5397,155.38,63.08,33.8
5398,156.09,74.72,39.63
5399,149.71,62.91,36.1
54,NA,NA,NA
540,NA,NA,NA
5400,151.53,57.22,36.8
5401,NA,NA,NA
5403,157.17,75.5,38.42
5404,166.27,65.3,35.32
5405,157.55,96.48,44.62
5407,162.27,68.9,33.19
5408,NA,NA,NA
5409,NA,NA,NA
541,NA,NA,NA
5410,NA,NA,NA
5411,NA,NA,NA
5412,158.55,67.9,37.94
5413,158.63,68.97,35.75
5414,158.63,69.53,44.19
5415,158.98,78.19,43.06
5416,157.24,84.6,34.48
5417,157.17,77.72,41.42
5418,157.09,93.55,40.78
5419,157.17,87.02,44.17
542,NA,NA,NA
5420,153.3,79.34,44.07
5421,157.17,73.08,39.04
5423,165.49,135.19,33.56
5424,165.75,123.03,35.95
5425,163,126.39,39.3
5426,164.94,124.63,46.13
5428,162.06,120.93,42.01
5429,163.38,120.52,45.71
543,NA,NA,NA
5430,160.94,124.07,44.16
5431,163.75,93.29,39.6
5432,160.62,133.53,41.27
5433,161.18,132,40.84
5434,NA,NA,NA
5435,160.06,120.14,38.39
5436,164.49,131.99,43.79
5437,153.87,67.38,35.17
544,NA,NA,NA
5440,158.54,75.98,41.03
5441,160.74,99.14,45.63
5442,161.41,98.44,45.13
5443,161.63,95.28,35.4
5444,160.51,92.36,40.93
5445,158.82,78.52,43.12
5446,161.19,84.79,39
5447,162.19,92.04,44.1
5448,159.51,93.13,43.9
5449,161.74,106.04,46.76
545,167.15,114.65,38.33
5450,160.51,94.85,44.66
5451,160.51,97.84,37.37
5452,160.74,102.96,42.21
5453,154.38,67.74,35.55
5454,153.61,64.27,35.1
5455,154.61,68.34,44.66
5456,NA,57.09,30.27
5457,160.41,106.67,45.95
5458,152.61,69.22,40.23
5459,156.06,76.3,39.57
546,NA,NA,NA
5460,153.28,71.6,46.93
5461,NA,NA,NA
5462,NA,NA,NA
5463,NA,NA,NA
5464,NA,NA,NA
5465,157.19,91.47,45.66
5466,158.96,91.19,46.67
5467,150.64,55.47,41.92
5468,156.41,74.35,46.72
5469,155.19,73.69,35.96
547,NA,NA,NA
5470,154.83,95.5,49.22
5471,161.97,87.96,35.29
5473,154.32,70.49,28.65
5475,165.52,123.01,42.52
5476,165.7,122.75,41.96
5477,163.34,121.86,39.59
5478,NA,NA,NA
5479,NA,NA,NA
548,NA,NA,NA
5481,150.64,64.16,37.19
5482,157.15,95.34,50.05
5483,150.83,66.46,45.98
5484,153.61,78.93,41.65
5485,150.51,107.29,54.86
5486,154.41,54.92,29.64
5487,152.06,102.82,48.55
5488,154.83,89.16,49.24
5489,156.51,93.28,48.55
549,NA,NA,NA
5490,158.06,77.35,45.65
5491,156.28,99.7,50.72
5492,157.28,97.98,48.14
5493,155.38,99.44,47.94
5494,153.74,54.81,41.95
5495,151.74,61.33,42.61
5496,151.6,64.49,43.24
5497,155.41,84.44,44.41
5498,158.41,65.1,41.59
5499,151.74,113.53,55.47
55,NA,NA,NA
550,NA,NA,NA
5500,156.96,110.94,44.72
5501,156.06,93.91,44.86
5502,154.72,85.39,41.25
5503,157.74,94.72,47.75
5504,157.41,92.98,48.07
5505,156.19,75.13,40.3
5506,155.28,80.27,45.42
5507,156.96,65.06,38.46
5508,156.64,86.95,45.94
5509,155.96,92.85,47.55
551,NA,NA,NA
5510,156.74,105.96,46.42
5511,156.74,87.19,50.11
5512,156.74,90.34,41.91
5513,156.74,81.29,42.69
5514,150.51,107.89,54.13
5515,151.41,116.65,54.56
5516,150.51,106.07,51.65
5517,156.96,97.92,47.56
5518,156.64,110.75,46.26
5519,158.19,97.36,47.45
552,NA,NA,NA
5520,155.52,62.45,33.04
5521,155.32,55.14,30.08
5522,153.28,97.42,45.04
5523,156.87,61.99,34.99
5524,152.96,108.98,52.47
5525,150.96,111.56,48.81
5526,152.96,113.16,51.44
5527,156.64,136.47,51.1
5528,155.49,61.87,34.86
5529,159.87,90.33,39.05
553,161.57,107.39,41.12
5530,159.46,72.61,34.21
5531,163.09,79.66,39.95
5532,156.41,81.2,49.15
5533,163.77,64.87,35.82
5535,159.09,95.74,42.11
5536,163,92.99,37.79
5537,159,97.27,45.36
5538,158,90.74,39.97
5539,160,82.32,35.22
554,NA,NA,NA
5540,162.77,88.85,37.06
5541,157.54,106.45,45.46
5542,162.09,98.88,45.16
5543,157.19,100.77,50.66
5544,158,101.08,50.27
5545,160.09,84.53,40.81
5546,163.09,99.86,41.62
5547,151.51,72.04,43.75
5548,155.32,80.02,42.55
5549,156.64,75.02,45.19
555,NA,NA,NA
5550,156.64,64.37,37.71
5551,155.19,83.72,47.85
5552,NA,NA,NA
5553,156.41,76.26,43.75
5554,155.96,98.17,45.81
5555,152.19,63.1,37.1
5556,152.87,71.23,39.13
5557,154.87,82.51,51.54
5558,145.19,62.04,44.26
5559,153.49,60.82,41.03
556,NA,NA,NA
5560,151.06,72.38,38.87
5561,152.61,60.81,44.35
5562,160.51,79.19,46.82
5563,154.64,63.72,42.07
5564,154.32,66.34,39.47
5565,154.32,70.13,35.98
5566,152.28,69.95,40.37
5567,160.74,71.86,44.28
5568,162.54,70.27,43.31
5569,162.32,75.87,44.85
557,NA,NA,NA
5570,155.09,64.17,36.71
5571,158.96,76.08,45.95
5572,158.74,79.53,46.24
5573,160.74,74.95,46.05
5574,150.61,53.53,43.67
5575,159.51,76.79,42.25
5576,151.61,59.33,38.12
5577,154.06,74.24,46.31
5578,154.83,80.84,44.36
5579,154.38,74.14,43.88
558,NA,NA,NA
5580,155.61,86.86,44.99
5581,154.06,72.25,45.81
5582,154.51,76.18,40.31
5583,157.96,70.61,43.52
5584,156.41,72.73,46.3
5585,156.41,73.12,50.51
5586,156.64,77.33,42.58
5587,154.19,73.09,39.4
5588,158.41,85.46,47.46
5589,156.87,66.17,42.28
559,NA,NA,NA
5590,153.61,73.71,46.01
5591,151.38,59.1,41.55
5592,153.61,72.76,45.23
5593,156.96,84.96,47.37
5594,151.06,67.67,40.3
5595,153.64,72.71,41.2
5596,155.4,69.39,43.68
5597,155.41,71.33,44.42
5598,156.64,73.37,37.62
5599,157.74,90.55,49.07
56,NA,NA,NA
560,NA,NA,NA
5600,155.19,91.91,48.33
5601,151.28,83.61,46.08
5602,151.28,81.96,47.99
5603,155.96,76.14,49.9
5604,147.75,72.79,40.39
5605,156.41,70.67,44.15
5606,156.64,83.18,48.7
5607,162.18,99.72,38.58
5608,157.54,77.36,40.11
5609,156.64,81.83,35.34
561,NA,NA,NA
5610,153.73,67.43,33.97
5611,153.73,77.41,44.46
5612,156.77,72.49,45.38
5613,155.64,90.79,48.32
5614,152.51,80.52,42.36
5615,155.87,84.74,48.22
5616,155.41,80.68,50.02
5617,154.51,83.85,51.61
5618,152.83,74.52,45.3
5619,156.41,79.31,42.07
562,NA,NA,NA
5620,157.96,72.16,44.47
5621,155.41,85.62,41.52
5622,154.06,90,46.28
5623,155.19,81.63,46.62
5624,152.51,69.19,40.61
5625,157.87,80.21,49.89
5626,158.32,85.69,49.63
5627,154.87,60.68,41.35
5628,155.87,71.44,40.83
5629,155.87,63.24,45.59
563,163.24,112.55,40.87
5630,155.09,69,35.25
5631,159.09,85.3,46.88
5632,156.96,71.04,47.88
5633,156.83,92.9,47.65
5634,164.09,107.99,36.08
5636,155.59,80.73,43.38
5637,154.51,63.89,45.66
5638,151.74,68.28,41.12
564,167.66,132.12,40.05
5640,154.32,62.92,45.22
5641,NA,NA,NA
5642,154.9,69.55,42.18
5643,156.13,77.18,47.92
5644,158.74,76.21,45.75
5645,156.67,74.17,41.03
5646,152.21,61.33,41.61
5647,151.74,66.84,38.6
5648,156.96,73.03,43.68
5649,158.51,62.23,41.1
565,167.42,135.1,37.83
5650,154.41,82.2,43.45
5651,145.87,52.23,45.68
5652,156.59,70.53,49.24
5653,157.05,65.4,47.74
5654,153.78,64.45,40.92
5655,153.64,66.96,44.25
5656,153.17,58.93,40.24
5657,157.64,80.88,43.76
5658,151.67,55.34,44.25
5659,149.06,62.7,41.68
566,164.9,115.86,44.26
5660,155.09,72.27,47.06
5661,155.09,68.7,42.16
5662,155.28,60.52,34.98
5663,146.74,52.87,45.44
5664,153.28,60.39,48.85
5665,152.28,78.84,45.43
5666,154.06,65.87,43.26
5667,160.41,88.62,45.16
5668,NA,NA,NA
5669,158.19,93.54,40.58
567,NA,NA,NA
5671,147.41,111.45,37.85
5672,154.09,112.22,45.95
5673,159.51,92.24,39.81
5674,156.13,84.79,36.43
5675,157.41,63.01,39.29
5676,161.64,88.34,40.83
5677,155.87,72.76,37.72
5678,149.9,78.42,42.74
5679,158.75,100.48,47.54
568,165.28,131.38,35.21
5680,157.19,82.22,39.76
5681,156.41,78.7,40.94
5682,162.09,88.21,43.81
5683,161.41,91.12,48.26
5684,157.09,62.88,42.06
5685,157.59,63.48,43.58
5686,159.87,67.09,44.01
5687,157.09,80.6,39.91
5688,158.19,83.29,40.36
5689,164.59,108.74,40.45
569,156.9,130.55,44.19
5690,160.64,104.85,40.96
5691,163.09,103.33,38.72
5692,156.96,100.61,51.55
5693,157.67,78.42,44.24
5694,158.41,86.62,40.95
5695,157.19,109.9,47.93
5696,157.93,78.87,44.67
5697,156.75,76.11,41.33
5698,156.83,62.68,35.22
5699,156.06,67.38,37.16
57,NA,NA,NA
570,NA,NA,NA
5700,155.51,65.48,NA
5701,166.59,93.85,35.53
5702,158.51,89.96,42.91
5703,160.54,84.53,39.45
5704,155.64,67.08,37.77
5705,157.19,73.81,42.57
5706,160.09,79.04,35.36
5707,156.41,76.12,35.89
5709,NA,NA,NA
571,154.28,112.03,37.26
5710,157.96,69.69,36.25
5711,166.67,99.18,33.46
5712,163.43,93.98,37.11
5713,160.87,82.33,42.88
5714,158.13,87.04,41.12
5715,156.28,84.08,37.38
5716,157.32,95.93,34.18
5717,156.64,111.35,50.94
5718,152.89,87.99,33.93
5719,153.09,111,42.27
572,NA,NA,NA
5720,163.32,60.12,40.85
5722,160.77,70.77,49.72
5723,155.77,66.67,35.37
5725,152.98,62.45,28.03
5726,143.67,66.47,35.19
5727,NA,NA,NA
5728,150.51,94.27,36.96
5729,161.41,85.14,36.97
573,NA,NA,NA
5730,155.15,78.26,29.4
5731,165.87,104.27,33.36
5732,160.64,93.78,42.64
5733,158.87,91.64,37.01
5734,163.41,102.31,45.55
5735,158.87,86.98,36.97
5736,161.54,92.98,40.6
5737,161.77,78.74,33.86
5738,163.32,81.38,38.67
5739,NA,88.05,37.98
574,NA,NA,NA
5741,163.77,87.62,31.19
5746,159.09,79.45,36.54
5749,158.54,76.68,36.59
575,NA,125.71,NA
5751,157.41,90.99,43.95
5752,159,96.37,44.47
5753,159.09,88.38,42.46
5754,161.84,61.86,40.9
5755,160.64,64.66,41.66
5756,153.19,111.53,57.14
5757,159.74,66.2,37.8
5758,157.96,84.5,37.21
5759,162.41,62.86,38.11
576,NA,NA,NA
5760,160.58,75.46,42.73
5762,160.74,62.26,41.91
5763,160.28,75.38,41.33
5766,154.96,110.02,45.73
5767,156.75,65.87,36.6
5768,159,69.53,42.59
5769,158.49,75.45,40.19
577,162.73,130.79,42.99
5770,158.64,81.16,40.23
5771,159.87,93.08,45.28
5776,156.41,60.16,45.66
5777,159.32,78.34,39.05
5778,156.87,61.38,36.12
5779,159.19,66.89,42.24
578,NA,NA,NA
5780,154.41,64.3,39.68
5781,159.09,74.28,43.39
5782,155.61,65.67,39.1
5783,158.19,86.89,42.43
5786,NA,NA,NA
5787,NA,NA,NA
5788,NA,NA,NA
5789,NA,NA,NA
579,NA,NA,NA
5790,NA,NA,NA
5791,NA,NA,NA
5794,NA,NA,NA
5795,NA,NA,NA
5796,148.52,50.11,37.97
5797,156.25,60.8,45.98
5798,152.25,52.03,41.51
5799,NA,NA,NA
58,162.22,126.16,37.45
580,NA,NA,NA
5800,153.11,60.18,46.8
5801,151.38,63.11,36.78
5802,151.11,58.42,42.44
5803,155.11,63.96,44.55
5804,154.85,65.65,42.8
5805,159.71,79.72,37.27
5806,155.25,89.11,43.71
5807,159.85,76.64,37.57
5808,156.11,88.72,44.99
5809,157.11,82.57,40.69
581,NA,NA,NA
5810,155.38,83.26,44.7
5811,NA,NA,NA
5812,157.11,97.8,47.53
5813,159.85,104.72,43.61
5814,159.85,101.57,46.03
5815,157.98,77.19,39.13
5816,160.85,73.95,35.52
5817,159.11,82.65,37.58
5818,155.11,60.34,32.91
5819,151.38,67.88,39.93
582,NA,NA,NA
5820,150.25,65.72,44.36
5821,154.85,68.64,46.56
5822,150.65,60.49,43.09
5823,154.11,53.88,39.55
5824,152.38,61.88,43.79
5825,153.98,63.49,42.92
5826,153.11,69.88,38.19
5827,157.11,75.26,41.89
5828,150.65,71.95,39.48
5829,155.38,66.26,43.33
583,167.19,122.21,39.48
5830,152.52,72.11,43.56
5831,154.25,53.03,38.1
5832,151.38,73.65,39.82
5833,152.52,54.8,35.95
5834,152.25,68.96,46.85
5835,151.38,55.34,36.24
5836,151.38,61.34,45.13
5837,157.98,79.87,42.92
5838,150.65,87.65,43.06
5839,158.11,91.72,38.59
584,NA,NA,NA
5840,NA,NA,NA
5841,153.98,69.49,43.97
5842,NA,NA,NA
5843,154.25,59.88,47.49
5844,154.25,66.65,NA
5845,156.98,72.11,46.32
5846,154.11,61.26,43.29
5847,153.98,63.11,45.02
5848,152.11,60.03,44.63
5849,152.25,59.96,38.82
585,165.72,119.86,38.06
5850,155.98,60.26,42.83
5851,151.38,61.72,39.03
5852,154.25,48.34,36.27
5853,153.11,57.65,36.22
5854,150.85,54.65,40.39
5855,153.38,62.8,41.34
5856,156.85,60.95,46.51
5857,156.85,57.18,47.49
5858,151.38,62.8,44.64
5859,148.65,48.26,37.99
586,157.8,111.43,46.25
5860,156.98,66.18,48.64
5861,155.25,62.03,46.74
5862,151.38,67.95,40.69
5863,155.38,63.65,36.26
5864,150.52,56.88,37.09
5865,155.38,64.65,49.98
5866,154.11,75.34,38.97
5867,147.38,47.11,43.05
5868,149.38,63.88,41.05
5869,149.52,45.72,35.61
587,NA,NA,NA
5870,150.52,59.49,33.04
5871,149.52,55.96,39.83
5872,152.52,57.57,34.52
5873,155.11,59.42,35.64
5874,NA,NA,NA
5875,155.11,67.57,37.29
5876,154.38,62.26,38.62
5877,153.38,63.34,38.26
5878,154.38,59.26,38.89
5879,149.65,52.72,37.81
588,169.9,132.62,43.12
5880,150.52,60.64,40.94
5881,150.78,64.26,38.3
5882,153.38,66.96,40.76
5883,154.11,60.95,38.32
5884,149.38,49.11,41
5885,156.52,67.96,40.98
5886,156.38,69.88,44.15
5887,NA,NA,NA
5888,151.52,52.11,31.53
5889,154.52,59.41,34.87
589,NA,NA,NA
5890,152.52,60.34,32.65
5891,156.52,74.73,38.38
5892,160.85,68.34,41.4
5893,156.25,73.26,44.77
5894,154.25,75.72,37.67
5895,156.85,88.49,39.83
5896,154.52,79.88,41.69
5897,153.38,82.72,39.37
5898,154.25,78.34,42.93
5899,152.52,70.03,35.88
59,NA,NA,NA
590,NA,NA,NA
5900,149.25,73.49,36.83
5901,155.11,76.11,38.13
5902,156.85,73.11,42.71
5903,152.52,93.11,35.25
5904,151.38,64.88,37.21
5905,157.11,52.03,33.66
5906,156.11,67.72,45.81
5907,147.52,50.03,39.77
5908,155.38,70.11,45.96
5909,155.11,56.34,36.49
591,NA,NA,NA
5910,NA,NA,NA
5911,146.38,62.5,41.16
5912,154.25,68.49,42.2
5913,152.38,78.49,47.3
5914,153.65,61.88,42.05
5915,152.65,69.8,45.21
5916,151.38,56.57,34.03
5917,NA,NA,NA
5918,154.25,68.11,40.36
5919,155.25,61.65,39.01
592,160.13,122.94,46.12
5920,153.38,65.57,41.8
5921,152.52,59.57,38.46
5922,153.25,91.8,39.3
5923,156.11,96.73,41.62
5924,NA,NA,NA
5926,158.71,99.34,42.35
5927,NA,NA,NA
5928,159.78,116.65,36.24
5929,NA,NA,NA
593,NA,NA,NA
5931,NA,NA,NA
5932,160.38,134.8,42.09
5933,161.85,108.41,42.83
5934,160.98,108.26,43.52
5935,163.11,128.34,46.15
5936,162.71,104.26,42.53
5937,158.98,100.11,43.44
5938,161.98,108.18,39.75
5939,161.51,114.76,39.93
594,NA,NA,NA
5940,161,124.98,42.92
5941,162.51,111.74,40.44
5942,161.77,126.33,42
5943,161.51,131.51,41.92
5944,161.51,125.8,38.29
5945,NA,NA,NA
5946,161,97.92,34.59
5947,NA,NA,NA
5948,161.51,116,43.13
5949,NA,NA,NA
595,NA,NA,NA
5950,153.96,45.84,37.5
5951,155.49,76.76,44.85
5952,NA,NA,NA
5953,NA,NA,NA
5954,NA,65.35,31.97
5955,149.22,57.37,39.14
5956,NA,NA,NA
5957,NA,NA,NA
5958,151.98,64.92,37.38
5959,NA,NA,NA
596,161.5,94.22,39.9
5960,NA,NA,NA
5961,NA,NA,NA
5962,NA,NA,NA
5963,NA,NA,NA
5964,NA,NA,NA
5965,NA,NA,NA
5966,NA,NA,NA
5967,NA,NA,NA
5968,NA,NA,NA
5969,NA,NA,NA
597,NA,NA,NA
5970,NA,NA,NA
5971,NA,NA,NA
5972,NA,NA,NA
5973,NA,NA,NA
5974,NA,NA,NA
5975,NA,NA,NA
5976,NA,NA,NA
5977,NA,NA,NA
5978,NA,NA,NA
5979,NA,NA,NA
598,NA,NA,NA
5980,NA,NA,NA
5981,NA,NA,NA
5982,151.98,66.1,37.11
5983,150.22,61.18,37.13
5984,150.22,45.5,26.92
5986,158.75,83.69,41.51
5987,162.26,84.22,48.03
5988,159.75,85.55,41.28
5989,NA,NA,NA
599,170.04,120.99,39.37
5990,NA,NA,NA
5991,NA,NA,NA
5992,NA,NA,NA
5993,NA,NA,NA
5994,NA,NA,NA
5995,156.22,45.01,27.16
5996,NA,NA,NA
5997,155.75,66.02,42.91
5998,156.49,68.44,36.88
5999,NA,NA,NA
6,NA,NA,NA
60,NA,NA,NA
600,NA,NA,NA
6000,NA,NA,NA
6001,161,85.42,39.51
6002,155.75,71.69,38.09
6003,NA,NA,NA
6004,155.75,68.38,35.2
6005,153.98,NA,38.8
6006,151.47,63.62,42.78
6007,153.73,57.13,37.32
6008,153.49,NA,44.17
6009,NA,NA,NA
601,170.28,135.01,41.32
6010,151.47,59.33,29.96
6011,151.22,49.19,25.66
6012,159.49,NA,38.17
6013,161,91.49,41.49
6015,NA,NA,NA
6016,NA,NA,NA
6017,NA,NA,NA
602,NA,NA,NA
6020,NA,NA,NA
6023,NA,NA,NA
6024,NA,NA,NA
6026,NA,NA,NA
603,NA,NA,NA
6030,NA,NA,NA
6031,NA,NA,NA
6032,NA,NA,NA
6034,NA,NA,NA
6035,NA,NA,NA
6036,NA,NA,NA
6038,NA,NA,NA
6039,NA,NA,NA
604,NA,NA,NA
6040,NA,NA,NA
6041,NA,NA,NA
6043,NA,NA,NA
6044,NA,NA,NA
6045,NA,NA,NA
6048,NA,NA,NA
6049,NA,NA,NA
605,NA,NA,NA
6050,NA,NA,NA
6051,NA,NA,NA
6052,NA,NA,NA
6053,NA,NA,NA
6054,NA,NA,NA
6055,NA,NA,NA
6056,NA,NA,NA
6057,NA,NA,NA
6058,NA,NA,NA
606,NA,NA,NA
6060,NA,NA,NA
6061,NA,NA,NA
6062,NA,NA,NA
6063,NA,NA,NA
6064,NA,NA,NA
6065,NA,NA,NA
6066,NA,NA,NA
6067,NA,NA,NA
6068,NA,NA,NA
6069,NA,NA,NA
607,159.19,110.62,46.4
6070,NA,NA,NA
6071,NA,NA,NA
6072,NA,NA,NA
6073,NA,NA,NA
6074,NA,NA,NA
6075,NA,NA,NA
6077,NA,NA,NA
6078,NA,NA,NA
6079,NA,NA,NA
608,163.75,130.43,45.14
6080,NA,NA,NA
6081,NA,NA,NA
6082,NA,NA,NA
6083,NA,NA,NA
6084,NA,NA,NA
6085,NA,NA,NA
6087,NA,NA,NA
609,156.8,113.69,39
6090,NA,NA,NA
6091,NA,NA,NA
6092,NA,NA,NA
6093,NA,NA,NA
6094,NA,NA,NA
6095,NA,NA,NA
6097,NA,NA,NA
6098,NA,NA,NA
6099,NA,NA,NA
610,156.8,110.55,34.93
6100,NA,NA,NA
6101,163.63,134.73,34.84
6102,NA,NA,NA
6103,NA,NA,NA
6104,NA,NA,NA
6105,NA,NA,NA
6108,NA,NA,NA
611,NA,NA,NA
6110,NA,NA,NA
6111,NA,NA,NA
6112,NA,NA,NA
6113,NA,NA,NA
6114,NA,NA,NA
6116,NA,NA,NA
6118,NA,NA,NA
6119,NA,NA,NA
612,NA,121.87,36.43
6123,NA,NA,NA
6124,NA,NA,NA
6126,NA,NA,NA
6127,NA,NA,NA
6128,164.63,142.54,37.32
6129,NA,NA,NA
613,165.49,127.13,41.29
6130,NA,NA,NA
6132,NA,NA,NA
6133,NA,NA,NA
6135,NA,NA,NA
6138,NA,NA,NA
6139,NA,NA,NA
614,167.13,120.85,38.37
6140,NA,NA,NA
6141,NA,NA,NA
6142,NA,NA,NA
6145,NA,NA,NA
6147,NA,NA,NA
6148,NA,NA,NA
6149,NA,NA,NA
615,NA,NA,NA
6150,NA,NA,NA
6151,NA,NA,NA
6152,NA,NA,NA
6153,NA,NA,NA
6154,NA,NA,NA
6157,NA,NA,NA
616,164.1,118.21,36
6160,NA,NA,NA
6164,NA,NA,NA
617,159.9,138.22,41.93
618,166.37,136.56,41.89
619,161.98,127.53,45.44
62,NA,NA,NA
620,NA,NA,NA
621,158.75,127.62,42.33
622,159.13,115.09,44.21
623,NA,NA,NA
625,NA,NA,NA
626,NA,NA,NA
627,168.51,127.28,43.5
628,NA,NA,NA
629,155.77,88.25,40.92
63,162.08,97.63,34.26
630,NA,NA,NA
6304,NA,58.73,36.99
631,NA,NA,NA
632,NA,NA,NA
633,156.98,122.7,41.29
634,NA,NA,NA
635,NA,NA,NA
636,159.37,122.44,39.56
637,156.91,109.12,38.5
638,155.72,113.66,42.76
639,154.9,113.22,39.61
64,NA,NA,NA
640,NA,NA,NA
642,NA,NA,NA
643,NA,NA,NA
644,NA,NA,NA
645,NA,NA,NA
646,163.21,113.37,40.12
647,NA,NA,NA
6473,NA,NA,NA
648,NA,NA,NA
649,NA,NA,NA
65,NA,NA,NA
650,161.45,118.09,48.97
651,167.75,128.44,43.32
652,161.19,128.49,41.46
653,NA,NA,NA
654,169.67,109.57,40.54
655,NA,NA,NA
656,NA,NA,NA
657,NA,NA,NA
658,NA,NA,NA
659,156.81,125.76,37.93
66,NA,NA,NA
660,168.52,NA,31
661,NA,NA,NA
6619,NA,NA,NA
662,158.9,115.01,38.16
6620,NA,NA,NA
6627,NA,NA,NA
663,NA,NA,NA
6634,NA,NA,NA
664,NA,NA,NA
665,NA,NA,NA
666,NA,NA,NA
667,NA,NA,NA
668,NA,NA,NA
669,162.79,127.66,36.33
67,NA,120.7,39.25
670,NA,NA,NA
6706,NA,NA,NA
671,165.6,127.78,34.09
6712,NA,NA,NA
672,NA,NA,NA
673,NA,NA,NA
674,NA,NA,NA
675,166.17,99.92,41.35
676,166.17,107.35,43.23
677,NA,NA,NA
678,165.75,132.04,41.18
679,NA,NA,NA
68,NA,NA,NA
680,NA,NA,NA
681,NA,NA,NA
6814,NA,NA,NA
6817,NA,125.27,NA
682,NA,NA,NA
683,163.75,134.54,39.59
684,163.75,134.43,38.37
685,NA,NA,NA
6850,NA,NA,NA
6856,NA,NA,NA
686,159.51,118.71,41.91
687,NA,NA,NA
688,165.45,132.26,39.28
69,NA,NA,NA
690,166.81,117.1,43.69
691,165.81,120.81,41.33
692,NA,NA,NA
693,NA,NA,NA
694,NA,NA,NA
695,NA,NA,NA
696,164.51,123.13,38.13
697,NA,NA,NA
698,NA,NA,NA
699,NA,NA,NA
7,NA,NA,NA
70,NA,NA,NA
700,164.71,130.85,41.06
701,166.14,122.35,36.13
702,NA,NA,NA
703,NA,NA,NA
704,NA,NA,NA
705,NA,NA,NA
706,NA,NA,NA
707,NA,NA,NA
708,NA,NA,NA
709,NA,NA,NA
71,NA,NA,NA
710,NA,NA,NA
711,NA,NA,NA
712,165.45,118.16,36.63
713,NA,NA,NA
714,NA,NA,NA
715,NA,NA,NA
716,NA,NA,NA
717,163.97,124.73,41.63
718,NA,NA,NA
719,NA,NA,NA
72,NA,NA,NA
720,NA,NA,NA
721,165.83,114,42.09
722,170.42,108.07,37.01
723,NA,NA,NA
724,NA,NA,NA
725,NA,NA,NA
726,NA,NA,NA
727,167.02,123.81,40.87
728,NA,NA,NA
729,NA,NA,NA
73,NA,NA,NA
730,NA,NA,NA
731,NA,NA,NA
732,NA,NA,NA
733,160.13,124.17,38.66
734,NA,NA,NA
735,NA,NA,NA
736,NA,127.46,41.79
737,NA,NA,NA
738,NA,NA,NA
739,NA,NA,NA
74,156.75,122.84,42.74
740,NA,NA,NA
741,163.26,123.33,42.05
742,NA,NA,NA
743,NA,NA,NA
744,166.42,119.66,36.45
745,NA,NA,NA
746,NA,NA,NA
747,NA,NA,NA
748,161.22,124.94,40.7
749,NA,NA,NA
75,NA,120.09,41.26
750,NA,NA,NA
751,NA,NA,NA
752,NA,NA,NA
753,NA,NA,NA
754,NA,NA,NA
755,167.51,133.92,44.19
756,NA,NA,NA
757,NA,NA,NA
758,NA,NA,NA
759,NA,NA,NA
76,154.64,113.92,41.71
760,163.38,113.34,49.91
761,165.36,121.52,47.68
762,162.74,114.07,42.34
763,NA,NA,NA
764,169.6,111.91,36.18
765,153.7,108.05,41.32
766,NA,NA,NA
767,NA,NA,NA
768,165.28,126.22,43.5
769,160.23,64.63,46.27
77,NA,NA,NA
770,NA,NA,NA
771,155.9,110.51,42.57
772,NA,NA,NA
773,NA,NA,NA
774,157.3,114.16,40.73
775,NA,NA,NA
776,NA,NA,NA
777,NA,NA,NA
778,165.02,115.72,43.05
779,NA,NA,NA
78,169.47,131.22,44.36
780,NA,NA,NA
781,166.25,130.4,36.56
782,168.28,133.7,42
783,163.75,126.01,41.57
784,166.42,123.28,43.54
785,NA,NA,NA
786,NA,NA,NA
787,NA,NA,NA
788,NA,NA,NA
789,NA,NA,NA
79,NA,NA,NA
790,169.51,115.88,42.26
791,170.03,115.24,34.48
792,NA,NA,NA
793,158.26,84.91,40.36
794,NA,NA,NA
795,NA,NA,NA
796,NA,NA,NA
797,165.18,126.57,39.45
798,NA,NA,NA
799,162.2,121.86,42.96
8,NA,NA,NA
80,NA,NA,NA
800,NA,NA,NA
801,NA,NA,NA
803,165.3,127.79,41.36
804,NA,NA,NA
805,164.95,134.96,43.76
