genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
41267,NA,NA,NA
41268,168.76,102.54,44.72
41269,168.76,93.85,41.36
41270,164.92,101.64,33.93
41271,167.02,105.2,42.9
41272,163.42,105.99,39.99
41273,168.73,91.71,47.42
41274,167.35,92.5,42.74
41279,167.02,99.69,43.24
41280,169.5,95.49,44.76
41281,168.06,88.44,48.75
41282,169.09,105.15,45.57
41283,168.06,102.85,47.09
41284,168.06,95.93,44.05
41285,168.06,91.34,41.6
41286,167.58,89.72,44.36
41287,176.04,90.42,38.93
41288,171.87,91.25,50.23
41289,168.73,88.97,43.53
41290,168.89,85,44.54
41291,173.92,90.12,44.99
41292,167.48,88.37,42.65
41293,163.77,86.53,40.44
41294,169.42,89.18,44.73
41295,162,71.46,44.6
41296,167.96,83.78,42.33
41297,171.72,79.26,39.8
41298,173.92,88.32,40.29
41299,169.77,75.91,41.29
41300,173.13,87.52,40.03
41301,171.49,89.12,43.06
41302,167.81,86.69,43.44
41303,166.25,101.22,46.43
41304,177.34,79.96,36.75
41305,172.65,88.16,41.43
41306,169,90.2,44.57
41307,158.29,91.69,43.81
41308,160.05,78.11,45.65
41309,156.32,77.13,34.83
41310,164.63,88.67,36.99
41311,177.85,78.4,35.63
41312,169.9,85.77,35.76
41313,166.87,81.54,42.21
41314,180.85,74.92,34.53
41315,168.95,84.27,48.61
41316,165.93,86.5,38.33
41317,164.98,92.04,42.21
41319,173.15,82.95,43.22
41320,NA,NA,NA
41324,170.54,73.69,34.53
41325,173.72,80.15,38.73
41326,168.49,78.48,33.37
41327,169.75,83.45,42.72
41330,170.94,81.55,45.04
41331,176.48,67.73,40.89
41332,175.52,74.84,40.81
41333,169.31,82.94,46.87
41334,170.88,90.47,48.63
41335,167.19,80.18,42.58
41336,167.19,90.06,42.87
41337,170.88,85.13,43.99
41339,171.18,90.08,45.08
41340,167.89,95.82,35.9
41341,167.19,84.55,44.69
41342,171.18,83.15,45.09
41343,169.53,86.85,48.21
41344,172.55,93.56,43.46
41345,175.34,93.4,51.76
41346,166.32,95.25,44.6
41347,172.81,85.85,41.92
41348,175.56,88.06,47.18
41349,171.83,83,47.35
41350,170.19,91.13,47.57
41351,169.62,74.29,39.72
41352,175.35,80.8,46.49
41353,169.23,85,41.06
41354,175.11,84.07,46.87
41355,176.08,80.34,44.18
41356,165.77,66.15,46.34
41357,164.6,68.56,35.55
41358,161.48,71.44,37.54
41359,160.89,70.98,38.72
41360,160.89,75.32,39.2
41361,166.86,79.56,33.11
41362,166.09,79.65,34.84
41363,161.55,71.28,NA
41364,169.15,82.53,37.06
41365,170.54,98.33,45.71
41366,157.43,63.02,53.75
41367,161.2,84.6,40.81
41368,155.2,71.32,32.57
41369,179.11,73.58,36.91
41370,177.47,83.72,41.82
41371,172.81,87.17,41.1
41372,171.59,88.61,43.72
41373,172.82,74.68,42.65
41374,175.11,81.15,48.67
41375,171.64,82.91,45.53
41376,171.43,91.52,43.95
41377,159.96,84.75,38.51
41378,169.53,87.39,42.46
41379,169.39,81.99,33.52
41380,160.89,75.72,45.47
41381,171.18,85.83,38.41
41382,175.05,78.96,39.63
41383,175.11,76.45,40.86
41384,175.11,73.42,41.39
41385,159.1,82.73,48.97
41386,171.06,95.45,43.59
41387,163.1,83.2,43.32
41388,174.24,78.72,41.4
41389,165.12,103.07,38.26
41390,168.1,97.44,38.72
41391,157.9,75.52,41.45
41392,168.27,101.96,43.19
41393,173.91,86.4,37.95
41394,NA,96.32,45.28
41395,171.34,99.13,37.92
41396,171.18,97.23,41.95
41397,167.71,86.67,43
41398,174.46,83.07,42.58
41399,174.46,85.07,41.75
41400,174.46,74.24,45.66
41401,175.11,72.58,42.78
41402,172.05,83.55,47.79
41403,175.11,74.15,44.36
41404,173.1,75.56,44.06
41405,172.05,85.32,43.56
41406,173.29,73.97,42.04
41407,170.49,88.93,45.56
41408,170.44,86.48,41.19
41409,174.09,87.49,45.2
41410,172.31,83.48,40.26
41411,155.84,65.12,28.72
41412,NA,NA,NA
41414,NA,NA,NA
41415,173.32,89.67,50.32
41416,175.54,72.32,49
41417,NA,NA,NA
41418,172.7,79.5,45.59
41419,171.31,84.4,48.08
41420,NA,NA,NA
41421,171.86,82.11,40.1
41422,170.79,88.99,44.13
41423,169.77,90.54,43.73
41426,167.68,85.28,40.53
41428,167.96,80.74,41.97
41429,169.51,81.49,39.73
41430,172.93,90.12,45.46
41431,172.55,87.02,36.33
41432,166.61,86.54,42.2
41433,175.02,84.58,39.97
41434,175.02,100.49,38.66
41435,174.25,98.84,41.79
41436,174.33,85.08,41.81
41437,172.14,89.67,44.72
41438,160.98,86.08,38.81
41439,174.83,86.98,44.35
41440,170.47,81.79,46.7
41441,173.07,87.2,47.33
41442,170.72,93.93,45.48
41443,167.97,79.29,37.84
41444,174.24,84.52,42.84
41445,174.78,84.31,40.06
41446,175.76,70.46,41.19
41447,170.7,80.18,43.16
41448,172.25,82.09,45.81
41449,170.93,92.47,42.82
41450,172.37,89.71,42.23
41451,173.53,87,46.38
41452,174.14,74.23,37.21
41453,NA,NA,NA
41454,169.3,88.5,46.84
41455,172.39,84.01,42.08
41456,168.62,77.64,46.06
41457,170.47,86.37,45.3
41458,170.93,87.11,46.62
41459,175.85,71.06,33.93
41460,173.7,81.99,43.75
41461,171.29,79.36,42.5
41462,173.86,86.07,40.49
41463,172.82,102.59,39.3
41464,NA,NA,NA
41465,169.7,98.93,42.02
41466,168.18,94.13,43.29
41467,173.7,81.72,47.06
41468,171.4,95.55,42.47
41469,178.44,77.11,38.92
41470,172.71,87.78,42.89
41471,178.44,80.79,35.52
41472,165.57,81.28,38.3
41473,162.64,84.36,43.43
41474,171.63,97.71,41.96
41475,179.68,98.28,47.13
41476,174.46,86.14,40.16
41477,162.61,98.25,39.88
41479,173.3,90.78,42.5
41480,169.43,86.23,43.46
41481,162.82,88.74,37.67
41482,176.09,89.01,40.53
41483,174.83,90.17,45.99
41484,171.67,77.54,42.16
41485,171.13,83.58,46.12
41486,173.07,79.19,35.66
41487,171.6,89.51,41.78
41488,164.89,65.74,40.23
41489,175.01,75.54,43.44
41490,174.84,67.31,42.56
41491,171.6,83.7,42.9
41492,173.07,80.59,44.69
41493,167.94,90.68,43.64
41494,171.61,78.92,44.43
41495,155.62,82.72,35.9
41496,172.14,83.69,39.46
41497,175.89,88.41,40.84
41498,161.96,78.82,42.53
41499,173.46,91.46,42.79
41500,172.06,85.21,41.93
41501,171.6,88.88,41.07
41502,161.25,79.66,38.81
41503,175.06,90.95,41.53
41504,174.29,94.03,42.95
41505,171.05,99.91,41.37
41506,172.45,91.02,39.76
41507,170.37,90.89,45.13
41508,163.59,71.32,42.01
41509,179.3,71.41,37.95
41510,175.24,83.15,46.94
41511,163.81,94.32,39.95
41512,NA,NA,NA
41514,NA,NA,NA
41525,169.5,96.85,42
41526,169.16,94.78,40.89
41527,170.06,87.8,40.89
41528,170.06,86.8,39.99
41529,169.16,92.52,43.84
41530,169.61,92.16,41.1
41531,168.72,91.15,43.58
41532,171.72,95.8,42.42
41533,167.23,101.95,43.99
41538,175.06,81.81,40.16
41539,169.5,102.17,39.48
41545,176.39,89.51,46.26
41549,174.18,103.7,NA
41551,167.06,90.86,41.74
41552,160.06,81.53,40.26
41553,166.5,92.16,28.89
41554,169.28,116.16,53.52
41555,NA,85.77,45.65
41556,169.06,90.56,32.73
41567,156.1,77.18,51.92
41573,NA,NA,NA
41575,176.39,78.49,37.95
41577,171.07,85.5,42.37
41584,166.5,84.85,30.21
41590,168.39,100.86,40.05
41591,164.28,98.86,40.73
41600,169.28,106.5,46.74
41605,NA,NA,NA
41611,170.61,80.53,42.15
41612,173.38,74.85,34.41
41613,166.5,78.5,45.99
41616,169.83,79.21,43.28
41624,NA,NA,NA
41626,173.38,78.84,46.21
41630,163.61,76.14,41.67
41631,175.06,76.53,40.31
41633,172.76,87.16,43.68
41634,174.01,92.28,41.57
41636,NA,NA,NA
41645,168.73,91.18,44.26
41654,169.28,88.54,43.05
41658,164.84,99.83,36.9
41662,159.95,81.18,27.63
41664,169.84,89.84,42.42
41665,167.84,96.17,48.04
41666,167.84,93.84,40.99
41667,160.8,98.49,36.22
41688,NA,NA,NA
41692,NA,NA,NA
41697,168.95,82.53,35.73
41698,175.38,72.5,32.11
41705,172.06,78.8,39.79
41706,172.06,77.8,40.74
41707,NA,NA,NA
41708,172.06,81.13,40.31
41709,172.06,82.8,39.63
41710,172.06,85.12,39.73
41711,NA,NA,NA
41712,173.62,94.45,47.58
41713,172.28,88.46,42.52
41714,172.28,93.44,NA
41718,167.84,102.53,36.37
41719,168.84,90.84,28.99
41720,168.05,70.45,42.88
41726,172.61,91.15,35.57
41729,169.06,91.5,36.94
41730,170.27,94.14,43.94
41731,168.72,85.48,41.15
41732,168.06,95.78,45.2
41736,NA,NA,NA
41738,175.79,72.99,37.26
41743,175.06,76.18,43
41744,164.73,104.18,35.43
41752,167.62,79.81,41.31
41753,167.62,88.16,45.74
41754,170.06,83.85,41.94
41755,163.84,85.16,51.01
41756,175.06,91.9,42.26
41759,175.06,82.14,36.05
41760,173.27,80.87,42.05
41761,154.95,71.85,39.98
41766,166.28,90.84,40.58
41767,166.73,98.86,38.41
41768,170.61,81.85,42.68
41770,171.16,82.17,48.42
41771,170.2,68.03,42.59
41772,161.16,70.86,32.94
41773,157.72,75.83,46.21
41774,154.95,61.51,42.47
41775,154.95,65.16,43.99
41779,NA,NA,NA
41780,NA,NA,NA
41783,179.95,72.8,41.78
41784,NA,NA,NA
41788,167.06,96.16,40.68
41801,179.95,73.15,37.27
41802,NA,NA,NA
41803,161.39,71.5,19.42
41806,173.39,94.23,41.48
41807,165.27,77.81,46.84
41810,171.39,93.67,42.07
41811,159.06,77.18,40.46
41816,172.65,74.78,48.7
41820,159.06,85.2,51.31
41821,167.17,95.51,40.1
41822,167.5,101.15,43.47
41823,170.39,95.52,41.84
41830,174.61,79.83,41.36
41831,165.72,71.52,28.94
41835,170.62,84.82,37
41836,166.16,82.49,50.8
41837,169.77,83.36,40.92
41838,171.09,85.04,41.72
41841,169.38,90.84,39
41842,167.84,NA,39.37
41843,163.06,92.84,43.84
41844,173.46,95.61,42.96
41845,166.39,92.16,39.47
41846,171.61,98.85,41.79
41847,170.16,89.15,45.73
41848,169.58,90.43,44.6
41850,171.61,98.55,36.53
41851,171.16,93.87,35.1
41852,171.16,91.18,36.99
41853,171.16,100.86,35.79
41854,171.16,94.53,37.69
41856,174.28,90.85,41.21
41860,172.06,88.85,40.21
41862,169.5,83.15,39.36
41867,169.56,105.25,35.29
41868,170.79,101.18,47.13
41869,170.39,96.83,38.59
41870,NA,NA,NA
41871,167.81,98.42,41.93
41872,169.73,102.9,36.31
41878,NA,NA,NA
41885,NA,NA,NA
41888,NA,NA,NA
41894,175.06,90.5,42.48
41897,167.95,91.16,40.74
41898,168.5,91.86,38.59
41899,169.28,93.48,43.42
41900,169.28,94.17,42.47
41903,170.28,95.88,42.85
41919,173.72,84.53,36.47
41920,168.58,78.33,41.68
41921,166.73,104.84,34.79
41922,175.06,85.2,44.42
41923,170.17,83.52,44.31
41925,170.39,77.84,34.11
41927,168.73,97.2,40.11
41928,NA,NA,NA
41934,169.73,78.51,33.36
41945,173.39,92.54,44.43
41949,171.5,85.53,46.26
41950,178.84,92.22,43.9
41958,174.16,77.83,41.79
41962,156.39,102.84,33.79
41963,167.07,84.5,43.84
41971,158.16,75.85,30.84
41977,172.83,79.49,44.37
41981,168.09,73.45,44.72
41982,156.73,76.82,27.99
41983,168.95,78.54,44.62
41984,170.1,80.37,45.49
41985,169.28,80.5,42.48
41991,173.27,88.53,38.37
41993,169.72,86.85,36.69
41994,NA,NA,NA
41995,169.5,101.15,44.1
42001,172.61,85.53,39.63
42003,173.39,94.51,42.52
42006,NA,NA,NA
42010,173.72,79.49,36.32
42015,167.28,96.49,40.89
42017,NA,NA,NA
42021,160.72,69.83,44.62
42022,164.84,97.85,41.2
42023,164.28,92.85,40.69
42024,169.28,101.49,46.26
42026,171.61,NA,41.95
42027,163.84,103.83,36.33
42035,167.95,104.85,47.52
42041,169.28,102.88,43.74
42045,164.16,82.8,46.44
42059,167.95,99.53,40.37
42061,172.03,79.7,45.74
42062,170.45,82.9,42.62
42063,173.8,86.85,45.93
42064,170.05,79.56,44.24
42065,173.79,86.54,41.19
42066,170.15,87.19,47.55
42067,171.3,85.79,44.92
42068,170.77,84.4,44.26
42069,170.77,78.46,46.65
42070,171.92,79.09,43.78
42071,167.29,82.67,44.3
42072,174.16,89.58,49.33
42073,166.14,86.25,47.3
42074,169.22,92.64,41.5
42075,170.42,92.88,40.99
42076,164.07,89.98,44.54
42077,166.96,98.26,40.23
42078,167.65,89.86,45.46
42079,165.39,92.31,41.06
42080,163.33,88.68,45.68
42081,171.14,88.28,42.89
42082,NA,NA,NA
42083,176.13,90.42,41.87
42084,163.02,78.25,39.29
42085,NA,NA,NA
42086,176.66,83.19,45.55
42087,172.29,79.16,29.99
42088,177.89,101.66,50.19
42089,165.99,66.22,34.9
42090,164.67,62.87,36.82
42091,168.27,65.38,42.2
42092,169.98,74.64,40.32
42093,160.93,83.58,37.78
42094,173.51,101.32,48.53
42095,166.4,93.78,47.94
42096,162.22,83.33,37.68
42097,166.03,84.64,47.51
42098,173.12,76.77,36.71
42099,173.46,82.62,45.45
42100,172.34,84.7,42.91
42101,168.34,89.66,46.46
