accenumb,agent_id,doi,sowing_date,beginning_of_heading_date,date_of_heading,end_of_heading_date,plant_height,thousand_kernel_weight,sowing_-_beginning_of_heading,sowing_-_end_of_heading,sowing_-_end_of_flowering,beginning_of_heading-end_of_heading,beginning_of_heading-end_of_flowering,end_of_heading-end_of_flowering,name,description,campaign,beginning_of_heading,end_of_heading
22604,NA,NA,19780406,NA,NA,19780620,107,32,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22605,NA,NA,19780406,NA,NA,19780612,113,34.2,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22606,NA,NA,19780406,NA,NA,19780624,112,44.8,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22608,NA,NA,19780406,NA,NA,19780619,100,53,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22609,NA,NA,19780406,NA,NA,19780620,110,39.7,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22610,NA,NA,19780406,NA,NA,19780616,102,39.4,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22611,NA,NA,19780406,NA,NA,19780627,111,39.2,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22612,NA,NA,19780406,NA,NA,19780624,100,40.9,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22613,NA,NA,19780406,NA,NA,19780623,112,36.1,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22613,NA,NA,19780406,NA,NA,19780626,115,35.2,NA,81,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
22614,NA,NA,19780406,NA,NA,19780622,118,35.3,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22633,NA,NA,19780405,NA,NA,19780623,109,55.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22634,NA,NA,19780405,NA,NA,19780626,119,49.5,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
22635,NA,NA,19780405,NA,NA,19780627,113,45.1,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22636,NA,NA,19780405,NA,NA,19780612,77,45.7,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22637,NA,NA,19780405,NA,NA,19780627,104,47.8,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22639,NA,NA,19780405,NA,NA,19780621,105,46,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22640,NA,NA,19780405,NA,NA,19780624,89,45.2,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22641,NA,NA,19780405,NA,NA,19780620,113,47.6,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22643,NA,NA,19780405,NA,NA,19780620,80,41.7,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22644,NA,NA,19780405,NA,NA,19780622,108,47,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22645,NA,NA,19780405,NA,NA,19780624,99,43.9,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22646,NA,NA,19780405,NA,NA,19780614,89,42.4,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22647,NA,NA,19780405,NA,NA,19780624,102,49.8,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22648,NA,NA,19780405,NA,NA,19780614,86,47.6,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22648,NA,NA,19780406,NA,NA,19780619,90,50,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22650,NA,NA,19780405,NA,NA,19780614,87,47.2,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22651,NA,NA,19780406,NA,NA,19780616,85,55.5,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22652,NA,NA,19780406,NA,NA,19780619,89,50.4,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22652,NA,NA,19780406,NA,NA,19780622,102,43.2,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22653,NA,NA,19780406,NA,NA,19780619,94,42.7,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22654,NA,NA,19780406,NA,NA,19780620,99,43.7,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22655,NA,NA,19780406,NA,NA,19780622,91,46,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22656,NA,NA,19780406,NA,NA,19780619,94,45.4,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22657,NA,NA,19780406,NA,NA,19780622,101,44.4,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22659,NA,NA,19780406,NA,NA,19780612,65,44.2,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22660,NA,NA,19780406,NA,NA,19780620,104,51.4,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22661,NA,NA,19780406,NA,NA,19780621,96,49.1,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22662,NA,NA,19780406,NA,NA,19780619,98,48.2,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22664,NA,NA,19780406,NA,NA,19780623,88,44.5,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22666,NA,NA,19780406,NA,NA,19780624,97,39.2,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22667,NA,NA,19780406,NA,NA,19780618,105,54,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,168
22668,NA,NA,19780406,NA,NA,19780625,93,41,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,175
22669,NA,NA,19780406,NA,NA,19780624,85,41.6,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22670,NA,NA,19780406,NA,NA,19780623,75,38,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22671,NA,NA,19780406,NA,NA,19780616,66,45.7,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22672,NA,NA,19780406,NA,NA,19780616,96,49.8,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22673,NA,NA,19780406,NA,NA,19780610,86,48.2,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,160
22674,NA,NA,19780406,NA,NA,19780622,79,41.4,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22675,NA,NA,19780406,NA,NA,19780626,97,41.7,NA,81,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
22677,NA,NA,19780406,NA,NA,19780621,89,41.4,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22678,NA,NA,19780406,NA,NA,19780624,111,40.7,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22679,NA,NA,19780406,NA,NA,19780627,121,38.4,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22680,NA,NA,19780406,NA,NA,19780624,111,39.5,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22682,NA,NA,19780406,NA,NA,19780620,92,37.7,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22683,NA,NA,19780406,NA,NA,19780615,101,46.1,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,165
22685,NA,NA,19780406,NA,NA,19780624,110,41.1,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22686,NA,NA,19780406,NA,NA,19780627,110,38.8,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22687,NA,NA,19780406,NA,NA,19780627,107,40.7,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22688,NA,NA,19780406,NA,NA,19780627,111,27.4,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22733,NA,NA,19780406,NA,NA,19780624,126,40.9,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22734,NA,NA,19780405,NA,NA,19780622,115,33.6,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22735,NA,NA,19780405,NA,NA,19780612,95,33.7,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22735,NA,NA,19780405,NA,NA,19780612,101,36.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22736,NA,NA,19780406,NA,NA,19780618,92,41.4,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,168
22737,NA,NA,19780406,NA,NA,19780621,90,45,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22738,NA,NA,19780405,NA,NA,19780626,93,45.3,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
22739,NA,NA,19780405,NA,NA,19780609,95,47.8,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,159
22740,NA,NA,19780405,NA,NA,19780609,91,38,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,159
22740,NA,NA,19780405,NA,NA,19780609,89,39.4,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,159
22741,NA,NA,19780405,NA,NA,19780620,101,49.5,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22743,NA,NA,19780406,NA,NA,19780622,117,29,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22744,NA,NA,19780406,NA,NA,19780622,116,39.2,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22746,NA,NA,19780406,NA,NA,19780627,140,53.7,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22777,NA,NA,19780406,NA,NA,19780621,94,41.7,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22781,NA,NA,19780405,NA,NA,19780618,117,42.6,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,168
22786,NA,NA,19780405,NA,NA,19780619,98,40.7,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22819,NA,NA,19780408,NA,NA,19780627,124,32,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22854,NA,NA,19780408,NA,NA,19780704,131,25.6,NA,87,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,184
22855,NA,NA,19780406,NA,NA,19780624,116,31.9,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22856,NA,NA,19780406,NA,NA,19780628,112,30.6,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,178
22858,NA,NA,19780408,NA,NA,19780629,116,38.6,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,179
22860,NA,NA,19780408,NA,NA,19780627,118,26.1,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22861,NA,NA,19780408,NA,NA,19780629,118,28.4,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,179
22862,NA,NA,19780408,NA,NA,19780703,114,35,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,183
22863,NA,NA,19780408,NA,NA,19780703,116,34.4,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,183
22866,NA,NA,19780405,NA,NA,19780621,116,45.7,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22868,NA,NA,19780405,NA,NA,19780616,108,47.7,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22869,NA,NA,19780405,NA,NA,19780619,81,42.6,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22870,NA,NA,19780405,NA,NA,19780612,76,45.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22871,NA,NA,19780405,NA,NA,19780612,63,45.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22872,NA,NA,19780406,NA,NA,19780619,91,55.1,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22874,NA,NA,19780405,NA,NA,19780623,110,40.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22875,NA,NA,19780406,NA,NA,19780619,97,44.4,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22877,NA,NA,19780405,NA,NA,19780616,97,43.5,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22878,NA,NA,19780406,NA,NA,19780620,102,44.5,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22880,NA,NA,19780405,NA,NA,19780610,73,44.3,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,160
22881,NA,NA,19780405,NA,NA,19780622,94,48.1,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22882,NA,NA,19780405,NA,NA,19780618,110,46,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,168
22883,NA,NA,19780405,NA,NA,19780614,91,41.7,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22885,NA,NA,19780406,NA,NA,19780622,53,32.3,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22886,NA,NA,19780406,NA,NA,19780622,97,45.6,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22886,NA,NA,19780406,NA,NA,19780622,92,53.1,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22887,NA,NA,19780408,NA,NA,19780616,119,31.9,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22890,NA,NA,19780405,NA,NA,19780620,87,47.2,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22895,NA,NA,19780405,NA,NA,19780622,122,41.9,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22896,NA,NA,19780406,NA,NA,19780622,84,42.7,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22897,NA,NA,19780406,NA,NA,19780620,108,49.1,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22898,NA,NA,19780406,NA,NA,19780616,90,47.1,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22899,NA,NA,19780406,NA,NA,19780614,95,47.8,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22900,NA,NA,19780405,NA,NA,19780614,98,44.7,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,164
22905,NA,NA,19780406,NA,NA,19780627,125,36.6,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22906,NA,NA,19780406,NA,NA,19780622,103,45.5,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22907,NA,NA,19780406,NA,NA,19780627,111,40.8,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22908,NA,NA,19780405,NA,NA,19780620,103,38.3,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22908,NA,NA,19780405,NA,NA,19780622,101,36.8,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22909,NA,NA,19780406,NA,NA,19780623,132,39.7,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22911,NA,NA,19780408,NA,NA,19780622,111,43.5,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22912,NA,NA,19780406,NA,NA,19780616,111,37.6,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22912,NA,NA,19780406,NA,NA,19780623,143,47.4,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
22914,NA,NA,19780406,NA,NA,19780629,95,28.5,NA,84,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,179
22915,NA,NA,19780406,NA,NA,19780616,78,32.4,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22947,NA,NA,19780406,NA,NA,19780620,101,43.2,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22948,NA,NA,19780408,NA,NA,19780627,114,30.7,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22950,NA,NA,19780405,NA,NA,19780616,77,41,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22957,NA,NA,19780405,NA,NA,19780616,112,41,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
22959,NA,NA,19780405,NA,NA,19780627,116,38.6,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22962,NA,NA,19780405,NA,NA,19780627,84,31.8,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
22964,NA,NA,19780405,NA,NA,19780622,97,58.8,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22966,NA,NA,19780408,NA,NA,19780624,106,30,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22967,NA,NA,19780406,NA,NA,19780624,110,34.2,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22968,NA,NA,19780406,NA,NA,19780619,111,54,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22970,NA,NA,19780406,NA,NA,19780620,92,44.6,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22973,NA,NA,19780408,NA,NA,19780621,120,32.2,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,171
22974,NA,NA,19780408,NA,NA,19780620,126,33.6,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22976,NA,NA,19780405,NA,NA,19780619,122,35.3,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
22978,NA,NA,19780406,NA,NA,19780624,101,34.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22979,NA,NA,19780406,NA,NA,19780620,71,27,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22979,NA,NA,19780405,NA,NA,19780622,80,42.1,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
22980,NA,NA,19780406,NA,NA,19780624,82,30.8,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
22993,NA,NA,19780405,NA,NA,19780620,114,42.3,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
22998,NA,NA,19780405,NA,NA,19780612,78,46.3,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,162
22999,NA,NA,19780406,NA,NA,19780624,86,44.2,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
23000,NA,NA,19780405,NA,NA,19780616,86,48,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
23000,NA,NA,19780406,NA,NA,19780624,133,47.5,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
23007,NA,NA,19780405,NA,NA,19780616,75,49.2,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
23013,NA,NA,19780406,NA,NA,19780627,102,51.9,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
23014,NA,NA,19780406,NA,NA,19780619,93,44.2,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
23015,NA,NA,19780406,NA,NA,19780619,57,45.5,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
23034,NA,NA,19780405,NA,NA,19780616,93,38.9,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
23037,NA,NA,19780406,NA,NA,19780622,87,34.1,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
23071,NA,NA,19780408,NA,NA,19780626,106,32.8,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
23089,NA,NA,19780405,NA,NA,19780613,88,50.9,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,163
23089,NA,NA,19780406,NA,NA,19780622,65,45.7,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,172
23090,NA,NA,19780406,NA,NA,19780627,96,33,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
23107,NA,NA,19780406,NA,NA,19780624,129,37.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
23173,NA,NA,19780406,NA,NA,19780619,94,42.8,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,169
23320,NA,NA,19780408,NA,NA,19780627,113,28.8,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
23338,NA,NA,19780406,NA,NA,19780630,103,30.8,NA,85,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,180
23404,NA,NA,19780408,NA,NA,19780625,114,33.7,NA,78,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,175
23553,NA,NA,19780405,NA,NA,19780623,116,47.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,173
23557,NA,NA,19780406,NA,NA,19780627,107,47.1,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
23563,NA,NA,19780406,NA,NA,19780624,120,41.6,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
23594,NA,NA,19780406,NA,NA,19780620,104,46,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
23596,NA,NA,19780406,NA,NA,19780616,96,54.4,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
23597,NA,NA,19780406,NA,NA,19780616,85,57.3,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,166
23613,NA,NA,19780408,NA,NA,19780626,110,33.4,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
23672,NA,NA,19780408,NA,NA,19780703,122,35.4,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,183
23829,NA,NA,19780408,NA,NA,19780626,112,34,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
24149,NA,NA,19780408,NA,NA,19780624,142,44.2,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,174
24275,NA,NA,19780408,NA,NA,19780629,132,41.5,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,179
24279,NA,NA,19780408,NA,NA,19780626,119,30,NA,79,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,176
27087,NA,NA,19780408,NA,NA,19780620,125,32.8,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,170
27333,NA,NA,19780408,NA,NA,19780703,108,42,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,183
27360,NA,NA,19780408,NA,NA,19780627,128,41.2,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1978-1978,NA,177
20001,NA,NA,19790420,NA,NA,19790621,95,43,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,171
20002,NA,NA,19790420,NA,NA,19790621,95,44,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,171
20004,NA,NA,19790420,NA,NA,19790620,76,41,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,170
20005,NA,NA,19790420,NA,NA,19790612,63,45,NA,53,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,162
20005,NA,NA,19790420,NA,NA,19790612,71,47,NA,53,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,162
20005,NA,NA,19790420,NA,NA,19790616,86,42,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,166
20007,NA,NA,19790420,NA,NA,19790616,90,37,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,166
20008,NA,NA,19790420,NA,NA,19790616,96,37,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,166
20009,NA,NA,19790420,NA,NA,19790616,89,44,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,166
20010,NA,NA,19790420,NA,NA,19790623,106,37,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,173
20011,NA,NA,19790420,NA,NA,19790626,91,41,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,176
20012,NA,NA,19790420,NA,NA,19790616,75,40,NA,57,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1979-1979,NA,166
