accenumb,agent_id,doi,sowing_date,beginning_of_heading_date,date_of_heading,end_of_heading_date,plant_height,thousand_kernel_weight,sowing_-_beginning_of_heading,sowing_-_end_of_heading,sowing_-_end_of_flowering,beginning_of_heading-end_of_heading,beginning_of_heading-end_of_flowering,end_of_heading-end_of_flowering,name,description,campaign,beginning_of_heading,end_of_heading
22777,NA,NA,19840418,NA,NA,19840625,92,41.3,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22778,NA,NA,19840418,NA,NA,19840618,104.5,51.3,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22778,NA,NA,19840418,NA,NA,19840714,110.7,35.6,NA,87,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,195
22779,NA,NA,19840418,NA,NA,19840618,97.5,49.8,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22780,NA,NA,19840418,NA,NA,19840703,107,42.7,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22782,NA,NA,19840418,NA,NA,19840702,105.7,40.5,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,183
22783,NA,NA,19840418,NA,NA,19840712,115.7,34.4,NA,85,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,193
22784,NA,NA,19840418,NA,NA,19840702,114.7,45,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,183
22785,NA,NA,19840418,NA,NA,19840629,112,45.3,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,180
22786,NA,NA,19840418,NA,NA,19840710,103,38.2,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22787,NA,NA,19840418,NA,NA,19840617,97,38.4,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,168
22788,NA,NA,19840418,NA,NA,19840628,112.2,40.8,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22789,NA,NA,19840418,NA,NA,19840622,116,51.7,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22790,NA,NA,19840418,NA,NA,19840708,116,42,NA,81,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,189
22791,NA,NA,19840418,NA,NA,19840619,107.2,44.1,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,170
22792,NA,NA,19840418,NA,NA,19840708,109.2,37.3,NA,81,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,189
22793,NA,NA,19840418,NA,NA,19840708,110.2,41.6,NA,81,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,189
22794,NA,NA,19840418,NA,NA,19840710,103.7,38,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22795,NA,NA,19840418,NA,NA,19840709,134.2,36.8,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,190
22796,NA,NA,19840418,NA,NA,19840622,130,47.5,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22797,NA,NA,19840418,NA,NA,19840628,113,37.2,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22798,NA,NA,19840418,NA,NA,19840628,120.7,48.5,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22799,NA,NA,19840418,NA,NA,19840627,97.5,49.4,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22800,NA,NA,19840418,NA,NA,19840630,107.7,41,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,181
22801,NA,NA,19840418,NA,NA,19840625,109,33.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22802,NA,NA,19840418,NA,NA,19840617,85.2,37.2,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,168
22803,NA,NA,19840418,NA,NA,19840618,112.2,33.8,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22804,NA,NA,19840418,NA,NA,19840621,110.2,32.8,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22805,NA,NA,19840418,NA,NA,19840623,119.2,42.9,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22806,NA,NA,19840418,NA,NA,19840617,100.7,45.5,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,168
22807,NA,NA,19840418,NA,NA,19840627,119,38.6,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22808,NA,NA,19840418,NA,NA,19840716,97,41.9,NA,89,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,197
22809,NA,NA,19840418,NA,NA,19840701,125,41.4,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,182
22810,NA,NA,19840418,NA,NA,19840627,121.2,42.2,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22811,NA,NA,19840418,NA,NA,19840623,114,38.3,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22812,NA,NA,19840418,NA,NA,19840625,115.2,44.6,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22813,NA,NA,19840418,NA,NA,19840628,117.2,36.8,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22814,NA,NA,19840418,NA,NA,19840624,114.2,42.5,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22815,NA,NA,19840418,NA,NA,19840619,118.5,43.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,170
22816,NA,NA,19840418,NA,NA,19840702,135.5,50.4,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,183
22817,NA,NA,19840418,NA,NA,19840628,111,40.3,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22818,NA,NA,19840418,NA,NA,19840629,88,45.3,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,180
22819,NA,NA,19840418,NA,NA,19840624,122.2,34.8,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22820,NA,NA,19840418,NA,NA,19840624,100.7,35.6,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22821,NA,NA,19840418,NA,NA,19840623,119.5,41.8,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22822,NA,NA,19840418,NA,NA,19840620,104.5,42,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22823,NA,NA,19840418,NA,NA,19840630,123.7,40.2,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,181
22824,NA,NA,19840418,NA,NA,19840623,95.5,40.4,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22825,NA,NA,19840418,NA,NA,19840624,101.2,45.2,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22826,NA,NA,19840418,NA,NA,19840624,112.2,43.7,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22827,NA,NA,19840418,NA,NA,19840619,121.2,41.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,170
22828,NA,NA,19840418,NA,NA,19840628,129.5,34.8,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22829,NA,NA,19840418,NA,NA,19840726,122,39.2,NA,99,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,207
22830,NA,NA,19840418,NA,NA,19840628,122,45.8,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22831,NA,NA,19840418,NA,NA,19840624,108.5,35.7,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22832,NA,NA,19840418,NA,NA,19840620,81,33.6,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22833,NA,NA,19840418,NA,NA,19840619,107.5,45.8,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,170
22834,NA,NA,19840418,NA,NA,19840626,111.5,47.4,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22835,NA,NA,19840418,NA,NA,19840624,88.2,51.8,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22836,NA,NA,19840418,NA,NA,19840628,122.2,39,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22837,NA,NA,19840418,NA,NA,19840627,115.7,35.1,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22838,NA,NA,19840418,NA,NA,19840605,118.7,34.6,NA,48,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,156
22839,NA,NA,19840418,NA,NA,19840628,116.5,33.2,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22840,NA,NA,19840418,NA,NA,19840621,110.2,44.5,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22841,NA,NA,19840418,NA,NA,19840621,104.5,33.4,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22842,NA,NA,19840418,NA,NA,19840628,110.5,47.2,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22843,NA,NA,19840418,NA,NA,19840626,113,32.7,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22844,NA,NA,19840418,NA,NA,19840626,113,30.6,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22845,NA,NA,19840418,NA,NA,19840618,101,31.9,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22846,NA,NA,19840418,NA,NA,19840623,117,48.2,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22847,NA,NA,19840418,NA,NA,19840624,115.7,36.9,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22848,NA,NA,19840418,NA,NA,19840624,110.7,41,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22849,NA,NA,19840418,NA,NA,19840602,114,43,NA,45,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,153
22850,NA,NA,19840418,NA,NA,19840625,119.2,48.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22851,NA,NA,19840418,NA,NA,19840628,127.7,31.4,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22852,NA,NA,19840418,NA,NA,19840626,106.2,40.6,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22853,NA,NA,19840418,NA,NA,19840617,89,35.1,NA,60,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,168
22854,NA,NA,19840418,NA,NA,19840713,114.2,33.3,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,194
22855,NA,NA,19840418,NA,NA,19840625,105.5,34.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22856,NA,NA,19840418,NA,NA,19840626,105.2,35.8,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22857,NA,NA,19840418,NA,NA,19840628,120,38.1,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22858,NA,NA,19840418,NA,NA,19840629,119.2,49.4,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,180
22859,NA,NA,19840418,NA,NA,19840629,110.2,44.4,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,180
22860,NA,NA,19840418,NA,NA,19840809,105,30,NA,113,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,221
22861,NA,NA,19840418,NA,NA,19840710,99.5,31.2,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22862,NA,NA,19840418,NA,NA,19840713,111.7,36.5,NA,86,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,194
22863,NA,NA,19840418,NA,NA,19840710,120,32,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22864,NA,NA,19840418,NA,NA,19840628,101.5,34.5,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22865,NA,NA,19840418,NA,NA,19840622,105.7,51.4,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22866,NA,NA,19840418,NA,NA,19840624,107,37.5,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22868,NA,NA,19840418,NA,NA,19840620,105,45.3,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22869,NA,NA,19840418,NA,NA,19840621,91,42.6,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22870,NA,NA,19840418,NA,NA,19840616,71,44.5,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,167
22871,NA,NA,19840418,NA,NA,19840616,62,50.4,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,167
22872,NA,NA,19840418,NA,NA,19840623,80,45.7,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22874,NA,NA,19840418,NA,NA,19840624,97,47,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22875,NA,NA,19840418,NA,NA,19840621,92,40.1,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22877,NA,NA,19840418,NA,NA,19840616,80,46.9,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,167
22878,NA,NA,19840418,NA,NA,19840624,90,36,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22880,NA,NA,19840418,NA,NA,19840620,99,43.6,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22881,NA,NA,19840418,NA,NA,19840624,80,43.8,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22882,NA,NA,19840418,NA,NA,19840621,104,39,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22883,NA,NA,19840418,NA,NA,19840622,85,37.7,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22884,NA,NA,19840418,NA,NA,19840626,126,44.9,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22885,NA,NA,19840418,NA,NA,19840620,109.2,46.1,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22886,NA,NA,19840418,NA,NA,19840628,94,51.5,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22887,NA,NA,19840418,NA,NA,19840621,125,33,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22887,NA,NA,19840418,NA,NA,19840629,113.5,38.2,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,180
22888,NA,NA,19840418,NA,NA,19840622,111.5,34.4,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22890,NA,NA,19840418,NA,NA,19840623,88,41,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22895,NA,NA,19840418,NA,NA,19840627,121,40.9,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22896,NA,NA,19840418,NA,NA,19840622,84.7,33.6,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22897,NA,NA,19840418,NA,NA,19840620,93,42.4,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22897,NA,NA,19840418,NA,NA,19840622,81.5,41.6,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22898,NA,NA,19840418,NA,NA,19840624,89.7,34.8,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22899,NA,NA,19840418,NA,NA,19840618,79.5,37.6,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22899,NA,NA,19840418,NA,NA,19840620,52.2,43.6,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22900,NA,NA,19840418,NA,NA,19840622,100.5,40,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22901,NA,NA,19840418,NA,NA,19840707,113,41.5,NA,80,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,188
22905,NA,NA,19840418,NA,NA,19840618,82,30.4,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,169
22905,NA,NA,19840418,NA,NA,19840701,119,39.4,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,182
22906,NA,NA,19840418,NA,NA,19840623,81,43.1,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22907,NA,NA,19840418,NA,NA,19840627,123,37.1,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22908,NA,NA,19840418,NA,NA,19840622,103,41.5,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22909,NA,NA,19840418,NA,NA,19840625,82,40.6,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22909,NA,NA,19840418,NA,NA,19840627,107,44.8,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22910,NA,NA,19840418,NA,NA,19840701,117.2,30.7,NA,74,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,182
22911,NA,NA,19840418,NA,NA,19840622,104.7,43.6,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22912,NA,NA,19840418,NA,NA,19840625,102,45.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22913,NA,NA,19840418,NA,NA,19840624,120.2,45.3,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22914,NA,NA,19840418,NA,NA,19840709,113.5,32.4,NA,82,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,190
22915,NA,NA,19840418,NA,NA,19840621,87,35.4,NA,64,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,172
22917,NA,NA,19840418,NA,NA,19840616,69,41.7,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,167
22919,NA,NA,19840418,NA,NA,19840623,92,46.8,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22920,NA,NA,19840418,NA,NA,19840622,96,45.4,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22921,NA,NA,19840418,NA,NA,19840622,96,49.8,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22923,NA,NA,19840426,NA,NA,19840707,85,33.5,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,188
22923,NA,NA,19840419,NA,NA,19840713,71,36.7,NA,85,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,194
22924,NA,NA,19840419,NA,NA,19840701,91,29.6,NA,73,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,182
22924,NA,NA,19840426,NA,NA,19840710,77,32.7,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22925,NA,NA,19840426,NA,NA,19840630,86,33.5,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,181
22925,NA,NA,19840419,NA,NA,19840628,94,43.2,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22926,NA,NA,19840426,NA,NA,19840620,98,32.6,NA,55,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22926,NA,NA,19840419,NA,NA,19840625,103,34.1,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22927,NA,NA,19840426,NA,NA,19840627,96,35.3,NA,62,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,178
22927,NA,NA,19840419,NA,NA,19840625,104,30.9,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22929,NA,NA,19840419,NA,NA,19840626,90,35.9,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22929,NA,NA,19840426,NA,NA,19840704,87,34.7,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,185
22931,NA,NA,19840419,NA,NA,19840626,104,29.4,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22931,NA,NA,19840426,NA,NA,19840703,98,29.6,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22932,NA,NA,19840426,NA,NA,19840628,87,35.2,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22932,NA,NA,19840419,NA,NA,19840626,85,38.3,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22933,NA,NA,19840426,NA,NA,19840628,103,38,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22933,NA,NA,19840419,NA,NA,19840625,105,42.1,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22934,NA,NA,19840426,NA,NA,19840711,97,30.6,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,192
22934,NA,NA,19840419,NA,NA,19840705,107,30.8,NA,77,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,186
22935,NA,NA,19840426,NA,NA,19840703,87,30,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22935,NA,NA,19840419,NA,NA,19840703,82,34,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22936,NA,NA,19840419,NA,NA,19840703,96,32.9,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22936,NA,NA,19840426,NA,NA,19840711,93,34.3,NA,76,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,192
22937,NA,NA,19840426,NA,NA,19840628,89,37.5,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22937,NA,NA,19840419,NA,NA,19840626,91,33.6,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22938,NA,NA,19840419,NA,NA,19840703,97,34.3,NA,75,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22939,NA,NA,19840426,NA,NA,19840626,87,34.1,NA,61,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
22939,NA,NA,19840419,NA,NA,19840624,83,37.7,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22942,NA,NA,19840426,NA,NA,19840703,98,34.1,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22942,NA,NA,19840419,NA,NA,19840628,103,42.4,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22943,NA,NA,19840419,NA,NA,19840625,78,36.8,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,176
22943,NA,NA,19840426,NA,NA,19840703,74,28.1,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22944,NA,NA,19840426,NA,NA,19840703,91,34.6,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22944,NA,NA,19840419,NA,NA,19840630,87,34.1,NA,72,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,181
22945,NA,NA,19840426,NA,NA,19840703,95,39.8,NA,68,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,184
22945,NA,NA,19840419,NA,NA,19840628,92,41.1,NA,70,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22946,NA,NA,19840418,NA,NA,19840624,93.7,41.7,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22950,NA,NA,19840418,NA,NA,19840616,72,42.2,NA,59,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,167
22951,NA,NA,19840418,NA,NA,19840628,121,41.5,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22957,NA,NA,19840418,NA,NA,19840620,100,34.9,NA,63,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,171
22959,NA,NA,19840418,NA,NA,19840628,117,41.6,NA,71,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,179
22962,NA,NA,19840418,NA,NA,19840710,86,37,NA,83,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,191
22964,NA,NA,19840418,NA,NA,19840623,104,47.6,NA,66,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,174
22966,NA,NA,19840418,NA,NA,19840624,112.7,45,NA,67,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,175
22967,NA,NA,19840418,NA,NA,19840622,107.5,48.7,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22968,NA,NA,19840418,NA,NA,19840622,105,42.5,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22969,NA,NA,19840418,NA,NA,19840622,79,40.6,NA,65,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,173
22970,NA,NA,19840418,NA,NA,19840626,75,35.7,NA,69,NA,NA,NA,NA,observation during multiplication,material multiplication and observation,1984-1984,NA,177
