experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,plant_height,plant_density,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,leaf_rust,stripe_rust,septoria,powdery_mildew,name,description,campaign,site_name,longitude,latitude,remarks
196905,ROM002,Triticum,CGF-224,NA,NA,141,100,NA,NA,NA,2960,1,6,NA,NA,3,Fundulea,Winter wheat,1968-1969,Fundulea,26.5153,44.4528,NA
196905,ROM002,Triticum,CGF-2616,NA,NA,141,95,NA,NA,NA,3800,1,2,NA,NA,2,Fundulea,Winter wheat,1968-1969,Fundulea,26.5153,44.4528,NA
196905,ROM002,Triticum,CGF-2617,NA,NA,141,90,NA,NA,NA,3440,1,1,NA,NA,2,Fundulea,Winter wheat,1968-1969,Fundulea,26.5153,44.4528,NA
196905,ROM002,Triticum,CGF-375,NA,NA,147,105,NA,NA,NA,2910,5,6,NA,NA,3,Fundulea,Winter wheat,1968-1969,Fundulea,26.5153,44.4528,NA
196905,ROM002,Triticum,CGF-6971,NA,NA,144,75,NA,NA,NA,3520,1,4,NA,NA,2,Fundulea,Winter wheat,1968-1969,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-1546,NA,NA,140,125,NA,NA,NA,3370,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-224,NA,NA,140,100,NA,NA,NA,3240,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-2616,NA,NA,139,105,NA,NA,NA,3600,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-2617,NA,NA,142,108,NA,NA,NA,3440,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-375,NA,NA,132,100,NA,NA,NA,3020,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-7124,NA,NA,141,95,NA,NA,NA,2300,2,8,NA,NA,3,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-7130,NA,NA,133,104,NA,NA,NA,3230,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197005,ROM002,Triticum,CGF-7132,NA,NA,136,112,NA,NA,NA,3710,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1969-1970,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-224,NA,NA,141,110,NA,NA,NA,3930,1,6,NA,4,4,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-2610,NA,NA,140,105,NA,NA,NA,4600,1,4,NA,2,3,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-2612,NA,NA,140,110,NA,NA,NA,4860,1,7,NA,2,6,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-2615,NA,NA,140,115,NA,NA,NA,4450,1,1,NA,2,7,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-2616,NA,NA,142,120,NA,NA,NA,4370,2,2,NA,3,1,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-2617,NA,NA,142,115,NA,NA,NA,4170,1,2,NA,2,1,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-278,NA,NA,136,120,NA,NA,NA,3970,5,2,NA,5,3,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-375,NA,NA,133,125,NA,NA,NA,3480,8,6,NA,4,4,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197105,ROM002,Triticum,CGF-7132,NA,NA,138,120,NA,NA,NA,3940,5,4,NA,4,4,Fundulea,Winter wheat,1970-1971,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-224,NA,NA,139,113,NA,NA,NA,4680,7,3,NA,NA,7,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-2610,NA,NA,136,102,NA,NA,NA,4647,2,7,NA,NA,4,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-2611,NA,NA,135,105,NA,NA,NA,5780,6,5,NA,NA,6,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-2612,NA,NA,136,105,NA,NA,NA,5470,2,5,NA,NA,6,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-2616,NA,NA,139,117,NA,NA,NA,6140,4,2,NA,NA,3,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-2617,NA,NA,139,107,NA,44,NA,5490,3,3,NA,NA,8,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197205,ROM002,Triticum,CGF-7132,NA,NA,139,113,NA,NA,NA,4306,2,4,NA,NA,5,Fundulea,Winter wheat,1971-1972,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-149,NA,NA,145,110,NA,NA,NA,4330,NA,NA,NA,NA,3,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-224,NA,NA,143,100,NA,NA,NA,5290,NA,NA,NA,NA,5,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-2611,NA,NA,138,99,NA,NA,NA,5910,NA,NA,NA,NA,6,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-2612,NA,NA,139,90,NA,NA,NA,5590,NA,NA,NA,NA,5,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-2615,NA,NA,141,99,NA,NA,NA,5750,NA,NA,NA,NA,6,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-2616,NA,NA,144,106,NA,NA,NA,5460,NA,NA,NA,NA,6,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-2617,NA,NA,145,108,NA,NA,NA,5680,NA,NA,NA,NA,6,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-278,NA,NA,136,98,NA,NA,NA,4350,NA,NA,NA,NA,4,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-6475,NA,NA,133,83,NA,NA,NA,4960,NA,NA,NA,NA,4,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-7130,NA,NA,136,120,NA,NA,NA,4530,NA,NA,NA,NA,3,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-7132,NA,NA,141,112,NA,NA,NA,5660,NA,NA,NA,NA,5,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197305,ROM002,Triticum,CGF-924,NA,NA,142,100,NA,NA,NA,5060,NA,NA,NA,NA,3,Fundulea,Winter wheat,1972-1973,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-149,NA,NA,144,103,NA,NA,NA,4116,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-2168,NA,NA,143,115,NA,NA,NA,3140,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-224,NA,NA,149,100,NA,NA,NA,5190,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-2615,NA,NA,147,105,NA,40.2,NA,5150,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-2616,NA,NA,150,100,NA,43.2,NA,4960,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-2617,NA,NA,151,105,NA,NA,NA,5320,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-2630,NA,NA,139,115,NA,NA,NA,5200,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-278,NA,NA,143,115,NA,NA,NA,4550,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-7130,NA,NA,144,110,NA,NA,NA,4690,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197405,ROM002,Triticum,CGF-7132,NA,NA,144,105,NA,39.6,NA,4990,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1973-1974,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2168,NA,NA,131,125,NA,NA,NA,4630,NA,6,NA,NA,1,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-224,NA,NA,139,110,NA,NA,NA,3844,4,6,NA,NA,6,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2609,NA,NA,140,105,NA,NA,NA,7320,NA,2,NA,NA,NA,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2613,NA,NA,135,115,NA,NA,NA,4782,5,5,NA,NA,5,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2616,NA,NA,140,110,NA,NA,NA,2840,1,8,NA,NA,5,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2617,NA,NA,142,110,NA,NA,NA,3278,1,6,NA,NA,6,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2626,NA,NA,138,110,NA,NA,NA,4920,7,5,NA,NA,1,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-2630,NA,NA,140,125,NA,NA,NA,3892,5,6,NA,NA,4,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197505,ROM002,Triticum,CGF-7132,NA,NA,137,120,NA,NA,NA,5280,7,4,NA,NA,5,Fundulea,Winter wheat,1974-1975,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-224,NA,NA,146,110,NA,NA,NA,6320,NA,5,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-2613,NA,NA,142,105,NA,NA,NA,6650,NA,5,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-2616,NA,NA,147,105,NA,NA,NA,5370,NA,7,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-2617,NA,NA,147,105,NA,NA,NA,5090,NA,6,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-6475,NA,NA,149,120,NA,NA,NA,7140,NA,6,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197605,ROM002,Triticum,CGF-7132,NA,NA,142,120,NA,NA,NA,6380,NA,4,NA,NA,NA,Fundulea,Winter wheat,1975-1976,Fundulea,26.5153,44.4528,NA
197705,ROM002,Triticum,CGF-224,NA,NA,138,115,NA,NA,NA,5220,NA,7,NA,NA,5,Fundulea,Winter wheat,1976-1977,Fundulea,26.5153,44.4528,NA
197705,ROM002,Triticum,CGF-2613,NA,NA,134,115,NA,NA,NA,5880,NA,NA,NA,NA,5,Fundulea,Winter wheat,1976-1977,Fundulea,26.5153,44.4528,NA
197705,ROM002,Triticum,CGF-2616,NA,NA,139,115,NA,NA,NA,3450,NA,6,NA,NA,6,Fundulea,Winter wheat,1976-1977,Fundulea,26.5153,44.4528,NA
197705,ROM002,Triticum,CGF-6475,NA,NA,136,110,NA,NA,NA,5530,NA,6,NA,NA,7,Fundulea,Winter wheat,1976-1977,Fundulea,26.5153,44.4528,NA
197705,ROM002,Triticum,CGF-7132,NA,NA,136,120,NA,NA,NA,6160,NA,4,NA,NA,4,Fundulea,Winter wheat,1976-1977,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-224,NA,NA,146,123,546,NA,NA,5300,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-224,NA,NA,145,125,591,NA,NA,5540,NA,4,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-224,NA,NA,146,120,600,NA,NA,6180,NA,NA,NA,NA,6,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-224,NA,NA,145,NA,NA,NA,NA,5810,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2609,NA,NA,138,NA,NA,NA,NA,6670,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2609,NA,NA,138,NA,NA,NA,NA,6670,1,3,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,125,546,NA,NA,5820,NA,3,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,120,500,NA,NA,5485,NA,3,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,120,537,NA,NA,5870,NA,3,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,121,546,NA,NA,5684,NA,3,NA,NA,2,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,112,562,NA,NA,5890,NA,3,3,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,113,546,NA,NA,6584,NA,3,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,142,100,605,NA,NA,6220,NA,3,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,142,104,645,NA,NA,6254,NA,NA,NA,7,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,100,633,NA,NA,6433,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,115,698,NA,NA,6523,NA,NA,NA,NA,3,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,95,NA,NA,NA,5483,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,112,NA,NA,NA,5846,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,115,NA,NA,NA,5720,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,105,NA,NA,NA,5684,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,110,NA,NA,NA,5826,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,117,NA,NA,NA,5468,NA,NA,NA,NA,8,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,104,NA,NA,NA,5950,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,114,NA,NA,NA,6021,NA,3,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,120,NA,NA,NA,5960,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,119,NA,NA,NA,5464,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,117,NA,NA,NA,6020,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,118,NA,NA,NA,6582,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,115,NA,NA,NA,6060,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,145,117,NA,NA,NA,5984,NA,NA,NA,NA,2,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,NA,NA,NA,NA,6110,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,NA,NA,NA,NA,6254,NA,NA,NA,6,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,146,110,NA,NA,NA,6200,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,146,116,NA,NA,NA,5986,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,110,NA,NA,NA,6343,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,115,NA,NA,NA,6585,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,120,NA,NA,NA,6830,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,144,119,NA,NA,NA,6785,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,110,NA,NA,NA,7030,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2613,NA,NA,143,115,NA,NA,NA,7258,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-2630,NA,NA,145,100,NA,NA,NA,6250,4,5,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-4903,NA,NA,145,102,616,NA,63.3,5970,NA,6,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-4908,NA,NA,145,100,586,NA,NA,5720,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-4908,NA,NA,144,105,661,NA,NA,3540,1,3,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6074,NA,NA,141,109,630,NA,NA,5910,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6074,NA,NA,141,110,NA,NA,NA,6580,NA,NA,NA,NA,5,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6074,NA,NA,140,109,NA,NA,NA,7290,NA,NA,NA,9,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6074,NA,NA,139,NA,NA,NA,NA,7650,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6468,NA,NA,142,NA,NA,NA,NA,4940,NA,NA,NA,NA,NA,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6468,NA,NA,142,NA,NA,NA,NA,4940,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6475,NA,NA,144,113,560,NA,NA,6420,NA,NA,NA,2,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6475,NA,NA,142,103,643,NA,NA,6990,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6475,NA,NA,148,108,644,NA,NA,7190,NA,NA,NA,1,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,141,98,519,NA,NA,6090,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,141,97,567,NA,NA,5610,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,141,99,NA,NA,NA,6190,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,147,100,NA,NA,NA,7020,NA,NA,NA,NA,2,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,140,97,NA,NA,NA,7070,NA,NA,NA,9,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-6573,NA,NA,140,NA,NA,NA,NA,NA,NA,1,NA,3,3,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7046,NA,NA,148,122,NA,NA,56.7,4240,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7079,NA,NA,145,87,550,NA,65.6,4780,3,3,NA,4,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,114,646,NA,NA,6960,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,115,650,NA,NA,6730,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,109,663,NA,NA,6560,NA,NA,NA,6,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,146,117,667,NA,NA,7510,NA,NA,NA,NA,3,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,114,693,NA,NA,6110,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,146,113,769,NA,NA,7490,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,152,96,NA,NA,NA,5140,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,113,NA,NA,NA,6230,NA,4,NA,NA,2,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,146,NA,NA,NA,NA,6360,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,115,NA,NA,NA,6410,NA,4,NA,NA,7,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,108,NA,NA,NA,6680,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,111,NA,NA,NA,6720,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,113,NA,NA,NA,6940,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,146,115,NA,NA,NA,7050,NA,4,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,148,112,NA,NA,NA,7157,NA,NA,NA,NA,1,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
198105,ROM002,Triticum,CGF-7126,NA,NA,147,110,NA,NA,NA,7200,NA,NA,NA,NA,4,Fundulea,Winter wheat,1980-1981,Fundulea,26.5153,44.4528,NA
