accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign
COF 3512,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3513,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3682,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,128,NA,36.1,NA,5640,NA,9.86,61.3,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,127,NA,34.1,NA,5460,NA,11.72,59.37,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,126,NA,35.8,NA,5280,NA,10.08,57.34,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,127,NA,34.1,NA,5540,NA,10.1,61.99,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,127,NA,37.6,NA,5440,NA,10.32,55.98,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,129,NA,31.6,NA,5480,NA,10.56,56.56,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3798,NA,NA,127,NA,NA,NA,7184,NA,10.84,61.18,Fundulea,Winter barley,1980-1981
COF 3841,NA,NA,133,NA,41.7,NA,4590,NA,NA,61.96,Fundulea,Winter barley,1980-1981
COF 3841,NA,NA,134,NA,41.8,NA,4900,NA,11.9,62.61,Fundulea,Winter barley,1980-1981
COF 3841,NA,NA,133,NA,42.1,NA,4950,NA,10.84,61.78,Fundulea,Winter barley,1980-1981
COF 3841,NA,NA,133,NA,NA,NA,7072,NA,11.06,62.3,Fundulea,Winter barley,1980-1981
COPF2041,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1980-1981
COF 3009,NA,NA,135,NA,NA,NA,7560,7,NA,NA,Fundulea,Winter barley,1981-1982
COF 3010,NA,NA,130,NA,NA,NA,5120,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3012,NA,NA,134,NA,NA,NA,9080,4,NA,NA,Fundulea,Winter barley,1981-1982
COF 3044,NA,NA,NA,NA,NA,NA,5830,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3045,NA,NA,135,NA,NA,NA,7260,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3046,NA,NA,134,NA,NA,NA,8630,3,NA,NA,Fundulea,Winter barley,1981-1982
COF 3047,NA,NA,135,NA,NA,NA,8360,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3048,NA,NA,132,NA,NA,NA,8230,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3088,NA,NA,132,NA,35.8,NA,6990,NA,NA,62.95,Fundulea,Winter barley,1981-1982
COF 3101,NA,NA,131,NA,NA,NA,4950,2,NA,NA,Fundulea,Winter barley,1981-1982
COF 3101,NA,NA,131,NA,NA,NA,8400,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3101,NA,NA,131,NA,NA,NA,8360,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3106,NA,NA,136,NA,NA,NA,7160,4,NA,NA,Fundulea,Winter barley,1981-1982
COF 3116,NA,NA,NA,NA,NA,NA,7370,6,NA,NA,Fundulea,Winter barley,1981-1982
COF 3117,NA,NA,NA,NA,NA,NA,7050,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3149,NA,NA,131,NA,NA,NA,4930,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3180,NA,NA,138,NA,37.9,NA,6330,NA,NA,61.09,Fundulea,Winter barley,1981-1982
COF 3289,NA,NA,132,NA,44,NA,6300,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3289,NA,NA,132,NA,NA,NA,NA,2,NA,NA,Fundulea,Winter barley,1981-1982
COF 3291,NA,NA,134,NA,NA,NA,8100,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3294,NA,NA,135,NA,34.5,NA,6500,NA,NA,59.71,Fundulea,Winter barley,1981-1982
COF 3345,NA,NA,132,NA,35.5,NA,7235,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3345,NA,NA,132,NA,NA,NA,8250,4,NA,NA,Fundulea,Winter barley,1981-1982
COF 3348,NA,NA,132,NA,35,NA,6382,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3348,NA,NA,132,NA,NA,NA,8440,5,NA,NA,Fundulea,Winter barley,1981-1982
COF 3394,NA,NA,134,NA,NA,NA,7770,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3394,NA,NA,132,NA,NA,NA,7570,2,NA,NA,Fundulea,Winter barley,1981-1982
COF 3466,NA,NA,141,NA,NA,NA,8070,3,NA,NA,Fundulea,Winter barley,1981-1982
COF 3471,NA,NA,136,NA,NA,NA,7220,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3500,NA,NA,132,NA,NA,NA,4260,8,NA,NA,Fundulea,Winter barley,1981-1982
COF 3512,NA,NA,135,NA,36.9,NA,7090,NA,NA,62.03,Fundulea,Winter barley,1981-1982
COF 3512,NA,NA,NA,NA,NA,NA,8540,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3513,NA,NA,136,NA,NA,NA,7790,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3518,NA,NA,NA,NA,NA,NA,4580,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3518,NA,NA,NA,NA,NA,NA,4200,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3646,NA,NA,131,88.5,33.2,NA,7894,NA,11.66,61.15,Fundulea,Winter barley,1981-1982
COF 3646,NA,NA,131,70.3,38,NA,7508,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3647,NA,NA,130,93,51.5,NA,7158,NA,14.71,62.68,Fundulea,Winter barley,1981-1982
COF 3647,NA,NA,132,NA,48.5,NA,6848,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3647,NA,NA,132,83.5,58.2,NA,6728,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,88.5,31.2,NA,8148,NA,11.86,59.9,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,38.4,NA,7883,NA,11.62,59.32,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,34.4,NA,7323,NA,12.54,61.99,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,33.1,NA,7773,NA,12.16,60.74,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,29.6,NA,7513,NA,12.24,57.32,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,34.7,NA,7852,NA,10.97,62.4,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,35.1,NA,7595,NA,12.75,57.97,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,30.4,NA,7393,NA,15.23,57.07,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,32.7,NA,7391,NA,NA,61.31,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,69.5,38.3,NA,6850,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8840,5,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,NA,NA,NA,NA,9040,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8160,4,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8360,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8100,2,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8440,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,7600,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8990,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,NA,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,9780,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,7900,4,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,8330,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,7820,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3798,NA,NA,131,NA,NA,NA,7130,1,NA,NA,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,84,43.9,NA,7508,NA,13.43,62.61,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,NA,42,NA,7600,NA,13.27,63.07,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,NA,38.6,NA,7478,NA,11.24,NA,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,NA,42.6,NA,7463,NA,12.27,NA,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,NA,40,NA,7390,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3841,NA,NA,135,79.2,50.7,NA,7590,NA,NA,NA,Fundulea,Winter barley,1981-1982
COF 3863,NA,NA,135,NA,NA,NA,7090,1,NA,NA,Fundulea,Winter barley,1981-1982
COPF2041,NA,NA,136,NA,NA,NA,6570,3,NA,NA,Fundulea,Winter barley,1981-1982
COF 3009,NA,NA,122,NA,NA,NA,6400,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3088,NA,NA,119,84,32,NA,6660,NA,15.28,57.29,Fundulea,Winter barley,1982-1983
COF 3106,NA,NA,123,NA,NA,NA,5120,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3116,NA,NA,NA,NA,NA,NA,5380,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3124,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3149,NA,NA,116,NA,NA,NA,4260,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3180,NA,NA,126,NA,26.3,NA,3960,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3226,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3243,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3289,NA,NA,120,NA,42.4,NA,5520,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3291,NA,NA,120,NA,NA,NA,5660,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3293,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3294,NA,NA,122,NA,NA,NA,5320,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3341,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3345,NA,NA,119,NA,NA,NA,6100,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3348,NA,NA,119,NA,NA,NA,6360,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3398,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3404,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3466,NA,NA,128,NA,NA,NA,6060,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3472,NA,NA,120,NA,NA,NA,1300,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3473,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3474,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3477,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3478,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3512,NA,NA,120,NA,29.4,NA,5470,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3513,NA,NA,124,NA,NA,NA,5250,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,117,86,NA,NA,7200,NA,14.64,NA,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,119,81,NA,NA,6580,NA,16.12,51.4,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,119,82,NA,NA,5970,NA,16.98,53.21,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,119,78,NA,NA,6568,NA,15.22,NA,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,119,80,NA,NA,5740,NA,15.58,NA,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,118,83,NA,NA,6784,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3646,NA,NA,119,NA,NA,NA,5800,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3647,NA,NA,116,86,35.6,NA,6192,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3647,NA,NA,118,NA,NA,NA,5610,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3647,NA,NA,116,NA,NA,NA,5140,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3647,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3681,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,118,82.5,NA,NA,6300,NA,13.94,55.82,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,81,NA,NA,6376,NA,17.4,52.96,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,79,NA,NA,5890,NA,16.22,53.3,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,82,NA,NA,6480,NA,15.52,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,80,NA,NA,6008,NA,15.82,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,82,NA,NA,5992,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,120,NA,NA,NA,5680,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,5760,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,6140,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,6980,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,6300,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,6280,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3798,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3841,NA,NA,120,78,NA,NA,6426,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3841,NA,NA,120,NA,NA,NA,6000,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3841,NA,NA,120,NA,NA,NA,6180,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3841,NA,NA,120,NA,NA,NA,7800,NA,NA,NA,Fundulea,Winter barley,1982-1983
COF 3009,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3046,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3049,NA,NA,148,NA,NA,NA,5200,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3056,NA,NA,144,NA,NA,NA,4660,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3088,NA,NA,144,NA,NA,NA,5100,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3106,NA,NA,149,NA,NA,NA,2440,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3180,NA,NA,150,NA,NA,NA,5020,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3226,NA,NA,149,NA,NA,NA,5040,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3226,NA,NA,148,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3243,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3289,NA,NA,143,NA,NA,NA,3020,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3291,NA,NA,144,NA,NA,NA,5060,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3294,NA,NA,144,NA,NA,NA,5800,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3295,NA,NA,144,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3345,NA,NA,141,NA,NA,NA,4120,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3348,NA,NA,143,NA,NA,NA,3120,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3401,NA,NA,143,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3402,NA,NA,142,NA,NA,NA,4420,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3466,NA,NA,150,NA,NA,NA,5260,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3469,NA,NA,148,NA,NA,NA,4580,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3473,NA,NA,144,NA,NA,NA,4940,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3474,NA,NA,144,NA,NA,NA,5660,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3477,NA,NA,144,NA,NA,NA,5540,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3478,NA,NA,144,NA,NA,NA,5680,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3512,NA,NA,150,NA,NA,NA,5950,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3513,NA,NA,148,NA,NA,NA,4140,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,43,NA,5250,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5530,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5840,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,NA,NA,5210,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,NA,NA,6020,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5480,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,NA,NA,5560,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,NA,NA,5740,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,142,NA,NA,NA,4580,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5290,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5900,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,143,NA,NA,NA,5360,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3646,NA,NA,124,NA,NA,NA,7610,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,142,NA,41,NA,4410,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,143,NA,NA,NA,4260,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,142,NA,NA,NA,3860,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,142,NA,NA,NA,3330,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,143,NA,NA,NA,3790,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3647,NA,NA,133,NA,NA,NA,6190,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3666,NA,NA,140,NA,NA,NA,4440,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3681,NA,NA,NA,NA,42.7,NA,890,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3681,NA,NA,NA,NA,43.3,NA,830,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3681,NA,NA,NA,NA,44,NA,1040,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,43.6,NA,4170,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4900,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,5040,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4560,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,5030,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4720,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4450,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4940,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4780,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4400,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4820,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4990,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4220,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,142,NA,NA,NA,4580,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,144,NA,NA,NA,4800,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,140,NA,NA,NA,4440,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,5600,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,140,NA,NA,NA,3620,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,4520,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,142,NA,NA,NA,3900,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,142,NA,NA,NA,4540,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,132,NA,NA,NA,7270,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3798,NA,NA,143,NA,NA,NA,6200,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,148,NA,42.6,NA,4790,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,148,NA,NA,NA,4910,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,148,NA,NA,NA,3690,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,148,NA,NA,NA,4110,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,148,NA,NA,NA,3930,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,136,NA,NA,NA,6680,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3841,NA,NA,136,NA,NA,NA,7000,NA,NA,NA,Fundulea,Winter barley,1983-1984
COPF 2103,NA,NA,144,NA,NA,NA,4300,NA,NA,NA,Fundulea,Winter barley,1983-1984
COF 3049,NA,NA,139,NA,NA,NA,2300,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3124,NA,NA,145,NA,36.5,NA,2416,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3124,NA,NA,143,NA,NA,NA,3160,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3149,NA,NA,136,NA,NA,NA,2410,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3150,NA,NA,143,NA,38.1,NA,1952,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3227,NA,NA,130,NA,NA,NA,1680,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3233,NA,NA,139,NA,NA,NA,2530,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3243,NA,NA,143,NA,NA,NA,2600,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3290,NA,NA,131,NA,NA,NA,2600,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3292,NA,NA,137,NA,NA,NA,2020,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3293,NA,NA,138,NA,NA,NA,3100,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3295,NA,NA,141,NA,NA,NA,1800,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3355,NA,NA,131,NA,NA,NA,7400,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3360,NA,NA,143,NA,40,NA,1760,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3383,NA,NA,139,NA,36.4,NA,1812,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3385,NA,NA,129,NA,NA,NA,2030,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3398,NA,NA,138,NA,NA,NA,2800,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3419,NA,NA,139,NA,NA,NA,3100,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3474,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3476,NA,NA,139,NA,NA,NA,2600,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3478,NA,NA,141,NA,NA,NA,2360,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3513,NA,NA,139,NA,NA,NA,2000,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,35.6,NA,1781,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,34.7,NA,1312,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,37.5,NA,1258,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,36.9,NA,1672,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,36.6,NA,1980,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,34.4,NA,1448,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,41.1,NA,1568,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,36.9,NA,2192,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,37.1,NA,2004,NA,NA,NA,Fundulea,Winter barley,1984-1985
COF 3646,NA,NA,137,NA,34.7,NA,1820,NA,NA,NA,Fundulea,Winter barley,1984-1985
