experiment_id,instcode,genus,accenumb,agent_id,doi,days_to_heading,plant_height,thousand_kernel_weight,hectolitric_weight,dry_matter_yield,lodging,protein_content,starch_content,name,description,campaign,site_name,longitude,latitude,remarks
22195905,ROM002,Hordeum,COF 3019,NA,NA,138,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3036,NA,NA,156,NA,48.81,NA,NA,5,11.42,54.6,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3040,NA,NA,152,NA,NA,NA,3866,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3040,NA,NA,154,NA,46.71,NA,NA,5,11.52,55.93,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3040,NA,NA,151,NA,NA,NA,3493,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3043,NA,NA,152,NA,NA,NA,3320,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3043,NA,NA,156,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3043,NA,NA,152,NA,43.82,NA,NA,5,12.1,56.28,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3093,NA,NA,95,NA,45.42,NA,NA,5,11.22,54.5,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3098,NA,NA,186,NA,36.88,NA,NA,5,10.83,55.6,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3116,NA,NA,146,NA,NA,NA,1853,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3116,NA,NA,148,NA,30.98,NA,NA,5,14.53,51,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3134,NA,NA,153,NA,45.22,NA,NA,5,11.34,56.3,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3134,NA,NA,150,NA,NA,NA,3640,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3146,NA,NA,144,NA,46.64,NA,NA,4,13.86,53.46,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3220,NA,NA,147,NA,38.9,NA,NA,5,14.5,53.8,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3263,NA,NA,151,NA,31.57,NA,NA,5,13,50.5,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3263,NA,NA,153,NA,NA,NA,2040,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3265,NA,NA,149,NA,42.88,NA,NA,5,11.52,55.1,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3265,NA,NA,146,NA,NA,NA,3466,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3286,NA,NA,158,NA,NA,NA,2066,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3286,NA,NA,149,NA,40.4,NA,NA,5,10.88,54.44,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3318,NA,NA,154,NA,40.1,NA,NA,5,11.07,56.35,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3318,NA,NA,146,NA,39.19,NA,NA,4,12.09,55.89,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3327,NA,NA,156,NA,38.02,NA,NA,5,12,65.1,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3327,NA,NA,156,NA,42.32,NA,NA,5,12.72,55,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3337,NA,NA,153,NA,41.39,NA,NA,5,11.43,55.6,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3337,NA,NA,153,NA,NA,NA,3720,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3337,NA,NA,149,NA,41.17,NA,NA,5,11.2,53.23,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3337,NA,NA,148,NA,NA,NA,3560,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3392,NA,NA,153,NA,NA,NA,3480,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3392,NA,NA,149,NA,47.2,NA,NA,4,13.48,57.36,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3463,NA,NA,154,NA,42.72,NA,NA,5,10.95,56.24,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3463,NA,NA,151,NA,NA,NA,3733,NA,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COF 3644,NA,NA,157,NA,39.33,NA,NA,5,12.01,52.62,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COPF 2070,NA,NA,157,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COPF 2070,NA,NA,157,NA,43.65,NA,NA,5,12.08,56.52,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22195905,ROM002,Hordeum,COPF 2090,NA,NA,140,NA,51.66,NA,NA,4,13.1,51.83,Fundulea,Spring barley,1959-1959,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3019,NA,NA,131,NA,45.37,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3036,NA,NA,156,NA,33.82,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3040,NA,NA,156,NA,40.63,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3040,NA,NA,152,NA,46.15,NA,NA,5,12.43,55.95,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3043,NA,NA,156,NA,36.32,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3093,NA,NA,149,NA,36.27,NA,NA,3,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3095,NA,NA,144,NA,36.2,NA,NA,3,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3116,NA,NA,149,NA,35,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3132,NA,NA,147,NA,NA,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3134,NA,NA,156,NA,39.01,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3146,NA,NA,156,NA,NA,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3172,NA,NA,149,NA,40.13,NA,NA,4,11.3,57.01,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3217,NA,NA,144,NA,35.3,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3240,NA,NA,153,NA,29.8,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3265,NA,NA,150,NA,38.37,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3267,NA,NA,156,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3326,NA,NA,148,NA,NA,NA,NA,2,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3337,NA,NA,156,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3391,NA,NA,156,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3392,NA,NA,156,NA,39.09,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3463,NA,NA,156,NA,39.2,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3517,NA,NA,139,NA,NA,NA,3693,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3517,NA,NA,139,NA,31.69,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COF 3534,NA,NA,156,NA,NA,NA,NA,2,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2023,NA,NA,138,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2032,NA,NA,135,NA,49.12,NA,NA,4,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2032,NA,NA,137,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2090,NA,NA,141,NA,41.39,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2107,NA,NA,141,62,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196105,ROM002,Hordeum,COPF 2107,NA,NA,141,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1961-1961,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3040,NA,NA,145,NA,32,NA,NA,NA,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3116,NA,NA,156,NA,NA,NA,NA,4,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3122,NA,NA,156,NA,NA,NA,NA,5,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3149,NA,NA,151,NA,32,NA,NA,4,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3231,NA,NA,156,NA,NA,NA,NA,4,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3266,NA,NA,157,NA,NA,NA,NA,1,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3319,NA,NA,156,NA,NA,NA,NA,4,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COF 3517,NA,NA,152,NA,46,NA,NA,1,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COPF 2023,NA,NA,145,NA,54,NA,NA,2,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COPF 2070,NA,NA,151,NA,36.5,NA,NA,NA,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COPF 2090,NA,NA,147,NA,49.5,NA,NA,1,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COPF 2107,NA,NA,148,NA,48.5,NA,NA,1,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196205,ROM002,Hordeum,COPF 2107,NA,NA,148,65,46,NA,NA,NA,NA,NA,Fundulea,Spring barley,1962-1962,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3149,NA,NA,149,NA,32,NA,1700,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3517,NA,NA,146,NA,29.5,NA,2650,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2850,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2750,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2650,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2250,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2550,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2600,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,2900,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,4450,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,4200,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,4000,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,3400,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,1750,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COF 3644,NA,NA,155,NA,NA,NA,3450,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2023,NA,NA,142,NA,45.5,NA,3000,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,155,NA,NA,NA,3320,5,14.55,57.05,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,3350,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,4000,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,3200,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,153,NA,41.5,NA,3200,1,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,4000,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,3400,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,2950,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,155,NA,41.5,NA,3200,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,3800,2,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,3000,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,154,NA,41.5,NA,2350,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2070,NA,NA,155,NA,NA,NA,3250,5,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2086,NA,NA,150,NA,32,NA,3150,3,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2086,NA,NA,153,NA,38.4,68,3960,5,13.57,56.97,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2090,NA,NA,140,NA,40,NA,3600,1,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196405,ROM002,Hordeum,COPF 2107,NA,NA,146,72,41,NA,2750,4,NA,NA,Fundulea,Spring barley,1964-1964,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COF  3024,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COF 3216,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COF 3337,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COF 3502,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COF 3502,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2017,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2049,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2049,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,157,NA,38.1,NA,2780,5,14,57.66,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,36.6,NA,2222,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,159,NA,34.7,NA,2450,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,38.5,NA,1700,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,159,NA,39.2,NA,2100,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,36.7,NA,2000,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,159,NA,34.1,NA,2260,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,38.6,NA,1680,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,34.5,NA,2630,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,36,NA,2500,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,38.6,NA,2600,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,38.3,NA,1800,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,32.4,NA,2000,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,158,NA,NA,NA,2000,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2070,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2076,NA,NA,139,65.5,40,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2080,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2086,NA,NA,157,NA,38.2,NA,3760,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2086,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2213,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2229,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2400,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196505,ROM002,Hordeum,COPF 2400,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1965-1965,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3011,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3024,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3024,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3165,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3216,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3241,NA,NA,145,NA,NA,NA,3220,5,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3241,NA,NA,148,NA,NA,NA,3400,4,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3269,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3328,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3479,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
22196605,ROM002,Hordeum,COF 3481,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,Fundulea,Spring barley,1966-1966,Fundulea,26.3120,44.2752,NA
