accenumb,campaign,trait,value
1042,1961-1962,days_to_heading,167
1042,1961-1962,plant_height,145
1042,1961-1962,thousand_kernel_weight,47.6
1043,1961-1962,days_to_heading,166
1043,1961-1962,plant_height,145
1043,1961-1962,thousand_kernel_weight,45.4
1045,1961-1962,days_to_heading,163
1045,1961-1962,plant_height,155
1045,1961-1962,thousand_kernel_weight,53
1046,1961-1962,days_to_heading,165
1046,1961-1962,plant_height,125
1046,1961-1962,thousand_kernel_weight,33.8
1050,1961-1962,days_to_heading,169
1050,1961-1962,plant_height,165
1050,1961-1962,thousand_kernel_weight,48
123,1961-1962,days_to_heading,166
123,1961-1962,plant_height,110
123,1961-1962,thousand_kernel_weight,37.7
133,1961-1962,days_to_heading,168
133,1961-1962,plant_height,140
133,1961-1962,thousand_kernel_weight,44.6
134,1961-1962,days_to_heading,168
134,1961-1962,plant_height,150
134,1961-1962,thousand_kernel_weight,43.7
196,1961-1962,days_to_heading,166
196,1961-1962,plant_height,150
196,1961-1962,thousand_kernel_weight,44.3
4120,1961-1962,days_to_heading,171
4120,1961-1962,plant_height,135
4124,1961-1962,days_to_heading,169
4124,1961-1962,plant_height,130
4125,1961-1962,days_to_heading,169
4125,1961-1962,plant_height,130
4126,1961-1962,days_to_heading,172
4126,1961-1962,plant_height,135
4127,1961-1962,days_to_heading,166
4127,1961-1962,plant_height,140
4128,1961-1962,days_to_heading,169
4128,1961-1962,plant_height,130
4129,1961-1962,days_to_heading,166
4129,1961-1962,plant_height,130
4130,1961-1962,days_to_heading,169
4130,1961-1962,plant_height,125
4131,1961-1962,days_to_heading,174
4131,1961-1962,plant_height,140
4132,1961-1962,days_to_heading,169
4132,1961-1962,plant_height,150
4133,1961-1962,days_to_heading,169
4133,1961-1962,plant_height,125
4135,1961-1962,days_to_heading,166
4135,1961-1962,plant_height,120
4136,1961-1962,days_to_heading,169
4136,1961-1962,plant_height,130
4137,1961-1962,days_to_heading,174
4137,1961-1962,plant_height,135
4138,1961-1962,days_to_heading,172
4138,1961-1962,plant_height,145
4139,1961-1962,days_to_heading,169
4139,1961-1962,plant_height,135
4140,1961-1962,days_to_heading,172
4140,1961-1962,plant_height,150
4141,1961-1962,days_to_heading,172
4141,1961-1962,plant_height,130
4142,1961-1962,days_to_heading,169
4142,1961-1962,plant_height,150
4143,1961-1962,days_to_heading,172
4143,1961-1962,plant_height,135
4144,1961-1962,days_to_heading,176
4144,1961-1962,plant_height,130
4145,1961-1962,days_to_heading,169
4145,1961-1962,plant_height,140
4146,1961-1962,days_to_heading,169
4146,1961-1962,plant_height,140
4147,1961-1962,days_to_heading,172
4147,1961-1962,plant_height,130
4148,1961-1962,days_to_heading,172
4148,1961-1962,plant_height,150
