accenumb,campaign,days_to_heading
TS0030,1960-1961,178
TS0032,1960-1961,180
TS0034,1960-1961,181
TS0036,1960-1961,186
TS0001,1961-1962,191
TS0002,1961-1962,193
TS0004,1961-1962,191
TS0013,1961-1962,179
TS0019,1961-1962,183
TS0032,1961-1962,180
TS0034,1961-1962,181
TS0036,1961-1962,186
TS0073,1961-1962,171
TS0074,1961-1962,175
TS0076,1961-1962,171
TS0078,1961-1962,171
TS0079,1961-1962,171
TS0081,1961-1962,175
TS0081,1961-1962,173
TS0081,1961-1962,171
TS0084,1961-1962,175
TS0084,1961-1962,173
TS0084,1961-1962,171
TS0088,1961-1962,177
TS0088,1961-1962,175
TS0088,1961-1962,173
TS0088,1961-1962,171
TS0091,1961-1962,175
TS0091,1961-1962,171
TS0092,1961-1962,175
TS0092,1961-1962,173
TS0092,1961-1962,171
TS0094,1961-1962,175
TS0094,1961-1962,173
TS0095,1961-1962,175
TS0095,1961-1962,173
TS0095,1961-1962,171
TS0098,1961-1962,175
TS0098,1961-1962,173
TS0098,1961-1962,171
TS0099,1961-1962,175
TS0099,1961-1962,173
TS0099,1961-1962,171
TS0100,1961-1962,173
TS0100,1961-1962,171
TS0102,1961-1962,175
TS0102,1961-1962,173
TS0102,1961-1962,171
TS0111,1961-1962,175
TS0111,1961-1962,173
TS0111,1961-1962,171
TS0112,1961-1962,175
TS0112,1961-1962,173
TS0112,1961-1962,171
TS0113,1961-1962,175
TS0113,1961-1962,173
TS0113,1961-1962,171
TS0116,1961-1962,175
TS0116,1961-1962,173
TS0116,1961-1962,171
TS0117,1961-1962,175
TS0117,1961-1962,173
TS0117,1961-1962,171
TS0121,1961-1962,175
TS0121,1961-1962,173
TS0121,1961-1962,171
TS0123,1961-1962,175
TS0123,1961-1962,173
TS0123,1961-1962,171
TS0125,1961-1962,175
TS0125,1961-1962,171
TS0131,1961-1962,175
TS0131,1961-1962,173
TS0131,1961-1962,171
TS0136,1961-1962,175
TS0136,1961-1962,173
TS0136,1961-1962,171
TS0137,1961-1962,173
TS0137,1961-1962,171
TS0140,1961-1962,175
TS0140,1961-1962,173
TS0141,1961-1962,175
TS0141,1961-1962,173
TS0141,1961-1962,171
TS0142,1961-1962,175
TS0142,1961-1962,173
TS0142,1961-1962,171
TS0144,1961-1962,175
TS0144,1961-1962,173
TS0144,1961-1962,171
TS0146,1961-1962,175
TS0146,1961-1962,173
TS0146,1961-1962,171
TS0148,1961-1962,175
TS0148,1961-1962,173
TS0148,1961-1962,171
TS0149,1961-1962,175
TS0149,1961-1962,173
TS0149,1961-1962,171
TS0152,1961-1962,175
TS0152,1961-1962,171
TS0965,1961-1962,173
TS1022,1961-1962,173
TS1025,1961-1962,171
TS1060,1961-1962,175
TS1110,1961-1962,175
TS1122,1961-1962,171
TS1143,1961-1962,175
TS1201,1961-1962,175
TS1201,1961-1962,173
TS1202,1961-1962,175
TS1202,1961-1962,173
TS1202,1961-1962,171
TS1256,1961-1962,175
TS1256,1961-1962,171
TS1286,1961-1962,176
TS1286,1961-1962,175
TS1286,1961-1962,173
TS1288,1961-1962,176
TS1288,1961-1962,175
TS1288,1961-1962,173
TS1289,1961-1962,177
TS1289,1961-1962,176
TS1289,1961-1962,175
TS1289,1961-1962,173
TS1289,1961-1962,171
TS1297,1961-1962,175
TS1297,1961-1962,173
TS1297,1961-1962,171
TS1303,1961-1962,177
TS1303,1961-1962,175
TS1303,1961-1962,173
TS1303,1961-1962,171
TS1303,1961-1962,165
TS1307,1961-1962,177
TS1307,1961-1962,175
TS1307,1961-1962,173
TS1307,1961-1962,171
TS1316,1961-1962,177
TS1316,1961-1962,175
TS1316,1961-1962,173
TS0001,1962-1963,189
TS0002,1962-1963,189
TS0004,1962-1963,186
TS0006,1962-1963,186
TS0007,1962-1963,188
TS0013,1962-1963,186
TS0014,1962-1963,188
TS0016,1962-1963,188
TS0019,1962-1963,190
TS0020,1962-1963,190
TS0025,1962-1963,188
TS0026,1962-1963,188
TS0028,1962-1963,184
TS0030,1962-1963,185
TS0032,1962-1963,190
TS0034,1962-1963,188
TS0035,1962-1963,190
TS0036,1962-1963,191
TS0155,1962-1963,175
TS0156,1962-1963,172
TS0157,1962-1963,176
TS0159,1962-1963,174
TS0160,1962-1963,176
TS0164,1962-1963,176
TS0166,1962-1963,171
TS0172,1962-1963,176
TS0174,1962-1963,176
TS0177,1962-1963,176
TS0178,1962-1963,170
TS0179,1962-1963,175
TS0180,1962-1963,176
TS0181,1962-1963,177
TS0183,1962-1963,176
TS0225,1962-1963,176
TS0225,1962-1963,175
TS0225,1962-1963,174
TS0225,1962-1963,173
TS0225,1962-1963,171
TS0225,1962-1963,170
TS0241,1962-1963,176
TS0241,1962-1963,174
TS0241,1962-1963,173
TS0241,1962-1963,171
TS0241,1962-1963,170
TS0242,1962-1963,176
TS0242,1962-1963,175
TS0242,1962-1963,173
TS0242,1962-1963,172
TS0242,1962-1963,171
TS0242,1962-1963,170
TS0258,1962-1963,176
TS0258,1962-1963,174
TS0258,1962-1963,173
TS0258,1962-1963,171
TS0258,1962-1963,170
TS0265,1962-1963,176
TS0265,1962-1963,175
TS0265,1962-1963,172
TS0265,1962-1963,170
TS0286,1962-1963,176
TS0286,1962-1963,173
TS0286,1962-1963,172
TS0286,1962-1963,171
TS0286,1962-1963,170
TS0286,1962-1963,169
TS0288,1962-1963,176
TS0288,1962-1963,175
TS0288,1962-1963,174
TS0288,1962-1963,173
TS0288,1962-1963,172
TS0288,1962-1963,170
TS0288,1962-1963,169
TS0289,1962-1963,178
TS0289,1962-1963,176
TS0289,1962-1963,175
TS0289,1962-1963,174
TS0289,1962-1963,173
TS0289,1962-1963,172
TS0289,1962-1963,170
TS0294,1962-1963,178
TS0294,1962-1963,176
TS0294,1962-1963,175
TS0294,1962-1963,173
TS0294,1962-1963,170
TS0294,1962-1963,167
TS0310,1962-1963,176
TS0310,1962-1963,175
TS0310,1962-1963,173
TS0325,1962-1963,176
TS0325,1962-1963,175
TS0325,1962-1963,170
TS0325,1962-1963,166
TS0337,1962-1963,176
TS0337,1962-1963,175
TS0337,1962-1963,173
TS0337,1962-1963,170
TS0347,1962-1963,176
TS0347,1962-1963,175
TS0347,1962-1963,174
TS0347,1962-1963,173
TS0350,1962-1963,178
TS0350,1962-1963,176
TS0350,1962-1963,175
TS0350,1962-1963,174
TS0350,1962-1963,173
TS0350,1962-1963,171
TS0350,1962-1963,170
TS0350,1962-1963,167
TS0371,1962-1963,178
TS0371,1962-1963,176
TS0371,1962-1963,175
TS0371,1962-1963,174
TS0371,1962-1963,172
TS0371,1962-1963,170
TS0371,1962-1963,169
TS0380,1962-1963,176
TS0380,1962-1963,175
TS0380,1962-1963,174
TS0380,1962-1963,171
TS0380,1962-1963,170
TS0380,1962-1963,167
TS0380,1962-1963,166
TS0431,1962-1963,178
TS0431,1962-1963,175
TS0431,1962-1963,174
TS0431,1962-1963,170
TS0436,1962-1963,176
TS0436,1962-1963,175
TS0436,1962-1963,173
TS0436,1962-1963,171
TS0436,1962-1963,170
TS0437,1962-1963,176
TS0437,1962-1963,173
TS0437,1962-1963,170
TS0439,1962-1963,176
TS0439,1962-1963,175
TS0439,1962-1963,174
TS0439,1962-1963,173
TS0439,1962-1963,172
TS0439,1962-1963,171
TS0461,1962-1963,176
TS0461,1962-1963,174
TS0461,1962-1963,173
TS0461,1962-1963,172
TS0461,1962-1963,171
TS0483,1962-1963,176
TS0483,1962-1963,175
TS0483,1962-1963,174
TS0483,1962-1963,173
TS0483,1962-1963,170
TS0498,1962-1963,176
TS0498,1962-1963,175
TS0498,1962-1963,171
TS0498,1962-1963,170
TS0499,1962-1963,176
TS0499,1962-1963,175
TS0499,1962-1963,172
TS0499,1962-1963,171
TS0499,1962-1963,170
TS0509,1962-1963,178
TS0509,1962-1963,176
TS0509,1962-1963,175
TS0509,1962-1963,172
TS0509,1962-1963,170
TS0535,1962-1963,171
TS0553,1962-1963,171
TS0555,1962-1963,175
TS0574,1962-1963,176
TS0574,1962-1963,175
TS0574,1962-1963,174
TS0574,1962-1963,170
TS0577,1962-1963,176
TS0577,1962-1963,175
TS0577,1962-1963,172
TS0577,1962-1963,170
TS0578,1962-1963,178
TS0578,1962-1963,175
TS0578,1962-1963,174
TS0578,1962-1963,173
TS0578,1962-1963,170
TS0579,1962-1963,176
TS0579,1962-1963,175
TS0579,1962-1963,174
TS0579,1962-1963,171
TS0579,1962-1963,170
TS0580,1962-1963,178
TS0580,1962-1963,176
TS0580,1962-1963,175
TS0580,1962-1963,174
TS0580,1962-1963,173
TS0580,1962-1963,170
TS0580,1962-1963,169
TS0587,1962-1963,178
TS0587,1962-1963,176
TS0587,1962-1963,174
TS0587,1962-1963,171
TS0587,1962-1963,170
TS0622,1962-1963,178
TS0622,1962-1963,176
TS0622,1962-1963,175
TS0622,1962-1963,174
TS0622,1962-1963,171
TS0622,1962-1963,170
TS0623,1962-1963,176
TS0623,1962-1963,175
TS0623,1962-1963,173
TS0623,1962-1963,170
TS0634,1962-1963,178
TS0634,1962-1963,176
TS0634,1962-1963,170
TS0635,1962-1963,178
TS0635,1962-1963,176
TS0635,1962-1963,170
TS0638,1962-1963,176
TS0638,1962-1963,175
TS0638,1962-1963,172
TS0638,1962-1963,170
TS0645,1962-1963,178
TS0645,1962-1963,176
TS0645,1962-1963,174
TS0645,1962-1963,170
TS0646,1962-1963,178
TS0646,1962-1963,176
TS0646,1962-1963,174
TS0646,1962-1963,170
TS0655,1962-1963,178
TS0655,1962-1963,175
TS0942,1962-1963,178
TS0942,1962-1963,176
TS0942,1962-1963,175
TS0942,1962-1963,174
TS0942,1962-1963,172
TS0942,1962-1963,171
TS0942,1962-1963,170
TS1527,1962-1963,176
TS1543,1962-1963,172
TS1547,1962-1963,172
TS1548,1962-1963,174
TS1549,1962-1963,175
TS1571,1962-1963,176
TS1573,1962-1963,181
TS1586,1962-1963,182
TS1586,1962-1963,178
TS1586,1962-1963,176
TS1586,1962-1963,175
TS1586,1962-1963,173
TS1592,1962-1963,178
TS1592,1962-1963,176
TS1592,1962-1963,175
TS1593,1962-1963,178
TS1593,1962-1963,177
TS1593,1962-1963,176
TS1593,1962-1963,171
TS1594,1962-1963,182
TS1594,1962-1963,178
TS1594,1962-1963,177
TS1594,1962-1963,176
TS1594,1962-1963,175
TS1594,1962-1963,174
TS1594,1962-1963,170
TS1600,1962-1963,178
TS1600,1962-1963,177
TS1600,1962-1963,176
TS1600,1962-1963,175
TS1600,1962-1963,171
TS1603,1962-1963,182
TS1603,1962-1963,178
TS1603,1962-1963,176
TS1603,1962-1963,175
TS1603,1962-1963,173
TS1603,1962-1963,172
TS1614,1962-1963,182
TS1614,1962-1963,178
TS1614,1962-1963,176
TS1614,1962-1963,175
TS1616,1962-1963,178
TS1616,1962-1963,176
TS1616,1962-1963,175
TS1616,1962-1963,174
TS1616,1962-1963,170
TS1630,1962-1963,178
TS1630,1962-1963,177
TS1630,1962-1963,176
TS1635,1962-1963,182
TS1635,1962-1963,180
TS1635,1962-1963,179
TS1635,1962-1963,178
TS1635,1962-1963,176
TS1635,1962-1963,175
TS1638,1962-1963,184
TS1638,1962-1963,182
TS1638,1962-1963,179
TS1638,1962-1963,178
TS1638,1962-1963,176
TS1638,1962-1963,175
TS1639,1962-1963,182
TS1639,1962-1963,178
TS1639,1962-1963,175
TS1656,1962-1963,184
TS1656,1962-1963,182
TS1656,1962-1963,179
TS1656,1962-1963,178
TS1656,1962-1963,176
TS1657,1962-1963,182
TS1657,1962-1963,178
TS1657,1962-1963,176
TS1657,1962-1963,174
TS1663,1962-1963,182
TS1663,1962-1963,178
TS1663,1962-1963,176
TS1663,1962-1963,175
TS1663,1962-1963,174
TS1664,1962-1963,182
TS1664,1962-1963,181
TS1664,1962-1963,179
TS1664,1962-1963,177
TS1664,1962-1963,176
TS1664,1962-1963,175
TS1664,1962-1963,174
TS1699,1962-1963,178
TS1699,1962-1963,177
TS1699,1962-1963,176
TS1699,1962-1963,175
TS1700,1962-1963,178
TS1700,1962-1963,177
TS1700,1962-1963,176
TS1700,1962-1963,175
TS1702,1962-1963,178
TS1702,1962-1963,176
TS1702,1962-1963,175
TS1702,1962-1963,174
TS1705,1962-1963,182
TS1705,1962-1963,181
TS1705,1962-1963,178
TS1705,1962-1963,176
TS1705,1962-1963,175
TS1705,1962-1963,174
TS1722,1962-1963,178
TS1722,1962-1963,176
TS1722,1962-1963,175
TS1722,1962-1963,173
TS1723,1962-1963,181
TS1723,1962-1963,178
TS1723,1962-1963,176
TS1723,1962-1963,175
TS1723,1962-1963,174
TS1723,1962-1963,172
TS1732,1962-1963,181
TS1732,1962-1963,176
TS1732,1962-1963,175
TS1732,1962-1963,174
TS1745,1962-1963,181
TS1745,1962-1963,180
TS1745,1962-1963,178
TS1745,1962-1963,176
TS1745,1962-1963,175
TS1745,1962-1963,174
TS1745,1962-1963,173
TS1746,1962-1963,178
TS1746,1962-1963,176
TS1746,1962-1963,175
TS1746,1962-1963,173
TS1763,1962-1963,178
TS1763,1962-1963,177
TS1763,1962-1963,176
TS1764,1962-1963,182
TS1764,1962-1963,178
TS1764,1962-1963,177
TS1764,1962-1963,176
TS1765,1962-1963,178
TS1765,1962-1963,177
TS1765,1962-1963,176
TS1765,1962-1963,174
TS1770,1962-1963,182
TS1770,1962-1963,181
TS1770,1962-1963,180
TS1770,1962-1963,176
TS1770,1962-1963,175
TS1772,1962-1963,182
TS1772,1962-1963,181
TS1772,1962-1963,180
TS1772,1962-1963,178
TS1772,1962-1963,176
TS1772,1962-1963,174
TS1778,1962-1963,182
TS1778,1962-1963,178
TS1778,1962-1963,177
TS1778,1962-1963,176
TS1778,1962-1963,175
TS1778,1962-1963,174
TS1779,1962-1963,182
TS1779,1962-1963,178
TS1779,1962-1963,177
TS1779,1962-1963,176
TS1779,1962-1963,175
TS1779,1962-1963,174
TS1792,1962-1963,178
TS1792,1962-1963,177
TS1792,1962-1963,176
TS1793,1962-1963,178
TS1793,1962-1963,177
TS1793,1962-1963,176
TS1796,1962-1963,181
TS1796,1962-1963,179
TS1796,1962-1963,178
TS1796,1962-1963,176
TS1796,1962-1963,174
TS1796,1962-1963,172
TS1808,1962-1963,182
TS1808,1962-1963,181
TS1808,1962-1963,178
TS1808,1962-1963,176
TS1808,1962-1963,175
TS1809,1962-1963,182
TS1809,1962-1963,181
TS1809,1962-1963,178
TS1809,1962-1963,176
TS1809,1962-1963,175
TS1817,1962-1963,184
TS1817,1962-1963,182
TS1817,1962-1963,178
TS1817,1962-1963,176
TS1817,1962-1963,175
TS1821,1962-1963,184
TS1821,1962-1963,182
TS1821,1962-1963,178
TS1821,1962-1963,177
TS1821,1962-1963,176
TS1822,1962-1963,184
TS1822,1962-1963,182
TS1822,1962-1963,178
TS1822,1962-1963,177
TS1822,1962-1963,176
TS1825,1962-1963,182
TS1825,1962-1963,181
TS1825,1962-1963,179
TS1825,1962-1963,178
TS1825,1962-1963,176
TS1825,1962-1963,175
TS1825,1962-1963,174
TS1825,1962-1963,172
TS1826,1962-1963,182
TS1826,1962-1963,178
TS1826,1962-1963,176
TS1826,1962-1963,175
TS1827,1962-1963,182
TS1827,1962-1963,178
TS1827,1962-1963,176
TS1827,1962-1963,175
TS1827,1962-1963,170
TS1830,1962-1963,182
TS1830,1962-1963,178
TS1830,1962-1963,176
TS1830,1962-1963,175
TS1830,1962-1963,174
TS1831,1962-1963,182
TS1831,1962-1963,181
TS1831,1962-1963,178
TS1831,1962-1963,176
TS1831,1962-1963,175
TS1842,1962-1963,182
TS1842,1962-1963,178
TS1842,1962-1963,177
TS1842,1962-1963,176
TS1842,1962-1963,175
TS1842,1962-1963,172
TS1842,1962-1963,170
TS1843,1962-1963,182
TS1843,1962-1963,178
TS1843,1962-1963,176
TS1843,1962-1963,175
TS1843,1962-1963,172
TS1843,1962-1963,170
TS1845,1962-1963,179
TS1845,1962-1963,178
TS1845,1962-1963,176
TS1845,1962-1963,172
TS1846,1962-1963,178
TS1846,1962-1963,176
TS1847,1962-1963,178
TS1847,1962-1963,176
TS1847,1962-1963,175
TS1860,1962-1963,184
TS1860,1962-1963,179
TS1860,1962-1963,178
TS1860,1962-1963,176
TS1860,1962-1963,175
TS1863,1962-1963,184
TS1863,1962-1963,182
TS1863,1962-1963,178
TS1863,1962-1963,177
TS1863,1962-1963,176
TS1863,1962-1963,174
TS2234,1962-1963,182
TS2234,1962-1963,176
TS2234,1962-1963,175
TS2234,1962-1963,174
TS2234,1962-1963,173
TS2234,1962-1963,172
TS2234,1962-1963,171
TS0001,1963-1964,182
TS0002,1963-1964,182
TS0004,1963-1964,182
TS0006,1963-1964,182
TS0007,1963-1964,182
TS0013,1963-1964,179
TS0014,1963-1964,179
TS0016,1963-1964,179
TS0019,1963-1964,182
TS0020,1963-1964,182
TS0025,1963-1964,181
TS0026,1963-1964,179
TS0028,1963-1964,174
TS0030,1963-1964,176
TS0032,1963-1964,179
TS0034,1963-1964,182
TS0035,1963-1964,182
TS0036,1963-1964,189
TS0073,1963-1964,163
TS0074,1963-1964,166
TS0076,1963-1964,164
TS0078,1963-1964,161
TS0079,1963-1964,163
TS0081,1963-1964,167
TS0081,1963-1964,166
TS0081,1963-1964,163
TS0084,1963-1964,168
TS0084,1963-1964,166
TS0084,1963-1964,163
TS0084,1963-1964,161
TS0088,1963-1964,168
TS0088,1963-1964,166
TS0088,1963-1964,163
TS0088,1963-1964,161
TS0091,1963-1964,166
TS0091,1963-1964,163
TS0091,1963-1964,161
TS0092,1963-1964,168
TS0092,1963-1964,166
TS0092,1963-1964,163
TS0094,1963-1964,168
TS0094,1963-1964,167
TS0094,1963-1964,166
TS0094,1963-1964,163
TS0095,1963-1964,166
TS0095,1963-1964,163
TS0095,1963-1964,161
TS0098,1963-1964,166
TS0098,1963-1964,163
TS0098,1963-1964,161
TS0099,1963-1964,166
TS0099,1963-1964,163
TS0100,1963-1964,166
TS0100,1963-1964,163
TS0100,1963-1964,161
TS0102,1963-1964,167
TS0102,1963-1964,166
TS0102,1963-1964,163
TS0102,1963-1964,161
TS0111,1963-1964,167
TS0111,1963-1964,166
TS0111,1963-1964,163
TS0112,1963-1964,166
TS0112,1963-1964,163
TS0112,1963-1964,161
TS0113,1963-1964,168
TS0113,1963-1964,166
TS0113,1963-1964,163
TS0116,1963-1964,166
TS0116,1963-1964,163
TS0116,1963-1964,161
TS0116,1963-1964,159
TS0117,1963-1964,166
TS0117,1963-1964,161
TS0117,1963-1964,159
TS0121,1963-1964,166
TS0121,1963-1964,163
TS0121,1963-1964,161
TS0121,1963-1964,159
TS0123,1963-1964,166
TS0123,1963-1964,163
TS0123,1963-1964,161
TS0125,1963-1964,167
TS0125,1963-1964,163
TS0125,1963-1964,161
TS0125,1963-1964,159
TS0131,1963-1964,166
TS0131,1963-1964,163
TS0131,1963-1964,161
TS0136,1963-1964,166
TS0136,1963-1964,163
TS0136,1963-1964,161
TS0137,1963-1964,163
TS0137,1963-1964,161
TS0140,1963-1964,168
TS0140,1963-1964,167
TS0140,1963-1964,163
TS0141,1963-1964,167
TS0141,1963-1964,166
TS0141,1963-1964,163
TS0142,1963-1964,166
TS0142,1963-1964,163
TS0144,1963-1964,167
TS0144,1963-1964,166
TS0144,1963-1964,163
TS0146,1963-1964,167
TS0146,1963-1964,166
TS0146,1963-1964,163
TS0148,1963-1964,167
TS0148,1963-1964,166
TS0148,1963-1964,163
TS0149,1963-1964,166
TS0149,1963-1964,163
TS0152,1963-1964,163
TS0152,1963-1964,159
TS0965,1963-1964,166
TS1022,1963-1964,166
TS1025,1963-1964,166
TS1060,1963-1964,166
TS1110,1963-1964,167
TS1122,1963-1964,166
TS1143,1963-1964,166
TS1201,1963-1964,170
TS1201,1963-1964,168
TS1201,1963-1964,167
TS1201,1963-1964,166
TS1201,1963-1964,163
TS1202,1963-1964,175
TS1202,1963-1964,170
TS1202,1963-1964,169
TS1202,1963-1964,168
TS1202,1963-1964,166
TS1202,1963-1964,163
TS1256,1963-1964,170
TS1256,1963-1964,167
TS1256,1963-1964,166
TS1286,1963-1964,168
TS1286,1963-1964,166
TS1286,1963-1964,164
TS1288,1963-1964,170
TS1288,1963-1964,168
TS1288,1963-1964,167
TS1288,1963-1964,166
TS1288,1963-1964,164
TS1288,1963-1964,163
TS1289,1963-1964,168
TS1289,1963-1964,167
TS1289,1963-1964,166
TS1289,1963-1964,164
TS1289,1963-1964,163
TS1289,1963-1964,160
TS1297,1963-1964,170
TS1297,1963-1964,168
TS1297,1963-1964,167
TS1297,1963-1964,166
TS1297,1963-1964,164
TS1297,1963-1964,160
TS1303,1963-1964,170
TS1303,1963-1964,166
TS1303,1963-1964,164
TS1303,1963-1964,163
TS1303,1963-1964,161
TS1307,1963-1964,169
TS1307,1963-1964,168
TS1307,1963-1964,166
TS1307,1963-1964,164
TS1307,1963-1964,161
TS1316,1963-1964,167
TS1316,1963-1964,166
TS1316,1963-1964,164
TS0001,1964-1965,193
TS0002,1964-1965,195
TS0004,1964-1965,189
TS0006,1964-1965,192
TS0007,1964-1965,192
TS0013,1964-1965,192
TS0014,1964-1965,192
TS0016,1964-1965,192
TS0019,1964-1965,195
TS0020,1964-1965,191
TS0025,1964-1965,192
TS0026,1964-1965,191
TS0028,1964-1965,189
TS0030,1964-1965,191
TS0032,1964-1965,193
TS0034,1964-1965,192
TS0035,1964-1965,193
TS0036,1964-1965,195
TS0155,1964-1965,173
TS0156,1964-1965,172
TS0157,1964-1965,176
TS0159,1964-1965,172
TS0160,1964-1965,176
TS0164,1964-1965,174
TS0166,1964-1965,173
TS0172,1964-1965,173
TS0174,1964-1965,173
TS0177,1964-1965,176
TS0178,1964-1965,172
TS0179,1964-1965,173
TS0180,1964-1965,173
TS0181,1964-1965,174
TS0183,1964-1965,174
TS0225,1964-1965,176
TS0225,1964-1965,175
TS0225,1964-1965,174
TS0225,1964-1965,173
TS0225,1964-1965,172
TS0241,1964-1965,176
TS0241,1964-1965,175
TS0241,1964-1965,174
TS0241,1964-1965,173
TS0241,1964-1965,172
TS0241,1964-1965,171
TS0241,1964-1965,170
TS0242,1964-1965,176
TS0242,1964-1965,174
TS0242,1964-1965,173
TS0242,1964-1965,172
TS0242,1964-1965,171
TS0242,1964-1965,170
TS0258,1964-1965,175
TS0258,1964-1965,174
TS0258,1964-1965,173
TS0258,1964-1965,172
TS0265,1964-1965,176
TS0265,1964-1965,175
TS0265,1964-1965,174
TS0265,1964-1965,173
TS0265,1964-1965,172
TS0286,1964-1965,175
TS0286,1964-1965,174
TS0286,1964-1965,173
TS0286,1964-1965,172
TS0286,1964-1965,171
TS0288,1964-1965,176
TS0288,1964-1965,175
TS0288,1964-1965,174
TS0288,1964-1965,173
TS0288,1964-1965,172
TS0288,1964-1965,171
TS0289,1964-1965,176
TS0289,1964-1965,175
TS0289,1964-1965,174
TS0289,1964-1965,173
TS0289,1964-1965,170
TS0294,1964-1965,176
TS0294,1964-1965,175
TS0294,1964-1965,173
TS0294,1964-1965,171
TS0294,1964-1965,170
TS0310,1964-1965,175
TS0310,1964-1965,174
TS0310,1964-1965,172
TS0310,1964-1965,170
TS0325,1964-1965,175
TS0325,1964-1965,174
TS0325,1964-1965,173
TS0325,1964-1965,172
TS0325,1964-1965,171
TS0337,1964-1965,176
TS0337,1964-1965,175
TS0337,1964-1965,174
TS0337,1964-1965,173
TS0337,1964-1965,172
TS0337,1964-1965,171
TS0347,1964-1965,176
TS0347,1964-1965,175
TS0347,1964-1965,174
TS0347,1964-1965,173
TS0347,1964-1965,172
TS0347,1964-1965,170
TS0350,1964-1965,176
TS0350,1964-1965,175
TS0350,1964-1965,174
TS0350,1964-1965,173
TS0350,1964-1965,171
TS0350,1964-1965,168
TS0371,1964-1965,177
TS0371,1964-1965,175
TS0371,1964-1965,174
TS0371,1964-1965,173
TS0371,1964-1965,171
TS0380,1964-1965,176
TS0380,1964-1965,175
TS0380,1964-1965,174
TS0380,1964-1965,173
TS0380,1964-1965,172
TS0380,1964-1965,171
TS0380,1964-1965,169
TS0431,1964-1965,175
TS0431,1964-1965,174
TS0431,1964-1965,173
TS0431,1964-1965,172
TS0431,1964-1965,171
TS0431,1964-1965,169
TS0436,1964-1965,177
TS0436,1964-1965,175
TS0436,1964-1965,174
TS0436,1964-1965,173
TS0436,1964-1965,172
TS0436,1964-1965,171
TS0437,1964-1965,175
TS0437,1964-1965,174
TS0437,1964-1965,173
TS0437,1964-1965,172
TS0437,1964-1965,171
TS0439,1964-1965,175
TS0439,1964-1965,174
TS0439,1964-1965,173
TS0439,1964-1965,172
TS0439,1964-1965,171
TS0461,1964-1965,176
TS0461,1964-1965,175
TS0461,1964-1965,174
TS0461,1964-1965,173
TS0461,1964-1965,172
TS0461,1964-1965,171
TS0483,1964-1965,175
TS0483,1964-1965,174
TS0483,1964-1965,173
TS0483,1964-1965,171
TS0498,1964-1965,175
TS0498,1964-1965,174
TS0498,1964-1965,173
TS0498,1964-1965,172
TS0498,1964-1965,171
TS0499,1964-1965,179
TS0499,1964-1965,175
TS0499,1964-1965,174
TS0499,1964-1965,173
TS0499,1964-1965,172
TS0499,1964-1965,171
TS0509,1964-1965,179
TS0509,1964-1965,176
TS0509,1964-1965,175
TS0509,1964-1965,174
TS0509,1964-1965,173
TS0509,1964-1965,171
TS0535,1964-1965,173
TS0553,1964-1965,174
TS0555,1964-1965,176
TS0574,1964-1965,176
TS0574,1964-1965,175
TS0574,1964-1965,174
TS0574,1964-1965,173
TS0574,1964-1965,171
TS0574,1964-1965,170
TS0577,1964-1965,176
TS0577,1964-1965,175
TS0577,1964-1965,174
TS0577,1964-1965,173
TS0577,1964-1965,171
TS0577,1964-1965,170
TS0578,1964-1965,176
TS0578,1964-1965,175
TS0578,1964-1965,174
TS0578,1964-1965,173
TS0578,1964-1965,171
TS0578,1964-1965,169
TS0579,1964-1965,176
TS0579,1964-1965,175
TS0579,1964-1965,173
TS0579,1964-1965,172
TS0579,1964-1965,171
TS0580,1964-1965,178
TS0580,1964-1965,176
TS0580,1964-1965,175
TS0580,1964-1965,174
TS0580,1964-1965,173
TS0580,1964-1965,171
TS0587,1964-1965,175
TS0587,1964-1965,174
TS0587,1964-1965,173
TS0587,1964-1965,171
TS0622,1964-1965,175
TS0622,1964-1965,174
TS0622,1964-1965,173
TS0622,1964-1965,171
TS0623,1964-1965,175
TS0623,1964-1965,173
TS0623,1964-1965,171
TS0634,1964-1965,175
TS0634,1964-1965,174
TS0634,1964-1965,173
TS0634,1964-1965,169
TS0635,1964-1965,175
TS0635,1964-1965,174
TS0635,1964-1965,173
TS0635,1964-1965,169
TS0638,1964-1965,176
TS0638,1964-1965,175
TS0638,1964-1965,174
TS0638,1964-1965,173
TS0638,1964-1965,171
TS0645,1964-1965,176
TS0645,1964-1965,175
TS0645,1964-1965,174
TS0645,1964-1965,173
TS0645,1964-1965,171
TS0646,1964-1965,176
TS0646,1964-1965,175
TS0646,1964-1965,174
TS0646,1964-1965,173
TS0646,1964-1965,171
TS0655,1964-1965,177
TS0655,1964-1965,175
TS0655,1964-1965,174
TS0655,1964-1965,173
TS0942,1964-1965,178
TS0942,1964-1965,176
TS0942,1964-1965,175
TS0942,1964-1965,174
TS0942,1964-1965,173
TS0942,1964-1965,172
TS1527,1964-1965,175
TS1543,1964-1965,172
TS1547,1964-1965,173
TS1548,1964-1965,173
TS1549,1964-1965,174
TS1571,1964-1965,173
TS1573,1964-1965,175
TS1586,1964-1965,176
TS1586,1964-1965,175
TS1586,1964-1965,174
TS1586,1964-1965,173
TS1586,1964-1965,172
TS1592,1964-1965,178
TS1592,1964-1965,176
TS1592,1964-1965,175
TS1592,1964-1965,174
TS1592,1964-1965,173
TS1593,1964-1965,176
TS1593,1964-1965,175
