accenumb,campaign,trait,value
TS1288,1951-1952,days_to_heading,162
TS1288,1951-1952,days_to_heading,160
TS1289,1951-1952,days_to_heading,161
TS1289,1951-1952,days_to_heading,164
TS1289,1951-1952,days_to_heading,163
TS1289,1951-1952,days_to_heading,160
TS1289,1951-1952,days_to_heading,154
TS1297,1951-1952,days_to_heading,161
TS1297,1951-1952,days_to_heading,163
TS1297,1951-1952,days_to_heading,160
TS1297,1951-1952,days_to_heading,159
TS1297,1951-1952,days_to_heading,158
TS1297,1951-1952,days_to_heading,154
TS1303,1951-1952,days_to_heading,161
TS1303,1951-1952,days_to_heading,160
TS1303,1951-1952,days_to_heading,159
TS1303,1951-1952,days_to_heading,158
TS1307,1951-1952,days_to_heading,161
TS1307,1951-1952,days_to_heading,162
TS1307,1951-1952,days_to_heading,160
TS1307,1951-1952,days_to_heading,155
TS1316,1951-1952,days_to_heading,161
TS1316,1951-1952,days_to_heading,162
TS1316,1951-1952,days_to_heading,159
TS1316,1951-1952,days_to_heading,158
TS0001,1952-1953,days_to_heading,179
TS0001,1952-1953,plant_height,80
TS0001,1952-1953,thousand_kernel_weight,56.8
TS0002,1952-1953,days_to_heading,178
TS0002,1952-1953,plant_height,90
TS0002,1952-1953,thousand_kernel_weight,73.4
TS0004,1952-1953,days_to_heading,175
TS0004,1952-1953,plant_height,90
TS0004,1952-1953,thousand_kernel_weight,80
TS0006,1952-1953,days_to_heading,179
TS0006,1952-1953,plant_height,90
TS0006,1952-1953,thousand_kernel_weight,78
TS0007,1952-1953,days_to_heading,175
TS0007,1952-1953,plant_height,90
TS0007,1952-1953,thousand_kernel_weight,83.6
TS0013,1952-1953,days_to_heading,174
TS0013,1952-1953,plant_height,85
TS0013,1952-1953,thousand_kernel_weight,98.4
TS0014,1952-1953,days_to_heading,175
TS0014,1952-1953,plant_height,85
TS0014,1952-1953,thousand_kernel_weight,81.6
TS0016,1952-1953,days_to_heading,174
TS0016,1952-1953,plant_height,80
TS0016,1952-1953,thousand_kernel_weight,79.2
TS0019,1952-1953,days_to_heading,175
TS0019,1952-1953,plant_height,85
TS0019,1952-1953,thousand_kernel_weight,84.8
TS0020,1952-1953,days_to_heading,174
TS0020,1952-1953,plant_height,90
TS0020,1952-1953,thousand_kernel_weight,84.4
TS0025,1952-1953,days_to_heading,179
TS0025,1952-1953,plant_height,90
TS0025,1952-1953,thousand_kernel_weight,78.4
TS0026,1952-1953,days_to_heading,175
TS0026,1952-1953,plant_height,80
TS0026,1952-1953,thousand_kernel_weight,99.2
TS0028,1952-1953,days_to_heading,173
TS0028,1952-1953,plant_height,80
TS0030,1952-1953,days_to_heading,178
TS0030,1952-1953,plant_height,75
TS0030,1952-1953,thousand_kernel_weight,92.8
TS0032,1952-1953,days_to_heading,178
TS0032,1952-1953,plant_height,80
TS0032,1952-1953,thousand_kernel_weight,91.2
TS0034,1952-1953,days_to_heading,179
TS0034,1952-1953,plant_height,80
TS0034,1952-1953,thousand_kernel_weight,81.6
TS0035,1952-1953,days_to_heading,178
TS0035,1952-1953,plant_height,80
TS0035,1952-1953,thousand_kernel_weight,87.2
TS0036,1952-1953,days_to_heading,177
TS0036,1952-1953,plant_height,85
TS0036,1952-1953,thousand_kernel_weight,95.6
TS0001,1953-1954,days_to_heading,184
TS0002,1953-1954,days_to_heading,181
TS0004,1953-1954,days_to_heading,179
TS0006,1953-1954,days_to_heading,179
TS0007,1953-1954,days_to_heading,179
TS0013,1953-1954,days_to_heading,180
TS0014,1953-1954,days_to_heading,180
TS0016,1953-1954,days_to_heading,180
TS0019,1953-1954,days_to_heading,183
TS0020,1953-1954,days_to_heading,179
TS0025,1953-1954,days_to_heading,181
TS0026,1953-1954,days_to_heading,180
TS0028,1953-1954,days_to_heading,176
TS0030,1953-1954,days_to_heading,180
TS0032,1953-1954,days_to_heading,179
TS0034,1953-1954,days_to_heading,180
TS0035,1953-1954,days_to_heading,181
TS0036,1953-1954,days_to_heading,184
TS0001,1954-1955,days_to_heading,182
TS0001,1954-1955,thousand_kernel_weight,74
TS0002,1954-1955,days_to_heading,182
TS0002,1954-1955,thousand_kernel_weight,86
TS0004,1954-1955,days_to_heading,179
TS0006,1954-1955,days_to_heading,179
TS0007,1954-1955,days_to_heading,179
TS0013,1954-1955,days_to_heading,179
TS0014,1954-1955,days_to_heading,179
TS0016,1954-1955,days_to_heading,180
TS0019,1954-1955,days_to_heading,181
TS0020,1954-1955,days_to_heading,179
TS0026,1954-1955,days_to_heading,178
TS0028,1954-1955,days_to_heading,175
TS0030,1954-1955,days_to_heading,178
TS0032,1954-1955,days_to_heading,180
TS0034,1954-1955,days_to_heading,180
TS0035,1954-1955,days_to_heading,183
TS0001,1957-1958,days_to_heading,186
TS0002,1957-1958,days_to_heading,180
TS0004,1957-1958,days_to_heading,178
TS0006,1957-1958,days_to_heading,181
TS0007,1957-1958,days_to_heading,181
TS0013,1957-1958,days_to_heading,180
TS0014,1957-1958,days_to_heading,182
TS0016,1957-1958,days_to_heading,183
TS0019,1957-1958,days_to_heading,182
TS0020,1957-1958,days_to_heading,180
TS0025,1957-1958,days_to_heading,184
TS0026,1957-1958,days_to_heading,177
TS0028,1957-1958,days_to_heading,182
TS0030,1957-1958,days_to_heading,181
TS0032,1957-1958,days_to_heading,184
TS0034,1957-1958,days_to_heading,180
TS0035,1957-1958,days_to_heading,185
TS0036,1957-1958,days_to_heading,191
TS0073,1957-1958,days_to_heading,162
TS0076,1957-1958,days_to_heading,166
TS0078,1957-1958,days_to_heading,162
TS0079,1957-1958,days_to_heading,162
TS0081,1957-1958,days_to_heading,166
TS0081,1957-1958,days_to_heading,164
TS0081,1957-1958,days_to_heading,163
TS0081,1957-1958,days_to_heading,162
TS0081,1957-1958,days_to_heading,160
TS0084,1957-1958,days_to_heading,166
TS0084,1957-1958,days_to_heading,164
TS0084,1957-1958,days_to_heading,162
TS0084,1957-1958,days_to_heading,160
TS0088,1957-1958,days_to_heading,168
TS0088,1957-1958,days_to_heading,166
TS0088,1957-1958,days_to_heading,165
TS0088,1957-1958,days_to_heading,161
TS0088,1957-1958,days_to_heading,160
TS0091,1957-1958,days_to_heading,164
TS0091,1957-1958,days_to_heading,163
TS0091,1957-1958,days_to_heading,162
TS0091,1957-1958,days_to_heading,161
TS0091,1957-1958,days_to_heading,160
TS0092,1957-1958,days_to_heading,165
TS0092,1957-1958,days_to_heading,163
