genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
7083,148.08,95.86,40.09
7084,164.97,94.82,36.55
7086,NA,NA,NA
7087,151.53,85.49,44.46
7088,166.88,96.74,38.2
7089,154.67,90.18,41.7
7090,161.44,81.17,37.15
7091,166.64,87.93,35.59
7092,153.63,90.02,41.27
7094,148.57,103.83,NA
7095,152.94,83.07,38.91
7096,166.32,96.08,34.76
7097,152.49,100.11,41.39
7098,161.55,88.44,36.44
7099,165.12,90.84,40.45
7100,162.23,93.04,41.03
7101,NA,NA,NA
7102,153.29,101.76,43.76
7103,154.09,86.9,43.41
7104,168.72,95.26,36.7
7105,151.98,88.16,39.74
7106,153.75,95.73,40.46
7107,150.86,91.91,43.06
7108,155.82,92.98,44.54
7109,152.2,95.09,42.6
7110,153.64,100.15,43.05
7111,NA,NA,NA
7112,153.14,90.42,42.92
7113,163.05,92.22,41.77
7114,154.06,92.43,36.79
7116,149.44,102.07,40.47
7117,150.91,89.82,42.25
7118,151.15,92.31,41.95
7119,164.36,90.53,36.05
7121,152.71,84.32,41.44
7122,164.93,86.24,38.09
7123,155.72,86.36,40.54
7124,162.85,92.73,41.99
7125,154.62,94.25,37.64
7126,164.12,88.19,31.35
7178,NA,NA,NA
7197,166.21,93.63,35.29
7226,156.19,107.91,45.85
7227,NA,122.09,NA
7228,155.24,117.23,40.48
7229,157.27,107.19,NA
7230,NA,NA,NA
7231,156.7,116.7,43.75
7232,NA,NA,NA
7234,NA,NA,NA
7235,NA,NA,NA
7240,NA,NA,NA
7244,NA,NA,NA
7253,NA,NA,NA
7261,NA,NA,NA
7262,NA,NA,NA
7266,NA,NA,NA
7269,NA,NA,NA
7270,NA,NA,NA
7273,NA,NA,NA
7275,NA,NA,NA
7276,NA,NA,NA
7287,156.13,75.8,NA
7312,135.26,102.53,NA
7370,NA,NA,NA
7374,NA,NA,NA
7375,164.02,97.13,36.75
7377,168.01,98.08,35.05
7379,NA,NA,NA
7382,NA,NA,NA
7385,NA,NA,NA
7386,NA,NA,NA
7388,NA,NA,NA
7396,NA,NA,NA
7403,150.58,94.57,43.25
7405,148.37,94.89,42.85
7406,152.71,93.72,45.37
7421,156.11,103.57,43.68
7423,154.16,90.12,41.21
7426,154.84,105.91,42.33
7427,155.15,97.83,45.31
7428,155.22,107.18,45.94
7430,155.02,104.58,41.39
7431,152.53,98.65,38.82
7432,155.79,99.6,45.53
7433,153.54,108.44,45.47
7434,165.12,98.07,36.45
7436,163.35,98.24,41.5
7437,155.33,101.6,40.04
7438,154.48,101.13,41.21
7439,159.13,103.78,39.91
7450,NA,NA,NA
7453,NA,NA,NA
7458,NA,NA,NA
7471,NA,NA,NA
7478,154.82,105.73,38.82
7479,157.83,87.5,NA
7480,NA,NA,NA
7481,NA,NA,NA
7482,NA,NA,NA
7483,160.84,80.85,NA
7484,NA,NA,NA
7485,147.07,89,40.89
7486,158.4,88.27,NA
7487,NA,NA,NA
7488,NA,NA,NA
7489,157.11,100.66,43.9
7490,NA,NA,NA
7491,NA,NA,NA
7492,NA,NA,NA
7493,NA,NA,NA
7494,158.58,87.39,39.79
7495,NA,NA,NA
7496,151.28,84.54,42.44
7497,157.12,90.82,40.07
7498,149.75,81.9,35.51
7499,NA,NA,NA
7500,153.74,101.12,41.24
7501,NA,NA,NA
7502,156.3,95.86,NA
7503,NA,NA,NA
7504,148.1,114.64,NA
7505,NA,NA,NA
7506,NA,NA,NA
7507,NA,NA,NA
7508,NA,NA,NA
7509,NA,NA,NA
7510,NA,NA,NA
7511,NA,NA,NA
7512,154.52,112.14,NA
7513,NA,NA,NA
7514,NA,NA,NA
7515,NA,NA,NA
7516,NA,NA,NA
7517,NA,NA,NA
7518,NA,NA,NA
7519,NA,NA,NA
7520,NA,NA,NA
7521,NA,NA,NA
7522,NA,NA,NA
7523,NA,NA,NA
7524,NA,NA,NA
7525,NA,NA,NA
7526,NA,NA,NA
7527,NA,NA,NA
7528,NA,NA,NA
7529,NA,NA,NA
7530,NA,NA,NA
7531,151.81,79.07,NA
7532,157.41,94.16,40.22
7533,NA,NA,49.01
7534,NA,NA,NA
7535,NA,NA,NA
7536,NA,NA,NA
7537,NA,NA,NA
7538,NA,NA,NA
7539,NA,NA,NA
7540,NA,NA,NA
7541,NA,NA,NA
7542,NA,NA,NA
7543,NA,NA,NA
7544,NA,NA,NA
7545,NA,NA,NA
7546,NA,NA,NA
7547,NA,NA,NA
7548,NA,NA,NA
7549,NA,NA,NA
7558,NA,NA,NA
7559,NA,NA,NA
7567,NA,NA,NA
7569,NA,NA,NA
799,NA,NA,NA
885,NA,NA,NA
886,NA,NA,NA
993,NA,132.42,NA
994,145.2,139.54,41.3
995,155.19,142.42,NA
999,149.39,137.16,39.59
CPB002,NA,NA,NA
CPB003,NA,NA,NA
CPB054,150.09,85.25,39.33
CPB081,NA,NA,NA
CPB088,NA,NA,NA
Std,155.19,99.92,NA
