accenumb,campaign,plant_height
TS0436,1983-1984,155
TS0436,1983-1984,165
TS0436,1983-1984,150
TS0436,1983-1984,145
TS0437,1983-1984,160
TS0437,1983-1984,155
TS0437,1983-1984,140
TS0437,1983-1984,150
TS0437,1983-1984,165
TS0439,1983-1984,160
TS0439,1983-1984,170
TS0439,1983-1984,150
TS0439,1983-1984,145
TS0439,1983-1984,155
TS0439,1983-1984,165
TS0451,1983-1984,160
TS0451,1983-1984,145
TS0451,1983-1984,155
TS0451,1983-1984,165
TS0451,1983-1984,130
TS0451,1983-1984,150
TS0455,1983-1984,140
TS0455,1983-1984,150
TS0455,1983-1984,160
TS0455,1983-1984,130
TS0455,1983-1984,125
TS0455,1983-1984,155
TS0455,1983-1984,145
TS0461,1983-1984,140
TS0461,1983-1984,145
TS0461,1983-1984,150
TS0461,1983-1984,160
TS0479,1983-1984,150
TS0479,1983-1984,165
TS0479,1983-1984,160
TS0479,1983-1984,135
TS0479,1983-1984,145
TS0479,1983-1984,155
TS0480,1983-1984,150
TS0480,1983-1984,155
TS0480,1983-1984,165
TS0480,1983-1984,160
TS0483,1983-1984,160
TS0483,1983-1984,155
TS0483,1983-1984,150
TS0483,1983-1984,145
TS0483,1983-1984,140
TS0498,1983-1984,160
TS0498,1983-1984,150
TS0498,1983-1984,135
TS0498,1983-1984,155
TS0498,1983-1984,170
TS0498,1983-1984,145
TS0499,1983-1984,160
TS0499,1983-1984,150
TS0499,1983-1984,155
TS0499,1983-1984,165
TS0499,1983-1984,145
TS0499,1983-1984,140
TS0509,1983-1984,150
TS0509,1983-1984,160
TS0509,1983-1984,145
TS0509,1983-1984,155
TS0509,1983-1984,140
TS0517,1983-1984,165
TS0517,1983-1984,145
TS0517,1983-1984,155
TS0517,1983-1984,150
TS0517,1983-1984,160
TS0535,1983-1984,150
TS0535,1983-1984,155
TS0535,1983-1984,140
TS0536,1983-1984,150
TS0536,1983-1984,155
TS0536,1983-1984,140
TS0553,1983-1984,155
TS0553,1983-1984,160
TS0554,1983-1984,145
TS0554,1983-1984,150
TS0555,1983-1984,160
TS0555,1983-1984,150
TS0555,1983-1984,145
TS0560,1983-1984,150
TS0560,1983-1984,135
TS0560,1983-1984,145
TS0560,1983-1984,160
TS0560,1983-1984,155
TS0560,1983-1984,130
TS0560,1983-1984,140
TS0561,1983-1984,135
TS0561,1983-1984,150
TS0561,1983-1984,155
TS0561,1983-1984,160
TS0561,1983-1984,125
TS0561,1983-1984,140
TS0561,1983-1984,145
TS0566,1983-1984,155
TS0566,1983-1984,140
TS0566,1983-1984,150
TS0566,1983-1984,160
TS0566,1983-1984,145
TS0572,1983-1984,130
TS0572,1983-1984,140
TS0572,1983-1984,145
TS0572,1983-1984,150
TS0573,1983-1984,140
TS0573,1983-1984,145
TS0573,1983-1984,150
TS0573,1983-1984,155
TS0573,1983-1984,160
TS0574,1983-1984,140
TS0574,1983-1984,145
TS0574,1983-1984,150
TS0574,1983-1984,155
TS0574,1983-1984,130
TS0574,1983-1984,160
TS0577,1983-1984,140
TS0577,1983-1984,135
TS0577,1983-1984,150
TS0577,1983-1984,130
TS0577,1983-1984,160
TS0577,1983-1984,145
TS0578,1983-1984,130
TS0578,1983-1984,140
TS0578,1983-1984,145
TS0578,1983-1984,160
TS0578,1983-1984,155
TS0578,1983-1984,150
TS0579,1983-1984,130
TS0579,1983-1984,135
TS0579,1983-1984,145
TS0579,1983-1984,150
TS0579,1983-1984,140
TS0579,1983-1984,155
TS0580,1983-1984,155
TS0580,1983-1984,160
TS0580,1983-1984,150
TS0580,1983-1984,140
TS0580,1983-1984,145
TS0587,1983-1984,150
TS0587,1983-1984,160
TS0587,1983-1984,155
TS0587,1983-1984,140
TS0588,1983-1984,160
TS0588,1983-1984,150
TS0588,1983-1984,140
TS0588,1983-1984,135
TS0588,1983-1984,155
TS0588,1983-1984,145
TS0589,1983-1984,150
TS0589,1983-1984,155
TS0589,1983-1984,160
TS0589,1983-1984,145
TS0607,1983-1984,145
TS0607,1983-1984,140
TS0607,1983-1984,150
TS0607,1983-1984,160
TS0607,1983-1984,155
TS0608,1983-1984,145
TS0608,1983-1984,140
TS0608,1983-1984,150
TS0608,1983-1984,160
TS0622,1983-1984,140
TS0622,1983-1984,150
TS0622,1983-1984,155
TS0622,1983-1984,160
TS0623,1983-1984,150
TS0623,1983-1984,155
TS0623,1983-1984,160
TS0623,1983-1984,145
TS0623,1983-1984,140
TS0624,1983-1984,150
TS0624,1983-1984,160
TS0624,1983-1984,165
TS0624,1983-1984,155
TS0634,1983-1984,160
TS0634,1983-1984,145
TS0634,1983-1984,155
TS0634,1983-1984,150
TS0635,1983-1984,160
TS0635,1983-1984,145
TS0635,1983-1984,155
TS0635,1983-1984,150
TS0638,1983-1984,150
TS0638,1983-1984,160
TS0638,1983-1984,155
TS0639,1983-1984,150
TS0639,1983-1984,155
TS0639,1983-1984,140
TS0645,1983-1984,135
TS0645,1983-1984,130
TS0645,1983-1984,155
TS0645,1983-1984,140
TS0645,1983-1984,150
TS0646,1983-1984,135
TS0646,1983-1984,130
TS0646,1983-1984,155
TS0646,1983-1984,140
TS0646,1983-1984,150
TS0655,1983-1984,135
TS0655,1983-1984,150
TS0655,1983-1984,140
TS0656,1983-1984,135
TS0656,1983-1984,150
TS0656,1983-1984,140
TS0657,1983-1984,150
TS0657,1983-1984,160
TS0657,1983-1984,155
TS0657,1983-1984,135
TS0664,1983-1984,135
TS0664,1983-1984,150
TS0664,1983-1984,140
TS0664,1983-1984,155
TS0670,1983-1984,135
TS0670,1983-1984,150
TS0670,1983-1984,140
TS0670,1983-1984,155
TS0673,1983-1984,150
TS0673,1983-1984,155
TS0673,1983-1984,160
TS0673,1983-1984,165
TS0673,1983-1984,140
TS0673,1983-1984,145
TS0673,1983-1984,130
TS0691,1983-1984,160
TS0691,1983-1984,135
TS0691,1983-1984,145
TS0691,1983-1984,150
TS0691,1983-1984,155
TS0691,1983-1984,140
TS0698,1983-1984,155
TS0698,1983-1984,140
TS0698,1983-1984,150
TS0698,1983-1984,165
TS0698,1983-1984,135
TS0698,1983-1984,160
TS0706,1983-1984,140
TS0706,1983-1984,165
TS0706,1983-1984,160
TS0706,1983-1984,150
TS0706,1983-1984,155
TS0710,1983-1984,155
TS0710,1983-1984,160
TS0710,1983-1984,150
TS0710,1983-1984,130
TS0710,1983-1984,140
TS0710,1983-1984,165
TS0710,1983-1984,145
TS0728,1983-1984,150
TS0728,1983-1984,160
TS0728,1983-1984,140
TS0728,1983-1984,145
TS0741,1983-1984,150
TS0741,1983-1984,160
TS0741,1983-1984,140
TS0741,1983-1984,155
TS0741,1983-1984,145
TS0753,1983-1984,140
TS0753,1983-1984,155
TS0753,1983-1984,150
TS0753,1983-1984,160
TS0760,1983-1984,150
TS0760,1983-1984,135
TS0760,1983-1984,160
TS0760,1983-1984,155
TS0760,1983-1984,130
TS0762,1983-1984,155
TS0762,1983-1984,150
TS0762,1983-1984,160
TS0769,1983-1984,145
TS0769,1983-1984,160
TS0769,1983-1984,155
TS0769,1983-1984,150
TS0772,1983-1984,160
TS0772,1983-1984,140
TS0772,1983-1984,150
TS0772,1983-1984,155
TS0785,1983-1984,155
TS0785,1983-1984,160
TS0785,1983-1984,140
TS0785,1983-1984,150
TS0785,1983-1984,145
TS0792,1983-1984,145
TS0792,1983-1984,140
TS0792,1983-1984,150
TS0792,1983-1984,135
TS0792,1983-1984,155
TS0810,1983-1984,130
TS0810,1983-1984,150
TS0810,1983-1984,155
TS0810,1983-1984,136
TS0810,1983-1984,160
TS0810,1983-1984,145
TS0810,1983-1984,140
TS0837,1983-1984,150
TS0837,1983-1984,125
TS0837,1983-1984,140
TS0837,1983-1984,130
TS0837,1983-1984,145
TS0838,1983-1984,150
TS0838,1983-1984,140
TS0838,1983-1984,160
TS0838,1983-1984,130
TS0838,1983-1984,155
TS0854,1983-1984,135
TS0854,1983-1984,150
TS0854,1983-1984,140
TS0854,1983-1984,130
TS0854,1983-1984,160
TS0858,1983-1984,135
TS0858,1983-1984,150
TS0858,1983-1984,140
TS0858,1983-1984,130
TS0858,1983-1984,120
TS0858,1983-1984,155
TS0858,1983-1984,160
TS0858,1983-1984,145
TS0888,1983-1984,150
TS0888,1983-1984,160
TS0888,1983-1984,140
TS0888,1983-1984,130
TS0891,1983-1984,150
TS0891,1983-1984,160
TS0891,1983-1984,145
TS0891,1983-1984,140
TS0891,1983-1984,130
TS0891,1983-1984,135
TS0909,1983-1984,155
TS0909,1983-1984,160
TS0909,1983-1984,140
TS0909,1983-1984,150
TS0909,1983-1984,130
TS0915,1983-1984,150
TS0915,1983-1984,135
TS0915,1983-1984,140
TS0915,1983-1984,155
TS0915,1983-1984,160
TS0915,1983-1984,130
TS0915,1983-1984,145
TS0928,1983-1984,155
TS0928,1983-1984,150
TS0928,1983-1984,160
TS0928,1983-1984,130
TS0928,1983-1984,140
TS0928,1983-1984,145
TS0935,1983-1984,135
TS0935,1983-1984,140
TS0935,1983-1984,155
TS0935,1983-1984,150
TS0942,1983-1984,150
TS0942,1983-1984,155
TS0942,1983-1984,140
TS0942,1983-1984,145
TS0944,1983-1984,135
TS0944,1983-1984,140
TS0944,1983-1984,155
TS0944,1983-1984,150
TS2232,1983-1984,150
TS2232,1983-1984,170
TS2232,1983-1984,145
TS2232,1983-1984,160
TS2233,1983-1984,160
TS2233,1983-1984,170
TS2233,1983-1984,165
TS2233,1983-1984,150
TS2233,1983-1984,145
TS2234,1983-1984,160
TS2234,1983-1984,155
TS2234,1983-1984,170
TS2234,1983-1984,150
TS2234,1983-1984,165
TS2234,1983-1984,145
TS2235,1983-1984,120
TS2235,1983-1984,160
TS2235,1983-1984,150
TS2235,1983-1984,140
TS2235,1983-1984,165
TS2082,1989-1990,142.5
TS2090,1989-1990,131.7
TS2108,1989-1990,131.7
TS2220,1989-1990,144.1
TS2223,1989-1990,133.4
TS2226,1989-1990,143.2
TS2245,1989-1990,134.9
TS2025,1990-1991,162.8
TS2045,1990-1991,159.3
TS2082,1990-1991,134.9
TS2083,1990-1991,123.6
TS2085,1990-1991,128.1
TS2090,1990-1991,125.3
TS2090,1990-1991,122.2
TS2108,1990-1991,122.2
TS2220,1990-1991,130.8
TS2223,1990-1991,127
TS2226,1990-1991,131.3
TS2245,1990-1991,125.1
TS2025,1991-1992,156.9
TS2045,1991-1992,156
TS2082,1991-1992,135.5
TS2083,1991-1992,120
TS2083,1991-1992,121.1
TS2085,1991-1992,124.6
TS2090,1991-1992,122.5
TS2090,1991-1992,120.5
TS2108,1991-1992,120.5
TS2220,1991-1992,132.2
TS2223,1991-1992,125.4
TS2226,1991-1992,130.8
TS2245,1991-1992,127.4
TS2025,1992-1993,152.4
TS2045,1992-1993,150
TS2045,1992-1993,146.7
TS2083,1992-1993,113.3
TS2083,1992-1993,115.4
TS2085,1992-1993,118.8
TS2108,1992-1993,114.6
TS2220,1992-1993,121
TS2223,1992-1993,118.9
TS2226,1992-1993,123.9
TS2245,1992-1993,120.6
TS2317,1992-1993,140
TS2320,1992-1993,96.7
TS2328,1992-1993,104.2
TS2329,1992-1993,95
TS2338,1992-1993,92.5
TS2025,1993-1994,148.3
TS2025,1993-1994,145.9
TS2045,1993-1994,146.7
TS2045,1993-1994,144.9
TS2083,1993-1994,120.9
TS2083,1993-1994,116.8
TS2085,1993-1994,124.6
TS2085,1993-1994,119.6
TS2085,1993-1994,116.1
TS2223,1993-1994,120.7
TS2245,1993-1994,123.1
TS2245,1993-1994,118
TS2317,1993-1994,141
TS2320,1993-1994,106.7
TS2328,1993-1994,104.9
TS2328,1993-1994,104.2
TS2329,1993-1994,101.6
TS2338,1993-1994,98
TS2339,1993-1994,106.4
TS2340,1993-1994,113.8
TS2342,1993-1994,113.7
TS2344,1993-1994,102.4
TS2025,1995-1996,151.5
TS2025,1995-1996,155.7
TS2025,1995-1996,139.5
TS2045,1995-1996,152.5
TS2083,1995-1996,121.2
TS2085,1995-1996,124.4
TS2085,1995-1996,122.4
TS2085,1995-1996,126.3
TS2245,1995-1996,129.9
TS2320,1995-1996,101.5
TS2320,1995-1996,100.1
TS2320,1995-1996,98.8
TS2339,1995-1996,104.9
TS2340,1995-1996,106.4
TS2340,1995-1996,103.7
TS2340,1995-1996,106.8
TS2342,1995-1996,104.4
TS2344,1995-1996,98.8
TS2025,1996-1997,156.3
TS2025,1996-1997,157
TS2045,1996-1997,154.7
TS2083,1996-1997,118.8
TS2083,1996-1997,118.9
TS2085,1996-1997,133.9
TS2085,1996-1997,128.4
TS2245,1996-1997,123.9
TS2245,1996-1997,129.2
TS2365,1996-1997,136.4
TS2025,1997-1998,145
TS2045,1997-1998,144.2
TS2083,1997-1998,116.3
TS2085,1997-1998,120.4
TS2245,1997-1998,118.8
TS2365,1997-1998,127.1
TS2025,1998-1999,155.6
TS2045,1998-1999,150
TS2083,1998-1999,114.4
TS2085,1998-1999,115.6
TS2245,1998-1999,115
TS2365,1998-1999,121.9
