accenumb,campaign,days_to_heading,plant_height,thousand_kernel_weight,powdery_mildew,leaf_rust,yellow_rust,septoria_tritici_ssp,protein_content,sds_sedimentation_volume
TA05259,2007-2008,123,85,NA,9,2,NA,9,NA,NA
TA05260,2007-2008,118,72,NA,1,2,NA,8,NA,NA
TA05261,2007-2008,119,73,NA,8,2,NA,8,NA,NA
TA05262,2007-2008,122,77,NA,2,2,NA,8,NA,NA
TA05263,2007-2008,119,79,NA,1,2,NA,7,NA,NA
TA05264,2007-2008,121,74,NA,1,2,NA,8,NA,NA
TA05265,2007-2008,121,60,NA,1,2,NA,8,NA,NA
TA05266,2007-2008,120,68,NA,1,2,NA,8,NA,NA
TA05269,2007-2008,121,45,NA,1,2,NA,7,NA,NA
TA00002,2008-2009,127,64,NA,0,5,NA,7,NA,NA
TA00003,2008-2009,128,56,NA,4,4,NA,6,NA,NA
TA00004,2008-2009,128,60,NA,3,4,NA,7,NA,NA
TA00005,2008-2009,129,90,NA,0,5,NA,6,NA,NA
TA00006,2008-2009,129,65,NA,0,5,NA,6,NA,NA
TA00007,2008-2009,128,73,NA,0,4,NA,5,NA,NA
TA00008,2008-2009,143,75,NA,0,4,NA,5,NA,NA
TA00009,2008-2009,131,64,NA,3,3,NA,5,NA,NA
TA00010,2008-2009,130,59,NA,0,0,NA,6,NA,NA
TA00011,2008-2009,131,58,NA,2,4,NA,5,NA,NA
TA00012,2008-2009,129,58,NA,4,3,NA,5,NA,NA
TA00013,2008-2009,129,59,NA,0,4,NA,6,NA,NA
TA00015,2008-2009,122,94,NA,0,4,NA,6,NA,NA
TA00017,2008-2009,127,92,NA,0,5,NA,6,NA,NA
TA00018,2008-2009,137,124,NA,2,4,NA,5,NA,NA
TA00019,2008-2009,126,79,NA,3,5,NA,6,NA,NA
TA00020,2008-2009,128,76,NA,0,3,NA,4,NA,NA
TA00021,2008-2009,143,95,NA,0,2,NA,4,NA,NA
TA00023,2008-2009,127,98,NA,0,6,NA,4,NA,NA
TA00024,2008-2009,127,95,NA,3,5,NA,4,NA,NA
TA00025,2008-2009,126,105,NA,4,3,NA,5,NA,NA
TA00026,2008-2009,139,104,NA,4,2,NA,3,NA,NA
TA00027,2008-2009,128,98,NA,3,4,NA,5,NA,NA
TA00028,2008-2009,130,91,NA,0,4,NA,4,NA,NA
TA00029,2008-2009,131,96,NA,0,3,NA,5,NA,NA
TA00030,2008-2009,130,86,NA,0,3,NA,4,NA,NA
TA00031,2008-2009,130,95,NA,2,3,NA,5,NA,NA
TA00032,2008-2009,128,66,NA,0,1,NA,3,NA,NA
TA00034,2008-2009,130,51,NA,0,2,NA,4,NA,NA
TA00035,2008-2009,131,NA,NA,2,2,NA,4,NA,NA
TA00038,2008-2009,128,90,NA,0,4,NA,5,NA,NA
TA00039,2008-2009,128,74,NA,3,4,NA,5,NA,NA
TA00040,2008-2009,132,108,NA,4,0,NA,5,NA,NA
TA00041,2008-2009,145,131,NA,2,4,NA,5,NA,NA
TA00042,2008-2009,151,110,NA,2,3,NA,2,NA,NA
TA00043,2008-2009,142,112,NA,2,2,NA,4,NA,NA
TA00045,2008-2009,141,76,NA,2,3,NA,3,NA,NA
TA00048,2008-2009,129,85,NA,0,3,NA,5,NA,NA
TA00049,2008-2009,124,96,NA,0,3,NA,6,NA,NA
TA00052,2008-2009,128,83,NA,0,4,NA,5,NA,NA
TA00053,2008-2009,126,91,NA,0,2,NA,5,NA,NA
TA00056,2008-2009,127,93,NA,0,3,NA,5,NA,NA
TA00057,2008-2009,127,85,NA,0,3,NA,5,NA,NA
TA00058,2008-2009,126,84,NA,2,3,NA,5,NA,NA
TA00059,2008-2009,127,84,NA,0,3,NA,5,NA,NA
TA00060,2008-2009,127,86,NA,3,3,NA,6,NA,NA
TA00061,2008-2009,127,88,NA,0,3,NA,6,NA,NA
TA00062,2008-2009,128,93,NA,4,3,NA,5,NA,NA
TA00063,2008-2009,129,88,NA,4,3,NA,6,NA,NA
TA00065,2008-2009,127,65,NA,2,3,NA,5,NA,NA
TA00066,2008-2009,126,71,NA,0,3,NA,5,NA,NA
TA00067,2008-2009,131,67,NA,0,3,NA,5,NA,NA
TA00068,2008-2009,129,57,NA,2,3,NA,5,NA,NA
TA00069,2008-2009,129,63,NA,3,4,NA,6,NA,NA
TA00070,2008-2009,131,65,NA,2,3,NA,5,NA,NA
TA00071,2008-2009,128,102,NA,4,3,NA,6,NA,NA
TA00073,2008-2009,141,85,NA,2,2,NA,5,NA,NA
TA00074,2008-2009,144,73,NA,0,2,NA,4,NA,NA
TA00077,2008-2009,142,94,NA,0,3,NA,5,NA,NA
TA00080,2008-2009,127,52,NA,0,0,NA,5,NA,NA
TA00083,2008-2009,137,70,NA,0,3,NA,4,NA,NA
TA00085,2008-2009,131,71,NA,2,3,NA,5,NA,NA
TA00086,2008-2009,150,106,NA,2,2,NA,4,NA,NA
TA00087,2008-2009,131,103,NA,2,3,NA,5,NA,NA
TA00088,2008-2009,138,103,NA,0,2,NA,4,NA,NA
TA00089,2008-2009,128,66,NA,0,3,NA,6,NA,NA
TA00090,2008-2009,131,94,NA,0,3,NA,5,NA,NA
TA00091,2008-2009,131,82,NA,2,2,NA,5,NA,NA
TA00092,2008-2009,132,86,NA,2,3,NA,5,NA,NA
TA00093,2008-2009,129,87,NA,2,3,NA,5,NA,NA
TA00094,2008-2009,129,97,NA,3,3,NA,5,NA,NA
TA00095,2008-2009,129,88,NA,2,3,NA,5,NA,NA
TA00096,2008-2009,140,110,NA,2,3,NA,5,NA,NA
TA00098,2008-2009,128,93,NA,1,4,NA,6,NA,NA
TA00099,2008-2009,127,96,NA,2,4,NA,6,NA,NA
TA00100,2008-2009,133,54,NA,2,3,NA,5,NA,NA
TA00101,2008-2009,127,100,NA,1,3,NA,5,NA,NA
TA00102,2008-2009,128,95,NA,2,4,NA,6,NA,NA
TA00103,2008-2009,141,98,NA,2,4,NA,5,NA,NA
TA00104,2008-2009,138,108,NA,1,3,NA,5,NA,NA
TA00105,2008-2009,138,110,NA,0,2,NA,4,NA,NA
TA00108,2008-2009,129,75,NA,3,5,NA,5,NA,NA
TA00109,2008-2009,129,76,NA,3,5,NA,6,NA,NA
TA00110,2008-2009,132,105,NA,3,0,NA,5,NA,NA
TA00111,2008-2009,141,122,NA,3,4,NA,5,NA,NA
TA00112,2008-2009,122,78,NA,3,4,NA,6,NA,NA
TA00113,2008-2009,122,83,NA,3,3,NA,6,NA,NA
TA00114,2008-2009,129,105,NA,4,2,NA,6,NA,NA
TA00115,2008-2009,137,83,NA,2,3,NA,5,NA,NA
TA00116,2008-2009,137,107,NA,3,2,NA,4,NA,NA
TA00117,2008-2009,131,71,NA,4,0,NA,5,NA,NA
TA00119,2008-2009,127,77,NA,3,3,NA,5,NA,NA
TA00120,2008-2009,146,95,NA,2,2,NA,3,NA,NA
TA00121,2008-2009,137,66,NA,2,3,NA,5,NA,NA
TA00122,2008-2009,128,55,NA,3,4,NA,5,NA,NA
TA00123,2008-2009,129,104,NA,5,2,NA,4,NA,NA
TA00124,2008-2009,138,91,NA,2,3,NA,5,NA,NA
TA00125,2008-2009,144,81,NA,3,4,NA,6,NA,NA
TA00126,2008-2009,127,81,NA,3,4,NA,6,NA,NA
TA00127,2008-2009,128,95,NA,4,3,NA,6,NA,NA
TA00128,2008-2009,123,74,NA,5,3,NA,5,NA,NA
TA00129,2008-2009,123,80,NA,5,3,NA,6,NA,NA
TA00130,2008-2009,133,103,NA,4,0,NA,5,NA,NA
TA00131,2008-2009,128,84,NA,5,5,NA,7,NA,NA
TA00132,2008-2009,127,85,NA,2,3,NA,6,NA,NA
TA00133,2008-2009,142,117,NA,0,1,NA,3,NA,NA
TA00134,2008-2009,142,117,NA,1,2,NA,4,NA,NA
TA00135,2008-2009,141,111,NA,2,3,NA,5,NA,NA
TA00136,2008-2009,142,120,NA,2,0,NA,4,NA,NA
TA00137,2008-2009,142,110,NA,1,0,NA,4,NA,NA
TA00138,2008-2009,127,82,NA,2,3,NA,6,NA,NA
TA00139,2008-2009,139,121,NA,1,2,NA,5,NA,NA
TA00140,2008-2009,136,121,NA,2,3,NA,5,NA,NA
TA00141,2008-2009,138,115,NA,0,2,NA,6,NA,NA
TA00143,2008-2009,143,55,NA,2,4,NA,4,NA,NA
TA00144,2008-2009,127,55,NA,0,3,NA,6,NA,NA
TA00146,2008-2009,128,83,NA,3,1,NA,5,NA,NA
TA00147,2008-2009,129,72,NA,1,0,NA,5,NA,NA
TA00148,2008-2009,128,81,NA,1,3,NA,4,NA,NA
TA00149,2008-2009,179,90,NA,3,0,NA,5,NA,NA
TA00150,2008-2009,186,97,NA,2,3,NA,5,NA,NA
TA00151,2008-2009,174,85,NA,4,4,NA,5,NA,NA
TA00154,2008-2009,181,92,NA,4,4,NA,6,NA,NA
TA00155,2008-2009,188,99,NA,4,4,NA,6,NA,NA
TA00156,2008-2009,184,95,NA,3,4,NA,6,NA,NA
TA00160,2008-2009,178,89,NA,2,4,NA,6,NA,NA
TA00161,2008-2009,152,63,NA,3,4,NA,6,NA,NA
TA00162,2008-2009,158,69,NA,2,0,NA,5,NA,NA
TA00163,2008-2009,179,90,NA,0,3,NA,3,NA,NA
TA00164,2008-2009,175,86,NA,0,3,NA,3,NA,NA
TA00166,2008-2009,198,109,NA,3,2,NA,5,NA,NA
TA00167,2008-2009,166,122,NA,3,2,NA,5,NA,NA
TA00168,2008-2009,168,122,NA,2,2,NA,5,NA,NA
TA00169,2008-2009,156,80,NA,3,3,NA,6,NA,NA
TA00170,2008-2009,165,124,NA,3,2,NA,5,NA,NA
TA00172,2008-2009,157,96,NA,3,3,NA,6,NA,NA
TA00173,2008-2009,169,102,NA,1,3,NA,5,NA,NA
TA00174,2008-2009,157,87,NA,1,4,NA,6,NA,NA
TA00175,2008-2009,168,114,NA,1,2,NA,4,NA,NA
TA00176,2008-2009,168,111,NA,3,2,NA,5,NA,NA
TA00177,2008-2009,162,54,NA,2,4,NA,5,NA,NA
TA00178,2008-2009,169,112,NA,2,2,NA,4,NA,NA
TA00179,2008-2009,166,117,NA,0,3,NA,5,NA,NA
TA00180,2008-2009,159,68,NA,2,3,NA,5,NA,NA
TA00181,2008-2009,157,98,NA,2,3,NA,5,NA,NA
TA00182,2008-2009,168,106,NA,2,4,NA,6,NA,NA
TA00183,2008-2009,172,116,NA,3,2,NA,5,NA,NA
TA00184,2008-2009,168,101,NA,2,3,NA,5,NA,NA
TA00185,2008-2009,174,103,NA,2,2,NA,4,NA,NA
TA00186,2008-2009,163,91,NA,2,0,NA,4,NA,NA
TA00187,2008-2009,165,73,NA,3,1,NA,5,NA,NA
TA00188,2008-2009,160,75,NA,2,3,NA,5,NA,NA
TA00189,2008-2009,169,77,NA,0,2,NA,4,NA,NA
TA00190,2008-2009,175,102,NA,2,2,NA,4,NA,NA
TA00192,2008-2009,168,113,NA,2,2,NA,4,NA,NA
TA00193,2008-2009,157,76,NA,3,4,NA,6,NA,NA
TA00194,2008-2009,157,110,NA,2,2,NA,4,NA,NA
TA00195,2008-2009,156,83,NA,0,4,NA,6,NA,NA
TA00196,2008-2009,176,104,NA,2,2,NA,5,NA,NA
TA00197,2008-2009,174,106,NA,2,2,NA,5,NA,NA
TA00198,2008-2009,161,86,NA,3,3,NA,6,NA,NA
TA00199,2008-2009,157,103,NA,2,4,NA,6,NA,NA
TA00201,2008-2009,166,113,NA,0,2,NA,4,NA,NA
TA00203,2008-2009,158,88,NA,2,3,NA,6,NA,NA
TA00204,2008-2009,158,83,NA,3,3,NA,6,NA,NA
TA00205,2008-2009,169,115,NA,2,3,NA,5,NA,NA
TA00206,2008-2009,169,120,NA,2,4,NA,5,NA,NA
TA00207,2008-2009,171,117,NA,2,4,NA,4,NA,NA
TA00208,2008-2009,163,65,NA,0,2,NA,5,NA,NA
TA00209,2008-2009,161,62,NA,1,3,NA,5,NA,NA
TA00210,2008-2009,158,73,NA,0,4,NA,5,NA,NA
TA00211,2008-2009,157,105,NA,2,3,NA,4,NA,NA
TA00213,2008-2009,167,115,NA,2,3,NA,5,NA,NA
TA00214,2008-2009,168,114,NA,1,3,NA,5,NA,NA
TA00215,2008-2009,158,93,NA,2,5,NA,6,NA,NA
TA00216,2008-2009,162,71,NA,2,4,NA,5,NA,NA
TA00217,2008-2009,171,88,NA,0,2,NA,4,NA,NA
TA00218,2008-2009,168,103,NA,1,2,NA,4,NA,NA
TA00219,2008-2009,162,109,NA,2,0,NA,5,NA,NA
TA00220,2008-2009,163,108,NA,2,2,NA,4,NA,NA
TA00222,2008-2009,161,64,NA,2,2,NA,5,NA,NA
TA00224,2008-2009,171,109,NA,2,2,NA,4,NA,NA
TA00225,2008-2009,173,106,NA,2,1,NA,4,NA,NA
TA00226,2008-2009,171,101,NA,2,1,NA,4,NA,NA
TA00227,2008-2009,157,72,NA,2,3,NA,5,NA,NA
TA00228,2008-2009,168,109,NA,2,1,NA,4,NA,NA
TA00229,2008-2009,169,100,NA,3,2,NA,5,NA,NA
TA00230,2008-2009,167,122,NA,1,1,NA,4,NA,NA
TA00231,2008-2009,168,124,NA,1,2,NA,4,NA,NA
TA00232,2008-2009,165,72,NA,2,3,NA,5,NA,NA
TA00233,2008-2009,158,75,NA,2,4,NA,7,NA,NA
TA00234,2008-2009,157,77,NA,2,2,NA,4,NA,NA
TA00235,2008-2009,158,78,NA,2,3,NA,5,NA,NA
TA00236,2008-2009,168,103,NA,1,2,NA,4,NA,NA
TA00237,2008-2009,158,76,NA,2,4,NA,6,NA,NA
TA00238,2008-2009,171,111,NA,2,0,NA,4,NA,NA
TA00239,2008-2009,157,90,NA,2,3,NA,5,NA,NA
TA00240,2008-2009,157,93,NA,1,4,NA,6,NA,NA
TA00241,2008-2009,159,105,NA,3,3,NA,6,NA,NA
TA00242,2008-2009,158,96,NA,2,2,NA,5,NA,NA
TA00243,2008-2009,167,108,NA,2,2,NA,5,NA,NA
TA00244,2008-2009,160,49,NA,3,4,NA,6,NA,NA
TA00245,2008-2009,160,57,NA,4,2,NA,5,NA,NA
TA00246,2008-2009,161,60,NA,0,1,NA,4,NA,NA
TA00247,2008-2009,159,63,NA,1,1,NA,4,NA,NA
TA00248,2008-2009,172,105,NA,2,0,NA,4,NA,NA
TA00249,2008-2009,174,101,NA,0,1,NA,3,NA,NA
TA00251,2008-2009,161,71,NA,1,2,NA,5,NA,NA
TA00252,2008-2009,161,67,NA,0,3,NA,5,NA,NA
TA00253,2008-2009,181,117,NA,3,2,NA,3,NA,NA
TA00254,2008-2009,165,68,NA,0,2,NA,3,NA,NA
TA00255,2008-2009,173,93,NA,0,3,NA,4,NA,NA
TA00256,2008-2009,159,56,NA,0,3,NA,4,NA,NA
TA00257,2008-2009,157,77,NA,0,2,NA,5,NA,NA
TA00258,2008-2009,158,51,NA,0,3,NA,4,NA,NA
TA00259,2008-2009,157,77,NA,0,3,NA,4,NA,NA
TA00260,2008-2009,161,58,NA,0,2,NA,3,NA,NA
TA00262,2008-2009,157,80,NA,3,3,NA,4,NA,NA
TA00263,2008-2009,166,51,NA,3,3,NA,4,NA,NA
TA00264,2008-2009,163,64,NA,0,3,NA,0,NA,NA
TA00265,2008-2009,160,61,NA,0,3,NA,4,NA,NA
TA00266,2008-2009,162,66,NA,0,4,NA,5,NA,NA
TA00267,2008-2009,156,68,NA,0,3,NA,5,NA,NA
TA00268,2008-2009,156,68,NA,0,3,NA,4,NA,NA
TA00269,2008-2009,156,79,NA,0,4,NA,0,NA,NA
TA00270,2008-2009,157,63,NA,0,5,NA,0,NA,NA
TA00271,2008-2009,159,68,NA,0,4,NA,5,NA,NA
TA00272,2008-2009,160,75,NA,0,3,NA,5,NA,NA
TA00273,2008-2009,160,55,NA,0,4,NA,5,NA,NA
TA00708,2008-2009,129,48,NA,0,3,NA,6,NA,NA
TA00816,2008-2009,133,57,NA,0,3,NA,6,NA,NA
TA00966,2008-2009,133,56,NA,6,6,NA,7,NA,NA
TA00966,2008-2009,133,68,NA,0,0,NA,0,NA,NA
TA00966,2008-2009,133,NA,NA,7,5,NA,6,NA,NA
TA01253,2008-2009,130,63,NA,3,5,NA,6,NA,NA
TA00274,2009-2010,134,81,NA,0,0,NA,NA,NA,NA
TA00275,2009-2010,140,70,NA,0,0,NA,NA,NA,NA
TA00276,2009-2010,139,69,NA,0,0,NA,NA,NA,NA
TA00277,2009-2010,138,72,NA,0,0,NA,NA,NA,NA
TA00278,2009-2010,133,61,NA,0,0,NA,NA,NA,NA
TA00279,2009-2010,133,54,NA,0,0,NA,NA,NA,NA
TA00280,2009-2010,129,67,NA,0,0,NA,NA,NA,NA
TA00281,2009-2010,137,61,NA,0,0,NA,NA,NA,NA
TA00282,2009-2010,133,81,NA,0,0,NA,NA,NA,NA
TA00283,2009-2010,133,80,NA,0,0,NA,NA,NA,NA
TA00284,2009-2010,134,56,NA,0,0,NA,NA,NA,NA
TA00285,2009-2010,141,82,NA,0,0,NA,NA,NA,NA
TA00286,2009-2010,137,82,NA,0,0,NA,NA,NA,NA
TA00287,2009-2010,153,120,NA,0,3,NA,NA,NA,NA
TA00288,2009-2010,132,64,NA,0,0,NA,NA,NA,NA
TA00289,2009-2010,141,105,NA,0,4,NA,NA,NA,NA
TA00290,2009-2010,134,63,NA,0,0,NA,NA,NA,NA
TA00291,2009-2010,132,71,NA,0,0,NA,NA,NA,NA
TA00292,2009-2010,133,63,NA,0,0,NA,NA,NA,NA
TA00293,2009-2010,132,80,NA,0,0,NA,NA,NA,NA
TA00294,2009-2010,139,90,NA,0,4,NA,NA,NA,NA
TA00295,2009-2010,136,81,NA,0,0,NA,NA,NA,NA
TA00296,2009-2010,139,89,NA,0,0,NA,NA,NA,NA
TA00297,2009-2010,152,72,NA,0,2,NA,NA,NA,NA
TA00298,2009-2010,131,70,NA,0,0,NA,NA,NA,NA
TA00299,2009-2010,133,62,NA,0,0,NA,NA,NA,NA
TA00300,2009-2010,134,84,NA,0,0,NA,NA,NA,NA
TA00301,2009-2010,142,84,NA,0,0,NA,NA,NA,NA
TA00302,2009-2010,141,65,NA,0,0,NA,NA,NA,NA
TA00303,2009-2010,148,118,NA,0,4,NA,NA,NA,NA
TA00304,2009-2010,134,66,NA,0,5,NA,NA,NA,NA
TA00306,2009-2010,142,69,NA,0,0,NA,NA,NA,NA
TA00307,2009-2010,134,73,NA,0,0,NA,NA,NA,NA
TA00308,2009-2010,128,74,NA,0,0,NA,NA,NA,NA
TA00309,2009-2010,131,65,NA,0,0,NA,NA,NA,NA
TA00310,2009-2010,131,87,NA,0,0,NA,NA,NA,NA
TA00311,2009-2010,132,97,NA,0,0,NA,NA,NA,NA
TA00312,2009-2010,133,91,NA,0,0,NA,NA,NA,NA
TA00313,2009-2010,131,96,NA,0,0,NA,NA,NA,NA
TA00314,2009-2010,131,90,NA,0,0,NA,NA,NA,NA
TA00315,2009-2010,132,86,NA,0,0,NA,NA,NA,NA
TA00316,2009-2010,138,120,NA,0,0,NA,NA,NA,NA
TA00317,2009-2010,131,68,NA,0,0,NA,NA,NA,NA
TA00318,2009-2010,134,68,NA,0,0,NA,NA,NA,NA
TA00319,2009-2010,138,74,NA,0,0,NA,NA,NA,NA
TA00320,2009-2010,136,109,NA,0,0,NA,NA,NA,NA
TA00321,2009-2010,139,84,NA,0,0,NA,NA,NA,NA
TA00322,2009-2010,131,66,NA,0,0,NA,NA,NA,NA
TA00323,2009-2010,133,60,NA,0,0,NA,NA,NA,NA
TA00324,2009-2010,145,112,NA,0,0,NA,NA,NA,NA
TA00325,2009-2010,145,105,NA,0,3,NA,NA,NA,NA
TA00326,2009-2010,144,114,NA,0,4,NA,NA,NA,NA
TA00327,2009-2010,145,105,NA,0,0,NA,NA,NA,NA
TA00328,2009-2010,133,57,NA,0,4,NA,NA,NA,NA
TA00329,2009-2010,134,99,NA,0,0,NA,NA,NA,NA
TA00330,2009-2010,132,63,NA,0,0,NA,NA,NA,NA
TA00331,2009-2010,138,84,NA,2,3,NA,NA,NA,NA
TA00332,2009-2010,133,76,NA,0,0,NA,NA,NA,NA
TA00333,2009-2010,136,78,NA,0,0,NA,NA,NA,NA
TA00334,2009-2010,144,125,NA,0,0,NA,NA,NA,NA
TA00335,2009-2010,139,64,NA,0,0,NA,NA,NA,NA
TA00336,2009-2010,138,69,NA,0,0,NA,NA,NA,NA
TA00337,2009-2010,134,70,NA,0,0,NA,NA,NA,NA
TA00338,2009-2010,134,76,NA,0,0,NA,NA,NA,NA
TA00339,2009-2010,133,81,NA,0,0,NA,NA,NA,NA
TA00340,2009-2010,123,66,NA,0,0,NA,NA,NA,NA
TA00341,2009-2010,126,84,NA,0,0,NA,NA,NA,NA
TA00342,2009-2010,132,68,NA,0,0,NA,NA,NA,NA
TA00343,2009-2010,128,75,NA,0,0,NA,NA,NA,NA
TA00344,2009-2010,128,72,NA,0,0,NA,NA,NA,NA
TA00345,2009-2010,127,88,NA,0,0,NA,NA,NA,NA
TA00346,2009-2010,127,90,NA,0,0,NA,NA,NA,NA
TA00347,2009-2010,145,130,NA,0,2,NA,NA,NA,NA
TA00348,2009-2010,125,57,NA,0,0,NA,NA,NA,NA
TA00349,2009-2010,126,56,NA,0,0,NA,NA,NA,NA
TA00350,2009-2010,127,64,NA,0,0,NA,NA,NA,NA
TA00351,2009-2010,127,71,NA,0,0,NA,NA,NA,NA
TA00352,2009-2010,130,78,NA,0,0,NA,NA,NA,NA
TA00353,2009-2010,148,111,NA,0,0,NA,NA,NA,NA
TA00354,2009-2010,131,100,NA,0,0,NA,NA,NA,NA
TA00355,2009-2010,130,76,NA,0,0,NA,NA,NA,NA
TA00356,2009-2010,132,69,NA,0,0,NA,NA,NA,NA
TA00357,2009-2010,132,56,NA,0,0,NA,NA,NA,NA
TA00358,2009-2010,127,65,NA,0,0,NA,NA,NA,NA
TA00359,2009-2010,130,71,NA,0,0,NA,NA,NA,NA
TA00360,2009-2010,137,117,NA,0,0,NA,NA,NA,NA
TA00361,2009-2010,130,54,NA,0,0,NA,NA,NA,NA
TA00362,2009-2010,128,80,NA,0,0,NA,NA,NA,NA
TA00363,2009-2010,130,94,NA,0,0,NA,NA,NA,NA
TA00364,2009-2010,128,60,NA,0,0,NA,NA,NA,NA
TA00365,2009-2010,139,105,NA,0,0,NA,NA,NA,NA
TA00366,2009-2010,139,78,NA,0,0,NA,NA,NA,NA
TA00367,2009-2010,149,116,NA,0,6,NA,NA,NA,NA
TA00368,2009-2010,140,113,NA,0,0,NA,NA,NA,NA
TA00369,2009-2010,133,82,NA,0,0,NA,NA,NA,NA
TA00370,2009-2010,136,86,NA,0,0,NA,NA,NA,NA
TA00371,2009-2010,132,80,NA,0,0,NA,NA,NA,NA
TA00372,2009-2010,145,105,NA,0,0,NA,NA,NA,NA
TA00373,2009-2010,150,102,NA,0,5,NA,NA,NA,NA
TA00374,2009-2010,131,88,NA,0,0,NA,NA,NA,NA
TA00375,2009-2010,140,68,NA,0,0,NA,NA,NA,NA
TA00376,2009-2010,133,65,NA,0,0,NA,NA,NA,NA
TA00377,2009-2010,133,79,NA,0,0,NA,NA,NA,NA
TA00378,2009-2010,129,72,NA,0,0,NA,NA,NA,NA
TA00379,2009-2010,130,75,NA,0,0,NA,NA,NA,NA
TA00380,2009-2010,140,83,NA,0,0,NA,NA,NA,NA
TA00381,2009-2010,138,100,NA,0,0,NA,NA,NA,NA
TA00382,2009-2010,139,102,NA,0,0,NA,NA,NA,NA
TA00383,2009-2010,127,77,NA,0,0,NA,NA,NA,NA
TA00385,2009-2010,139,99,NA,0,0,NA,NA,NA,NA
TA00386,2009-2010,139,107,NA,0,3,NA,NA,NA,NA
TA00387,2009-2010,144,82,NA,0,0,NA,NA,NA,NA
TA00388,2009-2010,126,95,NA,0,0,NA,NA,NA,NA
TA00389,2009-2010,128,60,NA,0,0,NA,NA,NA,NA
TA00390,2009-2010,127,70,NA,0,0,NA,NA,NA,NA
TA00391,2009-2010,130,87,NA,0,0,NA,NA,NA,NA
TA00392,2009-2010,131,72,NA,0,0,NA,NA,NA,NA
TA00393,2009-2010,130,65,NA,0,0,NA,NA,NA,NA
TA00394,2009-2010,130,68,NA,0,0,NA,NA,NA,NA
TA00395,2009-2010,140,120,NA,0,4,NA,NA,NA,NA
TA00396,2009-2010,142,98,NA,0,4,NA,NA,NA,NA
TA00397,2009-2010,141,116,NA,0,3,NA,NA,NA,NA
TA00398,2009-2010,141,105,NA,0,4,NA,NA,NA,NA
TA00399,2009-2010,140,108,NA,0,0,NA,NA,NA,NA
TA00400,2009-2010,131,76,NA,0,1,NA,NA,NA,NA
TA00401,2009-2010,139,61,NA,0,0,NA,NA,NA,NA
TA00403,2009-2010,150,77,NA,0,5,NA,NA,NA,NA
TA00404,2009-2010,139,108,NA,0,0,NA,NA,NA,NA
TA00405,2009-2010,131,77,NA,0,0,NA,NA,NA,NA
TA00406,2009-2010,132,67,NA,0,1,NA,NA,NA,NA
TA00407,2009-2010,131,80,NA,0,0,NA,NA,NA,NA
TA00408,2009-2010,130,68,NA,0,0,NA,NA,NA,NA
TA00409,2009-2010,136,87,NA,0,0,NA,NA,NA,NA
TA00410,2009-2010,129,69,NA,0,0,NA,NA,NA,NA
TA00411,2009-2010,131,71,NA,0,0,NA,NA,NA,NA
TA00412,2009-2010,131,75,NA,0,0,NA,NA,NA,NA
TA00413,2009-2010,140,72,NA,0,0,NA,NA,NA,NA
TA00414,2009-2010,130,75,NA,0,0,NA,NA,NA,NA
TA00415,2009-2010,134,72,NA,0,0,NA,NA,NA,NA
TA00416,2009-2010,130,73,NA,0,0,NA,NA,NA,NA
TA00417,2009-2010,125,72,NA,0,0,NA,NA,NA,NA
TA00418,2009-2010,130,64,NA,0,0,NA,NA,NA,NA
TA00419,2009-2010,137,91,NA,0,0,NA,NA,NA,NA
TA00420,2009-2010,132,91,NA,0,0,NA,NA,NA,NA
TA00421,2009-2010,130,84,NA,0,0,NA,NA,NA,NA
TA00422,2009-2010,126,93,NA,0,0,NA,NA,NA,NA
TA00423,2009-2010,131,80,NA,0,0,NA,NA,NA,NA
TA00424,2009-2010,134,84,NA,0,0,NA,NA,NA,NA
TA00425,2009-2010,132,68,NA,0,0,NA,NA,NA,NA
TA00426,2009-2010,128,80,NA,0,0,NA,NA,NA,NA
TA00427,2009-2010,138,88,NA,0,0,NA,NA,NA,NA
TA00428,2009-2010,137,68,NA,0,0,NA,NA,NA,NA
TA00429,2009-2010,139,103,NA,0,0,NA,NA,NA,NA
TA00430,2009-2010,137,84,NA,0,0,NA,NA,NA,NA
TA00431,2009-2010,135,68,NA,0,0,NA,NA,NA,NA
TA00432,2009-2010,132,70,NA,0,0,NA,NA,NA,NA
TA00433,2009-2010,132,90,NA,0,0,NA,NA,NA,NA
TA00434,2009-2010,136,89,NA,0,0,NA,NA,NA,NA
TA00435,2009-2010,132,86,NA,0,0,NA,NA,NA,NA
TA00436,2009-2010,134,83,NA,0,0,NA,NA,NA,NA
TA00437,2009-2010,134,80,NA,0,0,NA,NA,NA,NA
TA00438,2009-2010,132,55,NA,0,0,NA,NA,NA,NA
TA00439,2009-2010,131,71,NA,0,0,NA,NA,NA,NA
TA00440,2009-2010,142,110,NA,0,0,NA,NA,NA,NA
TA00441,2009-2010,141,115,NA,0,0,NA,NA,NA,NA
TA00442,2009-2010,141,105,NA,0,0,NA,NA,NA,NA
TA00443,2009-2010,141,115,NA,0,0,NA,NA,NA,NA
TA00444,2009-2010,141,118,NA,0,0,NA,NA,NA,NA
TA00445,2009-2010,141,116,NA,0,0,NA,NA,NA,NA
TA00446,2009-2010,142,121,NA,0,4,NA,NA,NA,NA
TA00447,2009-2010,142,110,NA,0,4,NA,NA,NA,NA
TA00448,2009-2010,140,88,NA,0,0,NA,NA,NA,NA
