accenumb,campaign,days_to_heading,plant_height,thousand_kernel_weight,powdery_mildew,leaf_rust,yellow_rust,septoria_tritici_ssp,protein_content,sds_sedimentation_volume
TA00946,2012-2013,128,88,44,0,2,NA,0,12.1,45
TA00947,2012-2013,127,87,43,0,0,NA,3,10.3,24
TA00948,2012-2013,129,85,35,0,0,NA,2,10.7,23
TA00948,2012-2013,131,75,34,0,3,NA,0,12.1,30
TA00961,2012-2013,134,50,34,0,0,NA,1,12.6,55
TA00961,2012-2013,132,40,29,0,0,NA,0,13.5,64
TA00964,2012-2013,134,43,23,0,0,NA,1,14.2,52
TA00964,2012-2013,131,57,31,0,6,NA,0,15.1,53
TA00966,2012-2013,134,56,36,1,2,NA,2,13.9,65
TA00966,2012-2013,89,NA,29,0,0,NA,0,16.1,59
TA00970,2012-2013,134,100,43,0,0,NA,2,13.9,30
TA00970,2012-2013,139,100,30,0,0,NA,0,16.7,40
TA00971,2012-2013,127,83,52,0,1,NA,2,12.5,43
TA00971,2012-2013,127,78,48,3,3,NA,0,12.3,48
TA00978,2012-2013,134,65,47,0,0,NA,2,12.3,39
TA00978,2012-2013,127,60,45,0,5,NA,0,12.9,43
TA01004,2012-2013,128,65,39,0,0,NA,2,10.4,34
TA01004,2012-2013,134,47,29,0,5,NA,0,13.8,46
TA01025,2012-2013,134,117,45,0,1,NA,2,13.6,23
TA01025,2012-2013,138,115,37,0,2,NA,0,13.8,35
TA01027,2012-2013,134,122,43,0,0,NA,2,11.9,22
TA01027,2012-2013,142,125,45,0,3,NA,3,15.5,50
TA01028,2012-2013,146,105,41,0,2,NA,0,14.3,43
TA01028,2012-2013,141,115,40,0,2,NA,0,15.8,43
TA01029,2012-2013,146,100,39,0,1,NA,0,15,43
TA01029,2012-2013,141,115,38,0,1,NA,0,14.7,40
TA01030,2012-2013,148,100,30,0,5,NA,0,15.9,48
TA01031,2012-2013,147,105,36,0,3,NA,2,13.1,40
TA01031,2012-2013,150,98,25,0,0,NA,0,17.3,50
TA01032,2012-2013,146,96,29,0,1,NA,2,13.9,36
TA01032,2012-2013,142,125,35,0,0,NA,0,16.6,46
TA01033,2012-2013,141,110,38,0,2,NA,2,13.1,23
TA01033,2012-2013,138,115,43,0,0,NA,3,12.9,26
TA01034,2012-2013,147,84,32,0,1,NA,0,13.9,24
TA01069,2012-2013,126,70,37,0,1,NA,1,10.7,40
TA01069,2012-2013,131,64,41,0,3,NA,0,13.9,48
TA01070,2012-2013,126,64,38,0,1,NA,1,12.4,43
TA01070,2012-2013,131,62,37,0,1,NA,0,11.1,31
TA01089,2012-2013,126,100,44,0,2,NA,2,11.5,23
TA01134,2012-2013,146,108,42,0,2,NA,2,10.9,18
TA01134,2012-2013,139,110,46,0,3,NA,2,12.7,30
TA01135,2012-2013,146,120,40,0,2,NA,2,13.7,27
TA01135,2012-2013,143,135,40,0,3,NA,2,14.5,25
TA01136,2012-2013,143,105,43,0,3,NA,2,14,23
TA01136,2012-2013,142,105,42,0,2,NA,5,15,29
TA01200,2012-2013,134,80,38,0,3,NA,3,11.8,32
TA01201,2012-2013,134,62,21,0,2,NA,3,13.7,39
TA01201,2012-2013,130,77,35,0,7,NA,0,14.6,45
TA01202,2012-2013,134,52,11,0,2,NA,2,13,39
TA01202,2012-2013,136,47,17,0,4,NA,0,18.7,50
TA01220,2012-2013,125,100,41,0,0,NA,0,11.2,36
TA01220,2012-2013,128,72,39,0,2,NA,3,11,33
TA01221,2012-2013,125,92,42,0,0,NA,0,12.3,35
TA01221,2012-2013,126,82,45,3,7,NA,0,12.8,40
TA01241,2012-2013,137,68,47,0,2,NA,0,11.7,38
TA01241,2012-2013,136,52,32,0,2,NA,0,12.3,44
TA01245,2012-2013,137,63,43,0,2,NA,0,9.9,35
TA01245,2012-2013,134,60,39,0,2,NA,0,10.2,36
TA01248,2012-2013,128,63,42,0,0,NA,2,11,49
TA01248,2012-2013,126,60,34,0,4,NA,0,11.5,45
TA01250,2012-2013,137,65,32,0,0,NA,2,10.4,39
TA01250,2012-2013,132,65,32,0,5,NA,0,11.5,39
TA01251,2012-2013,127,58,46,0,0,NA,2,10.6,41
TA01251,2012-2013,126,62,46,0,0,NA,0,11.4,45
TA01253,2012-2013,134,60,33,0,0,NA,1,14.2,55
TA01253,2012-2013,132,64,34,0,3,NA,0,13,54
TA01301,2012-2013,134,72,41,0,1,NA,0,10.2,36
TA01301,2012-2013,131,65,39,0,4,NA,0,11.5,39
TA01304,2012-2013,134,50,38,0,0,NA,0,12.7,48
TA01304,2012-2013,132,70,44,0,0,NA,0,11.5,44
TA01319,2012-2013,134,50,34,0,0,NA,1,11.8,45
TA01319,2012-2013,128,68,38,4,3,NA,3,11.4,40
TA00001,2013-2014,118,78,NA,0,7,TRUE,2,13.9,47
TA00001,2013-2014,118,79,NA,0,7,FALSE,5,13.6,45
TA00001,2013-2014,118,79,NA,0,8,FALSE,4,13.4,38
TA00002,2013-2014,117,75,NA,0,4,TRUE,2,15.9,48
TA00002,2013-2014,117,80,NA,0,2,TRUE,4,15.9,43
TA00002,2013-2014,116,74,NA,0,6,TRUE,6,15.5,47
TA00005,2013-2014,116,108,NA,0,6,TRUE,3,14.9,53
TA00005,2013-2014,114,101,NA,0,6,TRUE,3,14.1,53
TA00005,2013-2014,114,105,NA,0,8,TRUE,3,14.3,52
TA00006,2013-2014,119,89,NA,0,3,TRUE,5,12.8,38
TA00006,2013-2014,119,85,NA,0,6,TRUE,4,13,33
TA00006,2013-2014,118,90,NA,0,2,TRUE,3,13,45
TA00012,2013-2014,118,70,NA,0,8,TRUE,5,14.3,38
TA00012,2013-2014,117,76,NA,0,3,TRUE,2,15.1,38
TA00012,2013-2014,117,73,NA,0,4,TRUE,6,14.6,38
TA00028,2013-2014,116,112,NA,0,4,TRUE,5,13.9,40
TA00028,2013-2014,116,105,NA,0,7,TRUE,4,14.3,43
TA00028,2013-2014,114,105,NA,0,5,TRUE,5,15.3,42
TA00029,2013-2014,118,106,NA,0,4,FALSE,4,15.4,60
TA00029,2013-2014,117,108,NA,0,2,TRUE,5,16.8,31
TA00029,2013-2014,116,106,NA,0,1,FALSE,4,17.3,33
TA00030,2013-2014,117,119,NA,0,4,TRUE,5,14.3,35
TA00030,2013-2014,116,108,NA,0,4,TRUE,3,15.3,34
TA00030,2013-2014,116,116,NA,0,5,TRUE,4,14,31
TA00040,2013-2014,118,116,NA,0,4,TRUE,5,16.8,40
TA00040,2013-2014,118,124,NA,0,5,TRUE,5,16.4,44
TA00040,2013-2014,116,108,NA,0,1,TRUE,5,15.2,35
TA00044,2013-2014,124,73,NA,0,5,FALSE,3,13.6,62
TA00044,2013-2014,124,77,NA,0,7,TRUE,5,13.3,60
TA00044,2013-2014,121,77,NA,0,7,TRUE,4,14.2,65
TA00048,2013-2014,114,111,NA,0,5,TRUE,5,15.1,43
TA00048,2013-2014,113,118,NA,0,3,TRUE,4,15.7,47
TA00048,2013-2014,112,109,NA,0,3,TRUE,4,15.4,44
TA00049,2013-2014,106,117,NA,0,6,TRUE,5,17.3,33
TA00049,2013-2014,105,115,NA,0,5,FALSE,3,18.3,40
TA00049,2013-2014,105,117,NA,0,6,TRUE,3,18.4,35
TA00050,2013-2014,107,114,NA,0,8,TRUE,3,18.5,32
TA00050,2013-2014,106,119,NA,0,7,FALSE,4,16.3,35
TA00050,2013-2014,105,105,NA,0,6,TRUE,3,18.7,35
TA00051,2013-2014,106,125,NA,0,7,TRUE,3,18.1,30
TA00051,2013-2014,106,107,NA,0,7,FALSE,5,16.9,21
TA00051,2013-2014,105,110,NA,0,6,FALSE,3,19.6,37
TA00052,2013-2014,114,92,NA,0,4,TRUE,3,17.7,51
TA00052,2013-2014,114,101,NA,0,5,TRUE,3,15.4,43
TA00052,2013-2014,114,102,NA,0,6,TRUE,3,15.4,51
TA00055,2013-2014,116,96,NA,0,7,TRUE,2,14.4,26
TA00055,2013-2014,116,94,NA,0,5,TRUE,4,13.9,32
TA00055,2013-2014,114,90,NA,0,3,TRUE,3,14.8,31
TA00057,2013-2014,114,103,NA,0,6,TRUE,4,17.3,32
TA00057,2013-2014,112,97,NA,0,5,TRUE,4,16.2,28
TA00057,2013-2014,110,100,NA,0,4,TRUE,4,19,32
TA00058,2013-2014,113,96,NA,0,4,TRUE,5,16.4,52
TA00058,2013-2014,112,97,NA,0,7,TRUE,4,16.4,45
TA00058,2013-2014,111,100,NA,0,4,TRUE,4,18,42
TA00059,2013-2014,111,101,NA,0,2,TRUE,4,18.5,35
TA00059,2013-2014,111,106,NA,0,3,TRUE,4,17.6,27
TA00059,2013-2014,111,99,NA,0,5,TRUE,5,17.9,31
TA00060,2013-2014,115,104,NA,0,3,TRUE,3,17.4,32
TA00060,2013-2014,113,106,NA,0,2,TRUE,4,18,30
TA00060,2013-2014,113,105,NA,0,6,TRUE,4,18.7,34
TA00061,2013-2014,115,105,NA,0,3,TRUE,5,17.6,32
TA00061,2013-2014,114,105,NA,0,3,TRUE,2,16.9,34
TA00061,2013-2014,114,104,NA,0,6,TRUE,5,17.7,35
TA00064,2013-2014,118,82,NA,0,4,TRUE,3,15.4,47
TA00064,2013-2014,117,74,NA,0,4,TRUE,5,14.6,39
TA00064,2013-2014,114,76,NA,0,6,TRUE,4,15,46
TA00078,2013-2014,118,69,NA,0,1,TRUE,5,14.6,52
TA00078,2013-2014,117,69,NA,0,1,TRUE,5,15.6,50
TA00078,2013-2014,116,79,NA,0,1,TRUE,7,15.2,48
TA00081,2013-2014,118,75,NA,0,5,FALSE,5,13.9,55
TA00081,2013-2014,118,74,NA,0,7,FALSE,6,14.6,54
TA00081,2013-2014,114,72,NA,0,4,FALSE,6,14.3,59
TA00093,2013-2014,114,116,NA,0,5,TRUE,3,15,20
TA00093,2013-2014,114,102,NA,0,6,TRUE,5,14.8,23
TA00093,2013-2014,113,99,NA,0,5,TRUE,4,16.7,29
TA00094,2013-2014,117,115,NA,0,6,TRUE,4,16,48
TA00094,2013-2014,116,116,NA,0,7,TRUE,3,15.7,45
TA00094,2013-2014,114,115,NA,0,5,TRUE,4,15.3,49
TA00095,2013-2014,116,107,NA,0,4,TRUE,5,15.9,45
TA00095,2013-2014,115,116,NA,0,7,TRUE,4,15.6,51
TA00095,2013-2014,114,112,NA,0,5,TRUE,4,17.8,52
TA00096,2013-2014,130,133,NA,0,3,FALSE,4,13.4,48
TA00096,2013-2014,129,133,NA,0,3,FALSE,3,13.8,64
TA00096,2013-2014,128,134,NA,0,2,FALSE,3,15.5,60
TA00097,2013-2014,114,110,NA,0,4,TRUE,4,16.2,56
TA00097,2013-2014,114,115,NA,0,5,TRUE,4,14.3,49
TA00097,2013-2014,114,110,NA,0,8,TRUE,4,16.3,43
TA00112,2013-2014,106,99,NA,0,5,TRUE,5,19.4,36
TA00112,2013-2014,106,100,NA,0,5,TRUE,5,19.5,33
TA00112,2013-2014,105,90,NA,0,3,TRUE,5,19.2,42
TA00118,2013-2014,114,78,NA,0,2,TRUE,4,14.2,39
TA00118,2013-2014,114,78,NA,0,3,TRUE,6,14.4,38
TA00118,2013-2014,113,78,NA,0,4,TRUE,4,15.5,46
TA00119,2013-2014,115,103,NA,0,8,TRUE,4,15.5,50
TA00119,2013-2014,114,96,NA,0,4,TRUE,3,14.6,44
TA00119,2013-2014,113,101,NA,0,4,TRUE,4,15,48
TA00122,2013-2014,117,70,NA,0,6,TRUE,4,13.5,52
TA00122,2013-2014,117,65,NA,0,6,TRUE,5,14.1,46
TA00122,2013-2014,117,68,NA,0,6,TRUE,5,14,51
TA00132,2013-2014,113,101,NA,0,7,TRUE,4,14.7,32
TA00132,2013-2014,107,104,NA,0,2,TRUE,4,14,36
TA00132,2013-2014,107,112,NA,0,4,TRUE,6,14.5,36
TA00134,2013-2014,132,137,NA,0,2,FALSE,2,17.9,34
TA00134,2013-2014,132,151,NA,0,6,TRUE,4,15.2,24
TA00134,2013-2014,131,150,NA,0,5,TRUE,4,14.4,26
TA00135,2013-2014,130,135,NA,0,4,TRUE,3,14.9,47
TA00135,2013-2014,130,143,NA,0,6,TRUE,4,12.3,29
TA00135,2013-2014,128,133,NA,0,7,FALSE,4,11.8,29
TA00139,2013-2014,129,143,NA,0,3,TRUE,3,15.8,39
TA00139,2013-2014,129,140,NA,0,5,TRUE,3,16.3,45
TA00139,2013-2014,128,147,NA,0,7,FALSE,4,15.9,34
TA00140,2013-2014,128,132,NA,0,6,TRUE,4,15.7,31
TA00140,2013-2014,127,133,NA,0,4,FALSE,3,15,39
TA00140,2013-2014,127,130,NA,0,6,TRUE,5,NA,32
TA00141,2013-2014,127,143,NA,0,5,TRUE,3,14.2,27
TA00141,2013-2014,127,134,NA,0,7,FALSE,4,16.7,42
TA00141,2013-2014,125,125,NA,0,4,FALSE,2,15.6,30
TA00142,2013-2014,113,64,NA,0,7,TRUE,3,14.2,50
TA00142,2013-2014,113,67,NA,0,6,TRUE,6,14.9,45
TA00142,2013-2014,112,70,NA,0,6,TRUE,5,14.5,52
TA00145,2013-2014,118,82,NA,0,4,TRUE,5,13.7,53
TA00145,2013-2014,114,79,NA,0,5,TRUE,5,13.8,50
TA00145,2013-2014,114,78,NA,0,4,TRUE,7,13.7,49
TA00153,2013-2014,119,69,NA,0,5,TRUE,4,13.6,55
TA00153,2013-2014,118,73,NA,0,2,TRUE,4,15.1,57
TA00153,2013-2014,118,74,NA,0,4,TRUE,2,15.1,52
TA00158,2013-2014,118,80,NA,0,3,FALSE,2,12.8,37
TA00158,2013-2014,118,71,NA,0,8,FALSE,4,12.8,39
TA00158,2013-2014,117,76,NA,0,4,FALSE,3,12.6,39
TA00159,2013-2014,118,65,NA,0,6,TRUE,2,14.5,58
TA00159,2013-2014,118,63,NA,0,6,TRUE,4,15.2,54
TA00159,2013-2014,118,68,NA,0,8,TRUE,4,15.2,45
TA00165,2013-2014,116,77,NA,0,8,TRUE,4,15.9,50
TA00165,2013-2014,113,75,NA,0,7,TRUE,3,16,56
TA00165,2013-2014,113,74,NA,0,6,TRUE,6,15.6,55
TA00175,2013-2014,125,113,NA,0,4,TRUE,3,15.2,33
TA00175,2013-2014,125,146,NA,0,5,TRUE,4,14.6,26
TA00175,2013-2014,124,116,NA,0,4,TRUE,3,15.2,28
TA00192,2013-2014,126,124,NA,0,4,TRUE,3,13.1,35
TA00192,2013-2014,126,139,NA,0,6,TRUE,3,12.6,34
TA00192,2013-2014,124,124,NA,0,2,TRUE,1,13.5,38
TA00193,2013-2014,114,88,NA,0,4,FALSE,3,15.5,38
TA00193,2013-2014,114,93,NA,0,6,FALSE,6,14.9,35
TA00193,2013-2014,113,94,NA,0,8,FALSE,4,15.3,35
TA00196,2013-2014,140,143,NA,0,6,TRUE,3,15.2,26
TA00196,2013-2014,139,136,NA,0,3,TRUE,2,14.4,32
TA00196,2013-2014,138,144,NA,0,7,TRUE,4,14.9,20
TA00198,2013-2014,116,109,NA,0,3,TRUE,4,15.5,23
TA00198,2013-2014,116,110,NA,0,4,TRUE,4,15.8,21
TA00198,2013-2014,116,102,NA,0,6,TRUE,5,14.6,18
TA00200,2013-2014,113,65,NA,0,3,TRUE,4,14.3,52
TA00200,2013-2014,113,71,NA,0,6,TRUE,3,14.6,56
TA00200,2013-2014,113,68,NA,0,8,TRUE,4,15.5,56
TA00210,2013-2014,114,88,NA,0,4,FALSE,5,16.9,41
TA00210,2013-2014,114,89,NA,0,7,FALSE,5,17,41
TA00210,2013-2014,109,90,NA,0,5,FALSE,3,17.3,43
TA00211,2013-2014,112,116,NA,0,6,TRUE,4,18.8,63
TA00211,2013-2014,109,125,NA,0,7,TRUE,4,18.1,55
TA00211,2013-2014,107,100,NA,0,5,TRUE,5,18.8,65
TA00212,2013-2014,117,76,NA,0,4,TRUE,6,13.7,45
TA00212,2013-2014,114,75,NA,0,4,FALSE,5,13.5,46
TA00212,2013-2014,113,76,NA,0,7,TRUE,3,14.1,41
TA00221,2013-2014,114,76,NA,0,8,TRUE,4,14.3,45
TA00221,2013-2014,113,68,NA,0,8,FALSE,4,13.6,42
TA00221,2013-2014,113,75,NA,0,9,TRUE,5,14.4,47
TA00222,2013-2014,119,82,NA,0,4,TRUE,8,14.9,46
TA00222,2013-2014,119,76,NA,0,6,TRUE,5,14,45
TA00222,2013-2014,118,79,NA,0,3,TRUE,4,14.8,52
TA00225,2013-2014,127,143,NA,0,4,TRUE,4,16.1,32
TA00225,2013-2014,126,135,NA,0,2,TRUE,2,16.8,29
TA00225,2013-2014,126,151,NA,0,4,TRUE,4,16.7,32
TA00226,2013-2014,127,143,NA,0,6,TRUE,4,17.4,33
TA00226,2013-2014,126,134,NA,0,2,FALSE,3,16.4,45
TA00226,2013-2014,126,144,NA,0,4,TRUE,5,15,27
TA00227,2013-2014,116,103,NA,0,4,TRUE,4,14.7,47
TA00227,2013-2014,114,98,NA,0,4,TRUE,4,15.7,52
TA00227,2013-2014,114,103,NA,0,8,TRUE,5,13.2,45
TA00228,2013-2014,126,150,NA,0,3,TRUE,5,14.5,36
TA00228,2013-2014,125,144,NA,0,7,TRUE,3,15.2,37
TA00228,2013-2014,122,141,NA,0,3,TRUE,3,17.3,42
TA00229,2013-2014,128,132,NA,0,4,TRUE,5,15.4,27
TA00229,2013-2014,127,130,NA,0,3,TRUE,4,15.5,24
TA00229,2013-2014,125,130,NA,0,0,TRUE,6,15.6,30
TA00230,2013-2014,126,141,NA,0,2,FALSE,4,13.6,34
TA00230,2013-2014,126,131,NA,0,6,FALSE,3,14.5,25
TA00230,2013-2014,125,141,NA,0,2,FALSE,2,14.2,36
TA00231,2013-2014,128,147,NA,0,4,FALSE,3,15.4,35
TA00231,2013-2014,126,143,NA,0,6,TRUE,3,12.7,30
TA00231,2013-2014,125,124,NA,0,2,FALSE,1,15.2,42
TA00239,2013-2014,108,114,NA,0,7,TRUE,5,16.3,30
TA00239,2013-2014,107,110,NA,0,5,TRUE,4,16.3,36
TA00239,2013-2014,106,108,NA,0,8,TRUE,5,17.6,25
TA00240,2013-2014,112,112,NA,0,6,TRUE,3,15.3,32
TA00240,2013-2014,111,106,NA,0,7,TRUE,4,16.6,30
TA00240,2013-2014,109,113,NA,0,6,TRUE,4,17.7,35
TA00256,2013-2014,114,83,NA,0,4,TRUE,3,14.8,50
TA00256,2013-2014,114,79,NA,0,4,TRUE,5,15.1,39
TA00256,2013-2014,113,81,NA,0,6,TRUE,4,14.6,39
TA00267,2013-2014,113,87,NA,0,4,TRUE,3,15.7,60
TA00267,2013-2014,109,88,NA,0,5,TRUE,4,15.2,60
TA00267,2013-2014,107,91,NA,0,6,TRUE,5,16.2,63
TA00268,2013-2014,109,82,NA,0,7,TRUE,3,16,50
TA00268,2013-2014,107,75,NA,0,8,TRUE,3,15.7,45
TA00268,2013-2014,107,85,NA,0,4,TRUE,5,14.6,49
TA00278,2013-2014,117,73,NA,0,5,TRUE,3,15.3,50
TA00278,2013-2014,117,72,NA,0,5,TRUE,5,14.3,50
TA00278,2013-2014,116,73,NA,0,7,TRUE,5,14.7,46
TA00279,2013-2014,118,NA,NA,0,8,TRUE,3,16,57
TA00279,2013-2014,118,63,NA,0,7,TRUE,3,15,54
TA00279,2013-2014,115,63,NA,0,8,TRUE,4,15.9,36
TA00280,2013-2014,117,78,NA,0,4,TRUE,5,14.4,50
TA00280,2013-2014,116,77,NA,0,7,TRUE,4,14.4,55
TA00280,2013-2014,114,74,NA,0,7,TRUE,6,14.9,54
TA00289,2013-2014,129,138,NA,0,5,TRUE,3,15.4,37
TA00289,2013-2014,128,133,NA,0,3,TRUE,2,14.9,39
TA00289,2013-2014,126,120,NA,0,3,FALSE,1,17.8,42
TA00300,2013-2014,114,105,NA,0,5,TRUE,4,15.1,48
TA00300,2013-2014,114,106,NA,0,8,TRUE,3,15.7,46
TA00300,2013-2014,114,101,NA,0,9,TRUE,5,15.9,47
TA00301,2013-2014,125,93,NA,0,8,TRUE,5,13.4,46
TA00301,2013-2014,125,89,NA,0,9,TRUE,4,14.5,44
TA00301,2013-2014,123,94,NA,0,8,TRUE,4,14.7,39
TA00304,2013-2014,117,88,NA,0,3,TRUE,4,15.2,38
TA00304,2013-2014,116,93,NA,0,6,FALSE,5,15.5,31
TA00304,2013-2014,116,90,NA,0,7,TRUE,4,15.3,47
TA00305,2013-2014,124,78,NA,0,2,TRUE,3,13.9,43
TA00305,2013-2014,124,80,NA,0,3,TRUE,5,14.7,47
TA00305,2013-2014,121,82,NA,0,5,TRUE,5,14,48
TA00306,2013-2014,126,80,NA,0,3,TRUE,3,13.6,62
TA00306,2013-2014,126,82,NA,0,7,TRUE,4,13.8,52
TA00306,2013-2014,125,91,NA,0,5,TRUE,2,14.6,60
TA00307,2013-2014,116,88,NA,0,5,TRUE,3,15,30
TA00307,2013-2014,116,92,NA,0,6,TRUE,5,15.9,37
TA00307,2013-2014,116,91,NA,0,8,TRUE,4,15.5,35
TA00322,2013-2014,114,72,NA,0,0,TRUE,6,13.2,48
TA00322,2013-2014,113,76,NA,0,5,TRUE,2,12.9,49
TA00322,2013-2014,109,75,NA,0,6,TRUE,4,12.7,46
TA00330,2013-2014,118,73,NA,0,3,TRUE,5,14.4,44
TA00330,2013-2014,118,74,NA,0,4,TRUE,3,13.4,45
TA00330,2013-2014,117,75,NA,0,5,TRUE,4,13.9,46
TA00336,2013-2014,119,77,NA,0,6,FALSE,3,13.5,50
TA00336,2013-2014,119,78,NA,0,8,FALSE,5,13.6,28
TA00336,2013-2014,118,74,NA,0,5,TRUE,4,13.8,45
TA00364,2013-2014,113,69,NA,0,7,TRUE,3,17.4,61
TA00364,2013-2014,112,67,NA,0,6,TRUE,4,16.6,61
TA00364,2013-2014,108,69,NA,0,8,TRUE,5,17,52
TA00391,2013-2014,116,91,NA,0,5,TRUE,3,14.5,57
TA00391,2013-2014,114,93,NA,0,4,TRUE,5,14.7,52
TA00391,2013-2014,114,87,NA,0,7,FALSE,5,13.7,50
TA00397,2013-2014,126,140,NA,0,6,TRUE,3,16.1,48
TA00397,2013-2014,125,129,NA,0,3,TRUE,4,15.3,41
TA00397,2013-2014,122,137,NA,0,2,TRUE,2,15,44
TA00398,2013-2014,126,131,NA,0,3,TRUE,4,15.7,40
TA00398,2013-2014,125,132,NA,0,3,TRUE,3,15.8,47
TA00398,2013-2014,122,138,NA,0,2,TRUE,3,15.9,53
TA00399,2013-2014,126,150,NA,0,2,TRUE,4,14.8,41
TA00399,2013-2014,125,146,NA,0,5,TRUE,4,15.7,44
TA00399,2013-2014,124,151,NA,0,2,FALSE,3,16,53
TA00400,2013-2014,117,82,NA,0,4,TRUE,4,14.6,36
TA00400,2013-2014,116,80,NA,0,3,TRUE,3,13.8,39
TA00400,2013-2014,115,81,NA,0,7,TRUE,4,14.2,40
TA00401,2013-2014,120,82,NA,0,6,TRUE,5,12.8,54
TA00401,2013-2014,119,83,NA,0,6,TRUE,4,13.1,45
TA00401,2013-2014,118,80,NA,0,5,TRUE,4,12.6,50
TA00402,2013-2014,120,73,NA,0,7,TRUE,5,12.1,41
TA00402,2013-2014,118,82,NA,0,6,TRUE,4,12.6,55
TA00402,2013-2014,118,79,NA,0,7,TRUE,5,12.5,42
TA00411,2013-2014,116,93,NA,0,6,TRUE,3,16,31
TA00411,2013-2014,116,93,NA,0,7,TRUE,5,14,21
TA00411,2013-2014,114,92,NA,0,6,TRUE,3,15,23
TA00431,2013-2014,118,70,NA,0,2,TRUE,5,14.7,40
TA00431,2013-2014,117,70,NA,0,4,TRUE,6,14.6,37
TA00431,2013-2014,114,68,NA,0,5,TRUE,5,14.2,36
TA00440,2013-2014,128,127,NA,0,3,TRUE,6,14.1,29
TA00440,2013-2014,127,125,NA,0,5,TRUE,5,13.5,34
TA00440,2013-2014,126,125,NA,0,2,TRUE,1,13.4,34
TA00443,2013-2014,129,137,NA,0,4,FALSE,4,16.7,35
TA00443,2013-2014,128,131,NA,0,5,FALSE,3,15.5,32
TA00443,2013-2014,126,133,NA,0,1,FALSE,1,14.5,46
TA00444,2013-2014,126,153,NA,0,3,TRUE,3,14.5,38
TA00444,2013-2014,126,149,NA,0,5,TRUE,4,15.1,34
TA00444,2013-2014,124,136,NA,0,2,FALSE,1,14.2,36
TA00445,2013-2014,125,134,NA,0,2,TRUE,3,13.7,42
TA00445,2013-2014,125,145,NA,0,3,TRUE,4,15.5,44
TA00445,2013-2014,125,148,NA,0,6,TRUE,3,16.3,40
TA00446,2013-2014,125,130,NA,0,3,TRUE,4,15,40
TA00446,2013-2014,125,142,NA,0,5,TRUE,3,14.6,40
TA00446,2013-2014,124,126,NA,0,1,FALSE,2,14.7,46
TA00447,2013-2014,126,149,NA,0,4,TRUE,4,14,42
TA00447,2013-2014,126,146,NA,0,5,TRUE,3,13.7,42
TA00447,2013-2014,125,135,NA,0,3,FALSE,3,14.6,41
TA00448,2013-2014,118,118,NA,0,6,TRUE,4,17.2,35
TA00448,2013-2014,118,121,NA,0,7,TRUE,2,14.8,30
TA00448,2013-2014,118,118,NA,0,6,TRUE,3,14.3,35
TA00449,2013-2014,131,144,NA,0,5,TRUE,4,14.7,33
TA00449,2013-2014,131,148,NA,0,6,TRUE,3,14.5,32
TA00449,2013-2014,129,149,NA,0,4,TRUE,3,16,42
TA00450,2013-2014,129,132,NA,0,4,TRUE,2,15,50
TA00450,2013-2014,128,139,NA,0,5,TRUE,3,15.9,30
TA00450,2013-2014,127,150,NA,0,2,FALSE,2,15.5,NA
TA00452,2013-2014,127,149,NA,0,2,FALSE,3,13.3,20
TA00452,2013-2014,125,145,NA,0,1,FALSE,3,14.6,27
TA00452,2013-2014,125,148,NA,0,5,FALSE,3,14.3,21
TA00454,2013-2014,126,139,NA,0,4,TRUE,4,16,42
TA00454,2013-2014,126,142,NA,0,4,TRUE,3,16.5,39
TA00454,2013-2014,126,150,NA,0,6,TRUE,3,15.4,35
TA00455,2013-2014,125,131,NA,0,4,TRUE,4,16.4,52
TA00455,2013-2014,125,139,NA,0,4,TRUE,4,16.1,51
TA00455,2013-2014,124,140,NA,0,2,TRUE,3,16.3,46
TA00464,2013-2014,118,76,NA,0,5,TRUE,5,15,40
TA00464,2013-2014,118,75,NA,0,7,TRUE,5,14.5,44
TA00464,2013-2014,116,75,NA,0,8,TRUE,4,14.3,42
TA00474,2013-2014,113,67,NA,0,5,TRUE,4,17.3,45
TA00474,2013-2014,112,75,NA,0,5,FALSE,3,17.3,49
TA00474,2013-2014,112,74,NA,0,8,FALSE,4,17,38
TA00477,2013-2014,109,56,NA,0,4,TRUE,8,17.3,55
TA00477,2013-2014,107,54,NA,0,3,FALSE,6,15.7,48
TA00477,2013-2014,106,52,NA,0,6,FALSE,6,16.4,52
TA00490,2013-2014,116,91,NA,0,3,TRUE,3,16.1,55
TA00490,2013-2014,116,95,NA,0,4,TRUE,4,15.3,50
TA00490,2013-2014,116,91,NA,0,7,TRUE,3,15.4,46
TA00493,2013-2014,126,121,NA,0,2,TRUE,4,12.7,33
TA00493,2013-2014,125,122,NA,0,2,FALSE,3,14.9,42
TA00493,2013-2014,125,127,NA,0,6,TRUE,3,13.6,30
TA00528,2013-2014,109,97,NA,0,5,TRUE,4,17.4,60
TA00528,2013-2014,107,97,NA,0,5,TRUE,3,16.1,56
TA00528,2013-2014,107,92,NA,0,6,TRUE,5,15.8,60
TA00531,2013-2014,114,78,NA,0,3,TRUE,3,15.1,50
TA00531,2013-2014,114,84,NA,0,4,TRUE,6,16.2,51
TA00531,2013-2014,114,84,NA,0,6,TRUE,4,15.8,48
TA00533,2013-2014,131,133,NA,0,2,TRUE,2,15.6,34
TA00533,2013-2014,130,130,NA,0,2,FALSE,2,15.9,43
TA00533,2013-2014,130,131,NA,0,2,TRUE,4,14.8,36
TA00534,2013-2014,128,145,NA,0,6,TRUE,4,15.1,23
