accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,name,description,campaign
IG 76348,AW_29326,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76349,AW_29327,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76350,AW_26500,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76351,AW_35017,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76352,AW_26501,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76353,AW_29328,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76356,AW_35019,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76358,AW_35020,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76374,AW_26503,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76375,AW_32260,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76376,AW_26504,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76377,AW_15227,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76378,AW_15228,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76379,AW_29330,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76380,AW_35023,NA,157,NA,NA,CE1101,NA,2010-2011
IG 76381,AW_32261,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76382,AW_35024,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76383,AW_15229,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76386,AW_29331,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76387,AW_32263,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76388,AW_29332,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76389,AW_26506,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76390,AW_18013,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76392,AW_15230,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76393,AW_18014,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76394,AW_32264,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76395,AW_23672,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76396,AW_32265,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76397,AW_23673,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76398,AW_20801,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76399,AW_26507,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76400,AW_29333,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76401,AW_18015,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76402,AW_26508,NA,150,NA,NA,CE1101,NA,2010-2011
IG 76403,AW_18016,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76404,AW_20802,NA,155,NA,NA,CE1101,NA,2010-2011
IG 76406,AW_18017,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76407,AW_29334,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76408,AW_26509,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76409,AW_15231,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76410,AW_18018,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76411,AW_35026,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76412,AW_29335,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76413,AW_15232,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76414,AW_26510,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76415,AW_29336,NA,157,NA,NA,CE1101,NA,2010-2011
IG 76417,AW_26511,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76418,AW_26512,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76420,AW_26513,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76421,AW_18019,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76422,AW_29337,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76426,AW_15234,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76428,AW_20803,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76429,AW_26515,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76430,AW_20804,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76431,AW_23675,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76434,AW_32269,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76435,AW_35029,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76439,AW_35031,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76440,AW_26517,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76441,AW_23677,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76442,AW_15235,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76443,AW_15236,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76444,AW_23678,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76446,AW_26518,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76447,AW_15237,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76448,AW_29339,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76449,AW_26519,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76455,AW_32270,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76466,AW_15239,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76469,AW_20807,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76470,AW_18023,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76482,AW_35035,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76487,AW_35036,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76503,AW_26524,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76509,AW_29356,NA,143,NA,NA,CE1101,NA,2010-2011
IG 76527,AW_29358,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76552,AW_35042,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76572,AW_15250,NA,143,NA,NA,CE1101,NA,2010-2011
IG 76588,AW_26532,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76589,AW_23695,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76590,AW_26533,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76592,AW_26534,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76593,AW_20819,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76595,AW_20821,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76599,AW_32286,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76600,AW_23696,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76602,AW_32287,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76608,AW_35053,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76609,AW_18035,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76616,AW_23700,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76619,AW_20825,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76621,AW_32288,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76622,AW_18037,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76623,AW_23702,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76625,AW_20826,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76629,AW_18038,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76635,AW_20829,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76641,AW_18040,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76644,AW_35054,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76653,AW_35055,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76702,AW_15267,NA,138,NA,NA,CE1101,NA,2010-2011
IG 76742,AW_17964,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76743,AW_20753,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76745,AW_26443,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76746,AW_15187,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76750,AW_29260,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76759,AW_34970,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76762,AW_34971,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76764,AW_32217,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76773,AW_29266,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76778,AW_23618,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76803,AW_23621,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76812,AW_20763,NA,136,NA,NA,CE1101,NA,2010-2011
IG 76844,AW_23627,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76849,AW_17976,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76854,AW_20767,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76855,AW_34981,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76856,AW_23628,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76857,AW_15194,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76859,AW_20768,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76860,AW_29280,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76864,AW_26458,NA,158,NA,NA,CE1101,NA,2010-2011
IG 76898,AW_34983,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76904,AW_17979,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76906,AW_26463,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76907,AW_26464,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76908,AW_15200,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76909,AW_20772,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76911,AW_20773,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76915,AW_26466,NA,160,NA,NA,CE1101,NA,2010-2011
IG 76920,AW_20775,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76921,AW_32233,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76926,AW_15203,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76937,AW_26470,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76940,AW_17983,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76942,AW_23638,NA,153,NA,NA,CE1101,NA,2010-2011
IG 76949,AW_23639,NA,151,NA,NA,CE1101,NA,2010-2011
IG 76962,AW_17984,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76963,AW_17985,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76964,AW_26474,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76965,AW_23644,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76982,AW_26478,NA,147,NA,NA,CE1101,NA,2010-2011
IG 76985,AW_26479,NA,145,NA,NA,CE1101,NA,2010-2011
IG 76993,AW_34991,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77002,AW_17990,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77006,AW_29299,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77011,AW_29300,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77015,AW_32241,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77022,AW_17994,NA,158,NA,NA,CE1101,NA,2010-2011
IG 77073,AW_29309,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77075,AW_17997,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77076,AW_15218,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77077,AW_26492,NA,134,NA,NA,CE1101,NA,2010-2011
IG 77080,AW_29311,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77081,AW_32246,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77083,AW_35003,NA,134,NA,NA,CE1101,NA,2010-2011
IG 77099,AW_17999,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77106,AW_29315,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77155,AW_29429,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77157,AW_32321,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77160,AW_29431,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77161,AW_35104,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77162,AW_29432,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77163,AW_18094,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77166,AW_35105,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77168,AW_20885,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77172,AW_26595,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77173,AW_18095,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77176,AW_29434,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77178,AW_32324,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77180,AW_29435,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77181,AW_18097,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77182,AW_35107,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77186,AW_29437,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77187,AW_35109,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77189,AW_26597,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77191,AW_35111,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77192,AW_29438,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77195,AW_15319,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77197,AW_23757,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77199,AW_29439,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77280,AW_18109,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77291,AW_23767,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77296,AW_35126,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77304,AW_15335,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77322,AW_15340,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77324,AW_15341,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77325,AW_23768,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77334,AW_29456,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77340,AW_32343,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77352,AW_26614,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77353,AW_20903,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77356,AW_26615,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77362,AW_32350,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77367,AW_32352,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77376,AW_29461,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77381,AW_23777,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77383,AW_18120,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77385,AW_15350,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77393,AW_32354,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77396,AW_35136,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77407,AW_32357,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77408,AW_15352,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77409,AW_20908,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77417,AW_23780,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77421,AW_15353,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77428,AW_35139,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77435,AW_23784,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77437,AW_29470,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77438,AW_32362,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77442,AW_15354,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77443,AW_32363,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77448,AW_20913,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77451,AW_29471,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77453,AW_26627,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77455,AW_35142,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77456,AW_29473,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77458,AW_18126,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77465,AW_35144,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77470,AW_18131,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77667,AW_20864,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77671,AW_20865,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77672,AW_20866,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77673,AW_35079,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77676,AW_15290,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77682,AW_35080,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77683,AW_26561,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77687,AW_26562,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77688,AW_23738,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77689,AW_29400,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77690,AW_15291,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77691,AW_20867,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77692,AW_15292,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77693,AW_26563,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77696,AW_32301,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77697,AW_29401,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77698,AW_26565,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77700,AW_20868,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77704,AW_29402,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77705,AW_26568,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77707,AW_29403,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77710,AW_32303,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77711,AW_18068,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77713,AW_18069,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77718,AW_26571,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77719,AW_32304,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77720,AW_29405,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77726,AW_15294,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77729,AW_26572,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77730,AW_29407,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77732,AW_15295,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77733,AW_35084,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77734,AW_29408,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77738,AW_20869,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77739,AW_20870,NA,167,NA,NA,CE1101,NA,2010-2011
IG 77747,AW_23741,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77751,AW_32305,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77752,AW_15296,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77753,AW_35088,NA,153,NA,NA,CE1101,NA,2010-2011
IG 77754,AW_26573,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77757,AW_15297,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77759,AW_26574,NA,153,NA,NA,CE1101,NA,2010-2011
IG 77766,AW_15299,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77769,AW_20872,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77772,AW_15300,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77799,AW_15301,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77805,AW_23749,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77809,AW_23750,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77812,AW_18075,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77835,AW_29421,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77839,AW_18079,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77842,AW_35095,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77843,AW_20874,NA,134,NA,NA,CE1101,NA,2010-2011
IG 77844,AW_35096,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77845,AW_32313,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77855,AW_26584,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77858,AW_26587,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77861,AW_32316,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77862,AW_35099,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77867,AW_26590,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77869,AW_18083,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77882,AW_20877,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77883,AW_18085,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77886,AW_18086,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77892,AW_15314,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77894,AW_15315,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77895,AW_35101,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77897,AW_20880,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77900,AW_20881,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77905,AW_15416,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77915,AW_15417,NA,136,NA,NA,CE1101,NA,2010-2011
IG 77919,AW_32430,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77928,AW_18199,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77933,AW_23849,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77935,AW_23850,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77936,AW_23851,NA,145,NA,NA,CE1101,NA,2010-2011
IG 77937,AW_35203,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77942,AW_35205,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77949,AW_15421,NA,138,NA,NA,CE1101,NA,2010-2011
IG 77958,AW_35207,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77966,AW_15425,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77968,AW_26706,NA,147,NA,NA,CE1101,NA,2010-2011
IG 77975,AW_18202,NA,143,NA,NA,CE1101,NA,2010-2011
IG 77977,AW_32434,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77978,AW_15429,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77982,AW_15430,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77992,AW_32438,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77996,AW_18205,NA,151,NA,NA,CE1101,NA,2010-2011
IG 77997,AW_32439,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78005,AW_26708,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78011,AW_15433,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78012,AW_18207,NA,153,NA,NA,CE1101,NA,2010-2011
IG 78016,AW_29550,NA,153,NA,NA,CE1101,NA,2010-2011
IG 78037,AW_26714,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78046,AW_35224,NA,153,NA,NA,CE1101,NA,2010-2011
IG 78048,AW_23859,NA,153,NA,NA,CE1101,NA,2010-2011
IG 78049,AW_15437,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78156,AW_18225,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78158,AW_15446,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78159,AW_23875,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78175,AW_32463,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78177,AW_18228,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78179,AW_18229,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78182,AW_32466,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78183,AW_35243,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78189,AW_20990,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78190,AW_15449,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78192,AW_32467,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78204,AW_26731,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78212,AW_18236,NA,143,NA,NA,CE1101,NA,2010-2011
IG 78216,AW_29584,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78221,AW_35249,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78235,AW_32473,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78237,AW_20992,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78252,AW_35254,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78257,AW_29590,NA,136,NA,NA,CE1101,NA,2010-2011
IG 78264,AW_32477,NA,136,NA,NA,CE1101,NA,2010-2011
IG 78270,AW_29592,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78273,AW_23887,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78279,AW_18247,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78280,AW_18248,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78283,AW_23888,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78285,AW_23889,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78286,AW_15460,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78289,AW_23890,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78292,AW_26739,NA,136,NA,NA,CE1101,NA,2010-2011
IG 78295,AW_15461,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78313,AW_15369,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78317,AW_29490,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78324,AW_20925,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78329,AW_32380,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78341,AW_32381,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78352,AW_29495,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78356,AW_20932,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78360,AW_35161,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78365,AW_20933,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78432,AW_18159,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78435,AW_18160,NA,145,NA,NA,CE1101,NA,2010-2011
IG 78438,AW_15385,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78440,AW_29500,NA,138,NA,NA,CE1101,NA,2010-2011
IG 78447,AW_29501,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78448,AW_26663,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78450,AW_18164,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78453,AW_29503,NA,153,NA,NA,CE1101,NA,2010-2011
IG 78454,AW_20941,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78455,AW_18165,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78461,AW_18166,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78462,AW_32395,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78465,AW_20942,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78466,AW_29505,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78473,AW_15389,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78475,AW_18167,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78480,AW_26665,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78485,AW_35170,NA,151,NA,NA,CE1101,NA,2010-2011
IG 78486,AW_35171,NA,147,NA,NA,CE1101,NA,2010-2011
IG 78490,AW_26668,NA,166,NA,NA,CE1101,NA,2010-2011
