accenumb,agent_id,doi,days_to_heading,thousand_kernel_weight,plant_height,name,description,campaign
IG 138432,AW_30575,NA,116,19.4,80,CE0602,NA,2005-2006
IG 138432,AW_30575,NA,114,19.4,82,CE0602,NA,2005-2006
IG 138433,AW_16415,NA,146,26.4,95,CE0601,NA,2005-2006
IG 138433,AW_16415,NA,146,26.8,100,CE0601,NA,2005-2006
IG 138433,AW_16415,NA,145,27.1,105,CE0601,NA,2005-2006
IG 138433,AW_16415,NA,116,20.4,75,CE0602,NA,2005-2006
IG 138433,AW_16415,NA,117,22.5,77,CE0602,NA,2005-2006
IG 138433,AW_16415,NA,117,24.5,79,CE0602,NA,2005-2006
IG 138435,AW_22006,NA,134,29.1,106,CE0601,NA,2005-2006
IG 138435,AW_22006,NA,137,33.8,96,CE0601,NA,2005-2006
IG 138435,AW_22006,NA,139,38.5,86,CE0601,NA,2005-2006
IG 138435,AW_22006,NA,110,28.1,85,CE0602,NA,2005-2006
IG 138435,AW_22006,NA,111,28.5,86,CE0602,NA,2005-2006
IG 138435,AW_22006,NA,112,28.8,87,CE0602,NA,2005-2006
IG 138438,AW_30577,NA,131,25,93,CE0601,NA,2005-2006
IG 138438,AW_30577,NA,131,27.9,91,CE0601,NA,2005-2006
IG 138438,AW_30577,NA,131,30.7,88,CE0601,NA,2005-2006
IG 138438,AW_30577,NA,105,22.6,76,CE0602,NA,2005-2006
IG 138438,AW_30577,NA,103,23,79,CE0602,NA,2005-2006
IG 138438,AW_30577,NA,100,23.4,81,CE0602,NA,2005-2006
IG 138439,AW_24837,NA,153,26.3,80,CE0601,NA,2005-2006
IG 138439,AW_24837,NA,150,27.3,88,CE0601,NA,2005-2006
IG 138439,AW_24837,NA,147,28.2,95,CE0601,NA,2005-2006
IG 138439,AW_24837,NA,125,18.6,50,CE0602,NA,2005-2006
IG 138439,AW_24837,NA,124,18.8,61,CE0602,NA,2005-2006
IG 138439,AW_24837,NA,123,19,72,CE0602,NA,2005-2006
IG 138440,AW_36190,NA,151,30.9,75,CE0601,NA,2005-2006
IG 138440,AW_36190,NA,146,37.6,90,CE0601,NA,2005-2006
IG 138440,AW_36190,NA,140,44.2,105,CE0601,NA,2005-2006
IG 138440,AW_36190,NA,116,17.1,75,CE0602,NA,2005-2006
IG 138440,AW_36190,NA,118,20.6,72,CE0602,NA,2005-2006
IG 138440,AW_36190,NA,120,24,68,CE0602,NA,2005-2006
IG 138441,AW_33418,NA,141,38,90,CE0601,NA,2005-2006
IG 138441,AW_33418,NA,141,42.6,104,CE0601,NA,2005-2006
IG 138441,AW_33418,NA,140,47.2,118,CE0601,NA,2005-2006
IG 138441,AW_33418,NA,113,27.6,56,CE0602,NA,2005-2006
IG 138441,AW_33418,NA,114,30.6,65,CE0602,NA,2005-2006
IG 138441,AW_33418,NA,115,33.6,74,CE0602,NA,2005-2006
IG 138442,AW_33419,NA,153,27.8,95,CE0601,NA,2005-2006
IG 138442,AW_33419,NA,132,27.9,83,CE0601,NA,2005-2006
IG 138442,AW_33419,NA,143,27.9,89,CE0601,NA,2005-2006
IG 138442,AW_33419,NA,123,20.5,71,CE0602,NA,2005-2006
IG 138442,AW_33419,NA,122,25.4,73,CE0602,NA,2005-2006
IG 138442,AW_33419,NA,120,30.2,75,CE0602,NA,2005-2006
IG 138443,AW_19222,NA,140,31.5,104,CE0601,NA,2005-2006
IG 138443,AW_19222,NA,141,35.3,103,CE0601,NA,2005-2006
IG 138443,AW_19222,NA,142,39.1,102,CE0601,NA,2005-2006
IG 138443,AW_19222,NA,113,19.4,72,CE0602,NA,2005-2006
IG 138443,AW_19222,NA,114,24.4,68,CE0602,NA,2005-2006
IG 138443,AW_19222,NA,115,29.4,64,CE0602,NA,2005-2006
IG 138444,AW_30578,NA,140,27,90,CE0601,NA,2005-2006
IG 138444,AW_30578,NA,138,32.5,95,CE0601,NA,2005-2006
IG 138444,AW_30578,NA,135,38,100,CE0601,NA,2005-2006
IG 138444,AW_30578,NA,110,22.9,81,CE0602,NA,2005-2006
IG 138444,AW_30578,NA,111,24.1,80,CE0602,NA,2005-2006
IG 138444,AW_30578,NA,112,25.2,79,CE0602,NA,2005-2006
IG 138449,AW_27700,NA,144,29.3,74,CE0601,NA,2005-2006
IG 138449,AW_27700,NA,140,35.3,91,CE0601,NA,2005-2006
IG 138449,AW_27700,NA,135,41.3,107,CE0601,NA,2005-2006
IG 138449,AW_27700,NA,108,26.9,74,CE0602,NA,2005-2006
IG 138449,AW_27700,NA,111,28.1,81,CE0602,NA,2005-2006
IG 138449,AW_27700,NA,113,29.2,87,CE0602,NA,2005-2006
IG 138452,AW_24840,NA,141,32.1,84,CE0601,NA,2005-2006
IG 138452,AW_24840,NA,139,32.7,78,CE0601,NA,2005-2006
IG 138452,AW_24840,NA,136,33.3,72,CE0601,NA,2005-2006
IG 138452,AW_24840,NA,111,27.7,66,CE0602,NA,2005-2006
IG 138452,AW_24840,NA,113,31,77,CE0602,NA,2005-2006
IG 138452,AW_24840,NA,114,34.2,87,CE0602,NA,2005-2006
IG 138457,AW_30580,NA,149,18.2,80,CE0601,NA,2005-2006
IG 138457,AW_30580,NA,147,21.8,99,CE0601,NA,2005-2006
IG 138457,AW_30580,NA,144,25.4,117,CE0601,NA,2005-2006
IG 138457,AW_30580,NA,118,18,71,CE0602,NA,2005-2006
IG 138457,AW_30580,NA,116,20.1,71,CE0602,NA,2005-2006
IG 138457,AW_30580,NA,114,22.2,70,CE0602,NA,2005-2006
IG 138458,AW_27701,NA,139,31.9,110,CE0601,NA,2005-2006
IG 138458,AW_27701,NA,136,35.6,100,CE0601,NA,2005-2006
IG 138458,AW_27701,NA,133,39.2,90,CE0601,NA,2005-2006
IG 138458,AW_27701,NA,108,19,80,CE0602,NA,2005-2006
IG 138458,AW_27701,NA,110,26.3,80,CE0602,NA,2005-2006
IG 138458,AW_27701,NA,111,33.6,79,CE0602,NA,2005-2006
IG 138462,AW_24841,NA,141,16.7,80,CE0601,NA,2005-2006
IG 138462,AW_24841,NA,140,18.6,88,CE0601,NA,2005-2006
IG 138462,AW_24841,NA,139,20.5,95,CE0601,NA,2005-2006
IG 138462,AW_24841,NA,118,12.6,57,CE0602,NA,2005-2006
IG 138462,AW_24841,NA,115,12.8,67,CE0602,NA,2005-2006
IG 138462,AW_24841,NA,112,12.9,77,CE0602,NA,2005-2006
IG 138464,AW_19225,NA,143,23.5,110,CE0601,NA,2005-2006
IG 138464,AW_19225,NA,143,26.1,114,CE0601,NA,2005-2006
IG 138464,AW_19225,NA,142,28.6,118,CE0601,NA,2005-2006
IG 138464,AW_19225,NA,117,17.4,72,CE0602,NA,2005-2006
IG 138464,AW_19225,NA,117,21.6,81,CE0602,NA,2005-2006
IG 138464,AW_19225,NA,117,25.8,90,CE0602,NA,2005-2006
IG 138465,AW_33422,NA,146,24.8,96,CE0601,NA,2005-2006
IG 138465,AW_33422,NA,144,26,107,CE0601,NA,2005-2006
IG 138465,AW_33422,NA,141,27.2,117,CE0601,NA,2005-2006
IG 138465,AW_33422,NA,117,19.3,72,CE0602,NA,2005-2006
IG 138465,AW_33422,NA,115,23.6,80,CE0602,NA,2005-2006
IG 138465,AW_33422,NA,113,27.9,87,CE0602,NA,2005-2006
IG 138466,AW_27702,NA,137,27.7,100,CE0601,NA,2005-2006
IG 138466,AW_27702,NA,139,30.9,103,CE0601,NA,2005-2006
IG 138466,AW_27702,NA,141,34.1,105,CE0601,NA,2005-2006
IG 138466,AW_27702,NA,111,23.6,75,CE0602,NA,2005-2006
IG 138466,AW_27702,NA,112,25.4,81,CE0602,NA,2005-2006
IG 138466,AW_27702,NA,112,27.2,87,CE0602,NA,2005-2006
IG 138467,AW_22008,NA,142,35.8,85,CE0601,NA,2005-2006
IG 138467,AW_22008,NA,142,36.8,90,CE0601,NA,2005-2006
IG 138467,AW_22008,NA,142,37.8,95,CE0601,NA,2005-2006
IG 138467,AW_22008,NA,117,24,75,CE0602,NA,2005-2006
IG 138467,AW_22008,NA,115,26.7,67,CE0602,NA,2005-2006
IG 138467,AW_22008,NA,113,29.4,58,CE0602,NA,2005-2006
IG 138468,AW_24842,NA,140,25,97,CE0601,NA,2005-2006
IG 138468,AW_24842,NA,141,25.9,96,CE0601,NA,2005-2006
IG 138468,AW_24842,NA,142,26.8,95,CE0601,NA,2005-2006
IG 138468,AW_24842,NA,113,17.9,80,CE0602,NA,2005-2006
IG 138468,AW_24842,NA,113,18.5,78,CE0602,NA,2005-2006
IG 138468,AW_24842,NA,113,19,76,CE0602,NA,2005-2006
IG 138470,AW_24844,NA,146,17.6,84,CE0601,NA,2005-2006
IG 138470,AW_24844,NA,144,19.7,87,CE0601,NA,2005-2006
IG 138470,AW_24844,NA,142,21.8,90,CE0601,NA,2005-2006
IG 138470,AW_24844,NA,115,20.4,67,CE0602,NA,2005-2006
IG 138470,AW_24844,NA,117,20.4,69,CE0602,NA,2005-2006
IG 138470,AW_24844,NA,119,20.4,70,CE0602,NA,2005-2006
IG 138471,AW_30581,NA,140,17.3,96,CE0601,NA,2005-2006
IG 138471,AW_30581,NA,140,23.4,103,CE0601,NA,2005-2006
IG 138471,AW_30581,NA,139,29.4,109,CE0601,NA,2005-2006
IG 138471,AW_30581,NA,118,19.4,69,CE0602,NA,2005-2006
IG 138471,AW_30581,NA,117,21.9,77,CE0602,NA,2005-2006
IG 138471,AW_30581,NA,115,24.3,84,CE0602,NA,2005-2006
IG 138472,AW_24845,NA,153,18.2,75,CE0601,NA,2005-2006
IG 138472,AW_24845,NA,149,18.2,78,CE0601,NA,2005-2006
IG 138472,AW_24845,NA,144,18.2,80,CE0601,NA,2005-2006
IG 138472,AW_24845,NA,110,20.7,77,CE0602,NA,2005-2006
IG 138472,AW_24845,NA,112,22.2,80,CE0602,NA,2005-2006
IG 138472,AW_24845,NA,113,23.6,83,CE0602,NA,2005-2006
IG 138473,AW_27703,NA,144,29.2,85,CE0601,NA,2005-2006
IG 138473,AW_27703,NA,142,35.5,91,CE0601,NA,2005-2006
IG 138473,AW_27703,NA,140,41.8,96,CE0601,NA,2005-2006
IG 138473,AW_27703,NA,109,23.1,85,CE0602,NA,2005-2006
IG 138473,AW_27703,NA,109,23.2,86,CE0602,NA,2005-2006
IG 138473,AW_27703,NA,109,23.3,87,CE0602,NA,2005-2006
IG 138474,AW_16417,NA,145,20.4,112,CE0601,NA,2005-2006
IG 138474,AW_16417,NA,145,22.6,104,CE0601,NA,2005-2006
IG 138474,AW_16417,NA,144,24.8,96,CE0601,NA,2005-2006
IG 138474,AW_16417,NA,116,19.6,88,CE0602,NA,2005-2006
IG 138474,AW_16417,NA,117,20.2,79,CE0602,NA,2005-2006
IG 138474,AW_16417,NA,118,20.8,70,CE0602,NA,2005-2006
IG 138475,AW_36192,NA,144,23.7,100,CE0601,NA,2005-2006
IG 138475,AW_36192,NA,143,24.3,102,CE0601,NA,2005-2006
IG 138475,AW_36192,NA,142,24.8,104,CE0601,NA,2005-2006
IG 138475,AW_36192,NA,117,20.8,78,CE0602,NA,2005-2006
IG 138475,AW_36192,NA,118,22,82,CE0602,NA,2005-2006
IG 138475,AW_36192,NA,118,23.1,85,CE0602,NA,2005-2006
IG 138476,AW_19226,NA,130,43.3,77,CE0601,NA,2005-2006
IG 138476,AW_19226,NA,129,44.5,79,CE0601,NA,2005-2006
IG 138476,AW_19226,NA,127,45.6,80,CE0601,NA,2005-2006
IG 138476,AW_19226,NA,103,27.7,68,CE0602,NA,2005-2006
IG 138476,AW_19226,NA,103,30.1,64,CE0602,NA,2005-2006
IG 138476,AW_19226,NA,103,32.4,60,CE0602,NA,2005-2006
IG 138477,AW_30582,NA,135,32.1,90,CE0601,NA,2005-2006
IG 138477,AW_30582,NA,137,32.3,106,CE0601,NA,2005-2006
IG 138477,AW_30582,NA,139,32.4,122,CE0601,NA,2005-2006
IG 138477,AW_30582,NA,113,24.1,58,CE0602,NA,2005-2006
IG 138477,AW_30582,NA,110,27.5,63,CE0602,NA,2005-2006
IG 138477,AW_30582,NA,106,30.8,68,CE0602,NA,2005-2006
IG 138478,AW_22009,NA,141,33.8,82,CE0601,NA,2005-2006
IG 138478,AW_22009,NA,141,34.2,84,CE0601,NA,2005-2006
IG 138478,AW_22009,NA,140,34.5,85,CE0601,NA,2005-2006
IG 138478,AW_22009,NA,109,23,68,CE0602,NA,2005-2006
IG 138478,AW_22009,NA,108,29.2,77,CE0602,NA,2005-2006
IG 138478,AW_22009,NA,106,35.3,85,CE0602,NA,2005-2006
IG 138479,AW_24846,NA,136,35.4,100,CE0601,NA,2005-2006
IG 138479,AW_24846,NA,139,36.2,100,CE0601,NA,2005-2006
IG 138479,AW_24846,NA,141,36.9,99,CE0601,NA,2005-2006
IG 138479,AW_24846,NA,113,28.6,69,CE0602,NA,2005-2006
IG 138479,AW_24846,NA,113,31.7,75,CE0602,NA,2005-2006
IG 138479,AW_24846,NA,112,34.8,80,CE0602,NA,2005-2006
IG 138480,AW_30583,NA,145,22.2,105,CE0601,NA,2005-2006
IG 138480,AW_30583,NA,145,23.2,96,CE0601,NA,2005-2006
IG 138480,AW_30583,NA,144,24.2,86,CE0601,NA,2005-2006
IG 138480,AW_30583,NA,122,19.2,79,CE0602,NA,2005-2006
IG 138480,AW_30583,NA,122,21.1,78,CE0602,NA,2005-2006
IG 138480,AW_30583,NA,121,22.9,77,CE0602,NA,2005-2006
IG 138481,AW_30584,NA,146,21.2,92,CE0601,NA,2005-2006
IG 138481,AW_30584,NA,149,21.5,83,CE0601,NA,2005-2006
IG 138481,AW_30584,NA,151,21.7,73,CE0601,NA,2005-2006
IG 138481,AW_30584,NA,123,15.4,58,CE0602,NA,2005-2006
IG 138481,AW_30584,NA,122,16.3,63,CE0602,NA,2005-2006
IG 138481,AW_30584,NA,120,17.2,68,CE0602,NA,2005-2006
IG 138482,AW_27704,NA,135,36.1,74,CE0601,NA,2005-2006
IG 138482,AW_27704,NA,133,36.5,82,CE0601,NA,2005-2006
IG 138482,AW_27704,NA,131,36.9,89,CE0601,NA,2005-2006
IG 138482,AW_27704,NA,105,27.4,60,CE0602,NA,2005-2006
IG 138482,AW_27704,NA,104,28,65,CE0602,NA,2005-2006
IG 138482,AW_27704,NA,102,28.6,70,CE0602,NA,2005-2006
IG 138483,AW_22010,NA,135,26.7,54,CE0601,NA,2005-2006
IG 138483,AW_22010,NA,133,31.2,70,CE0601,NA,2005-2006
IG 138483,AW_22010,NA,130,35.6,85,CE0601,NA,2005-2006
IG 138483,AW_22010,NA,107,22.7,60,CE0602,NA,2005-2006
IG 138483,AW_22010,NA,104,22.9,69,CE0602,NA,2005-2006
IG 138483,AW_22010,NA,101,23,77,CE0602,NA,2005-2006
IG 138484,AW_27705,NA,152,25.2,58,CE0601,NA,2005-2006
IG 138484,AW_27705,NA,147,34.2,69,CE0601,NA,2005-2006
IG 138484,AW_27705,NA,142,43.1,79,CE0601,NA,2005-2006
IG 138484,AW_27705,NA,115,28.6,71,CE0602,NA,2005-2006
IG 138484,AW_27705,NA,116,29.3,71,CE0602,NA,2005-2006
IG 138484,AW_27705,NA,116,29.9,71,CE0602,NA,2005-2006
IG 138486,AW_22011,NA,135,41,95,CE0601,NA,2005-2006
IG 138486,AW_22011,NA,135,42.2,96,CE0601,NA,2005-2006
IG 138486,AW_22011,NA,134,43.4,96,CE0601,NA,2005-2006
IG 138486,AW_22011,NA,102,32.3,80,CE0602,NA,2005-2006
IG 138486,AW_22011,NA,104,33,79,CE0602,NA,2005-2006
IG 138486,AW_22011,NA,105,33.7,78,CE0602,NA,2005-2006
IG 138487,AW_19227,NA,145,26.6,110,CE0601,NA,2005-2006
IG 138487,AW_19227,NA,144,31.2,97,CE0601,NA,2005-2006
IG 138487,AW_19227,NA,142,35.7,84,CE0601,NA,2005-2006
IG 138487,AW_19227,NA,120,23.1,67,CE0602,NA,2005-2006
IG 138487,AW_19227,NA,119,24.1,66,CE0602,NA,2005-2006
IG 138487,AW_19227,NA,117,25,65,CE0602,NA,2005-2006
IG 138488,AW_36193,NA,147,23.8,82,CE0601,NA,2005-2006
IG 138488,AW_36193,NA,145,28.7,88,CE0601,NA,2005-2006
IG 138488,AW_36193,NA,143,33.6,94,CE0601,NA,2005-2006
IG 138488,AW_36193,NA,121,17.9,57,CE0602,NA,2005-2006
IG 138488,AW_36193,NA,121,19.2,61,CE0602,NA,2005-2006
IG 138488,AW_36193,NA,120,20.5,65,CE0602,NA,2005-2006
IG 138490,AW_19228,NA,146,17.6,87,CE0601,NA,2005-2006
IG 138490,AW_19228,NA,146,18.9,90,CE0601,NA,2005-2006
IG 138490,AW_19228,NA,146,20.1,92,CE0601,NA,2005-2006
IG 138490,AW_19228,NA,119,15.2,74,CE0602,NA,2005-2006
IG 138490,AW_19228,NA,117,18.5,70,CE0602,NA,2005-2006
IG 138490,AW_19228,NA,115,21.8,65,CE0602,NA,2005-2006
IG 138491,AW_22012,NA,126,22.7,64,CE0601,NA,2005-2006
IG 138491,AW_22012,NA,127,24.2,75,CE0601,NA,2005-2006
IG 138491,AW_22012,NA,127,25.6,86,CE0601,NA,2005-2006
IG 138491,AW_22012,NA,99,27.9,80,CE0602,NA,2005-2006
IG 138491,AW_22012,NA,99,28.1,78,CE0602,NA,2005-2006
IG 138491,AW_22012,NA,98,28.2,75,CE0602,NA,2005-2006
IG 138493,AW_16418,NA,142,29,100,CE0601,NA,2005-2006
IG 138493,AW_16418,NA,143,30.3,100,CE0601,NA,2005-2006
IG 138493,AW_16418,NA,143,31.5,100,CE0601,NA,2005-2006
IG 138493,AW_16418,NA,119,20.7,75,CE0602,NA,2005-2006
IG 138493,AW_16418,NA,119,23.9,80,CE0602,NA,2005-2006
IG 138493,AW_16418,NA,118,27,84,CE0602,NA,2005-2006
IG 138494,AW_19229,NA,147,18.3,87,CE0601,NA,2005-2006
IG 138494,AW_19229,NA,147,25.2,98,CE0601,NA,2005-2006
IG 138494,AW_19229,NA,146,32.1,108,CE0601,NA,2005-2006
IG 138494,AW_19229,NA,125,15.4,57,CE0602,NA,2005-2006
IG 138494,AW_19229,NA,123,17.7,69,CE0602,NA,2005-2006
IG 138494,AW_19229,NA,120,20,80,CE0602,NA,2005-2006
IG 138495,AW_22013,NA,152,9.2,84,CE0601,NA,2005-2006
IG 138495,AW_22013,NA,140,13.9,89,CE0601,NA,2005-2006
IG 138495,AW_22013,NA,128,18.5,93,CE0601,NA,2005-2006
IG 138495,AW_22013,NA,121,14.7,77,CE0602,NA,2005-2006
IG 138495,AW_22013,NA,119,16.5,79,CE0602,NA,2005-2006
IG 138495,AW_22013,NA,117,18.3,81,CE0602,NA,2005-2006
IG 138498,AW_22014,NA,126,35.5,90,CE0601,NA,2005-2006
IG 138498,AW_22014,NA,129,35.7,96,CE0601,NA,2005-2006
IG 138498,AW_22014,NA,131,35.9,102,CE0601,NA,2005-2006
IG 138498,AW_22014,NA,99,24.7,67,CE0602,NA,2005-2006
IG 138498,AW_22014,NA,97,27.4,78,CE0602,NA,2005-2006
IG 138498,AW_22014,NA,95,30,88,CE0602,NA,2005-2006
IG 138499,AW_36195,NA,130,34.9,75,CE0601,NA,2005-2006
IG 138499,AW_36195,NA,100,27.2,65,CE0602,NA,2005-2006
IG 138499,AW_36195,NA,99,27.5,68,CE0602,NA,2005-2006
IG 138499,AW_36195,NA,98,27.7,70,CE0602,NA,2005-2006
IG 138500,AW_33424,NA,127,39.9,82,CE0601,NA,2005-2006
IG 138500,AW_33424,NA,127,41.6,80,CE0601,NA,2005-2006
IG 138500,AW_33424,NA,126,43.3,77,CE0601,NA,2005-2006
IG 138500,AW_33424,NA,97,29.1,70,CE0602,NA,2005-2006
IG 138500,AW_33424,NA,97,29.7,71,CE0602,NA,2005-2006
IG 138500,AW_33424,NA,96,30.2,71,CE0602,NA,2005-2006
IG 138502,AW_16420,NA,140,27.1,80,CE0601,NA,2005-2006
IG 138502,AW_16420,NA,140,27.6,73,CE0601,NA,2005-2006
IG 138502,AW_16420,NA,140,28,65,CE0601,NA,2005-2006
IG 138502,AW_16420,NA,109,25.2,75,CE0602,NA,2005-2006
IG 138502,AW_16420,NA,108,25.4,74,CE0602,NA,2005-2006
IG 138502,AW_16420,NA,107,25.6,73,CE0602,NA,2005-2006
IG 138505,AW_30588,NA,144,22.7,90,CE0601,NA,2005-2006
IG 138505,AW_30588,NA,143,23.7,103,CE0601,NA,2005-2006
IG 138505,AW_30588,NA,141,24.6,116,CE0601,NA,2005-2006
IG 138505,AW_30588,NA,117,13.1,75,CE0602,NA,2005-2006
IG 138505,AW_30588,NA,116,17.5,80,CE0602,NA,2005-2006
IG 138505,AW_30588,NA,114,21.9,84,CE0602,NA,2005-2006
IG 138507,AW_24847,NA,141,19.6,100,CE0601,NA,2005-2006
IG 138507,AW_24847,NA,143,20.8,91,CE0601,NA,2005-2006
IG 138507,AW_24847,NA,144,22,82,CE0601,NA,2005-2006
IG 138507,AW_24847,NA,125,16.4,65,CE0602,NA,2005-2006
IG 138507,AW_24847,NA,125,16.7,66,CE0602,NA,2005-2006
IG 138507,AW_24847,NA,124,17,67,CE0602,NA,2005-2006
IG 138508,AW_36196,NA,152,29.6,86,CE0601,NA,2005-2006
IG 138508,AW_36196,NA,147,29.6,107,CE0601,NA,2005-2006
IG 138508,AW_36196,NA,156,NA,65,CE0601,NA,2005-2006
IG 138508,AW_36196,NA,120,18.3,72,CE0602,NA,2005-2006
IG 138508,AW_36196,NA,123,19.1,71,CE0602,NA,2005-2006
IG 138508,AW_36196,NA,125,19.8,70,CE0602,NA,2005-2006
IG 138509,AW_27730,NA,135,30.7,75,CE0601,NA,2005-2006
IG 138509,AW_27730,NA,131,31.6,77,CE0601,NA,2005-2006
IG 138509,AW_27730,NA,127,32.5,78,CE0601,NA,2005-2006
IG 138509,AW_27730,NA,100,26.8,68,CE0602,NA,2005-2006
IG 138509,AW_27730,NA,101,28.7,67,CE0602,NA,2005-2006
IG 138509,AW_27730,NA,101,30.6,65,CE0602,NA,2005-2006
IG 138510,AW_16438,NA,146,22.6,105,CE0601,NA,2005-2006
IG 138510,AW_16438,NA,144,24.7,112,CE0601,NA,2005-2006
IG 138510,AW_16438,NA,141,26.8,118,CE0601,NA,2005-2006
IG 138510,AW_16438,NA,118,15.7,81,CE0602,NA,2005-2006
IG 138510,AW_16438,NA,118,19.9,84,CE0602,NA,2005-2006
IG 138510,AW_16438,NA,117,24.1,87,CE0602,NA,2005-2006
IG 138512,AW_27731,NA,131,22.4,60,CE0601,NA,2005-2006
IG 138512,AW_27731,NA,127,22.4,70,CE0601,NA,2005-2006
IG 138512,AW_27731,NA,134,NA,49,CE0601,NA,2005-2006
IG 138512,AW_27731,NA,101,19,64,CE0602,NA,2005-2006
IG 138512,AW_27731,NA,101,20,64,CE0602,NA,2005-2006
IG 138512,AW_27731,NA,101,20.9,63,CE0602,NA,2005-2006
IG 138513,AW_24873,NA,147,36.5,104,CE0601,NA,2005-2006
IG 138513,AW_24873,NA,144,38.3,102,CE0601,NA,2005-2006
IG 138513,AW_24873,NA,140,40,100,CE0601,NA,2005-2006
IG 138513,AW_24873,NA,115,35,77,CE0602,NA,2005-2006
IG 138513,AW_24873,NA,114,35.5,81,CE0602,NA,2005-2006
IG 138513,AW_24873,NA,113,36,85,CE0602,NA,2005-2006
IG 138516,AW_19261,NA,145,21.5,90,CE0601,NA,2005-2006
IG 138516,AW_19261,NA,144,21.7,94,CE0601,NA,2005-2006
IG 138516,AW_19261,NA,142,21.8,97,CE0601,NA,2005-2006
IG 138516,AW_19261,NA,113,14.7,65,CE0602,NA,2005-2006
IG 138516,AW_19261,NA,115,16,78,CE0602,NA,2005-2006
IG 138516,AW_19261,NA,117,17.2,90,CE0602,NA,2005-2006
IG 138517,AW_24874,NA,148,19.5,92,CE0601,NA,2005-2006
IG 138517,AW_24874,NA,147,21.5,91,CE0601,NA,2005-2006
IG 138517,AW_24874,NA,146,23.4,89,CE0601,NA,2005-2006
IG 138517,AW_24874,NA,126,15,74,CE0602,NA,2005-2006
IG 138517,AW_24874,NA,124,18.3,75,CE0602,NA,2005-2006
IG 138517,AW_24874,NA,121,21.5,75,CE0602,NA,2005-2006
IG 138519,AW_16439,NA,145,22.1,96,CE0601,NA,2005-2006
IG 138519,AW_16439,NA,144,22.3,106,CE0601,NA,2005-2006
IG 138519,AW_16439,NA,143,22.5,115,CE0601,NA,2005-2006
IG 138519,AW_16439,NA,122,14.3,60,CE0602,NA,2005-2006
IG 138519,AW_16439,NA,122,17,69,CE0602,NA,2005-2006
IG 138519,AW_16439,NA,121,19.6,78,CE0602,NA,2005-2006
IG 138520,AW_22038,NA,139,19.4,86,CE0601,NA,2005-2006
IG 138520,AW_22038,NA,138,29.7,86,CE0601,NA,2005-2006
IG 138520,AW_22038,NA,136,40,85,CE0601,NA,2005-2006
IG 138520,AW_22038,NA,118,16.3,61,CE0602,NA,2005-2006
IG 138520,AW_22038,NA,113,24.2,67,CE0602,NA,2005-2006
IG 138520,AW_22038,NA,107,32.1,72,CE0602,NA,2005-2006
IG 138521,AW_30609,NA,135,20.7,90,CE0601,NA,2005-2006
IG 138521,AW_30609,NA,141,21,83,CE0601,NA,2005-2006
IG 138521,AW_30609,NA,147,21.2,75,CE0601,NA,2005-2006
IG 138521,AW_30609,NA,117,13,73,CE0602,NA,2005-2006
IG 138521,AW_30609,NA,116,17.1,75,CE0602,NA,2005-2006
IG 138521,AW_30609,NA,115,21.1,76,CE0602,NA,2005-2006
IG 138523,AW_36226,NA,154,24.7,82,CE0601,NA,2005-2006
IG 138523,AW_36226,NA,126,20.7,53,CE0602,NA,2005-2006
IG 138523,AW_36226,NA,126,21.4,52,CE0602,NA,2005-2006
IG 138523,AW_36226,NA,126,22,51,CE0602,NA,2005-2006
IG 138524,AW_33463,NA,147,28.3,66,CE0601,NA,2005-2006
IG 138524,AW_33463,NA,145,30.6,87,CE0601,NA,2005-2006
IG 138524,AW_33463,NA,142,32.9,108,CE0601,NA,2005-2006
IG 138524,AW_33463,NA,117,24.2,70,CE0602,NA,2005-2006
IG 138524,AW_33463,NA,116,25.7,75,CE0602,NA,2005-2006
IG 138524,AW_33463,NA,114,27.1,80,CE0602,NA,2005-2006
IG 138526,AW_19262,NA,156,23.5,75,CE0601,NA,2005-2006
IG 138526,AW_19262,NA,157,24.7,80,CE0601,NA,2005-2006
IG 138526,AW_19262,NA,158,25.8,84,CE0601,NA,2005-2006
IG 138526,AW_19262,NA,124,19.8,74,CE0602,NA,2005-2006
IG 138526,AW_19262,NA,124,20.1,79,CE0602,NA,2005-2006
IG 138526,AW_19262,NA,123,20.3,83,CE0602,NA,2005-2006
IG 138527,AW_27733,NA,142,24.2,108,CE0601,NA,2005-2006
IG 138527,AW_27733,NA,147,28.8,97,CE0601,NA,2005-2006
IG 138527,AW_27733,NA,152,33.3,85,CE0601,NA,2005-2006
IG 138527,AW_27733,NA,118,20.2,78,CE0602,NA,2005-2006
IG 138527,AW_27733,NA,119,23.6,82,CE0602,NA,2005-2006
IG 138527,AW_27733,NA,120,27,86,CE0602,NA,2005-2006
IG 138530,AW_30612,NA,142,18.6,110,CE0601,NA,2005-2006
IG 138530,AW_30612,NA,141,22.2,99,CE0601,NA,2005-2006
IG 138530,AW_30612,NA,140,25.7,88,CE0601,NA,2005-2006
IG 138530,AW_30612,NA,121,17.2,58,CE0602,NA,2005-2006
IG 138530,AW_30612,NA,119,21.3,66,CE0602,NA,2005-2006
IG 138530,AW_30612,NA,116,25.3,73,CE0602,NA,2005-2006
IG 138531,AW_30613,NA,146,29.4,72,CE0601,NA,2005-2006
IG 138531,AW_30613,NA,141,37.3,87,CE0601,NA,2005-2006
IG 138531,AW_30613,NA,136,45.2,102,CE0601,NA,2005-2006
