genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
LRC_SSD_IG_37185,101.01,NA,NA
LRC_SSD_IG_37186,101.34,NA,NA
LRC_SSD_IG_37204,NA,NA,NA
LRC_SSD_IG_37218,NA,NA,NA
LRC_SSD_IG_37290,93.46,NA,NA
LRC_SSD_IG_37292,NA,NA,NA
LRC_SSD_IG_37293,NA,NA,NA
LRC_SSD_IG_37294,NA,NA,NA
LRC_SSD_IG_37295,83.31,NA,NA
LRC_SSD_IG_37314,NA,NA,NA
LRC_SSD_IG_37564,NA,NA,NA
LRC_SSD_IG_37619,72.85,123.45,NA
LRC_SSD_IG_37714,NA,NA,NA
LRC_SSD_IG_37724,106.46,NA,NA
LRC_SSD_IG_37741,NA,NA,NA
LRC_SSD_IG_37745,95.17,NA,NA
LRC_SSD_IG_37750,NA,NA,NA
LRC_SSD_IG_37761,NA,NA,NA
LRC_SSD_IG_37773,87.12,136.86,NA
LRC_SSD_IG_37784,88.29,NA,47.31
LRC_SSD_IG_37788,77.07,NA,46.31
LRC_SSD_IG_37794,87.65,134.99,NA
LRC_SSD_IG_37800,NA,NA,NA
LRC_SSD_IG_37965,NA,NA,NA
LRC_SSD_IG_38034,NA,NA,NA
LRC_SSD_IG_38207,NA,NA,NA
LRC_SSD_IG_38285,91.09,NA,NA
LRC_SSD_IG_38349,NA,NA,NA
LRC_SSD_IG_38374,NA,NA,NA
LRC_SSD_IG_38519,95.66,146.44,NA
LRC_SSD_IG_38594,NA,NA,NA
LRC_SSD_IG_39927,NA,NA,NA
