accenumb,campaign,days_to_heading
IG 138320,2004-2005,143
IG 138320,2004-2005,142
IG 138320,2004-2005,133
IG 138320,2004-2005,132
IG 138321,2004-2005,147
IG 138321,2004-2005,145
IG 138321,2004-2005,143
IG 138321,2004-2005,130
IG 138321,2004-2005,131
IG 138321,2004-2005,132
IG 138322,2004-2005,139
IG 138322,2004-2005,140
IG 138322,2004-2005,141
IG 138322,2004-2005,125
IG 138322,2004-2005,126
IG 138324,2004-2005,148
IG 138324,2004-2005,147
IG 138324,2004-2005,145
IG 138324,2004-2005,132
IG 138324,2004-2005,134
IG 138324,2004-2005,135
IG 138326,2004-2005,151
IG 138326,2004-2005,149
IG 138326,2004-2005,146
IG 138326,2004-2005,137
IG 138326,2004-2005,138
IG 138326,2004-2005,139
IG 138327,2004-2005,142
IG 138327,2004-2005,135
IG 138327,2004-2005,132
IG 138327,2004-2005,128
IG 138329,2004-2005,125
IG 138333,2004-2005,147
IG 138333,2004-2005,148
IG 138333,2004-2005,149
IG 138333,2004-2005,135
IG 138333,2004-2005,134
IG 138333,2004-2005,133
IG 138334,2004-2005,144
IG 138334,2004-2005,147
IG 138334,2004-2005,149
IG 138334,2004-2005,133
IG 138335,2004-2005,148
IG 138335,2004-2005,147
IG 138335,2004-2005,145
IG 138335,2004-2005,137
IG 138336,2004-2005,143
IG 138336,2004-2005,146
IG 138336,2004-2005,148
IG 138336,2004-2005,133
IG 138336,2004-2005,131
IG 138336,2004-2005,129
IG 138337,2004-2005,143
IG 138337,2004-2005,128
IG 138337,2004-2005,132
IG 138337,2004-2005,136
IG 138338,2004-2005,135
IG 138338,2004-2005,134
IG 138338,2004-2005,133
IG 138338,2004-2005,123
IG 138338,2004-2005,121
IG 138338,2004-2005,118
IG 138339,2004-2005,136
IG 138339,2004-2005,135
IG 138339,2004-2005,133
IG 138339,2004-2005,124
IG 138340,2004-2005,135
IG 138340,2004-2005,136
IG 138340,2004-2005,137
IG 138340,2004-2005,125
IG 138340,2004-2005,124
IG 138342,2004-2005,140
IG 138342,2004-2005,126
IG 138342,2004-2005,127
IG 138343,2004-2005,131
IG 138343,2004-2005,132
IG 138343,2004-2005,133
IG 138343,2004-2005,118
IG 138344,2004-2005,139
IG 138344,2004-2005,138
IG 138344,2004-2005,136
IG 138344,2004-2005,120
IG 138344,2004-2005,123
IG 138344,2004-2005,126
IG 138345,2004-2005,133
IG 138345,2004-2005,134
IG 138345,2004-2005,135
IG 138345,2004-2005,124
IG 138347,2004-2005,137
IG 138347,2004-2005,138
IG 138347,2004-2005,139
IG 138347,2004-2005,126
IG 138347,2004-2005,125
IG 138353,2004-2005,131
IG 138353,2004-2005,118
IG 138353,2004-2005,117
IG 138353,2004-2005,115
IG 138355,2004-2005,142
IG 138355,2004-2005,130
IG 138356,2004-2005,143
IG 138356,2004-2005,142
IG 138356,2004-2005,131
IG 138357,2004-2005,149
IG 138357,2004-2005,146
IG 138357,2004-2005,142
IG 138357,2004-2005,132
IG 138358,2004-2005,133
IG 138358,2004-2005,135
IG 138358,2004-2005,136
IG 138358,2004-2005,126
IG 138358,2004-2005,124
IG 138358,2004-2005,122
IG 138359,2004-2005,141
IG 138359,2004-2005,144
IG 138359,2004-2005,147
IG 138359,2004-2005,134
IG 138359,2004-2005,133
IG 138359,2004-2005,132
IG 138361,2004-2005,144
IG 138361,2004-2005,143
IG 138361,2004-2005,132
IG 138361,2004-2005,131
IG 138361,2004-2005,130
IG 138362,2004-2005,138
IG 138362,2004-2005,125
IG 138364,2004-2005,141
IG 138364,2004-2005,140
IG 138364,2004-2005,128
IG 138364,2004-2005,129
IG 138365,2004-2005,140
IG 138365,2004-2005,139
IG 138365,2004-2005,138
IG 138365,2004-2005,126
IG 138366,2004-2005,141
IG 138366,2004-2005,142
IG 138366,2004-2005,143
IG 138366,2004-2005,129
IG 138368,2004-2005,143
IG 138368,2004-2005,142
IG 138368,2004-2005,131
IG 138368,2004-2005,130
IG 138370,2004-2005,137
IG 138370,2004-2005,138
IG 138370,2004-2005,139
IG 138370,2004-2005,129
IG 138371,2004-2005,148
IG 138371,2004-2005,146
IG 138371,2004-2005,143
IG 138371,2004-2005,133
IG 138371,2004-2005,132
IG 138371,2004-2005,131
IG 138372,2004-2005,143
IG 138372,2004-2005,142
IG 138372,2004-2005,131
IG 138372,2004-2005,132
IG 138372,2004-2005,133
IG 138376,2004-2005,143
IG 138376,2004-2005,131
IG 138376,2004-2005,132
IG 138377,2004-2005,143
IG 138377,2004-2005,146
IG 138377,2004-2005,148
IG 138377,2004-2005,130
IG 138377,2004-2005,131
IG 138377,2004-2005,128
IG 138378,2004-2005,152
IG 138378,2004-2005,153
IG 138378,2004-2005,154
IG 138378,2004-2005,138
IG 138379,2004-2005,142
IG 138379,2004-2005,130
IG 138379,2004-2005,129
IG 138379,2004-2005,128
IG 138379,2004-2005,134
IG 138380,2004-2005,147
IG 138380,2004-2005,133
IG 138380,2004-2005,135
IG 138380,2004-2005,136
IG 138381,2004-2005,149
IG 138381,2004-2005,137
IG 138381,2004-2005,135
IG 138381,2004-2005,133
IG 138397,2004-2005,138
IG 138397,2004-2005,139
IG 138397,2004-2005,126
IG 138397,2004-2005,125
IG 138397,2004-2005,124
IG 138399,2004-2005,149
IG 138399,2004-2005,146
IG 138399,2004-2005,143
IG 138399,2004-2005,135
IG 138399,2004-2005,134
IG 138399,2004-2005,132
IG 138403,2004-2005,155
IG 138403,2004-2005,154
IG 138403,2004-2005,142
IG 138403,2004-2005,143
IG 138403,2004-2005,144
IG 138404,2004-2005,153
IG 138404,2004-2005,155
IG 138404,2004-2005,156
IG 138404,2004-2005,139
IG 138404,2004-2005,140
IG 138407,2004-2005,133
IG 138407,2004-2005,118
IG 138407,2004-2005,121
IG 138407,2004-2005,124
IG 138408,2004-2005,155
IG 138408,2004-2005,154
IG 138408,2004-2005,142
IG 138408,2004-2005,141
IG 138408,2004-2005,139
IG 138409,2004-2005,143
IG 138409,2004-2005,146
IG 138409,2004-2005,149
IG 138409,2004-2005,133
IG 138409,2004-2005,135
IG 138409,2004-2005,136
IG 138410,2004-2005,148
IG 138410,2004-2005,146
IG 138410,2004-2005,143
IG 138410,2004-2005,135
IG 138410,2004-2005,134
IG 138410,2004-2005,132
IG 138411,2004-2005,151
IG 138411,2004-2005,150
IG 138411,2004-2005,148
IG 138411,2004-2005,136
IG 138413,2004-2005,146
IG 138413,2004-2005,149
IG 138413,2004-2005,152
IG 138413,2004-2005,137
IG 138413,2004-2005,136
IG 138416,2004-2005,149
IG 138416,2004-2005,147
IG 138416,2004-2005,145
IG 138416,2004-2005,139
IG 138416,2004-2005,138
IG 138416,2004-2005,136
IG 138417,2004-2005,149
IG 138417,2004-2005,147
IG 138417,2004-2005,145
IG 138417,2004-2005,133
IG 138417,2004-2005,135
IG 138417,2004-2005,136
IG 138418,2004-2005,143
IG 138418,2004-2005,131
IG 138418,2004-2005,132
IG 138419,2004-2005,142
IG 138419,2004-2005,143
IG 138419,2004-2005,144
IG 138419,2004-2005,132
IG 138419,2004-2005,131
IG 138419,2004-2005,130
IG 138420,2004-2005,139
IG 138420,2004-2005,140
IG 138420,2004-2005,130
IG 138420,2004-2005,128
IG 138420,2004-2005,126
IG 138424,2004-2005,142
IG 138424,2004-2005,130
IG 138424,2004-2005,131
IG 138425,2004-2005,148
IG 138425,2004-2005,147
IG 138425,2004-2005,137
IG 138425,2004-2005,136
IG 138426,2004-2005,153
IG 138426,2004-2005,152
IG 138426,2004-2005,150
IG 138426,2004-2005,139
IG 138426,2004-2005,138
IG 138426,2004-2005,137
IG 138427,2004-2005,144
IG 138427,2004-2005,143
IG 138427,2004-2005,132
IG 138428,2004-2005,143
IG 138428,2004-2005,132
IG 138428,2004-2005,131
IG 138429,2004-2005,141
IG 138429,2004-2005,131
IG 138429,2004-2005,130
IG 138429,2004-2005,128
IG 138430,2004-2005,149
IG 138430,2004-2005,146
IG 138430,2004-2005,143
IG 138430,2004-2005,139
IG 138430,2004-2005,138
IG 138430,2004-2005,137
IG 138431,2004-2005,141
IG 138431,2004-2005,140
IG 138431,2004-2005,139
IG 138431,2004-2005,126
IG 138431,2004-2005,125
IG 138432,2004-2005,153
IG 138432,2004-2005,139
IG 138432,2004-2005,141
IG 138432,2004-2005,143
IG 138433,2004-2005,148
IG 138433,2004-2005,147
IG 138433,2004-2005,145
IG 138433,2004-2005,133
IG 138433,2004-2005,135
IG 138433,2004-2005,136
IG 138435,2004-2005,140
IG 138435,2004-2005,141
IG 138435,2004-2005,142
IG 138435,2004-2005,128
IG 138435,2004-2005,129
IG 138438,2004-2005,137
IG 138438,2004-2005,123
IG 138438,2004-2005,124
IG 138438,2004-2005,125
IG 138439,2004-2005,155
IG 138439,2004-2005,153
IG 138439,2004-2005,151
IG 138439,2004-2005,143
IG 138439,2004-2005,141
IG 138439,2004-2005,139
IG 138440,2004-2005,148
IG 138440,2004-2005,136
IG 138440,2004-2005,137
IG 138441,2004-2005,142
IG 138441,2004-2005,143
IG 138441,2004-2005,131
IG 138441,2004-2005,127
IG 138442,2004-2005,145
IG 138442,2004-2005,147
IG 138442,2004-2005,149
IG 138442,2004-2005,137
IG 138443,2004-2005,142
IG 138443,2004-2005,141
IG 138443,2004-2005,129
IG 138444,2004-2005,141
IG 138444,2004-2005,142
IG 138444,2004-2005,130
IG 138444,2004-2005,124
IG 138444,2004-2005,118
IG 138449,2004-2005,139
IG 138449,2004-2005,130
IG 138449,2004-2005,129
IG 138452,2004-2005,139
IG 138452,2004-2005,125
IG 138452,2004-2005,128
IG 138452,2004-2005,130
IG 138457,2004-2005,144
IG 138457,2004-2005,143
IG 138457,2004-2005,141
IG 138457,2004-2005,131
IG 138458,2004-2005,139
IG 138458,2004-2005,126
IG 138458,2004-2005,125
IG 138462,2004-2005,141
IG 138462,2004-2005,142
IG 138462,2004-2005,129
IG 138464,2004-2005,147
IG 138464,2004-2005,145
IG 138464,2004-2005,143
IG 138464,2004-2005,132
IG 138464,2004-2005,133
IG 138465,2004-2005,148
IG 138465,2004-2005,146
IG 138465,2004-2005,143
IG 138465,2004-2005,133
IG 138465,2004-2005,132
IG 138465,2004-2005,131
IG 138466,2004-2005,141
IG 138466,2004-2005,140
IG 138466,2004-2005,139
IG 138466,2004-2005,130
IG 138466,2004-2005,129
IG 138467,2004-2005,143
IG 138467,2004-2005,142
IG 138467,2004-2005,130
IG 138468,2004-2005,143
IG 138468,2004-2005,142
IG 138468,2004-2005,131
IG 138468,2004-2005,130
IG 138469,2004-2005,124
IG 138470,2004-2005,147
IG 138470,2004-2005,133
IG 138470,2004-2005,135
IG 138470,2004-2005,136
IG 138471,2004-2005,142
IG 138471,2004-2005,143
IG 138471,2004-2005,131
IG 138471,2004-2005,132
IG 138472,2004-2005,142
IG 138472,2004-2005,143
IG 138472,2004-2005,129
IG 138472,2004-2005,124
IG 138473,2004-2005,140
IG 138473,2004-2005,141
IG 138473,2004-2005,142
IG 138473,2004-2005,128
IG 138473,2004-2005,129
IG 138473,2004-2005,123
IG 138474,2004-2005,147
IG 138474,2004-2005,146
IG 138474,2004-2005,145
IG 138474,2004-2005,135
IG 138474,2004-2005,133
IG 138474,2004-2005,131
IG 138475,2004-2005,148
IG 138475,2004-2005,146
IG 138475,2004-2005,143
IG 138475,2004-2005,130
IG 138475,2004-2005,131
IG 138475,2004-2005,132
IG 138476,2004-2005,133
IG 138476,2004-2005,132
IG 138476,2004-2005,131
IG 138476,2004-2005,118
IG 138477,2004-2005,141
IG 138477,2004-2005,127
IG 138477,2004-2005,126
IG 138477,2004-2005,125
IG 138478,2004-2005,140
IG 138478,2004-2005,139
IG 138478,2004-2005,127
IG 138478,2004-2005,126
IG 138479,2004-2005,143
IG 138479,2004-2005,142
IG 138479,2004-2005,131
IG 138480,2004-2005,151
IG 138480,2004-2005,152
IG 138480,2004-2005,138
IG 138481,2004-2005,150
IG 138481,2004-2005,148
IG 138481,2004-2005,146
IG 138481,2004-2005,135
IG 138481,2004-2005,134
IG 138481,2004-2005,133
IG 138482,2004-2005,138
IG 138482,2004-2005,125
IG 138482,2004-2005,126
IG 138483,2004-2005,133
IG 138483,2004-2005,124
IG 138483,2004-2005,121
IG 138483,2004-2005,118
IG 138484,2004-2005,143
IG 138484,2004-2005,144
IG 138484,2004-2005,131
IG 138484,2004-2005,132
IG 138486,2004-2005,135
IG 138486,2004-2005,136
IG 138486,2004-2005,137
IG 138486,2004-2005,118
IG 138486,2004-2005,121
IG 138486,2004-2005,123
IG 138487,2004-2005,143
IG 138487,2004-2005,146
IG 138487,2004-2005,148
IG 138487,2004-2005,132
IG 138488,2004-2005,144
IG 138488,2004-2005,146
IG 138488,2004-2005,147
IG 138488,2004-2005,133
IG 138488,2004-2005,134
IG 138488,2004-2005,135
IG 138490,2004-2005,148
IG 138490,2004-2005,146
IG 138490,2004-2005,143
IG 138490,2004-2005,132
IG 138491,2004-2005,133
IG 138491,2004-2005,132
IG 138491,2004-2005,131
IG 138491,2004-2005,115
IG 138493,2004-2005,147
IG 138493,2004-2005,148
IG 138493,2004-2005,133
IG 138493,2004-2005,135
IG 138493,2004-2005,136
IG 138494,2004-2005,148
IG 138494,2004-2005,150
IG 138494,2004-2005,151
IG 138494,2004-2005,135
IG 138494,2004-2005,136
IG 138495,2004-2005,147
IG 138495,2004-2005,148
IG 138495,2004-2005,149
IG 138495,2004-2005,133
IG 138498,2004-2005,127
IG 138498,2004-2005,129
IG 138498,2004-2005,131
IG 138498,2004-2005,118
IG 138498,2004-2005,117
IG 138498,2004-2005,115
IG 138499,2004-2005,127
IG 138499,2004-2005,129
IG 138499,2004-2005,131
IG 138499,2004-2005,118
IG 138499,2004-2005,117
IG 138499,2004-2005,115
IG 138500,2004-2005,127
IG 138500,2004-2005,126
IG 138500,2004-2005,125
IG 138500,2004-2005,115
IG 138502,2004-2005,140
IG 138502,2004-2005,126
IG 138502,2004-2005,127
IG 138502,2004-2005,128
IG 138505,2004-2005,143
IG 138505,2004-2005,142
IG 138505,2004-2005,141
IG 138505,2004-2005,131
IG 138505,2004-2005,130
IG 138507,2004-2005,151
IG 138507,2004-2005,150
IG 138507,2004-2005,148
IG 138507,2004-2005,138
IG 138507,2004-2005,137
IG 138507,2004-2005,136
IG 138508,2004-2005,148
IG 138508,2004-2005,149
IG 138508,2004-2005,134
IG 138508,2004-2005,135
IG 138508,2004-2005,136
IG 138509,2004-2005,133
IG 138509,2004-2005,123
IG 138509,2004-2005,121
IG 138509,2004-2005,118
IG 138510,2004-2005,143
IG 138510,2004-2005,144
IG 138510,2004-2005,131
IG 138510,2004-2005,130
IG 138510,2004-2005,129
IG 138512,2004-2005,133
IG 138512,2004-2005,118
IG 138512,2004-2005,120
IG 138512,2004-2005,122
IG 138513,2004-2005,142
IG 138513,2004-2005,143
IG 138513,2004-2005,131
IG 138513,2004-2005,130
IG 138516,2004-2005,144
IG 138516,2004-2005,143
IG 138516,2004-2005,141
IG 138516,2004-2005,132
IG 138516,2004-2005,131
IG 138517,2004-2005,152
IG 138517,2004-2005,151
IG 138517,2004-2005,138
IG 138517,2004-2005,139
IG 138519,2004-2005,149
IG 138519,2004-2005,148
IG 138519,2004-2005,147
IG 138519,2004-2005,135
IG 138520,2004-2005,144
IG 138520,2004-2005,142
IG 138520,2004-2005,140
IG 138520,2004-2005,129
IG 138520,2004-2005,128
IG 138520,2004-2005,126
IG 138521,2004-2005,148
IG 138521,2004-2005,147
IG 138521,2004-2005,145
IG 138521,2004-2005,130
IG 138521,2004-2005,127
IG 138521,2004-2005,123
IG 138523,2004-2005,156
IG 138523,2004-2005,154
IG 138523,2004-2005,152
IG 138523,2004-2005,145
IG 138524,2004-2005,143
IG 138524,2004-2005,144
IG 138524,2004-2005,130
IG 138524,2004-2005,131
IG 138524,2004-2005,132
IG 138526,2004-2005,152
IG 138526,2004-2005,154
IG 138526,2004-2005,155
IG 138526,2004-2005,138
IG 138527,2004-2005,148
IG 138527,2004-2005,147
IG 138527,2004-2005,133
IG 138527,2004-2005,132
IG 138530,2004-2005,147
IG 138530,2004-2005,146
IG 138530,2004-2005,145
IG 138530,2004-2005,133
IG 138530,2004-2005,132
IG 138531,2004-2005,142
IG 138531,2004-2005,141
IG 138531,2004-2005,131
IG 138531,2004-2005,130
IG 138531,2004-2005,129
IG 138532,2004-2005,148
IG 138532,2004-2005,136
IG 138534,2004-2005,140
IG 138534,2004-2005,141
IG 138534,2004-2005,125
IG 138534,2004-2005,126
IG 138535,2004-2005,147
IG 138535,2004-2005,137
IG 138535,2004-2005,135
IG 138535,2004-2005,132
IG 138536,2004-2005,148
IG 138536,2004-2005,149
IG 138536,2004-2005,133
IG 138536,2004-2005,132
IG 138539,2004-2005,150
IG 138539,2004-2005,149
IG 138539,2004-2005,134
IG 138539,2004-2005,136
IG 138539,2004-2005,137
IG 138540,2004-2005,149
IG 138540,2004-2005,148
IG 138540,2004-2005,146
IG 138540,2004-2005,133
IG 138540,2004-2005,135
IG 138540,2004-2005,136
IG 138541,2004-2005,143
IG 138541,2004-2005,146
IG 138541,2004-2005,148
IG 138541,2004-2005,132
IG 138543,2004-2005,148
IG 138543,2004-2005,145
IG 138543,2004-2005,142
IG 138543,2004-2005,133
IG 138543,2004-2005,132
IG 138544,2004-2005,142
IG 138544,2004-2005,145
IG 138544,2004-2005,147
IG 138544,2004-2005,136
IG 138544,2004-2005,134
IG 138544,2004-2005,131
IG 138545,2004-2005,157
IG 138545,2004-2005,155
IG 138545,2004-2005,152
IG 138545,2004-2005,143
IG 138545,2004-2005,142
IG 138545,2004-2005,140
IG 138547,2004-2005,127
IG 138547,2004-2005,126
IG 138547,2004-2005,125
IG 138547,2004-2005,115
IG 138548,2004-2005,138
IG 138548,2004-2005,139
IG 138548,2004-2005,124
IG 138548,2004-2005,125
IG 138549,2004-2005,131
IG 138549,2004-2005,118
IG 138551,2004-2005,133
IG 138551,2004-2005,132
IG 138551,2004-2005,131
IG 138551,2004-2005,123
IG 138551,2004-2005,121
IG 138551,2004-2005,118
IG 138552,2004-2005,140
IG 138552,2004-2005,138
IG 138552,2004-2005,135
IG 138552,2004-2005,125
IG 138554,2004-2005,131
IG 138554,2004-2005,123
IG 138554,2004-2005,119
IG 138554,2004-2005,115
IG 138555,2004-2005,143
IG 138555,2004-2005,145
IG 138555,2004-2005,147
IG 138555,2004-2005,132
IG 138555,2004-2005,134
IG 138555,2004-2005,136
IG 138557,2004-2005,152
IG 138557,2004-2005,153
IG 138557,2004-2005,136
IG 138557,2004-2005,138
IG 138557,2004-2005,139
IG 138559,2004-2005,144
IG 138559,2004-2005,143
IG 138559,2004-2005,130
IG 138559,2004-2005,131
IG 138559,2004-2005,132
IG 138561,2004-2005,155
IG 138561,2004-2005,151
IG 138561,2004-2005,147
IG 138561,2004-2005,143
IG 138561,2004-2005,144
IG 138562,2004-2005,144
IG 138562,2004-2005,143
IG 138562,2004-2005,142
IG 138562,2004-2005,131
IG 138562,2004-2005,130
IG 138564,2004-2005,144
IG 138564,2004-2005,143
IG 138564,2004-2005,131
IG 138564,2004-2005,130
IG 138567,2004-2005,143
IG 138567,2004-2005,144
IG 138567,2004-2005,128
IG 138567,2004-2005,130
IG 138567,2004-2005,131
IG 138568,2004-2005,148
IG 138568,2004-2005,147
IG 138568,2004-2005,145
IG 138568,2004-2005,131
IG 138568,2004-2005,132
IG 138569,2004-2005,148
IG 138569,2004-2005,136
IG 138569,2004-2005,137
IG 138570,2004-2005,143
IG 138570,2004-2005,146
IG 138570,2004-2005,148
IG 138570,2004-2005,132
IG 138570,2004-2005,131
IG 138571,2004-2005,143
IG 138571,2004-2005,146
IG 138571,2004-2005,149
IG 138571,2004-2005,133
IG 138572,2004-2005,142
IG 138572,2004-2005,143
IG 138572,2004-2005,131
IG 138572,2004-2005,130
IG 138573,2004-2005,148
IG 138573,2004-2005,146
IG 138573,2004-2005,144
IG 138573,2004-2005,132
IG 138573,2004-2005,133
IG 138574,2004-2005,151
IG 138574,2004-2005,150
IG 138574,2004-2005,148
IG 138574,2004-2005,133
IG 138574,2004-2005,135
IG 138574,2004-2005,136
IG 138576,2004-2005,145
IG 138576,2004-2005,144
IG 138576,2004-2005,131
IG 138576,2004-2005,132
IG 138577,2004-2005,151
IG 138577,2004-2005,152
IG 138577,2004-2005,138
IG 138578,2004-2005,153
IG 138578,2004-2005,150
IG 138578,2004-2005,147
IG 138578,2004-2005,138
IG 138578,2004-2005,136
IG 138578,2004-2005,133
IG 138580,2004-2005,147
IG 138580,2004-2005,146
IG 138580,2004-2005,144
IG 138580,2004-2005,135
IG 138580,2004-2005,134
IG 138580,2004-2005,132
IG 138581,2004-2005,154
IG 138581,2004-2005,153
IG 138581,2004-2005,151
IG 138581,2004-2005,140
IG 138581,2004-2005,139
IG 138581,2004-2005,138
IG 138582,2004-2005,149
IG 138582,2004-2005,148
IG 138582,2004-2005,138
IG 138582,2004-2005,136
IG 138582,2004-2005,133
IG 138583,2004-2005,151
IG 138583,2004-2005,153
IG 138583,2004-2005,154
IG 138583,2004-2005,133
IG 138583,2004-2005,135
IG 138583,2004-2005,137
IG 138586,2004-2005,142
IG 138586,2004-2005,145
IG 138586,2004-2005,148
IG 138586,2004-2005,136
IG 138586,2004-2005,135
IG 138587,2004-2005,143
IG 138587,2004-2005,145
IG 138587,2004-2005,147
IG 138587,2004-2005,133
IG 138587,2004-2005,132
IG 138588,2004-2005,150
IG 138588,2004-2005,148
IG 138588,2004-2005,145
IG 138588,2004-2005,132
IG 138588,2004-2005,135
IG 138588,2004-2005,137
IG 138589,2004-2005,148
IG 138589,2004-2005,149
IG 138589,2004-2005,140
IG 138589,2004-2005,139
IG 138589,2004-2005,138
IG 138590,2004-2005,143
IG 138590,2004-2005,147
IG 138590,2004-2005,150
IG 138590,2004-2005,138
IG 138590,2004-2005,135
IG 138590,2004-2005,132
IG 138592,2004-2005,137
IG 138592,2004-2005,138
IG 138592,2004-2005,127
IG 138592,2004-2005,128
IG 138595,2004-2005,143
IG 138595,2004-2005,142
IG 138595,2004-2005,130
IG 138595,2004-2005,129
IG 138596,2004-2005,143
IG 138596,2004-2005,142
IG 138596,2004-2005,141
IG 138596,2004-2005,133
IG 138596,2004-2005,130
IG 138596,2004-2005,126
IG 138597,2004-2005,143
IG 138597,2004-2005,144
IG 138597,2004-2005,132
IG 138598,2004-2005,139
IG 138598,2004-2005,140
IG 138598,2004-2005,128
IG 138598,2004-2005,129
IG 138599,2004-2005,140
IG 138599,2004-2005,139
IG 138599,2004-2005,127
IG 138600,2004-2005,141
IG 138600,2004-2005,140
IG 138600,2004-2005,139
IG 138600,2004-2005,125
IG 138600,2004-2005,127
IG 138600,2004-2005,128
IG 138601,2004-2005,142
IG 138601,2004-2005,130
IG 138601,2004-2005,129
IG 138601,2004-2005,128
IG 138604,2004-2005,148
IG 138604,2004-2005,147
IG 138604,2004-2005,135
IG 138604,2004-2005,136
IG 138605,2004-2005,154
IG 138605,2004-2005,153
IG 138605,2004-2005,152
IG 138605,2004-2005,139
IG 138606,2004-2005,141
IG 138606,2004-2005,142
IG 138606,2004-2005,130
IG 138607,2004-2005,139
IG 138607,2004-2005,140
IG 138607,2004-2005,141
IG 138607,2004-2005,128
IG 138607,2004-2005,126
IG 138607,2004-2005,124
IG 138608,2004-2005,147
IG 138608,2004-2005,148
IG 138608,2004-2005,138
IG 138608,2004-2005,135
IG 138608,2004-2005,131
IG 138610,2004-2005,138
IG 138610,2004-2005,132
IG 138610,2004-2005,129
IG 138610,2004-2005,126
IG 138612,2004-2005,135
IG 138612,2004-2005,134
IG 138612,2004-2005,133
IG 138612,2004-2005,127
IG 138612,2004-2005,123
IG 138612,2004-2005,118
IG 138614,2004-2005,133
IG 138614,2004-2005,118
IG 138617,2004-2005,131
IG 138617,2004-2005,129
IG 138617,2004-2005,127
IG 138617,2004-2005,118
IG 138618,2004-2005,147
IG 138618,2004-2005,149
IG 138618,2004-2005,151
IG 138618,2004-2005,137
IG 138618,2004-2005,135
IG 138618,2004-2005,132
IG 138619,2004-2005,147
IG 138619,2004-2005,144
IG 138619,2004-2005,141
IG 138619,2004-2005,133
IG 138619,2004-2005,132
IG 138619,2004-2005,131
IG 138620,2004-2005,142
IG 138620,2004-2005,130
IG 138624,2004-2005,148
IG 138624,2004-2005,146
IG 138624,2004-2005,143
IG 138624,2004-2005,132
IG 138624,2004-2005,141
IG 138626,2004-2005,149
IG 138626,2004-2005,151
IG 138626,2004-2005,152
IG 138626,2004-2005,137
IG 138626,2004-2005,143
IG 138627,2004-2005,149
IG 138627,2004-2005,148
IG 138627,2004-2005,133
IG 138628,2004-2005,148
IG 138628,2004-2005,152
IG 138628,2004-2005,155
IG 138628,2004-2005,140
IG 138628,2004-2005,139
IG 138628,2004-2005,137
IG 138634,2004-2005,148
IG 138634,2004-2005,147
IG 138634,2004-2005,145
IG 138634,2004-2005,133
IG 138634,2004-2005,135
IG 138634,2004-2005,136
IG 138640,2004-2005,148
IG 138640,2004-2005,147
IG 138640,2004-2005,146
IG 138640,2004-2005,138
IG 138640,2004-2005,137
IG 138640,2004-2005,135
IG 138643,2004-2005,148
IG 138643,2004-2005,150
IG 138643,2004-2005,151
IG 138643,2004-2005,133
IG 138644,2004-2005,144
IG 138644,2004-2005,143
IG 138644,2004-2005,131
IG 138646,2004-2005,148
IG 138646,2004-2005,149
IG 138646,2004-2005,129
IG 138646,2004-2005,133
IG 138646,2004-2005,136
IG 138647,2004-2005,143
IG 138647,2004-2005,142
IG 138647,2004-2005,128
IG 138649,2004-2005,151
IG 138649,2004-2005,150
IG 138649,2004-2005,148
IG 138649,2004-2005,139
IG 138649,2004-2005,138
IG 138649,2004-2005,137
IG 138652,2004-2005,148
IG 138652,2004-2005,149
IG 138652,2004-2005,136
IG 138654,2004-2005,144
IG 138654,2004-2005,143
IG 138654,2004-2005,142
IG 138654,2004-2005,132
IG 138661,2004-2005,151
IG 138661,2004-2005,149
IG 138661,2004-2005,147
IG 138661,2004-2005,138
IG 138661,2004-2005,137
IG 138662,2004-2005,145
IG 138662,2004-2005,146
IG 138662,2004-2005,147
IG 138662,2004-2005,138
IG 138662,2004-2005,135
IG 138662,2004-2005,132
IG 138667,2004-2005,138
IG 138667,2004-2005,140
IG 138667,2004-2005,141
IG 138667,2004-2005,125
IG 138668,2004-2005,142
IG 138668,2004-2005,145
IG 138668,2004-2005,148
IG 138668,2004-2005,132
IG 138670,2004-2005,151
IG 138670,2004-2005,155
IG 138670,2004-2005,158
IG 138670,2004-2005,143
IG 138670,2004-2005,141
IG 138670,2004-2005,139
IG 138671,2004-2005,143
IG 138671,2004-2005,146
IG 138671,2004-2005,148
IG 138671,2004-2005,132
IG 138672,2004-2005,143
IG 138672,2004-2005,132
IG 138672,2004-2005,131
IG 138673,2004-2005,145
IG 138673,2004-2005,147
IG 138673,2004-2005,148
IG 138673,2004-2005,133
IG 138673,2004-2005,134
IG 138673,2004-2005,135
IG 138675,2004-2005,149
IG 138675,2004-2005,152
IG 138675,2004-2005,154
IG 138675,2004-2005,118
IG 138675,2004-2005,129
IG 138675,2004-2005,139
IG 138677,2004-2005,148
IG 138677,2004-2005,149
IG 138677,2004-2005,133
IG 138677,2004-2005,135
IG 138677,2004-2005,136
IG 138678,2004-2005,150
IG 138678,2004-2005,151
IG 138678,2004-2005,138
IG 138679,2004-2005,143
IG 138679,2004-2005,142
IG 138679,2004-2005,131
IG 138679,2004-2005,132
IG 138681,2004-2005,151
IG 138681,2004-2005,143
IG 138681,2004-2005,144
IG 138681,2004-2005,145
IG 138685,2004-2005,149
IG 138685,2004-2005,148
IG 138685,2004-2005,136
IG 138686,2004-2005,149
IG 138686,2004-2005,148
IG 138686,2004-2005,137
IG 138686,2004-2005,136
