accenumb,campaign,days_to_heading
IG 44196,1991-1992,151
IG 44197,1991-1992,145
IG 44198,1991-1992,145
IG 44199,1991-1992,147
IG 44200,1991-1992,145
IG 44201,1991-1992,145
IG 44202,1991-1992,145
IG 44203,1991-1992,145
IG 44204,1991-1992,145
IG 44205,1991-1992,151
IG 44206,1991-1992,151
IG 44207,1991-1992,151
IG 44210,1991-1992,151
IG 44211,1991-1992,151
IG 44212,1991-1992,157
IG 44213,1991-1992,153
IG 44214,1991-1992,157
IG 44216,1991-1992,147
IG 44217,1991-1992,147
IG 44218,1991-1992,151
IG 44219,1991-1992,151
IG 44220,1991-1992,147
IG 44221,1991-1992,147
IG 44222,1991-1992,160
IG 44223,1991-1992,160
IG 44224,1991-1992,151
IG 44225,1991-1992,151
IG 44226,1991-1992,153
IG 44227,1991-1992,151
IG 44228,1991-1992,151
IG 44229,1991-1992,151
IG 44230,1991-1992,153
IG 44231,1991-1992,153
IG 44232,1991-1992,153
IG 44233,1991-1992,153
IG 44234,1991-1992,157
IG 44235,1991-1992,153
IG 44236,1991-1992,151
IG 44237,1991-1992,151
IG 44238,1991-1992,151
IG 44239,1991-1992,151
IG 44241,1991-1992,151
IG 44242,1991-1992,153
IG 44243,1991-1992,157
IG 44244,1991-1992,160
IG 44245,1991-1992,151
IG 44246,1991-1992,151
IG 44247,1991-1992,160
IG 44248,1991-1992,166
IG 44249,1991-1992,157
IG 44250,1991-1992,160
IG 44251,1991-1992,157
IG 44252,1991-1992,157
IG 44254,1991-1992,157
IG 44255,1991-1992,160
IG 44256,1991-1992,151
IG 44257,1991-1992,151
IG 44258,1991-1992,160
IG 44260,1991-1992,160
IG 44261,1991-1992,160
IG 44262,1991-1992,166
IG 44263,1991-1992,160
IG 44264,1991-1992,157
IG 44265,1991-1992,153
IG 44266,1991-1992,153
IG 44267,1991-1992,153
IG 44268,1991-1992,157
IG 44270,1991-1992,157
IG 44271,1991-1992,163
IG 44272,1991-1992,153
IG 44273,1991-1992,151
IG 44274,1991-1992,151
IG 44275,1991-1992,153
IG 44276,1991-1992,160
IG 44277,1991-1992,163
IG 44278,1991-1992,172
IG 44279,1991-1992,168
IG 44280,1991-1992,153
IG 44281,1991-1992,153
IG 44282,1991-1992,160
IG 44283,1991-1992,172
IG 44284,1991-1992,153
IG 44285,1991-1992,151
IG 44286,1991-1992,163
IG 44287,1991-1992,163
IG 44288,1991-1992,157
IG 44289,1991-1992,160
IG 44290,1991-1992,163
IG 44291,1991-1992,163
IG 44292,1991-1992,153
IG 44293,1991-1992,151
IG 44294,1991-1992,153
IG 44295,1991-1992,153
IG 44296,1991-1992,151
IG 44297,1991-1992,151
IG 44298,1991-1992,163
IG 44299,1991-1992,160
IG 84859,1991-1992,151
IG 99045,1991-1992,151
IG 99046,1991-1992,151
IG 99047,1991-1992,151
IG 99048,1991-1992,147
IG 99049,1991-1992,151
IG 99050,1991-1992,147
IG 99051,1991-1992,147
IG 99105,1991-1992,153
IG 99106,1991-1992,153
IG 99107,1991-1992,157
IG 99108,1991-1992,157
IG 99109,1991-1992,165
IG 99110,1991-1992,153
IG 99111,1991-1992,151
IG 99112,1991-1992,151
IG 99113,1991-1992,153
IG 99114,1991-1992,153
IG 99115,1991-1992,153
IG 99116,1991-1992,160
IG 99117,1991-1992,151
IG 99118,1991-1992,151
IG 99119,1991-1992,153
IG 99120,1991-1992,163
IG 99121,1991-1992,160
IG 99122,1991-1992,151
IG 99123,1991-1992,157
IG 99124,1991-1992,166
IG 99125,1991-1992,160
IG 99126,1991-1992,151
IG 99127,1991-1992,151
IG 99128,1991-1992,160
IG 99129,1991-1992,151
IG 99130,1991-1992,151
IG 99131,1991-1992,151
IG 99132,1991-1992,151
IG 99133,1991-1992,160
IG 99134,1991-1992,160
IG 99135,1991-1992,151
IG 99136,1991-1992,151
IG 99137,1991-1992,151
IG 99138,1991-1992,151
IG 99139,1991-1992,151
IG 99140,1991-1992,151
IG 99141,1991-1992,151
IG 99142,1991-1992,151
IG 99143,1991-1992,153
IG 99144,1991-1992,151
IG 99145,1991-1992,151
IG 99146,1991-1992,151
IG 99147,1991-1992,166
IG 99148,1991-1992,166
IG 99149,1991-1992,151
IG 99150,1991-1992,153
IG 99151,1991-1992,160
IG 99152,1991-1992,153
IG 99153,1991-1992,151
IG 99154,1991-1992,151
IG 99155,1991-1992,151
IG 99156,1991-1992,163
IG 99157,1991-1992,151
IG 99158,1991-1992,163
IG 99159,1991-1992,160
IG 99160,1991-1992,157
IG 99161,1991-1992,163
IG 99162,1991-1992,160
IG 99163,1991-1992,160
IG 99164,1991-1992,160
IG 99165,1991-1992,160
IG 99166,1991-1992,153
IG 99167,1991-1992,160
IG 99168,1991-1992,160
IG 99169,1991-1992,163
IG 99170,1991-1992,160
IG 99171,1991-1992,160
IG 99172,1991-1992,160
IG 99173,1991-1992,166
IG 99174,1991-1992,166
IG 99175,1991-1992,153
IG 99176,1991-1992,153
IG 99177,1991-1992,151
IG 99178,1991-1992,153
IG 99179,1991-1992,157
IG 99180,1991-1992,157
IG 99181,1991-1992,163
IG 99182,1991-1992,163
IG 99183,1991-1992,160
IG 99184,1991-1992,160
IG 99185,1991-1992,151
IG 99186,1991-1992,151
IG 99187,1991-1992,153
IG 99188,1991-1992,151
IG 99189,1991-1992,151
IG 99190,1991-1992,151
IG 99191,1991-1992,151
IG 99192,1991-1992,151
IG 99193,1991-1992,157
IG 99194,1991-1992,153
IG 99195,1991-1992,151
IG 99196,1991-1992,151
IG 99197,1991-1992,151
IG 99198,1991-1992,151
IG 99199,1991-1992,151
IG 99200,1991-1992,151
IG 99201,1991-1992,151
IG 99202,1991-1992,147
IG 99203,1991-1992,163
IG 99204,1991-1992,166
IG 107099,1993-1994,140
IG 107100,1993-1994,134
IG 107101,1993-1994,128
IG 107102,1993-1994,136
IG 107103,1993-1994,134
IG 107104,1993-1994,146
IG 107105,1993-1994,134
IG 107106,1993-1994,136
IG 107107,1993-1994,138
IG 107108,1993-1994,134
IG 107109,1993-1994,134
IG 107110,1993-1994,134
IG 107111,1993-1994,134
IG 107112,1993-1994,128
IG 107113,1993-1994,134
IG 107114,1993-1994,134
IG 107115,1993-1994,140
IG 107116,1993-1994,134
IG 107117,1993-1994,134
IG 107118,1993-1994,134
IG 107119,1993-1994,136
IG 107120,1993-1994,134
IG 107121,1993-1994,130
IG 107122,1993-1994,136
IG 107123,1993-1994,134
IG 107124,1993-1994,126
IG 107125,1993-1994,130
IG 107126,1993-1994,126
IG 107127,1993-1994,134
IG 107128,1993-1994,140
IG 107129,1993-1994,140
IG 107130,1993-1994,138
IG 107131,1993-1994,134
IG 107132,1993-1994,134
IG 107133,1993-1994,134
IG 107134,1993-1994,136
IG 107135,1993-1994,134
IG 107136,1993-1994,138
IG 107138,1993-1994,134
IG 107139,1993-1994,126
IG 107140,1993-1994,134
IG 107141,1993-1994,130
IG 107142,1993-1994,134
IG 107143,1993-1994,134
IG 107144,1993-1994,143
IG 107145,1993-1994,132
IG 107146,1993-1994,132
IG 107147,1993-1994,143
IG 107148,1993-1994,136
IG 107149,1993-1994,138
IG 107151,1993-1994,138
IG 107152,1993-1994,146
IG 107153,1993-1994,138
IG 107154,1993-1994,146
IG 107155,1993-1994,151
IG 107156,1993-1994,151
IG 107157,1993-1994,143
IG 107158,1993-1994,143
IG 107159,1993-1994,143
IG 107160,1993-1994,145
IG 107161,1993-1994,143
IG 107163,1993-1994,152
IG 107164,1993-1994,143
IG 107165,1993-1994,140
IG 107166,1993-1994,136
IG 107167,1993-1994,130
IG 107171,1993-1994,143
IG 107172,1993-1994,130
IG 107450,1993-1994,145
IG 108446,1993-1994,152
IG 108448,1993-1994,146
IG 108454,1993-1994,142
IG 108471,1993-1994,145
IG 108475,1993-1994,140
IG 108518,1993-1994,126
IG 108520,1993-1994,129
IG 108524,1993-1994,126
IG 108533,1993-1994,132
IG 108538,1993-1994,132
IG 108557,1993-1994,132
IG 108567,1993-1994,132
IG 108569,1993-1994,137
IG 108585,1993-1994,132
IG 108713,1993-1994,130
IG 108714,1993-1994,138
IG 108715,1993-1994,140
IG 108716,1993-1994,134
IG 108717,1993-1994,145
IG 108718,1993-1994,132
IG 108719,1993-1994,132
IG 108720,1993-1994,134
IG 108721,1993-1994,134
IG 108722,1993-1994,130
IG 108723,1993-1994,126
IG 108724,1993-1994,121
IG 108725,1993-1994,126
IG 108727,1993-1994,129
IG 108728,1993-1994,129
IG 108729,1993-1994,129
IG 108730,1993-1994,134
IG 108732,1993-1994,126
IG 108733,1993-1994,141
IG 108736,1993-1994,126
IG 108737,1993-1994,126
IG 108740,1993-1994,121
IG 108742,1993-1994,129
IG 108746,1993-1994,126
IG 108748,1993-1994,126
IG 108749,1993-1994,121
IG 108752,1993-1994,137
IG 108753,1993-1994,121
IG 108754,1993-1994,126
IG 108755,1993-1994,126
IG 108756,1993-1994,126
IG 108757,1993-1994,121
IG 108758,1993-1994,129
IG 108759,1993-1994,126
IG 108760,1993-1994,126
IG 108762,1993-1994,126
IG 108763,1993-1994,126
IG 108764,1993-1994,121
IG 108765,1993-1994,129
IG 108766,1993-1994,137
IG 108767,1993-1994,137
IG 108768,1993-1994,132
IG 108769,1993-1994,126
IG 108770,1993-1994,126
IG 108771,1993-1994,129
IG 108772,1993-1994,126
IG 108773,1993-1994,126
IG 108774,1993-1994,126
IG 108775,1993-1994,129
IG 108776,1993-1994,126
IG 108777,1993-1994,126
IG 108778,1993-1994,121
IG 108779,1993-1994,126
IG 108780,1993-1994,126
IG 108782,1993-1994,121
IG 108796,1993-1994,126
IG 108797,1993-1994,126
IG 108798,1993-1994,126
IG 108799,1993-1994,126
IG 108800,1993-1994,126
IG 108801,1993-1994,126
IG 108802,1993-1994,129
IG 108803,1993-1994,134
IG 108814,1993-1994,126
IG 108815,1993-1994,129
IG 108818,1993-1994,126
IG 108820,1993-1994,126
IG 108821,1993-1994,126
IG 108823,1993-1994,134
IG 108824,1993-1994,129
IG 108825,1993-1994,126
IG 108826,1993-1994,129
IG 108827,1993-1994,137
IG 108831,1993-1994,137
IG 108894,1993-1994,126
IG 108895,1993-1994,137
IG 108896,1993-1994,129
IG 108897,1993-1994,126
IG 110706,1993-1994,130
IG 110706,1993-1994,136
IG 110706,1993-1994,134
IG 44699,1993-1994,140
IG 44700,1993-1994,140
IG 44701,1993-1994,140
IG 44703,1993-1994,137
IG 44704,1993-1994,140
IG 44705,1993-1994,140
IG 44706,1993-1994,140
IG 44710,1993-1994,140
IG 44712,1993-1994,149
IG 44713,1993-1994,151
IG 44716,1993-1994,151
IG 44717,1993-1994,140
IG 44718,1993-1994,137
IG 44719,1993-1994,140
IG 76300,1993-1994,126
IG 76300,1993-1994,121
IG 76301,1993-1994,126
IG 76301,1993-1994,118
IG 76302,1993-1994,132
IG 76302,1993-1994,126
IG 84859,1993-1994,134
IG 99307,1993-1994,140
IG 99308,1993-1994,140
IG 99309,1993-1994,140
IG 99310,1993-1994,137
IG 99311,1993-1994,137
IG 99312,1993-1994,137
IG 99313,1993-1994,137
IG 99314,1993-1994,137
IG 99315,1993-1994,137
IG 110847,1994-1995,154
IG 110848,1994-1995,154
IG 110849,1994-1995,156
IG 110850,1994-1995,156
IG 110852,1994-1995,156
IG 110853,1994-1995,154
IG 110854,1994-1995,154
IG 110855,1994-1995,156
IG 110856,1994-1995,154
IG 110858,1994-1995,154
IG 110859,1994-1995,152
IG 110860,1994-1995,158
IG 110861,1994-1995,149
IG 110864,1994-1995,149
IG 110865,1994-1995,149
IG 110866,1994-1995,152
IG 110867,1994-1995,162
IG 110868,1994-1995,149
IG 110869,1994-1995,156
IG 110871,1994-1995,156
IG 110872,1994-1995,156
IG 110873,1994-1995,156
IG 110874,1994-1995,149
IG 110875,1994-1995,154
IG 110876,1994-1995,139
IG 110877,1994-1995,139
IG 110878,1994-1995,139
IG 110879,1994-1995,158
IG 110880,1994-1995,162
IG 110881,1994-1995,133
IG 110882,1994-1995,156
IG 110883,1994-1995,142
IG 110884,1994-1995,139
IG 110885,1994-1995,152
IG 110888,1994-1995,158
IG 110889,1994-1995,154
IG 110890,1994-1995,142
IG 110891,1994-1995,142
IG 110892,1994-1995,139
IG 110893,1994-1995,142
IG 110894,1994-1995,149
IG 110896,1994-1995,149
IG 110897,1994-1995,152
IG 110898,1994-1995,149
IG 110900,1994-1995,154
IG 110901,1994-1995,142
IG 110902,1994-1995,156
IG 110903,1994-1995,154
IG 110904,1994-1995,150
IG 110907,1994-1995,156
IG 110908,1994-1995,152
IG 110910,1994-1995,154
IG 110911,1994-1995,154
IG 110912,1994-1995,149
IG 110913,1994-1995,156
IG 113059,1994-1995,133
IG 113064,1994-1995,142
IG 113065,1994-1995,139
IG 113069,1994-1995,149
IG 113070,1994-1995,154
IG 113071,1994-1995,154
IG 113072,1994-1995,158
IG 113075,1994-1995,150
IG 113081,1994-1995,139
IG 113089,1994-1995,133
IG 113090,1994-1995,142
IG 113097,1994-1995,142
IG 113098,1994-1995,149
IG 113099,1994-1995,149
IG 113100,1994-1995,142
IG 113101,1994-1995,149
IG 113102,1994-1995,149
IG 113103,1994-1995,149
IG 113105,1994-1995,149
IG 113106,1994-1995,142
IG 113107,1994-1995,156
IG 113108,1994-1995,149
IG 113109,1994-1995,149
IG 113110,1994-1995,149
IG 113111,1994-1995,146
IG 113112,1994-1995,142
IG 113113,1994-1995,149
IG 113116,1994-1995,142
IG 113117,1994-1995,149
IG 113218,1994-1995,158
IG 113219,1994-1995,158
IG 113220,1994-1995,149
IG 113221,1994-1995,142
IG 113222,1994-1995,142
IG 113223,1994-1995,149
IG 113224,1994-1995,149
IG 113225,1994-1995,142
IG 113226,1994-1995,142
IG 113227,1994-1995,146
IG 82788,1994-1995,145
IG 82937,1994-1995,150
IG 83898,1994-1995,148
IG 84859,1994-1995,145
IG 84863,1994-1995,150
IG 84867,1994-1995,150
IG 87760,1994-1995,150
IG 92267,1994-1995,148
IG 92286,1994-1995,150
IG 92305,1994-1995,148
IG 92309,1994-1995,148
IG 92330,1994-1995,150
IG 92338,1994-1995,148
IG 92350,1994-1995,145
IG 92354,1994-1995,148
IG 92357,1994-1995,144
IG 92399,1994-1995,145
IG 95788,1994-1995,144
IG 95789,1994-1995,144
IG 95790,1994-1995,144
IG 95791,1994-1995,148
IG 95792,1994-1995,148
IG 95793,1994-1995,145
IG 95794,1994-1995,148
IG 95795,1994-1995,148
IG 95796,1994-1995,145
IG 95797,1994-1995,145
IG 95798,1994-1995,144
IG 95799,1994-1995,144
IG 95800,1994-1995,144
IG 95801,1994-1995,144
IG 95802,1994-1995,144
IG 95803,1994-1995,144
IG 95805,1994-1995,148
IG 95806,1994-1995,144
IG 95807,1994-1995,144
IG 95808,1994-1995,145
IG 95809,1994-1995,145
IG 95810,1994-1995,144
IG 95811,1994-1995,144
IG 95812,1994-1995,148
IG 95813,1994-1995,148
IG 95815,1994-1995,148
IG 95816,1994-1995,148
IG 95818,1994-1995,148
IG 95819,1994-1995,150
IG 95820,1994-1995,150
IG 95821,1994-1995,145
IG 95822,1994-1995,148
IG 95824,1994-1995,145
IG 95825,1994-1995,148
IG 95826,1994-1995,148
IG 95827,1994-1995,145
IG 95828,1994-1995,148
IG 95829,1994-1995,148
IG 95830,1994-1995,148
IG 95832,1994-1995,144
IG 95836,1994-1995,148
IG 95839,1994-1995,148
IG 95843,1994-1995,150
IG 95844,1994-1995,148
IG 95845,1994-1995,148
IG 95849,1994-1995,150
IG 95851,1994-1995,145
IG 95852,1994-1995,148
IG 95853,1994-1995,145
IG 95857,1994-1995,150
IG 95858,1994-1995,145
IG 95860,1994-1995,148
IG 95861,1994-1995,148
IG 95862,1994-1995,148
IG 95866,1994-1995,148
IG 95868,1994-1995,145
IG 95870,1994-1995,150
IG 95877,1994-1995,148
IG 95878,1994-1995,150
IG 95881,1994-1995,148
IG 95882,1994-1995,148
IG 95883,1994-1995,150
IG 95884,1994-1995,148
IG 95886,1994-1995,150
IG 95887,1994-1995,145
IG 95888,1994-1995,150
IG 95889,1994-1995,150
IG 95890,1994-1995,150
IG 95891,1994-1995,148
IG 95892,1994-1995,145
IG 95893,1994-1995,148
IG 95894,1994-1995,148
IG 95895,1994-1995,148
IG 95896,1994-1995,148
IG 95898,1994-1995,148
IG 95900,1994-1995,148
IG 95901,1994-1995,150
IG 95903,1994-1995,150
IG 95905,1994-1995,150
IG 95906,1994-1995,148
IG 95907,1994-1995,148
IG 95908,1994-1995,150
IG 95913,1994-1995,148
IG 95916,1994-1995,148
IG 95917,1994-1995,150
IG 95918,1994-1995,148
IG 95919,1994-1995,150
IG 95920,1994-1995,150
IG 95921,1994-1995,150
IG 95923,1994-1995,150
IG 95925,1994-1995,148
IG 95927,1994-1995,145
IG 95929,1994-1995,145
IG 95930,1994-1995,150
IG 95931,1994-1995,150
IG 95932,1994-1995,150
IG 95933,1994-1995,150
IG 95934,1994-1995,150
IG 95935,1994-1995,150
IG 95936,1994-1995,150
IG 95940,1994-1995,150
IG 95941,1994-1995,150
IG 95942,1994-1995,145
IG 95943,1994-1995,150
IG 95947,1994-1995,148
IG 95948,1994-1995,150
IG 95949,1994-1995,150
IG 95987,1994-1995,150
IG 96149,1994-1995,150
IG 96150,1994-1995,148
IG 96152,1994-1995,145
IG 96153,1994-1995,148
IG 96154,1994-1995,148
IG 96155,1994-1995,148
IG 96156,1994-1995,145
IG 96157,1994-1995,145
IG 96158,1994-1995,148
IG 96159,1994-1995,148
IG 96160,1994-1995,145
IG 96161,1994-1995,145
IG 96163,1994-1995,150
IG 96170,1994-1995,148
IG 96174,1994-1995,148
IG 96185,1994-1995,150
IG 96189,1994-1995,150
IG 97412,1994-1995,145
IG 98929,1994-1995,150
IG 107099,1995-1996,146
IG 107100,1995-1996,140
IG 107101,1995-1996,135
IG 107102,1995-1996,148
IG 107103,1995-1996,140
IG 107104,1995-1996,154
IG 107105,1995-1996,142
IG 107106,1995-1996,142
IG 107107,1995-1996,146
IG 107108,1995-1996,142
IG 107109,1995-1996,142
IG 107110,1995-1996,142
IG 107111,1995-1996,142
IG 107112,1995-1996,135
IG 107113,1995-1996,140
IG 107114,1995-1996,142
IG 107115,1995-1996,146
IG 107116,1995-1996,140
IG 107117,1995-1996,140
IG 107118,1995-1996,138
IG 107119,1995-1996,142
IG 107120,1995-1996,140
IG 107121,1995-1996,135
IG 107122,1995-1996,142
IG 107123,1995-1996,140
IG 107124,1995-1996,135
IG 107125,1995-1996,140
IG 107126,1995-1996,133
IG 107127,1995-1996,140
IG 107128,1995-1996,148
IG 107129,1995-1996,140
IG 107130,1995-1996,143
IG 107131,1995-1996,135
IG 107132,1995-1996,142
IG 107133,1995-1996,138
IG 107134,1995-1996,142
IG 107135,1995-1996,142
IG 107136,1995-1996,140
IG 107138,1995-1996,140
IG 107139,1995-1996,135
IG 107140,1995-1996,142
IG 107141,1995-1996,135
IG 107142,1995-1996,142
IG 107143,1995-1996,142
IG 107144,1995-1996,154
IG 107145,1995-1996,138
IG 107146,1995-1996,140
IG 107147,1995-1996,148
IG 107148,1995-1996,146
IG 107149,1995-1996,146
IG 107151,1995-1996,146
IG 107152,1995-1996,152
IG 107153,1995-1996,152
IG 107154,1995-1996,148
IG 107155,1995-1996,154
IG 107156,1995-1996,152
IG 107157,1995-1996,146
IG 107158,1995-1996,148
IG 107159,1995-1996,146
IG 107160,1995-1996,146
IG 107161,1995-1996,142
IG 107163,1995-1996,152
IG 107164,1995-1996,146
IG 107165,1995-1996,146
IG 107166,1995-1996,138
IG 107167,1995-1996,135
IG 108518,1995-1996,132
IG 108520,1995-1996,138
IG 108524,1995-1996,130
IG 108533,1995-1996,138
IG 108538,1995-1996,135
IG 108557,1995-1996,138
IG 108567,1995-1996,135
IG 108569,1995-1996,142
IG 108585,1995-1996,138
IG 108645,1995-1996,142
IG 108659,1995-1996,138
IG 108664,1995-1996,138
IG 108665,1995-1996,138
IG 108670,1995-1996,138
IG 108673,1995-1996,138
IG 108713,1995-1996,130
IG 108714,1995-1996,138
IG 108715,1995-1996,142
IG 108716,1995-1996,135
IG 108717,1995-1996,135
IG 108718,1995-1996,128
IG 108719,1995-1996,133
IG 108720,1995-1996,129
IG 108721,1995-1996,134
IG 108722,1995-1996,127
IG 108723,1995-1996,138
IG 108724,1995-1996,133
IG 108725,1995-1996,133
IG 108727,1995-1996,140
IG 108730,1995-1996,150
IG 108732,1995-1996,140
IG 108740,1995-1996,135
IG 108746,1995-1996,138
IG 108748,1995-1996,146
IG 108748,1995-1996,164
IG 108749,1995-1996,133
IG 108753,1995-1996,132
IG 108754,1995-1996,135
IG 108755,1995-1996,136
IG 108759,1995-1996,133
IG 108762,1995-1996,138
IG 108763,1995-1996,140
IG 108764,1995-1996,135
IG 108768,1995-1996,144
IG 108773,1995-1996,135
IG 108776,1995-1996,135
IG 108777,1995-1996,140
IG 108778,1995-1996,138
IG 108779,1995-1996,135
IG 108780,1995-1996,138
IG 108781,1995-1996,142
IG 108782,1995-1996,135
IG 108796,1995-1996,140
IG 108798,1995-1996,138
IG 108799,1995-1996,138
IG 108800,1995-1996,140
IG 108801,1995-1996,136
IG 108803,1995-1996,142
IG 108814,1995-1996,136
IG 108815,1995-1996,140
IG 108821,1995-1996,136
IG 108823,1995-1996,138
IG 108826,1995-1996,135
IG 108894,1995-1996,135
IG 108896,1995-1996,130
IG 108897,1995-1996,138
IG 110706,1995-1996,164
IG 110707,1995-1996,156
IG 110708,1995-1996,173
IG 110709,1995-1996,164
IG 110849,1995-1996,146
IG 110852,1995-1996,146
IG 110855,1995-1996,146
IG 110860,1995-1996,146
IG 110865,1995-1996,138
IG 110867,1995-1996,146
IG 110872,1995-1996,144
IG 110874,1995-1996,142
IG 110876,1995-1996,129
IG 110877,1995-1996,140
IG 110879,1995-1996,146
IG 110881,1995-1996,135
IG 110883,1995-1996,142
IG 110884,1995-1996,135
IG 110888,1995-1996,144
IG 110890,1995-1996,140
IG 110891,1995-1996,135
IG 110893,1995-1996,135
IG 110896,1995-1996,144
IG 110898,1995-1996,142
IG 110900,1995-1996,143
IG 110902,1995-1996,144
IG 110907,1995-1996,148
IG 110911,1995-1996,146
IG 110913,1995-1996,148
IG 40803,1995-1996,135
IG 40823,1995-1996,138
IG 40828,1995-1996,140
IG 40847,1995-1996,140
IG 41219,1995-1996,129
IG 41230,1995-1996,135
IG 41232,1995-1996,130
IG 41243,1995-1996,142
IG 41244,1995-1996,142
IG 41248,1995-1996,144
IG 41260,1995-1996,154
IG 41270,1995-1996,152
IG 41274,1995-1996,156
IG 41277,1995-1996,146
IG 41304,1995-1996,152
IG 41317,1995-1996,152
IG 41325,1995-1996,156
IG 41337,1995-1996,152
IG 41338,1995-1996,135
IG 41420,1995-1996,173
IG 41421,1995-1996,146
IG 41435,1995-1996,142
IG 41436,1995-1996,173
IG 41441,1995-1996,142
IG 41472,1995-1996,144
IG 41490,1995-1996,167
IG 41500,1995-1996,146
IG 41515,1995-1996,138
IG 41558,1995-1996,129
IG 41561,1995-1996,133
IG 41562,1995-1996,135
IG 41564,1995-1996,156
IG 41652,1995-1996,127
IG 41653,1995-1996,144
IG 41872,1995-1996,138
IG 41876,1995-1996,135
IG 41879,1995-1996,132
IG 41879,1995-1996,156
IG 41885,1995-1996,138
IG 41886,1995-1996,142
IG 41888,1995-1996,142
IG 41889,1995-1996,135
IG 41890,1995-1996,135
IG 41897,1995-1996,133
IG 41898,1995-1996,133
IG 41899,1995-1996,168
IG 41900,1995-1996,133
IG 41900,1995-1996,156
IG 41901,1995-1996,140
IG 41905,1995-1996,140
IG 41908,1995-1996,135
IG 41912,1995-1996,148
IG 41916,1995-1996,135
IG 41923,1995-1996,136
IG 41926,1995-1996,135
IG 41926,1995-1996,164
IG 41927,1995-1996,135
IG 41929,1995-1996,130
IG 41929,1995-1996,156
IG 41930,1995-1996,135
IG 41933,1995-1996,146
IG 41938,1995-1996,146
IG 41939,1995-1996,146
IG 41940,1995-1996,140
IG 41941,1995-1996,133
IG 41942,1995-1996,144
IG 41944,1995-1996,135
IG 41945,1995-1996,135
IG 41948,1995-1996,133
IG 41949,1995-1996,133
IG 41950,1995-1996,130
IG 41951,1995-1996,128
IG 41959,1995-1996,152
IG 41961,1995-1996,142
IG 41963,1995-1996,142
IG 41970,1995-1996,138
IG 41971,1995-1996,136
IG 41973,1995-1996,138
IG 41977,1995-1996,154
IG 41979,1995-1996,150
IG 41981,1995-1996,130
IG 41989,1995-1996,140
IG 41995,1995-1996,135
IG 42000,1995-1996,135
IG 42001,1995-1996,136
IG 42004,1995-1996,140
IG 42005,1995-1996,142
IG 42007,1995-1996,142
IG 42009,1995-1996,156
IG 42010,1995-1996,156
IG 42013,1995-1996,156
IG 42017,1995-1996,164
IG 42062,1995-1996,156
IG 42063,1995-1996,146
IG 42071,1995-1996,140
IG 42073,1995-1996,135
IG 42077,1995-1996,135
IG 42080,1995-1996,142
IG 42081,1995-1996,140
IG 42081,1995-1996,156
IG 42087,1995-1996,135
IG 42088,1995-1996,132
IG 42089,1995-1996,138
IG 42090,1995-1996,135
IG 42092,1995-1996,136
IG 42094,1995-1996,140
IG 42095,1995-1996,135
IG 42096,1995-1996,146
IG 42104,1995-1996,146
IG 42105,1995-1996,136
IG 42108,1995-1996,135
IG 42109,1995-1996,138
IG 42111,1995-1996,133
IG 42112,1995-1996,140
IG 42115,1995-1996,135
IG 42116,1995-1996,135
IG 42186,1995-1996,152
IG 42187,1995-1996,129
IG 42320,1995-1996,178
IG 42338,1995-1996,178
IG 42488,1995-1996,146
IG 42509,1995-1996,148
IG 42524,1995-1996,148
IG 42537,1995-1996,150
IG 42556,1995-1996,152
IG 42567,1995-1996,148
IG 42584,1995-1996,130
IG 42585,1995-1996,138
IG 42586,1995-1996,132
IG 42587,1995-1996,133
IG 42675,1995-1996,142
IG 42679,1995-1996,140
IG 42685,1995-1996,138
IG 42686,1995-1996,140
IG 42689,1995-1996,142
IG 42692,1995-1996,146
IG 42694,1995-1996,142
IG 42701,1995-1996,142
IG 42702,1995-1996,138
IG 42703,1995-1996,140
IG 42704,1995-1996,136
IG 42707,1995-1996,142
IG 42708,1995-1996,148
IG 42709,1995-1996,144
IG 42716,1995-1996,154
IG 42727,1995-1996,148
IG 42728,1995-1996,178
IG 42731,1995-1996,154
IG 42734,1995-1996,178
IG 42735,1995-1996,150
IG 42743,1995-1996,142
IG 42744,1995-1996,142
IG 42745,1995-1996,140
IG 42746,1995-1996,140
IG 42748,1995-1996,148
IG 42751,1995-1996,150
IG 42762,1995-1996,156
IG 42768,1995-1996,138
IG 42769,1995-1996,142
IG 42779,1995-1996,135
IG 42813,1995-1996,148
IG 42815,1995-1996,178
IG 42818,1995-1996,148
IG 42820,1995-1996,173
IG 42823,1995-1996,142
IG 42834,1995-1996,150
IG 42835,1995-1996,142
IG 42840,1995-1996,178
IG 42849,1995-1996,154
IG 42856,1995-1996,146
IG 42859,1995-1996,178
IG 42862,1995-1996,148
IG 42867,1995-1996,178
IG 42884,1995-1996,152
IG 42917,1995-1996,178
IG 42977,1995-1996,150
IG 42993,1995-1996,178
IG 43012,1995-1996,148
IG 43023,1995-1996,154
IG 43026,1995-1996,167
IG 43063,1995-1996,152
IG 43066,1995-1996,148
IG 43069,1995-1996,132
IG 43070,1995-1996,152
IG 43076,1995-1996,152
IG 43080,1995-1996,152
IG 43081,1995-1996,154
IG 43082,1995-1996,150
IG 43083,1995-1996,152
IG 43085,1995-1996,142
IG 43088,1995-1996,150
IG 43092,1995-1996,148
IG 43097,1995-1996,178
IG 43099,1995-1996,178
IG 43100,1995-1996,178
IG 43101,1995-1996,178
IG 43102,1995-1996,178
IG 43119,1995-1996,178
IG 43148,1995-1996,148
IG 43153,1995-1996,147
