genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
IG 138432,151.93,97.28,22.31
IG 138433,150.4,109.56,29.36
IG 138435,145.11,109.87,37.22
IG 138436,NA,104.88,NA
IG 138437,NA,94.44,NA
IG 138438,135.54,103.07,28.3
IG 138439,156.96,98.76,29.69
IG 138440,150.95,103.51,30.92
IG 138441,146.26,104.51,38.6
IG 138442,152.17,103.04,30.06
IG 138443,147.11,105.95,32.5
IG 138444,141.55,105.62,32.84
IG 138446,NA,98.5,26.26
IG 138447,NA,NA,NA
IG 138448,NA,103.38,NA
IG 138449,144.49,108.76,32.13
IG 138451,NA,110.99,NA
IG 138452,141.28,101.22,34.44
IG 138453,NA,95.48,NA
IG 138454,NA,74.12,NA
IG 138455,153.34,88.06,25.02
IG 138456,NA,84.5,NA
IG 138457,148.7,107.76,27.11
IG 138458,140.34,109.13,35.77
IG 138461,NA,94.62,NA
IG 138462,145.64,97.86,16.36
IG 138463,NA,NA,NA
IG 138464,149.4,111.99,26.8
IG 138465,148.12,111.08,29.25
IG 138466,145.2,110.48,34.33
IG 138467,145.9,100.52,37.42
IG 138468,147.19,104.52,24.56
IG 138469,138.86,99.51,36.16
IG 138470,147.83,99.66,26.41
IG 138471,147,105.64,26.72
IG 138472,145,103,29.77
IG 138473,144.41,110.81,31.12
IG 138474,148.41,110.84,24.97
IG 138475,148.84,110.39,29.14
IG 138476,137.95,92.38,41.14
IG 138477,141.13,101.99,34.47
IG 138478,140.51,101.07,33.75
IG 138479,148.23,109.75,35.97
IG 138480,154.23,109.15,24.17
IG 138481,151.04,98.71,22.92
IG 138482,139.53,97.21,30.88
IG 138483,133.86,91.31,31.53
IG 138484,148.71,99.12,34.96
IG 138485,NA,99.81,32.05
IG 138486,137.6,103.07,37.86
IG 138487,152.04,101.96,31.42
IG 138488,150.94,97.48,31.28
IG 138489,NA,91.12,29.71
IG 138490,150.44,100.99,24.46
IG 138491,133.28,98.55,32.14
IG 138492,NA,NA,NA
IG 138493,150.34,106.8,32.36
IG 138494,154.53,105.06,29.51
IG 138495,152.12,104.8,18.17
IG 138496,NA,NA,15.73
IG 138497,NA,NA,NA
IG 138498,130.7,105.15,31.03
IG 138499,130.15,87.6,35.27
IG 138500,132.03,91.09,33.12
IG 138501,NA,90.37,32.98
IG 138502,139.96,98.97,31.61
IG 138503,NA,85.7,NA
IG 138504,NA,119.58,24.12
IG 138505,147.33,113.05,23.94
IG 138506,NA,120.24,NA
IG 138507,153.45,101.84,22.45
IG 138508,151.27,105.89,26.29
IG 138509,133.32,88.75,30.6
IG 138510,147.14,115.2,27.56
IG 138511,NA,105.8,NA
IG 138512,134.3,87.7,22.4
IG 138513,146.83,107.22,44.7
IG 138515,NA,NA,NA
IG 138516,148.6,110.36,21.6
IG 138517,155.17,106.35,20.44
IG 138518,NA,NA,NA
IG 138519,154.11,107.14,23.26
IG 138520,143.8,97.64,31.58
IG 138521,146.76,104.96,21.33
IG 138523,161.16,87.08,29.65
IG 138524,146.92,104.61,34.82
IG 138525,NA,94.16,39.6
IG 138526,159.56,100.5,25.92
IG 138527,150.04,111.09,32.87
IG 138529,NA,NA,NA
IG 138530,149.73,103.76,26.83
IG 138531,143.91,105.97,40.18
IG 138532,150.69,98.05,28.17
IG 138533,NA,83.74,34.9
IG 138534,143.45,102.54,37.92
IG 138535,146.98,98.72,39.92
IG 138536,150.6,99.47,40.68
IG 138537,NA,98.18,38.41
IG 138538,NA,104.36,25.88
IG 138539,153.25,102.8,20.62
IG 138540,152.03,106.4,22.58
IG 138541,151.77,101.2,23.41
IG 138542,149.1,112.15,NA
IG 138543,148.75,110.45,25.84
IG 138544,147.73,113.14,25.15
IG 138545,157.73,104.68,32.12
IG 138546,NA,87.85,31.97
IG 138547,131.38,94.58,38.31
IG 138548,141.62,96.6,25.57
IG 138549,130.22,79.68,29.25
IG 138550,NA,NA,NA
IG 138551,133.12,101.03,30.8
IG 138552,142.43,102.93,34.76
IG 138553,NA,NA,NA
IG 138554,128.93,87.61,34.35
IG 138555,144.2,91.77,36.52
IG 138557,153.42,91.95,22.09
IG 138558,NA,92.43,24.53
IG 138559,146.26,101.54,23.47
IG 138560,NA,100.37,22.33
IG 138561,157.63,97.79,23.11
IG 138562,147.64,101.45,36.73
IG 138563,NA,NA,NA
IG 138564,147.5,95.95,33.84
IG 138565,NA,93.93,26.31
IG 138566,NA,90.44,NA
IG 138567,144.14,111.56,28.83
IG 138568,148.91,112.78,28.95
IG 138569,152.84,113.8,27.46
IG 138570,149.01,102.6,38.39
IG 138571,150.92,107.69,30.17
IG 138572,147.24,113.26,37.76
IG 138573,151.12,106.54,25.16
IG 138574,151.55,107.95,22.85
IG 138575,NA,108.95,NA
IG 138576,148.64,102.61,21.43
IG 138577,157.07,100.37,23.26
IG 138578,153.05,106.26,21.44
IG 138579,NA,96.54,24.39
IG 138580,149.33,109.57,25.59
IG 138581,155.7,104.74,21.21
IG 138582,151.94,103.76,24.4
IG 138583,153.98,104.17,21.98
IG 138584,NA,NA,NA
IG 138586,150.07,109.25,32.3
IG 138587,148.88,106.14,25.4
IG 138588,152.76,106.07,25.58
IG 138589,153.33,105.17,33.28
IG 138590,151.05,99.16,25.76
IG 138591,NA,93.83,22.38
IG 138592,142.36,103.24,21.01
IG 138593,NA,99.51,38.19
IG 138595,146.5,96.65,25.73
IG 138596,145.78,107.19,37.06
IG 138597,148.3,105,39
IG 138598,142.2,106.33,41.21
IG 138599,143.91,111.81,32.63
IG 138600,142.38,111.26,39.66
IG 138601,143.22,106.13,34.73
IG 138602,NA,89.81,39.04
IG 138603,NA,104.48,25.89
IG 138604,152.08,112.51,24.89
IG 138605,159.33,102.19,21.02
IG 138606,145.92,102.78,20.01
IG 138607,141.44,109.69,24.62
IG 138608,151.23,95.28,21.13
IG 138609,NA,95.79,32.98
IG 138610,137.76,106.56,26.87
IG 138611,139.15,99.95,NA
IG 138612,137.71,108.18,37.63
IG 138613,NA,100.24,20.42
IG 138614,132.6,103.27,36.14
IG 138615,NA,75.47,38.59
IG 138616,NA,67.01,30.82
IG 138617,132.99,96.36,38.28
IG 138618,151.47,99.85,28.51
IG 138619,147.96,99.49,30.15
IG 138620,145.89,90.82,34.66
IG 138622,129.46,74.24,40.18
IG 138623,NA,69.35,28.38
IG 138624,150.17,97.59,34.8
IG 138625,NA,79.99,27.82
IG 138626,154.11,93.13,25.75
IG 138627,151.96,92.93,24.77
IG 138628,154.5,88.1,24.61
IG 138629,NA,NA,33.03
IG 138630,NA,NA,29.13
IG 138631,NA,78.41,24.8
IG 138633,NA,NA,20.52
IG 138634,149.61,91.34,23.11
IG 138635,NA,NA,17.12
IG 138638,NA,89.3,33.42
IG 138640,152.36,98.46,23.04
IG 138641,NA,NA,NA
IG 138642,NA,87.1,30.18
IG 138643,155.01,102.48,28.73
IG 138644,149.74,100.07,36.31
IG 138645,NA,NA,35.78
IG 138646,148.04,96.23,36.38
IG 138647,146.56,112.96,33.5
IG 138648,NA,103.02,28.73
IG 138649,149.41,102.22,28.36
IG 138650,NA,NA,NA
IG 138651,NA,NA,NA
IG 138652,154.75,97.49,30.21
IG 138653,NA,110.61,NA
IG 138654,149.6,107.33,26.57
IG 138655,157.37,113.16,NA
IG 138656,NA,119.48,NA
IG 138657,NA,88.74,26.02
IG 138658,NA,109.39,34.83
IG 138659,NA,NA,25.47
IG 138660,NA,NA,NA
IG 138661,151.88,99.09,30.43
IG 138662,151.35,101.29,29.67
IG 138663,NA,NA,NA
IG 138666,NA,NA,NA
IG 138667,145.38,107.06,29.47
IG 138668,151.51,102.93,26.57
IG 138670,157.79,96.03,28.18
IG 138671,148.67,102.58,30.7
IG 138672,145.16,105.83,22.94
IG 138673,150.14,117.15,26.85
IG 138674,NA,100.47,30.91
IG 138675,150.17,96.51,30.62
IG 138676,153.73,117.08,33.14
IG 138677,151.26,105.77,33.25
IG 138678,155.79,122.68,28.97
IG 138679,148.07,113.22,34.39
IG 138680,NA,109.25,31.47
IG 138681,156.09,103.95,29.38
IG 138682,NA,NA,NA
IG 138683,NA,102.43,24.5
IG 138684,NA,95.4,NA
IG 138685,155.32,97.28,29.46
IG 138686,151.91,101.82,28.23
IG 138687,152.94,98.66,33.12
IG 138688,154.74,99.63,27.84
IG 138689,NA,98.08,34.04
IG 138690,150.67,104.67,37.03
IG 138691,155.73,91.22,28.39
IG 138692,155.66,105.37,26.53
IG 138693,NA,109.87,NA
IG 138694,155.46,104.78,31.38
IG 138695,152.48,105.93,27.19
IG 138697,161.72,82.95,21.23
IG 138698,143.57,90.89,22.96
IG 138699,NA,95.04,23.51
IG 138701,159.89,101.72,28.04
IG 138702,155.16,93.1,37.81
IG 138703,158,94.92,26.15
IG 138704,NA,94.72,27.68
IG 138705,NA,100.93,25.68
IG 138706,NA,NA,NA
IG 138707,NA,NA,23.92
IG 138708,152.05,93.21,27.6
IG 138709,138.24,99.36,27
IG 138711,NA,NA,NA
IG 138713,NA,NA,NA
IG 138714,NA,88.5,36.03
IG 138715,NA,NA,NA
IG 138716,149.48,104.44,36.28
IG 138717,146.76,105.93,34.83
IG 138719,NA,87.58,NA
IG 138721,148.07,103.85,27.44
IG 138722,NA,88.18,25.7
IG 138723,NA,84.92,NA
IG 138725,157.57,104.18,28.16
IG 138726,NA,108.47,34.03
IG 138727,147.5,111.18,25.63
IG 138728,NA,NA,28.77
IG 138729,160.16,93.11,27.43
IG 138730,160.42,96.19,24.64
IG 138731,156.37,106.25,32.36
IG 138732,NA,NA,NA
IG 138734,NA,78.97,26.7
IG 138735,NA,94.39,32.87
IG 138736,NA,119.28,NA
IG 138737,156.13,104.99,32.31
IG 138738,151.11,110.28,29.52
IG 138739,NA,117.92,36.48
IG 138740,140.65,106.5,36.75
IG 138741,157.07,115.8,28.31
IG 138742,152.13,100.66,32.69
IG 138743,NA,113.49,NA
IG 138745,150.54,106.69,33.66
IG 138746,155.79,101.39,28.79
IG 138748,151.18,100.87,29.18
IG 138749,151.32,98.97,31.8
IG 138750,153.63,110.07,35.49
IG 138751,NA,NA,NA
IG 138752,133.94,100.26,24.01
IG 138753,149.99,110.37,26.48
IG 138755,147.32,111.89,27.95
IG 138756,NA,NA,NA
IG 138757,143.92,106.91,29.14
IG 138758,NA,110.45,NA
IG 138759,144.55,106.24,33.29
IG 138760,158.02,95.12,28.85
IG 138762,NA,103.01,NA
IG 138763,140.98,102.26,33.43
IG 138764,NA,101.12,35.32
IG 138765,NA,104.78,NA
IG 138766,NA,110.61,31.67
IG 138767,150.72,108.52,34.26
IG 138768,150.37,101.69,35.3
IG 138769,NA,99.16,34.24
IG 138770,NA,103.03,NA
IG 138771,NA,93.93,27.82
IG 138773,NA,108.38,NA
IG 138774,NA,110.03,NA
IG 138775,NA,NA,NA
IG 138776,NA,NA,NA
IG 138777,NA,108.01,NA
IG 138782,147.6,104.57,41.52
IG 138783,136.68,98.9,33.8
IG 138784,138.54,101.66,26.99
IG 138785,132.74,98.91,33.01
IG 138786,131.09,99.1,34.86
IG 138787,141.03,95.04,37.91
IG 138788,134.17,102.37,38.52
IG 138789,NA,87.2,38.45
IG 138790,140.5,93.69,32.39
IG 138791,138.62,95.53,38.62
IG 138797,126.41,82.77,32.83
IG 138798,NA,NA,NA
IG 138801,143.39,107.7,38.87
IG 138802,NA,80.37,41.08
IG 138803,NA,93.93,35.31
IG 138804,137.39,96.51,35.99
IG 138805,135.86,97.13,37.64
IG 138806,128.7,96.66,31.91
IG 138807,127.18,88.66,31.22
IG 138808,129.66,92.48,40.2
IG 138809,131.47,85.5,31.91
IG 138810,129.18,88.64,40.1
IG 138811,139.39,102.14,42.19
IG 138812,NA,NA,NA
IG 138813,133.66,85.98,33.34
IG 138814,133.11,101.81,32.2
IG 138815,139,110.82,33.84
IG 138816,129.52,103.73,32.08
IG 138817,134.75,104.79,32.13
IG 138818,130.03,98.26,32.81
IG 138819,132.11,99.56,26.12
IG 138821,130.46,105.83,33.95
IG 138823,138.6,102.98,35.78
IG 138824,129.32,105.35,35.04
IG 138825,132.2,96.16,32.6
IG 138826,NA,NA,NA
IG 138827,132.97,86.62,34.68
IG 138828,NA,73.74,32.48
IG 138829,NA,78.64,37.33
IG 138830,128.59,101.2,33.44
IG 138831,142.03,97.28,34.74
IG 138832,145.8,103.67,34.45
IG 138833,NA,99.35,39.22
IG 138834,140.07,102.33,40.06
IG 138835,NA,NA,NA
IG 138836,NA,88.03,NA
IG 138837,NA,NA,NA
IG 138838,NA,78.6,34.48
IG 138839,136.92,88.85,34.64
IG 138840,NA,NA,NA
IG 138841,141.8,112.32,36.99
IG 138842,140.69,110.7,35.23
IG 138844,132.06,100.18,30.54
IG 138845,130.81,100.34,36.57
IG 138846,135.03,101.53,35.63
IG 138847,137.67,92.37,34.98
IG 138849,146.28,97.87,37.54
IG 138850,141.31,105.31,29.84
IG 138851,149.22,106.15,29.33
IG 138852,NA,97.1,26.3
IG 138853,NA,89.72,34.3
IG 138854,143.26,96.41,30.89
IG 138855,143.7,106.4,35.76
IG 138856,148.98,95.43,36.17
IG 138857,NA,94.16,38.53
IG 138858,NA,92.9,33.83
IG 138860,149.97,81.55,25.08
IG 138861,148.69,87.12,24.14
IG 138862,139.58,106.48,39.13
IG 138863,144.37,93.47,28.88
IG 138864,144.23,94.36,26.43
IG 138866,150.51,90.99,19.2
IG 138867,148.92,94.24,27.88
IG 138868,143.86,94.72,19.61
IG 138869,NA,88.35,NA
IG 138870,135.04,97.57,37.59
IG 138871,157.62,93.19,28.74
IG 138872,154.94,91.37,29.32
IG 138873,153.44,92.16,28.5
IG 138874,NA,89,25.9
IG 138875,147.76,104.88,35.11
IG 138876,NA,89,21.78
IG 138877,155.93,89.79,23.27
IG 138878,146.15,97.39,43.62
IG 138879,146.06,100.64,43.25
IG 138880,143.46,103.05,41.44
IG 138881,143.33,106.45,43.28
IG 138882,NA,96.77,30.77
IG 138883,146.63,100.97,37.53
IG 138884,NA,105.91,36.38
IG 138885,140.41,97.49,40.71
IG 138886,142.04,102.99,48.31
IG 138887,NA,NA,NA
IG 138888,NA,83.83,39.55
IG 138889,NA,NA,NA
IG 138890,155.65,87.16,22.49
IG 138891,158.27,87.41,26.48
IG 138892,148.85,103.9,35.55
IG 138893,142.99,104.87,35.34
IG 138947,NA,97.43,31.33
IG 138948,NA,90.47,29.78
IG 138949,140.66,104.24,40.12
IG 138950,136.92,108.66,40.14
IG 138951,130.97,99.45,37.57
IG 138952,NA,94.81,36.73
IG 138978,143.8,99.43,35.99
IG 138979,153.75,103.61,32.31
IG 138980,138.95,95.9,36.78
IG 138991,141.43,100.36,38.84
IG 138992,139.62,106.12,38.16
IG 138993,142.78,109.45,37.63
IG 138995,142.16,106.15,39.82
IG 138996,140.27,105.01,36.02
IG 138997,134.55,103.39,30.74
IG 138998,140.92,108.91,42.95
IG 138999,142.58,104.91,37.71
IG 139000,NA,NA,NA
IG 139002,135.83,110.83,38.06
IG 139007,143.87,101.07,35
IG 139008,143.29,95.79,34.44
IG 139009,141.08,102.85,35.39
IG 139010,150.49,106.89,28.24
IG 139023,138.26,101.56,32.6
IG 139024,135.58,111.78,32.47
IG 139025,148.38,118.18,32.18
IG 139026,151.99,119.9,24.7
IG 139027,155.41,97.91,30.79
IG 139028,139.23,96.81,17.22
IG 139029,147.65,110.79,30.74
IG 139030,150,98.74,33.18
IG 139031,145.98,103.49,35.2
IG 139032,NA,97.2,24.73
IG 139033,NA,118.08,32.45
IG 139034,151.59,104.52,33.63
IG 139035,148.87,102.2,32.29
IG 139036,149.14,115.03,22.37
IG 139037,NA,NA,NA
IG 139038,144.86,103.54,37.28
IG 139039,NA,NA,NA
IG 139040,NA,88.83,37.27
IG 139041,140.85,95.31,27.98
IG 139042,NA,87.1,29.25
IG 139043,143,101.57,29.55
IG 139044,139.13,102.54,27.84
IG 139045,150.26,104.96,33.96
IG 139046,NA,NA,NA
IG 139047,NA,107.29,39.96
IG 139048,134.87,94.69,32.19
IG 139049,140.29,101.92,34.61
IG 139050,146.99,98.31,34.91
IG 139051,147.94,95.31,35.88
IG 139052,150.2,94.72,34.96
IG 139053,146.03,99.65,36.5
IG 139054,NA,NA,NA
IG 139055,NA,114.39,19.32
IG 139056,144.2,106.82,31.74
IG 139057,152.31,103.01,35.12
IG 139059,145.47,100.02,34.83
IG 139061,147.26,103.02,37.6
IG 139062,156.48,104.27,35.36
IG 139063,137.43,95.89,28.81
IG 139064,147.92,114.89,26.57
IG 139065,NA,103.93,28.77
IG 139066,147.69,109.85,33.4
IG 139067,143.88,103.03,35.45
IG 139068,NA,NA,NA
IG 139069,141.29,118,38.98
IG 139070,NA,NA,NA
IG 139071,NA,97.2,34.86
IG 139072,156.01,102.27,36.6
IG 139073,144.78,108.47,34.79
IG 139074,154.67,101.35,31.41
IG 139075,144.24,108.64,39.78
IG 139077,NA,101.77,34.91
IG 139078,156.96,97.46,31.95
IG 139079,153.85,100.96,39.19
IG 139080,134.5,116.37,31.15
IG 139081,NA,NA,NA
IG 139082,NA,92.48,32.43
IG 139083,150.49,101.95,35.78
IG 139084,159.5,90.99,34.03
IG 139085,153.38,96.36,28.12
IG 139142,144.89,107.1,51.42
IG 139143,145.81,111.97,39.94
IG 139145,145.78,119.34,47.66
IG 139154,140.6,113.74,42.69
IG 139155,142.99,117.34,45.29
IG 139161,146.89,112.72,47.37
IG 139162,NA,124.17,46.19
IG 139165,136.37,108.83,NA
IG 139168,134.6,110.12,NA
IG 139170,NA,123.16,46.58
IG 139171,133.43,109.55,NA
IG 139178,142.73,105.96,NA
IG 139181,138.82,104.57,39.3
IG 139182,142.73,104.25,NA
IG 139183,148.91,105.5,40.78
IG 139185,141.76,105.92,46.79
IG 139188,139.09,110.15,46.19
IG 139190,143.87,111.22,43.51
IG 139372,155.16,102.4,35.35
IG 139373,NA,81.02,NA
IG 139374,NA,97.53,NA
IG 139375,NA,111.66,NA
IG 139376,NA,109.2,NA
IG 139378,159.03,110.49,NA
IG 139383,145.77,93.24,NA
IG 139384,NA,NA,NA
IG 139385,NA,91.72,NA
IG 139386,NA,66.09,NA
IG 139392,NA,67.62,30.4
IG 139393,NA,86.83,NA
IG 139394,NA,98.52,NA
IG 139395,NA,96.28,NA
IG 139396,NA,84.88,NA
IG 139398,NA,94.87,NA
IG 139399,NA,87.42,NA
IG 139400,125.28,85.46,34.38
IG 139401,NA,NA,NA
IG 139402,NA,94.17,NA
IG 139403,NA,NA,NA
IG 139404,NA,NA,NA
IG 139405,NA,111.28,NA
IG 139406,NA,94.88,27.16
IG 139408,148.05,93.63,34.86
IG 139409,NA,94.57,NA
IG 139410,NA,96.13,NA
IG 139411,NA,85.74,NA
IG 139412,NA,89.04,36.2
IG 139413,NA,95.57,NA
IG 139414,NA,97.78,NA
IG 139415,NA,102.04,NA
IG 139416,NA,98.9,NA
IG 139417,NA,103.52,NA
IG 139418,NA,89,NA
IG 139419,NA,103.17,NA
IG 139420,147.94,92.38,NA
IG 139421,NA,91.95,NA
IG 139422,NA,86.21,41.05
IG 139423,145.19,100.06,35.03
IG 139424,NA,102.67,NA
IG 139425,NA,101.44,NA
IG 139426,NA,97.21,NA
IG 139428,NA,96.19,NA
IG 139429,NA,101.83,NA
IG 139430,NA,94.96,NA
IG 139431,NA,95.48,NA
IG 139432,NA,97.35,NA
IG 139434,NA,93.19,NA
IG 139435,NA,111.1,NA
IG 139436,NA,107.58,NA
IG 139437,145.18,103.17,37
IG 139438,NA,95.78,NA
IG 139439,145.18,108.74,39.51
IG 139440,NA,95.21,NA
IG 139442,NA,102.42,NA
IG 139443,NA,107.35,NA
IG 139446,NA,NA,NA
IG 139447,NA,NA,NA
IG 139448,NA,NA,NA
IG 139449,NA,100.58,NA
IG 139450,150.56,110.53,NA
IG 139451,NA,110.21,NA
IG 139452,NA,102.4,NA
IG 139453,NA,106.3,NA
IG 139454,144.49,104.99,NA
IG 139456,NA,84.88,22.72
IG 139457,NA,94.65,NA
IG 139458,NA,104.57,NA
IG 139459,NA,96.19,NA
IG 139460,NA,101.01,NA
IG 139461,NA,108,33.09
IG 139462,NA,93.98,NA
IG 139463,145.41,113.6,NA
IG 139465,NA,NA,NA
IG 139466,NA,105.31,NA
IG 139467,147.27,109.37,32.55
IG 139468,147.27,108.76,34.03
IG 139469,149.75,121.32,28.96
IG 139470,NA,100.04,NA
IG 139471,150.09,104.73,28.9
IG 139472,NA,76.57,32.43
IG 139473,NA,109.57,NA
IG 139474,144.3,100.52,NA
IG 139475,150.25,91.71,38.13
IG 139477,149.19,96.34,35.89
IG 139478,146.62,110.22,33.9
IG 139479,145.41,109.23,NA
IG 139481,147.79,104.46,25.97
IG 139482,NA,97.89,28.73
IG 139483,150.4,97.46,40.36
IG 139484,147.27,99.05,38.42
IG 139485,NA,NA,NA
IG 139487,144.36,102.97,NA
IG 139489,147.77,107.51,36.61
IG 139491,133.25,79.6,29.9
IG 139492,NA,105.03,NA
IG 139493,146.43,110.1,NA
IG 139494,NA,NA,NA
IG 139495,129.46,91.55,35.21
IG 139496,149.88,97.1,38.84
IG 139497,144.99,99.67,33.84
IG 139498,NA,106.26,NA
IG 139499,142.07,109.06,NA
IG 139500,NA,NA,NA
IG 139501,NA,NA,NA
IG 139503,NA,76.52,NA
IG 139504,NA,100.67,NA
IG 139505,NA,103.65,NA
IG 139506,NA,102.42,NA
IG 139507,NA,86,NA
IG 139508,NA,98.21,NA
IG 139509,NA,107.42,NA
IG 139511,NA,80.26,NA
IG 139512,NA,69.22,NA
IG 139515,NA,82.35,NA
IG 139516,NA,96.74,NA
IG 139517,144.85,99.94,NA
IG 139518,NA,111.22,NA
IG 139521,153.33,110.97,NA
IG 139522,151.75,101.65,NA
IG 139523,NA,104.74,NA
IG 139524,NA,NA,NA
IG 139525,142.99,100.39,31.87
IG 139526,NA,99.37,NA
IG 139529,NA,80.43,37.85
IG 139532,NA,98.03,NA
IG 139533,NA,94.95,NA
IG 139534,136.01,105.48,NA
IG 139536,131.16,90.46,NA
IG 139537,NA,91,NA
IG 139538,NA,94.79,NA
IG 139539,NA,104.44,NA
IG 139541,NA,90.35,NA
IG 139544,NA,90.13,NA
IG 139545,NA,NA,NA
IG 139546,NA,NA,NA
IG 139547,NA,112.05,NA
IG 139549,148.43,105.64,NA
IG 139550,143.87,105.03,NA
IG 139551,NA,103.3,NA
IG 139552,NA,75.57,NA
IG 139554,NA,NA,NA
IG 139555,NA,125.17,NA
IG 139556,148.81,107.42,NA
IG 139557,147.24,102.51,NA
IG 139558,146.62,102.1,30.42
IG 139559,151.36,100.43,35.62
IG 139560,NA,91.26,NA
IG 139561,141.23,103.97,36.64
IG 139562,NA,NA,NA
IG 139563,NA,110.26,NA
IG 139564,145.89,94.6,38.83
IG 139565,149.61,97.06,28.98
IG 139566,147.8,96.16,35.28
IG 139567,145.18,110.42,35.96
IG 139569,NA,99.44,NA
IG 139571,NA,NA,NA
IG 139572,NA,NA,NA
IG 139575,NA,98.39,NA
IG 139576,NA,104.26,NA
IG 139577,NA,101,NA
IG 139578,NA,88.83,NA
IG 139579,NA,NA,NA
IG 139580,NA,106.26,NA
IG 139582,NA,99.52,NA
IG 139584,NA,99.07,NA
IG 139585,NA,96.52,NA
IG 139586,NA,89,NA
IG 139588,NA,98.09,NA
IG 139589,NA,96.52,NA
IG 139590,NA,103.19,NA
IG 139592,NA,102.42,NA
IG 139593,NA,NA,NA
IG 139594,NA,98.54,NA
IG 139595,NA,103.03,NA
IG 139596,NA,102.05,NA
IG 139597,NA,105.26,NA
IG 139599,NA,97.13,NA
IG 139600,NA,85.15,23.59
IG 139601,NA,75.56,NA
IG 139602,NA,98.61,NA
IG 139604,145.82,89.49,36.81
IG 139605,NA,105.43,33.31
IG 139607,NA,NA,NA
IG 139609,NA,98.55,22.27
IG 139610,NA,98.26,NA
IG 139611,NA,102.67,NA
IG 139620,NA,77.68,NA
IG 139647,134.1,96.18,NA
IG 139650,NA,111.76,35.46
IG 139651,NA,100.7,NA
IG 139652,NA,99.79,38.49
IG 139653,NA,104.13,NA
IG 139654,NA,96.39,NA
IG 139656,NA,76.52,NA
IG 139657,NA,98.09,NA
IG 139658,NA,107.04,NA
IG 139659,NA,102.13,NA
IG 139661,NA,105.91,NA
IG 139662,NA,102.23,NA
IG 139663,NA,99.43,NA
IG 139666,NA,109.81,NA
IG 139667,NA,94.35,NA
IG 139670,NA,95.49,NA
IG 139674,NA,91.62,NA
IG 139675,141.33,91.79,31.8
IG 139681,132.31,96.32,NA
IG 139684,145.18,98.21,33.78
IG 139688,146.62,102.57,40.94
IG 139689,NA,100.04,NA
IG 139691,NA,99,NA
IG 139693,NA,103.03,NA
IG 139694,NA,NA,NA
IG 139696,NA,99.52,NA
IG 139699,NA,107.26,NA
IG 139701,147.79,105.3,39.37
IG 139702,NA,97.76,NA
IG 139703,NA,105.78,NA
IG 139706,126.95,80.93,30.38
IG 139707,NA,103.48,NA
IG 139708,NA,92.07,37.81
IG 139712,NA,76.71,30.15
IG 139714,NA,96.22,NA
IG 139715,153.89,93.38,NA
IG 139716,136.99,95.19,35.28
IG 139717,NA,100.78,NA
IG 139719,NA,110.17,NA
IG 139720,NA,99.13,NA
IG 139721,NA,98.81,NA
IG 139722,NA,104.57,NA
IG 139723,NA,102.6,NA
IG 139724,NA,104.57,NA
IG 139725,139.27,94.16,35.19
IG 139727,140.05,91.73,NA
IG 139728,NA,96.9,NA
IG 139729,NA,98,NA
IG 139730,NA,72.65,NA
IG 139731,NA,93.47,38.66
IG 139733,NA,98.48,NA
IG 139734,NA,80.78,NA
IG 139735,NA,105.78,NA
IG 139736,NA,NA,NA
IG 139737,NA,90.91,NA
IG 139738,147.79,90.89,33.5
IG 139740,NA,89.52,NA
IG 139741,NA,96.35,NA
IG 139742,NA,110.21,NA
IG 139743,NA,NA,NA
IG 139745,NA,NA,NA
IG 139747,NA,79.61,NA
IG 139748,136.24,83.58,27.61
IG 139749,NA,NA,NA
IG 139750,NA,64.96,NA
IG 139751,NA,97.04,NA
IG 139753,NA,103.09,NA
IG 139755,NA,110.78,NA
IG 139756,NA,96.37,NA
IG 139759,NA,89.26,NA
IG 139760,NA,98.3,NA
IG 139761,145.18,97.16,30.3
IG 139763,146.62,97.3,31.45
IG 139767,NA,NA,NA
IG 139768,NA,103.21,NA
IG 139770,144.65,99.42,34.6
IG 139771,NA,91.04,37.05
IG 139773,151.9,95.95,37.62
IG 139774,NA,NA,NA
IG 139775,145.7,103.57,36.96
IG 139776,NA,109.35,NA
IG 139777,136.34,93.88,NA
IG 139780,NA,80.87,NA
IG 139781,NA,NA,NA
IG 139785,NA,96.1,NA
IG 139786,NA,66,NA
IG 139787,NA,82.67,NA
IG 139788,NA,92.05,NA
IG 139789,147.19,97.41,30.68
IG 139792,146.62,90.52,35.03
IG 139793,146.62,100.87,37.4
IG 139794,NA,95.3,NA
IG 139797,146.17,93.61,NA
IG 139800,147.28,101.44,39.44
IG 139801,145.18,92.19,33.68
IG 139805,145.18,93.49,36.79
IG 139806,144.98,96.06,36.88
IG 139809,NA,93.98,NA
IG 139810,146.81,98.51,32.88
IG 139811,126.88,98.6,37.07
IG 139812,150.69,88.56,36.15
IG 139813,135.18,82.07,32.5
IG 139814,147.28,98.75,NA
IG 139815,NA,96.3,NA
IG 139816,NA,103.61,NA
IG 139817,NA,108.65,NA
IG 139819,NA,106,NA
IG 139822,144.43,103.25,NA
IG 139824,147.27,98.32,32.71
IG 139825,145.7,107.83,33.96
IG 139826,146.73,90.07,36.87
IG 139827,146.22,97.83,33
IG 139830,147.28,83.79,34.36
IG 139833,146.62,99.54,32.92
IG 139835,146.17,92.01,36.47
IG 139836,147.36,90.95,34.07
IG 139837,147.28,105.51,40.29
