accenumb,agent_id,doi,plant_height,days_to_heading,early_growth_tendency,thousand_kernel_weight,name,description,campaign
CGN00268,NA,10.18730/134QV,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00269,NA,10.18730/134RW,105,156,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00270,NA,10.18730/134SX,105,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00271,NA,10.18730/134TY,105,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00272,NA,10.18730/134VZ,110,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00273,NA,10.18730/134W*,105,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00274,NA,10.18730/134X~,105,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00277,NA,10.18730/1350U,95,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00278,NA,10.18730/13510,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00279,NA,10.18730/13521,95,156,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00281,NA,10.18730/13532,85,NA,2,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00282,NA,10.18730/13543,100,NA,3,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00286,NA,10.18730/13554,95,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00287,NA,10.18730/13565,85,NA,6,51,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00288,NA,10.18730/13576,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00289,NA,10.18730/13587,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00290,NA,10.18730/13598,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00292,NA,10.18730/135A9,90,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00294,NA,10.18730/135BA,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00295,NA,10.18730/135CB,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00296,NA,10.18730/135DC,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00297,NA,10.18730/135ED,125,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00298,NA,10.18730/135FE,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00299,NA,10.18730/135GF,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00300,NA,10.18730/135HG,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00301,NA,10.18730/135JH,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00302,NA,10.18730/135KJ,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00303,NA,10.18730/135MK,120,156,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00304,NA,10.18730/135NM,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00305,NA,10.18730/135PN,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00306,NA,10.18730/135QP,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00307,NA,10.18730/135RQ,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00308,NA,10.18730/135SR,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00309,NA,10.18730/135TS,115,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00310,NA,10.18730/135VT,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00311,NA,10.18730/135WV,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00312,NA,10.18730/135XW,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00314,NA,10.18730/135ZY,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00315,NA,10.18730/1360Z,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00317,NA,10.18730/1362~,85,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00318,NA,10.18730/1363$,80,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00319,NA,10.18730/1364=,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00320,NA,10.18730/1365U,105,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00321,NA,10.18730/13660,85,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00322,NA,10.18730/13671,80,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00323,NA,10.18730/13682,80,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00324,NA,10.18730/13693,125,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00325,NA,10.18730/136A4,100,NA,7,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00326,NA,10.18730/136B5,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00327,NA,10.18730/136C6,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00328,NA,10.18730/136D7,125,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00329,NA,10.18730/136E8,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00330,NA,10.18730/136F9,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00331,NA,10.18730/136GA,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00332,NA,10.18730/136HB,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00333,NA,10.18730/136JC,105,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00334,NA,10.18730/136KD,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00335,NA,10.18730/136ME,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00336,NA,10.18730/136NF,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00337,NA,10.18730/136PG,110,NA,7,44.4,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00339,NA,10.18730/136RJ,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00340,NA,10.18730/136SK,100,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00341,NA,10.18730/136TM,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00342,NA,10.18730/136VN,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00343,NA,10.18730/136WP,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00345,NA,10.18730/136YR,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00346,NA,10.18730/136ZS,105,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00347,NA,10.18730/1370T,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00348,NA,10.18730/1371V,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00349,NA,10.18730/1372W,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00350,NA,10.18730/1373X,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00351,NA,10.18730/1374Y,90,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00352,NA,10.18730/1375Z,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00354,NA,10.18730/1377~,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN00355,NA,10.18730/1378$,90,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02585,NA,10.18730/14S0=,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02586,NA,10.18730/14S1U,100,156,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02587,NA,10.18730/14S20,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02588,NA,10.18730/14S31,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02589,NA,10.18730/14S42,115,NA,8,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02590,NA,10.18730/14S53,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02591,NA,10.18730/14S64,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02592,NA,10.18730/14S75,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02593,NA,10.18730/14S86,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02594,NA,10.18730/14S97,100,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02595,NA,10.18730/14SA8,95,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02596,NA,10.18730/14SB9,120,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02597,NA,10.18730/14SCA,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02598,NA,10.18730/14SDB,100,NA,5,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02599,NA,10.18730/14SEC,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02600,NA,10.18730/14SFD,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02601,NA,10.18730/14SGE,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02602,NA,10.18730/14SHF,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02603,NA,10.18730/14SJG,130,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02604,NA,10.18730/14SKH,130,NA,8,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02605,NA,10.18730/14SMJ,110,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02606,NA,10.18730/14SNK,105,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02607,NA,10.18730/14SPM,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02608,NA,10.18730/14SQN,110,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02609,NA,10.18730/14SRP,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02610,NA,10.18730/14SSQ,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02612,NA,10.18730/14STR,125,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02613,NA,10.18730/14SVS,100,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02614,NA,10.18730/14SWT,115,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02615,NA,10.18730/14SXV,110,NA,NA,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02616,NA,10.18730/14SYW,100,NA,6,50.1,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02617,NA,10.18730/14SZX,95,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02618,NA,10.18730/14T0Y,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02619,NA,10.18730/14T1Z,100,NA,8,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02620,NA,10.18730/14T2*,115,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02621,NA,10.18730/14T3~,105,NA,9,56.5,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02622,NA,10.18730/14T4$,115,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02623,NA,10.18730/14T5=,110,NA,9,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02624,NA,10.18730/14T6U,95,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02625,NA,10.18730/14T70,95,NA,4,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02626,NA,10.18730/14T81,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02627,NA,10.18730/14T92,80,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
CGN02628,NA,10.18730/14TA3,105,NA,6,NA,Multiplication Spring Barley Wageningen,"Location: Born Wageningen, sandy soil. Sowing date: 12/3/85, harvested 9/8/85.",1985-1985
