genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
NC029522,180.55,128.1,36.31
NC029524,NA,NA,NA
NC029525,NA,NA,NA
NC029527,NA,NA,NA
NC029528,NA,NA,NA
NC029530,NA,NA,NA
NC029531,NA,NA,NA
NC029533,NA,NA,NA
NC029534,184.13,106.21,35.48
NC035373,NA,NA,NA
NC035374,NA,NA,NA
NC035375,NA,NA,NA
NC035376,NA,NA,NA
NC035377,187.76,105.03,39.9
NC035378,NA,NA,NA
NC035379,180.38,108.91,38.07
NC035380,179.73,119.09,37.29
NC035383,NA,NA,NA
NC035384,NA,NA,NA
NC035385,NA,NA,NA
NC035386,NA,NA,NA
NC035387,NA,NA,NA
NC035389,178.76,114.99,31.42
NC035391,NA,NA,NA
NC035392,NA,NA,NA
NC035393,NA,NA,NA
NC035394,NA,NA,NA
NC035395,NA,NA,NA
NC035396,182.33,123.75,39.75
NC035398,NA,NA,NA
NC035399,NA,NA,NA
NC035400,NA,NA,NA
NC035402,NA,NA,NA
NC035403,NA,NA,NA
NC035405,NA,NA,NA
NC035406,NA,NA,NA
NC035407,NA,NA,NA
NC035408,NA,NA,NA
NC035409,NA,NA,NA
NC035412,NA,NA,NA
NC035413,NA,NA,NA
NC035414,176.11,110.95,36.48
NC035415,NA,NA,NA
NC035416,NA,NA,NA
NC035417,NA,NA,NA
NC035418,NA,NA,NA
NC035419,NA,NA,NA
NC035420,NA,NA,NA
NC035421,NA,NA,NA
NC035422,NA,NA,NA
NC035423,NA,NA,NA
NC035424,NA,NA,NA
NC035427,NA,NA,NA
NC035428,NA,NA,NA
NC035429,NA,NA,NA
NC035430,NA,NA,NA
NC035431,NA,NA,NA
NC035432,NA,NA,NA
NC035433,NA,NA,NA
NC035525,185.24,122.19,31.16
NC035526,NA,NA,NA
NC035528,NA,NA,NA
NC035529,NA,NA,NA
NC035530,NA,NA,NA
NC035531,NA,NA,NA
NC035532,166.25,100.83,45.11
NC035533,NA,NA,NA
NC035534,NA,NA,NA
NC035535,NA,NA,NA
NC035536,NA,NA,NA
NC035554,184.15,106.42,32.25
NC035559,NA,NA,NA
NC035762,176.28,103.43,33.25
NC038463,NA,NA,NA
NC038464,NA,NA,NA
NC038465,NA,NA,NA
NC038466,NA,NA,NA
NC038570,190.24,126.88,37.97
NC038571,NA,NA,NA
NC038572,NA,NA,NA
NC038574,175.5,112.8,42.59
NC038575,NA,NA,NA
NC038576,NA,111.87,NA
NC039550,NA,NA,NA
NC039551,179.73,112.24,NA
NC040109,173.94,112.67,28.82
NC040567,NA,NA,NA
NC040588,NA,NA,NA
NC040589,NA,NA,NA
NC040591,NA,NA,NA
NC040592,NA,NA,NA
NC040593,185.37,111.71,30.9
NC040596,187.69,116.73,32.81
NC040598,NA,NA,NA
NC040600,NA,NA,NA
NC040601,NA,NA,NA
NC040603,NA,NA,NA
NC047303,NA,NA,NA
NC047313,NA,103.58,28.54
NC047317,177.45,99.09,25.54
NC047354,NA,107.68,35.51
NC050283,186.29,108.81,36.03
NC050294,180.04,113.1,43.97
NC050466,180.07,113.78,28.88
NC050493,182.38,114.03,33.22
NC050494,NA,99.55,36.55
NC050495,NA,NA,NA
NC050503,NA,NA,NA
NC050506,188.29,100.18,35.03
NC050789,NA,NA,NA
NC051365,NA,NA,NA
NC051366,NA,NA,NA
NC052322,NA,NA,NA
NC052458,NA,NA,NA
NC052461,NA,NA,NA
NC052490,166.52,80.47,32.57
NC052491,NA,NA,NA
NC052574,167.61,78.13,26.47
NC052583,174.85,72.47,33.45
NC052722,NA,NA,NA
NC052873,NA,NA,NA
NC052883,NA,NA,NA
NC052997,184.55,112.45,38.79
NC052998,181.94,114,35.91
NC052999,NA,96.1,34.18
NC053000,176.25,71.47,34.94
NC053001,NA,NA,NA
NC053547,NA,NA,NA
NC053549,NA,NA,NA
NC055980,NA,NA,NA
NC056115,NA,NA,NA
NC056213,NA,NA,NA
NC056241,NA,NA,NA
NC056258,NA,NA,NA
NC056493,183.53,106.44,37.71
NC058625,181.56,108.15,36.48
NC058627,NA,NA,NA
NC058628,190.4,125.56,37.64
NC058629,NA,NA,NA
NC058630,NA,NA,NA
NC058631,NA,NA,NA
NC058632,184.07,107.09,31.91
NC058633,NA,NA,NA
NC068009,NA,NA,NA
NC068345,182.76,107.99,33
NC068351,173.8,100.96,31.89
NC069066,175.45,101.47,40.87
NC069068,174.15,108.47,42.55
NC069094,NA,NA,NA
NC069334,NA,NA,NA
NC069382,NA,NA,NA
NC069463,NA,NA,NA
NC071826,188.76,109.46,33.88
NC071921,NA,NA,NA
NC071934,NA,129.02,36.37
NC072464,NA,109.21,NA
NC072511,178.08,109.56,39.7
NC072512,NA,NA,NA
NC072827,183.86,109.39,36.77
NC072880,NA,NA,NA
NC073199,NA,NA,NA
NC073254,NA,NA,NA
NC073256,NA,NA,NA
NC074341,187.22,113.01,36.38
NC074342,193.76,102.18,38.82
NC078832,NA,NA,NA
NC079028,173.05,96.83,39.78
NC080166,170.39,112.46,NA
NC082405,NA,105.74,NA
NC082510,181.72,123.52,40.16
NC082511,NA,120.38,39.82
NC083082,NA,NA,NA
NC083083,NA,NA,NA
NC083084,NA,NA,NA
NC085096,NA,NA,NA
NC085098,NA,NA,NA
NC085101,NA,NA,NA
NC085102,NA,NA,NA
NC085103,NA,NA,NA
NC085105,NA,NA,NA
NC085106,NA,NA,NA
NC085107,NA,NA,NA
NC085108,NA,NA,NA
NC085109,NA,NA,NA
NC085110,NA,NA,NA
NC085113,NA,NA,NA
NC085115,NA,NA,NA
NC085116,NA,NA,NA
NC085117,NA,NA,NA
NC085118,NA,NA,NA
NC085119,NA,NA,NA
NC085120,NA,NA,NA
NC085121,NA,NA,NA
NC085122,NA,NA,NA
NC085123,NA,NA,NA
NC085124,NA,NA,NA
NC085125,NA,NA,NA
NC085126,NA,NA,NA
NC085127,NA,NA,NA
NC085128,NA,NA,NA
NC085129,NA,NA,NA
NC085130,NA,NA,NA
NC085131,NA,NA,NA
NC085132,NA,NA,NA
NC085133,NA,NA,NA
NC085134,NA,NA,NA
NC085136,NA,NA,NA
NC085137,NA,NA,NA
NC085138,NA,NA,NA
NC085139,NA,NA,NA
NC085140,NA,NA,NA
NC085717,NA,NA,NA
NC085872,NA,NA,NA
NC086545,NA,NA,NA
NC086546,NA,NA,NA
NC086548,NA,NA,NA
NC086549,185.35,119.28,32.82
NC086550,183.48,121.33,36.29
NC086551,168.48,129.12,35.33
NC087800,NA,NA,NA
NC087810,NA,NA,NA
NC087912,NA,NA,NA
NC088298,NA,NA,NA
NC088299,NA,NA,NA
NC088302,NA,NA,NA
NC088303,NA,NA,NA
NC088304,NA,NA,NA
NC088305,NA,NA,NA
NC088307,NA,NA,NA
NC088308,NA,NA,NA
NC088309,NA,NA,NA
NC088310,NA,NA,NA
NC088311,NA,NA,NA
NC088313,NA,NA,NA
NC088314,NA,NA,NA
NC088315,NA,NA,NA
NC088316,NA,NA,NA
NC088317,NA,NA,NA
NC088318,NA,NA,NA
NC088319,NA,NA,NA
NC088320,NA,NA,NA
NC088321,NA,NA,NA
NC088322,NA,NA,NA
NC088323,NA,NA,NA
NC088324,NA,NA,NA
NC088329,NA,NA,NA
NC088332,NA,NA,NA
NC088333,NA,NA,NA
NC088334,NA,NA,NA
NC088336,NA,NA,NA
NC088338,NA,NA,NA
NC088339,NA,NA,NA
NC088344,NA,NA,NA
NC088346,NA,NA,NA
NC088349,NA,NA,NA
NC088350,NA,NA,NA
NC088351,NA,NA,NA
NC088353,NA,NA,NA
NC088355,NA,NA,NA
NC088356,177.28,87.25,34.13
NC088358,NA,NA,NA
NC088359,NA,NA,NA
NC088360,NA,NA,NA
NC088361,NA,NA,NA
NC088363,NA,NA,NA
NC088365,NA,NA,NA
NC088366,NA,NA,NA
NC088367,NA,NA,NA
NC088373,NA,NA,NA
NC088374,NA,NA,NA
NC088375,NA,NA,NA
NC088376,NA,NA,NA
NC088378,NA,NA,NA
NC088380,NA,NA,NA
NC088381,NA,NA,NA
NC088382,NA,NA,NA
NC088383,NA,NA,NA
NC088384,NA,NA,NA
NC088386,NA,NA,NA
NC088388,NA,NA,NA
NC088389,NA,NA,NA
NC088390,NA,NA,NA
NC088393,NA,NA,NA
NC088394,NA,NA,NA
NC088395,NA,NA,NA
NC088399,NA,NA,NA
NC088402,NA,NA,NA
NC091672,186.78,115.46,31.53
NC091673,NA,NA,NA
NC091674,NA,NA,NA
NC092127,186.33,114.5,37.18
NC092128,180.41,112.35,32.53
NC092173,179.68,128.95,NA
NC094940,NA,NA,NA
NC094941,NA,NA,NA
NC094981,NA,NA,NA
NC098983,182.51,113.37,NA
NC101739,186.56,121.34,34.93
NC101749,183.8,118.23,35.76
NC101776,184.24,117.82,36.85
NC101790,184.03,116.65,38.7
NC101794,184.03,121,36.4
NC102727,175.76,114.34,28.92
NC104291,NA,NA,NA
NC104390,NA,NA,NA
